Station_Name,Year,Month,Day,Sample_No,Radiation,Block
Bogura,2019,9,14,1,0.012,B15
Bogura,2019,9,15,1,0.012,B15
Bogura,2019,9,16,1,0.012,B15
Bogura,2019,9,17,1,0.012,B15
Bogura,2019,9,18,1,0.012,B15
Bogura,2019,9,19,1,0.037,B15
Bogura,2019,9,20,1,0.037,B15
Bogura,2019,9,21,1,0.062,B15
Bogura,2019,9,22,1,0.037,B15
Bogura,2019,9,23,1,0.025,B15
Bogura,2019,9,24,1,0.012,B15
Bogura,2019,9,25,1,0.012,B15
Bogura,2019,9,26,1,0.012,B15
Bogura,2019,9,27,1,0.012,B15
Bogura,2019,9,28,1,0.012,B15
Bogura,2019,9,29,1,0.012,B15
Bogura,2019,9,30,1,0.012,B15
Bogura,2022,9,1,1,0.025,B15
Bogura,2022,9,2,1,0.037,B15
Bogura,2022,9,3,1,0.037,B15
Bogura,2022,9,4,1,0.012,B15
Bogura,2022,9,5,1,0.037,B15
Bogura,2022,9,6,1,0.037,B15
Bogura,2022,9,7,1,0.037,B15
Bogura,2022,9,8,1,0.037,B15
Bogura,2022,9,9,1,0.025,B15
Bogura,2022,9,10,1,0.062,B15
Bogura,2022,9,11,1,0.037,B15
Bogura,2022,9,12,1,0.037,B15
Bogura,2022,9,13,1,0.012,B15
Bogura,2022,9,14,1,0.012,B15
Bogura,2022,9,15,1,0.012,B15
Bogura,2022,9,16,1,0.037,B15
Bogura,2022,9,17,1,0.012,B15
Bogura,2022,9,18,1,0.062,B15
Bogura,2022,9,19,1,0.037,B15
Bogura,2022,9,20,1,0.05,B15
Bogura,2022,9,21,1,0.012,B15
Bogura,2022,9,22,1,0.062,B15
Bogura,2022,9,23,1,0.037,B15
Bogura,2022,9,24,1,0.05,B15
Bogura,2022,9,25,1,0.025,B15
Bogura,2022,9,26,1,0.062,B15
Bogura,2022,9,27,1,0.05,B15
Bogura,2022,9,28,1,0.075,B15
Bogura,2022,9,29,1,0.012,B15
Bogura,2022,9,30,1,0.025,B15
Bogura,2019,9,1,2,0.1,B15
Bogura,2019,9,2,2,0.037,B15
Bogura,2019,9,3,2,0.112,B15
Bogura,2019,9,4,2,0.125,B15
Bogura,2019,9,5,2,0.012,B15
Bogura,2019,9,6,2,0.012,B15
Bogura,2019,9,7,2,0.012,B15
Bogura,2019,9,8,2,0.037,B15
Bogura,2019,9,9,2,0.012,B15
Bogura,2019,9,10,2,0.112,B15
Bogura,2019,9,11,2,0.012,B15
Bogura,2019,9,12,2,0.012,B15
Bogura,2019,9,13,2,0.012,B15
Bogura,2019,9,14,2,0.012,B15
Bogura,2019,9,15,2,0.012,B15
Bogura,2019,9,16,2,0.012,B15
Bogura,2019,9,17,2,0.012,B15
Bogura,2019,9,18,2,0.012,B15
Bogura,2019,9,19,2,0.112,B15
Bogura,2019,9,20,2,0.15,B15
Bogura,2019,9,21,2,0.112,B15
Bogura,2019,9,22,2,0.137,B15
Bogura,2019,9,23,2,0.112,B15
Bogura,2019,9,24,2,0.012,B15
Bogura,2019,9,25,2,0.012,B15
Bogura,2019,9,26,2,0.012,B15
Bogura,2019,9,27,2,0.012,B15
Bogura,2019,9,28,2,0.012,B15
Bogura,2019,9,29,2,0.012,B15
Bogura,2019,9,30,2,0.012,B15
Bogura,2022,9,1,2,0.062,B15
Bogura,2022,9,2,2,0.05,B15
Bogura,2022,9,3,2,0.062,B15
Bogura,2022,9,4,2,0.062,B15
Bogura,2022,9,5,2,0.125,B15
Bogura,2022,9,6,2,0.087,B15
Bogura,2022,9,7,2,0.087,B15
Bogura,2022,9,8,2,0.137,B15
Bogura,2022,9,9,2,0.125,B15
Bogura,2022,9,10,2,0.187,B15
Bogura,2022,9,11,2,0.062,B15
Bogura,2022,9,12,2,0.087,B15
Bogura,2022,9,13,2,0.012,B15
Bogura,2022,9,14,2,0.012,B15
Bogura,2022,9,15,2,0.012,B15
Bogura,2022,9,16,2,0.112,B15
Bogura,2022,9,17,2,0.037,B15
Bogura,2022,9,18,2,0.162,B15
Bogura,2022,9,19,2,0.062,B15
Bogura,2022,9,20,2,0.15,B15
Bogura,2022,9,21,2,0.075,B15
Bogura,2022,9,22,2,0.112,B15
Bogura,2022,9,23,2,0.087,B15
Bogura,2022,9,24,2,0.125,B15
Bogura,2022,9,25,2,0.037,B15
Bogura,2022,9,26,2,0.137,B15
Bogura,2022,9,27,2,0.112,B15
Bogura,2022,9,28,2,0.2,B15
Bogura,2022,9,29,2,0.025,B15
Bogura,2022,9,30,2,0.037,B15
Bogura,2019,9,1,3,0.162,B15
Bogura,2019,9,2,3,0.449,B15
Bogura,2019,9,3,3,0.012,B15
Bogura,2019,9,4,3,0.012,B15
Bogura,2019,9,5,3,0.012,B15
Bogura,2019,9,6,3,0.012,B15
Bogura,2019,9,7,3,0.012,B15
Bogura,2019,9,8,3,0.075,B15
Bogura,2019,9,9,3,0.037,B15
Bogura,2019,9,10,3,0.162,B15
Bogura,2019,9,11,3,0.012,B15
Bogura,2019,9,12,3,0.012,B15
Bogura,2019,9,13,3,0.012,B15
Bogura,2019,9,14,3,0.012,B15
Bogura,2019,9,15,3,0.012,B15
Bogura,2019,9,16,3,0.012,B15
Bogura,2019,9,17,3,0.012,B15
Bogura,2019,9,18,3,0.137,B15
Bogura,2019,9,19,3,0.137,B15
Bogura,2019,9,20,3,0.325,B15
Bogura,2019,9,21,3,0.325,B15
Bogura,2019,9,22,3,0.175,B15
Bogura,2019,9,23,3,0.012,B15
Bogura,2019,9,24,3,0.225,B15
Bogura,2019,9,25,3,0.012,B15
Bogura,2019,9,26,3,0.012,B15
Bogura,2019,9,27,3,0.05,B15
Bogura,2019,9,28,3,0.012,B15
Bogura,2019,9,29,3,0.012,B15
Bogura,2019,9,30,3,0.012,B15
Bogura,2022,9,1,3,0.075,B15
Bogura,2022,9,2,3,0.125,B15
Bogura,2022,9,3,3,0.175,B15
Bogura,2022,9,4,3,0.1,B15
Bogura,2022,9,5,3,0.137,B15
Bogura,2022,9,6,3,0.162,B15
Bogura,2022,9,7,3,0.375,B15
Bogura,2022,9,8,3,0.412,B15
Bogura,2022,9,9,3,0.325,B15
Bogura,2022,9,10,3,0.4,B15
Bogura,2022,9,11,3,0.187,B15
Bogura,2022,9,12,3,0.225,B15
Bogura,2022,9,13,3,0.012,B15
Bogura,2022,9,14,3,0.012,B15
Bogura,2022,9,15,3,0.062,B15
Bogura,2022,9,16,3,0.212,B15
Bogura,2022,9,17,3,0.2,B15
Bogura,2022,9,18,3,0.212,B15
Bogura,2022,9,19,3,0.075,B15
Bogura,2022,9,20,3,0.449,B15
Bogura,2022,9,21,3,0.162,B15
Bogura,2022,9,22,3,0.187,B15
Bogura,2022,9,23,3,0.212,B15
Bogura,2022,9,24,3,0.387,B15
Bogura,2022,9,25,3,0.125,B15
Bogura,2022,9,26,3,0.287,B15
Bogura,2022,9,27,3,0.3,B15
Bogura,2022,9,28,3,0.325,B15
Bogura,2022,9,29,3,0.025,B15
Bogura,2022,9,30,3,0.287,B15
Bogura,2019,9,1,4,0.262,B15
Bogura,2019,9,2,4,0.499,B15
Bogura,2019,9,3,4,0.012,B15
Bogura,2019,9,4,4,0.012,B15
Bogura,2019,9,5,4,0.012,B15
Bogura,2019,9,6,4,0.012,B15
Bogura,2019,9,7,4,0.012,B15
Bogura,2019,9,8,4,0.062,B15
Bogura,2019,9,9,4,0.325,B15
Bogura,2019,9,10,4,0.287,B15
Bogura,2019,9,11,4,0.012,B15
Bogura,2019,9,12,4,0.012,B15
Bogura,2019,9,13,4,0.012,B15
Bogura,2019,9,14,4,0.012,B15
Bogura,2019,9,15,4,0.012,B15
Bogura,2019,9,16,4,0.012,B15
Bogura,2019,9,17,4,0.012,B15
Bogura,2019,9,18,4,0.162,B15
Bogura,2019,9,19,4,0.125,B15
Bogura,2019,9,20,4,0.437,B15
Bogura,2019,9,21,4,0.387,B15
Bogura,2019,9,22,4,0.262,B15
Bogura,2019,9,23,4,0.012,B15
Bogura,2019,9,24,4,0.212,B15
Bogura,2019,9,25,4,0.012,B15
Bogura,2019,9,26,4,0.012,B15
Bogura,2019,9,27,4,0.362,B15
Bogura,2019,9,28,4,0.012,B15
Bogura,2019,9,29,4,0.012,B15
Bogura,2019,9,30,4,0.012,B15
Bogura,2022,9,1,4,0.137,B15
Bogura,2022,9,2,4,0.25,B15
Bogura,2022,9,3,4,0.574,B15
Bogura,2022,9,4,4,0.162,B15
Bogura,2022,9,5,4,0.075,B15
Bogura,2022,9,6,4,0.187,B15
Bogura,2022,9,7,4,0.574,B15
Bogura,2022,9,8,4,0.262,B15
Bogura,2022,9,9,4,0.449,B15
Bogura,2022,9,10,4,0.537,B15
Bogura,2022,9,11,4,0.187,B15
Bogura,2022,9,12,4,0.262,B15
Bogura,2022,9,13,4,0.012,B15
Bogura,2022,9,14,4,0.037,B15
Bogura,2022,9,15,4,0.062,B15
Bogura,2022,9,16,4,0.362,B15
Bogura,2022,9,17,4,0.312,B15
Bogura,2022,9,18,4,0.287,B15
Bogura,2022,9,19,4,0.312,B15
Bogura,2022,9,20,4,0.512,B15
Bogura,2022,9,21,4,0.237,B15
Bogura,2022,9,22,4,0.325,B15
Bogura,2022,9,23,4,0.25,B15
Bogura,2022,9,24,4,0.412,B15
Bogura,2022,9,25,4,0.15,B15
Bogura,2022,9,26,4,0.325,B15
Bogura,2022,9,27,4,0.437,B15
Bogura,2022,9,28,4,0.387,B15
Bogura,2022,9,29,4,0.075,B15
Bogura,2022,9,30,4,0.387,B15
Bogura,2019,9,1,5,0.362,B15
Bogura,2019,9,2,5,0.549,B15
Bogura,2019,9,3,5,0.012,B15
Bogura,2019,9,4,5,0.012,B15
Bogura,2019,9,5,5,0.012,B15
Bogura,2019,9,6,5,0.012,B15
Bogura,2019,9,7,5,0.012,B15
Bogura,2019,9,8,5,0.05,B15
Bogura,2019,9,9,5,0.387,B15
Bogura,2019,9,10,5,0.35,B15
Bogura,2019,9,11,5,0.012,B15
Bogura,2019,9,12,5,0.012,B15
Bogura,2019,9,13,5,0.062,B15
Bogura,2019,9,14,5,0.012,B15
Bogura,2019,9,15,5,0.012,B15
Bogura,2019,9,16,5,0.012,B15
Bogura,2019,9,17,5,0.012,B15
Bogura,2019,9,18,5,0.175,B15
Bogura,2019,9,19,5,0.112,B15
Bogura,2019,9,20,5,0.637,B15
Bogura,2019,9,21,5,0.512,B15
Bogura,2019,9,22,5,0.362,B15
Bogura,2019,9,23,5,0.012,B15
Bogura,2019,9,24,5,0.212,B15
Bogura,2019,9,25,5,0.012,B15
Bogura,2019,9,26,5,0.025,B15
Bogura,2019,9,27,5,0.537,B15
Bogura,2019,9,28,5,0.012,B15
Bogura,2019,9,29,5,0.012,B15
Bogura,2019,9,30,5,0.012,B15
Bogura,2022,9,1,5,0.212,B15
Bogura,2022,9,2,5,0.312,B15
Bogura,2022,9,3,5,0.337,B15
Bogura,2022,9,4,5,0.262,B15
Bogura,2022,9,5,5,0.05,B15
Bogura,2022,9,6,5,0.2,B15
Bogura,2022,9,7,5,0.637,B15
Bogura,2022,9,8,5,0.137,B15
Bogura,2022,9,9,5,0.562,B15
Bogura,2022,9,10,5,0.624,B15
Bogura,2022,9,11,5,0.2,B15
Bogura,2022,9,12,5,0.287,B15
Bogura,2022,9,13,5,0.012,B15
Bogura,2022,9,14,5,0.087,B15
Bogura,2022,9,15,5,0.1,B15
Bogura,2022,9,16,5,0.499,B15
Bogura,2022,9,17,5,0.387,B15
Bogura,2022,9,18,5,0.312,B15
Bogura,2022,9,19,5,0.4,B15
Bogura,2022,9,20,5,0.587,B15
Bogura,2022,9,21,5,0.287,B15
Bogura,2022,9,22,5,0.275,B15
Bogura,2022,9,23,5,0.275,B15
Bogura,2022,9,24,5,0.424,B15
Bogura,2022,9,25,5,0.187,B15
Bogura,2022,9,26,5,0.262,B15
Bogura,2022,9,27,5,0.175,B15
Bogura,2022,9,28,5,0.487,B15
Bogura,2022,9,29,5,0.162,B15
Bogura,2022,9,30,5,0.549,B15
Bogura,2019,9,1,6,0.499,B15
Bogura,2019,9,2,6,0.649,B15
Bogura,2019,9,3,6,0.012,B15
Bogura,2019,9,4,6,0.012,B15
Bogura,2019,9,5,6,0.012,B15
Bogura,2019,9,6,6,0.012,B15
Bogura,2019,9,7,6,0.012,B15
Bogura,2019,9,8,6,0.037,B15
Bogura,2019,9,9,6,0.262,B15
Bogura,2019,9,10,6,0.012,B15
Bogura,2019,9,11,6,0.012,B15
Bogura,2019,9,12,6,0.012,B15
Bogura,2019,9,13,6,0.112,B15
Bogura,2019,9,14,6,0.012,B15
Bogura,2019,9,15,6,0.012,B15
Bogura,2019,9,16,6,0.012,B15
Bogura,2019,9,17,6,0.012,B15
Bogura,2019,9,18,6,0.187,B15
Bogura,2019,9,19,6,0.112,B15
Bogura,2019,9,20,6,0.787,B15
Bogura,2019,9,21,6,0.662,B15
Bogura,2019,9,22,6,0.762,B15
Bogura,2019,9,23,6,0.012,B15
Bogura,2019,9,24,6,0.2,B15
Bogura,2019,9,25,6,0.012,B15
Bogura,2019,9,26,6,0.037,B15
Bogura,2019,9,27,6,0.649,B15
Bogura,2019,9,28,6,0.062,B15
Bogura,2019,9,29,6,0.012,B15
Bogura,2019,9,30,6,0.012,B15
Bogura,2022,9,1,6,0.312,B15
Bogura,2022,9,2,6,0.35,B15
Bogura,2022,9,3,6,0.749,B15
Bogura,2022,9,4,6,0.4,B15
Bogura,2022,9,5,6,0.062,B15
Bogura,2022,9,6,6,0.212,B15
Bogura,2022,9,7,6,0.499,B15
Bogura,2022,9,8,6,0.037,B15
Bogura,2022,9,9,6,0.637,B15
Bogura,2022,9,10,6,0.699,B15
Bogura,2022,9,11,6,0.337,B15
Bogura,2022,9,12,6,0.325,B15
Bogura,2022,9,13,6,0.012,B15
Bogura,2022,9,14,6,0.162,B15
Bogura,2022,9,15,6,0.225,B15
Bogura,2022,9,16,6,0.649,B15
Bogura,2022,9,17,6,0.449,B15
Bogura,2022,9,18,6,0.337,B15
Bogura,2022,9,19,6,0.537,B15
Bogura,2022,9,20,6,0.637,B15
Bogura,2022,9,21,6,0.325,B15
Bogura,2022,9,22,6,0.25,B15
Bogura,2022,9,23,6,0.312,B15
Bogura,2022,9,24,6,0.449,B15
Bogura,2022,9,25,6,0.237,B15
Bogura,2022,9,26,6,0.187,B15
Bogura,2022,9,27,6,0.574,B15
Bogura,2022,9,28,6,0.562,B15
Bogura,2022,9,29,6,0.275,B15
Bogura,2022,9,30,6,0.412,B15
Bogura,2019,9,1,7,0.524,B15
Bogura,2019,9,2,7,0.662,B15
Bogura,2019,9,3,7,0.012,B15
Bogura,2019,9,4,7,0.012,B15
Bogura,2019,9,5,7,0.012,B15
Bogura,2019,9,6,7,0.012,B15
Bogura,2019,9,7,7,0.012,B15
Bogura,2019,9,8,7,0.062,B15
Bogura,2019,9,9,7,0.574,B15
Bogura,2019,9,10,7,0.012,B15
Bogura,2019,9,11,7,0.012,B15
Bogura,2019,9,12,7,0.012,B15
Bogura,2019,9,13,7,0.087,B15
Bogura,2019,9,14,7,0.012,B15
Bogura,2019,9,15,7,0.012,B15
Bogura,2019,9,16,7,0.012,B15
Bogura,2019,9,17,7,0.012,B15
Bogura,2019,9,18,7,0.162,B15
Bogura,2019,9,19,7,0.474,B15
Bogura,2019,9,20,7,0.737,B15
Bogura,2019,9,21,7,0.637,B15
Bogura,2019,9,22,7,0.537,B15
Bogura,2019,9,23,7,0.012,B15
Bogura,2019,9,24,7,0.187,B15
Bogura,2019,9,25,7,0.012,B15
Bogura,2019,9,26,7,0.137,B15
Bogura,2019,9,27,7,0.574,B15
Bogura,2019,9,28,7,0.037,B15
Bogura,2019,9,29,7,0.012,B15
Bogura,2019,9,30,7,0.012,B15
Bogura,2022,9,1,7,0.2,B15
Bogura,2022,9,2,7,0.387,B15
Bogura,2022,9,3,7,0.712,B15
Bogura,2022,9,4,7,0.262,B15
Bogura,2022,9,5,7,0.112,B15
Bogura,2022,9,6,7,0.212,B15
Bogura,2022,9,7,7,0.487,B15
Bogura,2022,9,8,7,0.112,B15
Bogura,2022,9,9,7,0.574,B15
Bogura,2022,9,10,7,0.712,B15
Bogura,2022,9,11,7,0.587,B15
Bogura,2022,9,12,7,0.362,B15
Bogura,2022,9,13,7,0.012,B15
Bogura,2022,9,14,7,0.062,B15
Bogura,2022,9,15,7,0.162,B15
Bogura,2022,9,16,7,0.612,B15
Bogura,2022,9,17,7,0.487,B15
Bogura,2022,9,18,7,0.375,B15
Bogura,2022,9,19,7,0.574,B15
Bogura,2022,9,20,7,0.537,B15
Bogura,2022,9,21,7,0.387,B15
Bogura,2022,9,22,7,0.325,B15
Bogura,2022,9,23,7,0.262,B15
Bogura,2022,9,24,7,0.437,B15
Bogura,2022,9,25,7,0.225,B15
Bogura,2022,9,26,7,0.137,B15
Bogura,2022,9,27,7,0.225,B15
Bogura,2022,9,28,7,0.512,B15
Bogura,2022,9,29,7,0.337,B15
Bogura,2022,9,30,7,0.437,B15
Bogura,2019,9,1,8,0.512,B15
Bogura,2019,9,2,8,0.687,B15
Bogura,2019,9,3,8,0.012,B15
Bogura,2019,9,4,8,0.012,B15
Bogura,2019,9,5,8,0.012,B15
Bogura,2019,9,6,8,0.012,B15
Bogura,2019,9,7,8,0.012,B15
Bogura,2019,9,8,8,0.087,B15
Bogura,2019,9,9,8,0.674,B15
Bogura,2019,9,10,8,0.012,B15
Bogura,2019,9,11,8,0.012,B15
Bogura,2019,9,12,8,0.012,B15
Bogura,2019,9,13,8,0.112,B15
Bogura,2019,9,14,8,0.012,B15
Bogura,2019,9,15,8,0.012,B15
Bogura,2019,9,16,8,0.012,B15
Bogura,2019,9,17,8,0.012,B15
Bogura,2019,9,18,8,0.524,B15
Bogura,2019,9,19,8,0.737,B15
Bogura,2019,9,20,8,0.674,B15
Bogura,2019,9,21,8,0.537,B15
Bogura,2019,9,22,8,0.275,B15
Bogura,2019,9,23,8,0.05,B15
Bogura,2019,9,24,8,0.162,B15
Bogura,2019,9,25,8,0.012,B15
Bogura,2019,9,26,8,0.2,B15
Bogura,2019,9,27,8,0.499,B15
Bogura,2019,9,28,8,0.025,B15
Bogura,2019,9,29,8,0.012,B15
Bogura,2019,9,30,8,0.012,B15
Bogura,2022,9,1,8,0.137,B15
Bogura,2022,9,2,8,0.412,B15
Bogura,2022,9,3,8,0.662,B15
Bogura,2022,9,4,8,0.237,B15
Bogura,2022,9,5,8,0.037,B15
Bogura,2022,9,6,8,0.2,B15
Bogura,2022,9,7,8,0.562,B15
Bogura,2022,9,8,8,0.087,B15
Bogura,2022,9,9,8,0.612,B15
Bogura,2022,9,10,8,0.624,B15
Bogura,2022,9,11,8,0.612,B15
Bogura,2022,9,12,8,0.387,B15
Bogura,2022,9,13,8,0.012,B15
Bogura,2022,9,14,8,0.037,B15
Bogura,2022,9,15,8,0.237,B15
Bogura,2022,9,16,8,0.512,B15
Bogura,2022,9,17,8,0.524,B15
Bogura,2022,9,18,8,0.412,B15
Bogura,2022,9,19,8,0.262,B15
Bogura,2022,9,20,8,0.512,B15
Bogura,2022,9,21,8,0.437,B15
Bogura,2022,9,22,8,0.387,B15
Bogura,2022,9,23,8,0.225,B15
Bogura,2022,9,24,8,0.437,B15
Bogura,2022,9,25,8,0.2,B15
Bogura,2022,9,26,8,0.312,B15
Bogura,2022,9,27,8,0.125,B15
Bogura,2022,9,28,8,0.487,B15
Bogura,2022,9,29,8,0.424,B15
Bogura,2022,9,30,8,0.462,B15
Bogura,2019,9,1,9,0.175,B15
Bogura,2019,9,2,9,0.387,B15
Bogura,2019,9,3,9,0.012,B15
Bogura,2019,9,4,9,0.012,B15
Bogura,2019,9,5,9,0.012,B15
Bogura,2019,9,6,9,0.012,B15
Bogura,2019,9,7,9,0.012,B15
Bogura,2019,9,8,9,0.524,B15
Bogura,2019,9,9,9,0.35,B15
Bogura,2019,9,10,9,0.012,B15
Bogura,2019,9,11,9,0.012,B15
Bogura,2019,9,12,9,0.012,B15
Bogura,2019,9,13,9,0.05,B15
Bogura,2019,9,14,9,0.012,B15
Bogura,2019,9,15,9,0.012,B15
Bogura,2019,9,16,9,0.012,B15
Bogura,2019,9,17,9,0.012,B15
Bogura,2019,9,18,9,0.275,B15
Bogura,2019,9,19,9,0.499,B15
Bogura,2019,9,20,9,0.449,B15
Bogura,2019,9,21,9,0.487,B15
Bogura,2019,9,22,9,0.087,B15
Bogura,2019,9,23,9,0.237,B15
Bogura,2019,9,24,9,0.15,B15
Bogura,2019,9,25,9,0.012,B15
Bogura,2019,9,26,9,0.3,B15
Bogura,2019,9,27,9,0.2,B15
Bogura,2019,9,28,9,0.012,B15
Bogura,2019,9,29,9,0.012,B15
Bogura,2019,9,30,9,0.012,B15
Bogura,2022,9,1,9,0.037,B15
Bogura,2022,9,2,9,0.112,B15
Bogura,2022,9,3,9,0.35,B15
Bogura,2022,9,4,9,0.25,B15
Bogura,2022,9,5,9,0.225,B15
Bogura,2022,9,6,9,0.075,B15
Bogura,2022,9,7,9,0.325,B15
Bogura,2022,9,8,9,0.037,B15
Bogura,2022,9,9,9,0.499,B15
Bogura,2022,9,10,9,0.574,B15
Bogura,2022,9,11,9,0.275,B15
Bogura,2022,9,12,9,0.125,B15
Bogura,2022,9,13,9,0.012,B15
Bogura,2022,9,14,9,0.012,B15
Bogura,2022,9,15,9,0.162,B15
Bogura,2022,9,16,9,0.512,B15
Bogura,2022,9,17,9,0.287,B15
Bogura,2022,9,18,9,0.212,B15
Bogura,2022,9,19,9,0.187,B15
Bogura,2022,9,20,9,0.549,B15
Bogura,2022,9,21,9,0.325,B15
Bogura,2022,9,22,9,0.487,B15
Bogura,2022,9,23,9,0.337,B15
Bogura,2022,9,24,9,0.35,B15
Bogura,2022,9,25,9,0.187,B15
Bogura,2022,9,26,9,0.4,B15
Bogura,2022,9,27,9,0.225,B15
Bogura,2022,9,28,9,0.125,B15
Bogura,2022,9,29,9,0.125,B15
Bogura,2022,9,30,9,0.375,B15
Bogura,2019,9,1,10,0.137,B15
Bogura,2019,9,2,10,0.237,B15
Bogura,2019,9,3,10,0.012,B15
Bogura,2019,9,4,10,0.012,B15
Bogura,2019,9,5,10,0.012,B15
Bogura,2019,9,6,10,0.012,B15
Bogura,2019,9,7,10,0.012,B15
Bogura,2019,9,8,10,0.075,B15
Bogura,2019,9,9,10,0.262,B15
Bogura,2019,9,10,10,0.012,B15
Bogura,2019,9,11,10,0.012,B15
Bogura,2019,9,12,10,0.012,B15
Bogura,2019,9,13,10,0.037,B15
Bogura,2019,9,14,10,0.012,B15
Bogura,2019,9,15,10,0.012,B15
Bogura,2019,9,16,10,0.012,B15
Bogura,2019,9,17,10,0.012,B15
Bogura,2019,9,18,10,0.025,B15
Bogura,2019,9,19,10,0.325,B15
Bogura,2019,9,20,10,0.262,B15
Bogura,2019,9,21,10,0.337,B15
Bogura,2019,9,22,10,0.037,B15
Bogura,2019,9,23,10,0.162,B15
Bogura,2019,9,24,10,0.075,B15
Bogura,2019,9,25,10,0.012,B15
Bogura,2019,9,26,10,0.2,B15
Bogura,2019,9,27,10,0.1,B15
Bogura,2019,9,28,10,0.012,B15
Bogura,2019,9,29,10,0.012,B15
Bogura,2019,9,30,10,0.012,B15
Bogura,2022,9,1,10,0.075,B15
Bogura,2022,9,2,10,0.037,B15
Bogura,2022,9,3,10,0.262,B15
Bogura,2022,9,4,10,0.112,B15
Bogura,2022,9,5,10,0.137,B15
Bogura,2022,9,6,10,0.062,B15
Bogura,2022,9,7,10,0.25,B15
Bogura,2022,9,8,10,0.162,B15
Bogura,2022,9,9,10,0.262,B15
Bogura,2022,9,10,10,0.087,B15
Bogura,2022,9,11,10,0.137,B15
Bogura,2022,9,12,10,0.087,B15
Bogura,2022,9,13,10,0.012,B15
Bogura,2022,9,14,10,0.012,B15
Bogura,2022,9,15,10,0.087,B15
Bogura,2022,9,16,10,0.237,B15
Bogura,2022,9,17,10,0.2,B15
Bogura,2022,9,18,10,0.012,B15
Bogura,2022,9,19,10,0.125,B15
Bogura,2022,9,20,10,0.337,B15
Bogura,2022,9,21,10,0.162,B15
Bogura,2022,9,22,10,0.275,B15
Bogura,2022,9,23,10,0.262,B15
Bogura,2022,9,24,10,0.212,B15
Bogura,2022,9,25,10,0.137,B15
Bogura,2022,9,26,10,0.175,B15
Bogura,2022,9,27,10,0.15,B15
Bogura,2022,9,28,10,0.075,B15
Bogura,2022,9,29,10,0.075,B15
Bogura,2022,9,30,10,0.187,B15
Bogura,2019,9,1,11,0.137,B15
Bogura,2019,9,2,11,0.037,B15
Bogura,2019,9,3,11,0.012,B15
Bogura,2019,9,4,11,0.012,B15
Bogura,2019,9,5,11,0.012,B15
Bogura,2019,9,6,11,0.012,B15
Bogura,2019,9,7,11,0.012,B15
Bogura,2019,9,8,11,0.075,B15
Bogura,2019,9,9,11,0.175,B15
Bogura,2019,9,10,11,0.012,B15
Bogura,2019,9,11,11,0.012,B15
Bogura,2019,9,12,11,0.012,B15
Bogura,2019,9,13,11,0.025,B15
Bogura,2019,9,14,11,0.012,B15
Bogura,2019,9,15,11,0.012,B15
Bogura,2019,9,16,11,0.012,B15
Bogura,2019,9,17,11,0.012,B15
Bogura,2019,9,18,11,0.012,B15
Bogura,2019,9,19,11,0.112,B15
Bogura,2019,9,20,11,0.112,B15
Bogura,2019,9,21,11,0.162,B15
Bogura,2019,9,22,11,0.012,B15
Bogura,2019,9,23,11,0.087,B15
Bogura,2019,9,24,11,0.012,B15
Bogura,2019,9,25,11,0.012,B15
Bogura,2019,9,26,11,0.037,B15
Bogura,2019,9,27,11,0.062,B15
Bogura,2019,9,28,11,0.012,B15
Bogura,2019,9,29,11,0.012,B15
Bogura,2019,9,30,11,0.012,B15
Bogura,2022,9,1,11,0.1,B15
Bogura,2022,9,2,11,0.012,B15
Bogura,2022,9,3,11,0.125,B15
Bogura,2022,9,4,11,0.112,B15
Bogura,2022,9,5,11,0.062,B15
Bogura,2022,9,6,11,0.075,B15
Bogura,2022,9,7,11,0.15,B15
Bogura,2022,9,8,11,0.075,B15
Bogura,2022,9,9,11,0.1,B15
Bogura,2022,9,10,11,0.075,B15
Bogura,2022,9,11,11,0.075,B15
Bogura,2022,9,12,11,0.062,B15
Bogura,2022,9,13,11,0.012,B15
Bogura,2022,9,14,11,0.012,B15
Bogura,2022,9,15,11,0.012,B15
Bogura,2022,9,16,11,0.087,B15
Bogura,2022,9,17,11,0.037,B15
Bogura,2022,9,18,11,0.012,B15
Bogura,2022,9,19,11,0.037,B15
Bogura,2022,9,20,11,0.1,B15
Bogura,2022,9,21,11,0.087,B15
Bogura,2022,9,22,11,0.125,B15
Bogura,2022,9,23,11,0.125,B15
Bogura,2022,9,24,11,0.05,B15
Bogura,2022,9,25,11,0.062,B15
Bogura,2022,9,26,11,0.037,B15
Bogura,2022,9,27,11,0.037,B15
Bogura,2022,9,28,11,0.037,B15
Bogura,2022,9,29,11,0.012,B15
Bogura,2022,9,30,11,0.037,B15
Bogura,2019,9,1,12,0.075,B15
Bogura,2019,9,2,12,0.012,B15
Bogura,2019,9,3,12,0.012,B15
Bogura,2019,9,4,12,0.012,B15
Bogura,2019,9,5,12,0.012,B15
Bogura,2019,9,6,12,0.012,B15
Bogura,2019,9,7,12,0.012,B15
Bogura,2019,9,8,12,0.075,B15
Bogura,2019,9,9,12,0.025,B15
Bogura,2019,9,10,12,0.012,B15
Bogura,2019,9,11,12,0.012,B15
Bogura,2019,9,12,12,0.012,B15
Bogura,2019,9,13,12,0.012,B15
Bogura,2019,9,14,12,0.012,B15
Bogura,2019,9,15,12,0.012,B15
Bogura,2019,9,16,12,0.012,B15
Bogura,2019,9,17,12,0.012,B15
Bogura,2019,9,18,12,0.012,B15
