Station_Name,Year,Month,Rainfall,Block
Ambagan (Ctg),2010,7,245,B59
Ambagan (Ctg),2010,8,392,B59
Ambagan (Ctg),2010,9,86,B59
Ambagan (Ctg),2010,10,301,B59
Ambagan (Ctg),2010,11,52,B59
Ambagan (Ctg),2010,12,22,B59
Ambagan (Ctg),2011,1,0,B59
Ambagan (Ctg),2011,2,0,B59
Ambagan (Ctg),2011,3,35,B59
Ambagan (Ctg),2011,4,117,B59
Ambagan (Ctg),2011,5,355,B59
Ambagan (Ctg),2011,6,454,B59
Ambagan (Ctg),2011,7,613,B59
Ambagan (Ctg),2011,8,748,B59
Ambagan (Ctg),2011,9,740,B59
Ambagan (Ctg),2011,10,66,B59
Ambagan (Ctg),2011,11,0,B59
Ambagan (Ctg),2011,12,0,B59
Ambagan (Ctg),2012,1,0,B59
Ambagan (Ctg),2012,2,0,B59
Ambagan (Ctg),2012,3,31,B59
Ambagan (Ctg),2012,4,231,B59
Ambagan (Ctg),2012,5,114,B59
Ambagan (Ctg),2012,6,1268,B59
Ambagan (Ctg),2012,7,662,B59
Ambagan (Ctg),2012,8,300,B59
Ambagan (Ctg),2012,9,221,B59
Ambagan (Ctg),2012,10,445,B59
Ambagan (Ctg),2012,11,3,B59
Ambagan (Ctg),2012,12,0,B59
Ambagan (Ctg),2013,1,0,B59
Ambagan (Ctg),2013,2,1,B59
Ambagan (Ctg),2013,3,5,B59
Ambagan (Ctg),2013,4,58,B59
Ambagan (Ctg),2013,5,469,B59
Ambagan (Ctg),2013,6,504,B59
Ambagan (Ctg),2013,7,391,B59
Ambagan (Ctg),2013,8,243,B59
Ambagan (Ctg),2013,9,305,B59
Ambagan (Ctg),2013,10,403,B59
Ambagan (Ctg),2013,11,0,B59
Ambagan (Ctg),2013,12,0,B59
Ambagan (Ctg),2014,1,0,B59
Ambagan (Ctg),2014,2,40,B59
Ambagan (Ctg),2014,3,32,B59
Ambagan (Ctg),2014,4,30,B59
Ambagan (Ctg),2014,5,368,B59
Ambagan (Ctg),2014,6,1235,B59
Ambagan (Ctg),2014,7,389,B59
Ambagan (Ctg),2014,8,599,B59
Ambagan (Ctg),2014,9,355,B59
Ambagan (Ctg),2014,10,107,B59
Ambagan (Ctg),2014,11,1,B59
Ambagan (Ctg),2014,12,0,B59
Ambagan (Ctg),2015,1,4,B59
Ambagan (Ctg),2015,2,0,B59
Ambagan (Ctg),2015,3,18,B59
Ambagan (Ctg),2015,4,292,B59
Ambagan (Ctg),2015,5,110,B59
Ambagan (Ctg),2015,6,699,B59
Ambagan (Ctg),2015,7,1466,B59
Ambagan (Ctg),2015,8,586,B59
Ambagan (Ctg),2015,9,390,B59
Ambagan (Ctg),2015,10,349,B59
Ambagan (Ctg),2015,11,4,B59
Ambagan (Ctg),2015,12,9,B59
Ambagan (Ctg),2016,1,2,B59
Ambagan (Ctg),2016,2,17,B59
Ambagan (Ctg),2016,3,65,B59
Ambagan (Ctg),2016,4,36,B59
Ambagan (Ctg),2016,5,274,B59
Ambagan (Ctg),2016,6,268,B59
Ambagan (Ctg),2016,7,583,B59
Ambagan (Ctg),2016,8,390,B59
Ambagan (Ctg),2016,9,386,B59
Ambagan (Ctg),2016,10,157,B59
Ambagan (Ctg),2016,11,96,B59
Ambagan (Ctg),2016,12,0,B59
Ambagan (Ctg),2017,1,0,B59
Ambagan (Ctg),2017,2,0,B59
Ambagan (Ctg),2017,3,120,B59
Ambagan (Ctg),2017,4,419,B59
Ambagan (Ctg),2017,5,333,B59
Ambagan (Ctg),2017,6,753,B59
Ambagan (Ctg),2017,7,1036,B59
Ambagan (Ctg),2017,8,432,B59
Ambagan (Ctg),2017,9,593,B59
Ambagan (Ctg),2017,10,210,B59
Ambagan (Ctg),2017,11,0,B59
Ambagan (Ctg),2017,12,29,B59
Ambagan (Ctg),2018,1,13,B59
Ambagan (Ctg),2018,2,0,B59
Ambagan (Ctg),2018,3,12,B59
Ambagan (Ctg),2018,4,115,B59
Ambagan (Ctg),2018,5,348,B59
Ambagan (Ctg),2018,6,791,B59
Ambagan (Ctg),2018,7,751,B59
Ambagan (Ctg),2018,8,330,B59
Ambagan (Ctg),2018,9,152,B59
Ambagan (Ctg),2018,10,496,B59
Ambagan (Ctg),2018,11,2,B59
Ambagan (Ctg),2018,12,22,B59
Ambagan (Ctg),2019,1,0,B59
Ambagan (Ctg),2019,2,40,B59
Ambagan (Ctg),2019,3,12,B59
Ambagan (Ctg),2019,4,109,B59
Ambagan (Ctg),2019,5,205,B59
Ambagan (Ctg),2019,6,137,B59
Ambagan (Ctg),2019,7,1118,B59
Ambagan (Ctg),2019,8,530,B59
Ambagan (Ctg),2019,9,402,B59
Ambagan (Ctg),2019,10,206,B59
Ambagan (Ctg),2019,11,103,B59
Ambagan (Ctg),2019,12,8,B59
Ambagan (Ctg),2020,1,51,B59
Ambagan (Ctg),2020,2,4,B59
Ambagan (Ctg),2020,3,130,B59
Ambagan (Ctg),2020,4,137,B59
Ambagan (Ctg),2020,5,245,B59
Ambagan (Ctg),2020,6,420,B59
Ambagan (Ctg),2020,7,548,B59
Ambagan (Ctg),2020,8,480,B59
Ambagan (Ctg),2020,9,340,B59
Ambagan (Ctg),2020,10,216,B59
Ambagan (Ctg),2020,11,99,B59
Ambagan (Ctg),2022,1,5,B59
Ambagan (Ctg),2022,2,15,B59
Ambagan (Ctg),2022,3,0,B59
Ambagan (Ctg),2022,4,34,B59
Ambagan (Ctg),2022,5,355,B59
Ambagan (Ctg),2022,6,717,B59
Ambagan (Ctg),2022,7,271,B59
Ambagan (Ctg),2022,8,152,B59
Ambagan (Ctg),2022,9,520,B59
Ambagan (Ctg),2022,10,185,B59
Ambagan (Ctg),2022,11,0,B59
Ambagan (Ctg),2022,12,4,B59
Aricha,2023,7,66,B59
Aricha,2023,8,158,B59
Aricha,2023,9,157,B59
Aricha,2023,10,217,B59
Aricha,2023,11,19,B59
Aricha,2023,12,43,B59
Badalgachi,2020,12,0,B59
Badalgachi,2021,1,0,B59
Badalgachi,2021,2,0,B59
Badalgachi,2021,3,0,B59
Badalgachi,2021,4,11,B59
Badalgachi,2021,5,259,B59
Badalgachi,2021,6,541,B59
Badalgachi,2021,7,191,B59
Badalgachi,2021,8,370,B59
Badalgachi,2021,9,97,B59
Badalgachi,2021,10,109,B59
Badalgachi,2021,11,0,B59
Badalgachi,2021,12,0,B59
Badalgachi,2023,1,0,B59
Badalgachi,2023,2,0,B59
Badalgachi,2023,3,69,B59
Badalgachi,2023,4,26,B59
Badalgachi,2023,5,109,B59
Badalgachi,2023,6,123,B59
Badalgachi,2023,7,154,B59
Badalgachi,2023,8,418,B59
Badalgachi,2023,9,289,B59
Badalgachi,2023,10,103,B59
Badalgachi,2023,11,0,B59
Badalgachi,2023,12,20,B59
Baghabari,2023,7,115,B59
Baghabari,2023,8,217,B59
Baghabari,2023,9,57,B59
Baghabari,2023,10,195,B59
Baghabari,2023,11,7,B59
Baghabari,2023,12,40,B59
Bandarban,2023,7,416,B59
Bandarban,2023,8,1467,B59
Bandarban,2023,9,421,B59
Bandarban,2023,10,54,B59
Bandarban,2023,11,41,B59
Bandarban,2023,12,30,B59
Barisal,1949,1,0,B59
Barisal,1949,2,9,B59
Barisal,1949,3,8,B59
Barisal,1949,4,140,B59
Barisal,1949,5,217,B59
Barisal,1949,6,512,B59
Barisal,1949,7,575,B59
Barisal,1949,8,349,B59
Barisal,1949,9,252,B59
Barisal,1949,10,128,B59
Barisal,1949,11,41,B59
Barisal,1949,12,0,B59
Barisal,1950,1,0,B59
Barisal,1950,2,90,B59
Barisal,1950,3,13,B59
Barisal,1950,4,66,B59
Barisal,1950,5,87,B59
Barisal,1950,6,476,B59
Barisal,1950,7,546,B59
Barisal,1950,8,337,B59
Barisal,1950,9,187,B59
Barisal,1950,10,339,B59
Barisal,1950,11,98,B59
Barisal,1950,12,0,B59
Barisal,1951,1,0,B59
Barisal,1951,2,0,B59
Barisal,1951,3,67,B59
Barisal,1951,4,137,B59
Barisal,1951,5,114,B59
Barisal,1951,6,394,B59
Barisal,1951,7,375,B59
Barisal,1951,8,194,B59
Barisal,1951,9,286,B59
Barisal,1951,10,301,B59
Barisal,1951,11,31,B59
Barisal,1951,12,0,B59
Barisal,1953,1,10,B59
Barisal,1953,2,3,B59
Barisal,1953,3,3,B59
Barisal,1953,4,46,B59
Barisal,1953,5,339,B59
Barisal,1953,6,715,B59
Barisal,1953,7,526,B59
Barisal,1953,8,166,B59
Barisal,1953,9,174,B59
Barisal,1953,10,45,B59
Barisal,1953,11,0,B59
Barisal,1953,12,0,B59
Barisal,1954,1,0,B59
Barisal,1954,2,3,B59
Barisal,1954,3,56,B59
Barisal,1954,4,14,B59
Barisal,1954,5,70,B59
Barisal,1954,6,500,B59
Barisal,1954,7,260,B59
Barisal,1954,8,360,B59
Barisal,1954,9,144,B59
Barisal,1954,10,169,B59
Barisal,1954,11,1,B59
Barisal,1954,12,6,B59
Barisal,1956,1,17,B59
Barisal,1956,2,0,B59
Barisal,1956,3,20,B59
Barisal,1956,4,92,B59
Barisal,1956,5,343,B59
Barisal,1956,6,784,B59
Barisal,1956,7,319,B59
Barisal,1956,8,497,B59
Barisal,1956,9,700,B59
Barisal,1956,10,184,B59
Barisal,1956,11,46,B59
Barisal,1956,12,0,B59
Barisal,1957,1,104,B59
Barisal,1957,2,13,B59
Barisal,1957,3,0,B59
Barisal,1957,4,1,B59
Barisal,1957,5,22,B59
Barisal,1957,6,244,B59
Barisal,1957,7,564,B59
Barisal,1957,8,286,B59
Barisal,1957,9,216,B59
Barisal,1957,10,52,B59
Barisal,1957,11,0,B59
Barisal,1957,12,0,B59
Barisal,1958,1,0,B59
Barisal,1958,2,12,B59
Barisal,1958,4,129,B59
Barisal,1958,5,289,B59
Barisal,1958,6,171,B59
Barisal,1958,7,414,B59
Barisal,1958,8,268,B59
Barisal,1958,9,321,B59
Barisal,1958,10,208,B59
Barisal,1958,11,0,B59
Barisal,1958,12,0,B59
Barisal,1959,1,24,B59
Barisal,1959,2,5,B59
Barisal,1959,3,59,B59
Barisal,1959,4,59,B59
Barisal,1959,5,258,B59
Barisal,1959,6,377,B59
Barisal,1959,7,751,B59
Barisal,1959,8,621,B59
Barisal,1959,9,608,B59
Barisal,1959,10,475,B59
Barisal,1959,11,0,B59
Barisal,1959,12,0,B59
Barisal,1960,1,0,B59
Barisal,1960,2,0,B59
Barisal,1960,3,36,B59
Barisal,1960,4,13,B59
Barisal,1960,5,324,B59
Barisal,1960,6,433,B59
Barisal,1960,7,716,B59
Barisal,1960,8,823,B59
Barisal,1960,9,650,B59
Barisal,1960,10,316,B59
Barisal,1960,11,79,B59
Barisal,1960,12,0,B59
Barisal,1961,1,8,B59
Barisal,1961,2,43,B59
Barisal,1961,3,51,B59
Barisal,1961,4,44,B59
Barisal,1961,5,303,B59
Barisal,1961,6,553,B59
Barisal,1961,7,244,B59
Barisal,1961,8,529,B59
Barisal,1961,9,206,B59
Barisal,1961,10,108,B59
Barisal,1961,11,0,B59
Barisal,1961,12,0,B59
Barisal,1962,1,0,B59
Barisal,1962,2,44,B59
Barisal,1962,3,0,B59
Barisal,1962,4,1,B59
Barisal,1962,5,134,B59
Barisal,1962,6,325,B59
Barisal,1962,7,421,B59
Barisal,1962,8,229,B59
Barisal,1962,9,333,B59
Barisal,1962,10,154,B59
Barisal,1962,11,262,B59
Barisal,1962,12,0,B59
Barisal,1963,1,0,B59
Barisal,1963,2,0,B59
Barisal,1963,3,260,B59
Barisal,1963,4,54,B59
Barisal,1963,5,252,B59
Barisal,1963,6,232,B59
Barisal,1963,7,367,B59
Barisal,1963,8,234,B59
Barisal,1963,9,274,B59
Barisal,1963,10,385,B59
Barisal,1963,11,0,B59
Barisal,1963,12,0,B59
Barisal,1964,1,0,B59
Barisal,1964,2,0,B59
Barisal,1964,3,0,B59
Barisal,1964,4,0,B59
Barisal,1964,5,47,B59
Barisal,1964,6,225,B59
Barisal,1964,7,318,B59
Barisal,1964,8,254,B59
Barisal,1964,9,141,B59
Barisal,1964,10,214,B59
Barisal,1964,11,78,B59
Barisal,1964,12,0,B59
Barisal,1965,1,0,B59
Barisal,1965,2,44,B59
Barisal,1965,3,34,B59
Barisal,1965,4,53,B59
Barisal,1965,5,76,B59
Barisal,1965,6,370,B59
Barisal,1965,7,185,B59
Barisal,1965,8,346,B59
Barisal,1965,9,179,B59
Barisal,1965,10,171,B59
Barisal,1965,11,1,B59
Barisal,1965,12,16,B59
Barisal,1966,1,19,B59
Barisal,1966,2,0,B59
Barisal,1966,3,0,B59
Barisal,1966,4,1,B59
Barisal,1966,5,175,B59
Barisal,1966,6,416,B59
Barisal,1966,7,328,B59
Barisal,1966,8,434,B59
Barisal,1966,9,311,B59
Barisal,1966,10,317,B59
Barisal,1966,11,26,B59
Barisal,1966,12,53,B59
Barisal,1967,1,42,B59
Barisal,1967,2,0,B59
Barisal,1967,3,92,B59
Barisal,1967,4,105,B59
Barisal,1967,5,71,B59
Barisal,1967,6,159,B59
Barisal,1967,7,292,B59
Barisal,1967,8,228,B59
Barisal,1967,9,547,B59
Barisal,1967,10,342,B59
Barisal,1967,11,0,B59
Barisal,1967,12,0,B59
Barisal,1968,1,0,B59
Barisal,1968,2,14,B59
Barisal,1968,3,86,B59
Barisal,1968,4,64,B59
Barisal,1968,5,246,B59
Barisal,1968,6,847,B59
Barisal,1968,7,422,B59
Barisal,1968,8,331,B59
Barisal,1968,9,159,B59
Barisal,1968,10,231,B59
Barisal,1968,11,12,B59
Barisal,1968,12,0,B59
Barisal,1969,1,0,B59
Barisal,1969,2,0,B59
Barisal,1969,3,107,B59
Barisal,1969,4,82,B59
Barisal,1969,5,55,B59
Barisal,1969,6,347,B59
Barisal,1969,7,487,B59
Barisal,1969,8,546,B59
Barisal,1969,9,366,B59
Barisal,1969,10,45,B59
Barisal,1969,11,22,B59
Barisal,1969,12,0,B59
Barisal,1970,1,0,B59
Barisal,1970,2,24,B59
Barisal,1970,3,5,B59
Barisal,1970,4,91,B59
Barisal,1970,5,124,B59
Barisal,1970,6,408,B59
Barisal,1970,7,530,B59
Barisal,1970,8,317,B59
Barisal,1970,9,571,B59
Barisal,1970,10,253,B59
Barisal,1970,11,90,B59
Barisal,1970,12,0,B59
Barisal,1971,1,7,B59
Barisal,1971,2,1,B59
Barisal,1971,3,0,B59
Barisal,1971,4,104,B59
Barisal,1971,5,267,B59
Barisal,1971,6,503,B59
Barisal,1971,7,250,B59
Barisal,1971,8,233,B59
Barisal,1971,9,394,B59
Barisal,1971,10,152,B59
Barisal,1971,11,114,B59
Barisal,1971,12,0,B59
Barisal,1972,1,0,B59
Barisal,1972,2,58,B59
Barisal,1972,3,0,B59
Barisal,1972,4,121,B59
Barisal,1972,5,130,B59
Barisal,1972,6,262,B59
Barisal,1972,7,248,B59
Barisal,1972,8,458,B59
Barisal,1972,9,90,B59
Barisal,1972,10,29,B59
Barisal,1972,11,0,B59
Barisal,1972,12,0,B59
Barisal,1973,1,0,B59
Barisal,1973,2,12,B59
Barisal,1973,3,81,B59
Barisal,1973,4,42,B59
Barisal,1973,5,508,B59
Barisal,1973,6,502,B59
Barisal,1973,7,392,B59
Barisal,1973,8,266,B59
Barisal,1973,9,398,B59
Barisal,1973,10,308,B59
Barisal,1973,11,171,B59
Barisal,1973,12,197,B59
Barisal,1974,1,2,B59
Barisal,1974,2,0,B59
Barisal,1974,3,149,B59
Barisal,1974,4,187,B59
Barisal,1974,5,265,B59
Barisal,1974,6,289,B59
Barisal,1974,7,684,B59
Barisal,1974,8,238,B59
Barisal,1974,9,361,B59
Barisal,1974,10,153,B59
Barisal,1974,11,18,B59
Barisal,1974,12,0,B59
Barisal,1975,1,0,B59
Barisal,1975,2,1,B59
Barisal,1975,5,230,B59
Barisal,1975,6,353,B59
Barisal,1975,7,321,B59
Barisal,1975,8,351,B59
Barisal,1975,10,150,B59
Barisal,1975,11,44,B59
Barisal,1975,12,0,B59
Barisal,1976,1,0,B59
Barisal,1976,2,20,B59
Barisal,1976,3,2,B59
Barisal,1976,4,100,B59
Barisal,1976,5,164,B59
Barisal,1976,6,330,B59
Barisal,1976,7,350,B59
Barisal,1976,8,379,B59
Barisal,1976,9,305,B59
Barisal,1976,10,147,B59
Barisal,1976,11,23,B59
Barisal,1976,12,25,B59
Barisal,1977,1,9,B59
Barisal,1977,2,36,B59
Barisal,1977,3,0,B59
Barisal,1977,4,307,B59
Barisal,1977,5,157,B59
Barisal,1977,6,557,B59
Barisal,1977,7,299,B59
Barisal,1977,8,138,B59
Barisal,1977,9,237,B59
Barisal,1977,10,69,B59
Barisal,1977,11,53,B59
Barisal,1977,12,0,B59
Barisal,1978,1,0,B59
Barisal,1978,2,0,B59
Barisal,1978,3,14,B59
Barisal,1978,4,242,B59
Barisal,1978,5,387,B59
Barisal,1978,6,631,B59
Barisal,1978,7,409,B59
Barisal,1978,8,403,B59
Barisal,1978,9,300,B59
Barisal,1978,10,127,B59
Barisal,1978,11,3,B59
Barisal,1978,12,0,B59
Barisal,1979,1,1,B59
Barisal,1979,2,14,B59
Barisal,1979,3,30,B59
Barisal,1979,4,38,B59
Barisal,1979,5,67,B59
Barisal,1979,6,453,B59
Barisal,1979,7,559,B59
Barisal,1979,8,642,B59
Barisal,1979,9,316,B59
Barisal,1979,10,127,B59
Barisal,1979,11,31,B59
Barisal,1979,12,47,B59
Barisal,1980,1,0,B59
Barisal,1980,2,55,B59
Barisal,1980,3,47,B59
Barisal,1980,4,13,B59
Barisal,1980,5,235,B59
Barisal,1980,6,272,B59
Barisal,1980,7,526,B59
Barisal,1980,8,297,B59
Barisal,1980,9,192,B59
Barisal,1980,10,282,B59
Barisal,1980,11,0,B59
Barisal,1980,12,0,B59
Barisal,1981,1,24,B59
Barisal,1981,2,43,B59
Barisal,1981,3,115,B59
Barisal,1981,4,412,B59
Barisal,1981,5,280,B59
Barisal,1981,6,433,B59
Barisal,1981,7,521,B59
Barisal,1981,8,217,B59
Barisal,1981,9,173,B59
Barisal,1981,10,71,B59
Barisal,1981,11,0,B59
Barisal,1981,12,33,B59
Barisal,1982,1,0,B59
Barisal,1982,2,57,B59
Barisal,1982,3,17,B59
Barisal,1982,4,178,B59
Barisal,1982,5,65,B59
Barisal,1982,6,465,B59
Barisal,1982,7,223,B59
Barisal,1982,8,593,B59
Barisal,1982,9,219,B59
Barisal,1982,10,6,B59
Barisal,1982,11,34,B59
Barisal,1982,12,11,B59
Barisal,1983,1,8,B59
Barisal,1983,2,39,B59
Barisal,1983,3,18,B59
Barisal,1983,4,92,B59
Barisal,1983,5,318,B59
Barisal,1983,6,292,B59
Barisal,1983,7,399,B59
Barisal,1983,8,575,B59
Barisal,1983,9,312,B59
Barisal,1983,10,192,B59
Barisal,1983,11,48,B59
Barisal,1983,12,19,B59
Barisal,1984,1,16,B59
Barisal,1984,2,0,B59
Barisal,1984,3,1,B59
Barisal,1984,4,102,B59
Barisal,1984,5,283,B59
Barisal,1984,6,1025,B59
Barisal,1984,7,448,B59
Barisal,1984,8,431,B59
Barisal,1984,9,224,B59
Barisal,1984,10,118,B59
Barisal,1984,11,0,B59
Barisal,1984,12,1,B59
Barisal,1985,1,1,B59
Barisal,1985,2,2,B59
Barisal,1985,3,45,B59
Barisal,1985,4,64,B59
Barisal,1985,5,226,B59
Barisal,1985,6,322,B59
Barisal,1985,7,291,B59
Barisal,1985,8,308,B59
Barisal,1985,9,180,B59
Barisal,1985,10,198,B59
Barisal,1985,11,8,B59
Barisal,1985,12,0,B59
Barisal,1986,1,6,B59
Barisal,1986,2,0,B59
Barisal,1986,3,7,B59
Barisal,1986,4,102,B59
Barisal,1986,5,181,B59
Barisal,1986,6,254,B59
Barisal,1986,7,381,B59
Barisal,1986,8,252,B59
Barisal,1986,9,526,B59
Barisal,1986,10,135,B59
Barisal,1986,11,274,B59
Barisal,1986,12,1,B59
Barisal,1987,1,4,B59
Barisal,1987,2,3,B59
Barisal,1987,3,8,B59
Barisal,1987,4,150,B59
Barisal,1987,5,96,B59
Barisal,1987,6,185,B59
Barisal,1987,7,568,B59
Barisal,1987,8,683,B59
Barisal,1987,9,302,B59
Barisal,1987,10,93,B59
Barisal,1987,11,37,B59
Barisal,1987,12,0,B59
Barisal,1988,1,0,B59
Barisal,1988,2,22,B59
Barisal,1988,3,65,B59
Barisal,1988,4,96,B59
Barisal,1988,5,393,B59
Barisal,1988,6,565,B59
Barisal,1988,7,422,B59
Barisal,1988,8,459,B59
Barisal,1988,9,228,B59
Barisal,1988,10,101,B59
Barisal,1988,11,113,B59
Barisal,1988,12,0,B59
Barisal,1989,1,0,B59
Barisal,1989,2,14,B59
Barisal,1989,3,1,B59
Barisal,1989,4,89,B59
Barisal,1989,5,164,B59
Barisal,1989,6,206,B59
Barisal,1989,7,453,B59
Barisal,1989,8,203,B59
Barisal,1989,9,413,B59
Barisal,1989,10,451,B59
Barisal,1989,11,0,B59
Barisal,1989,12,0,B59
Barisal,1990,1,0,B59
Barisal,1990,2,79,B59
Barisal,1990,3,182,B59
Barisal,1990,4,139,B59
Barisal,1990,5,352,B59
Barisal,1990,6,386,B59
Barisal,1990,7,457,B59
Barisal,1990,8,299,B59
Barisal,1990,9,190,B59
Barisal,1990,10,194,B59
Barisal,1990,11,70,B59
Barisal,1990,12,30,B59
Barisal,1991,1,10,B59
Barisal,1991,2,14,B59
Barisal,1991,3,38,B59
Barisal,1991,4,53,B59
Barisal,1991,5,191,B59
Barisal,1991,6,562,B59
Barisal,1991,7,356,B59
Barisal,1991,8,369,B59
Barisal,1991,9,232,B59
Barisal,1991,10,497,B59
Barisal,1991,11,54,B59
Barisal,1991,12,16,B59
Barisal,1992,1,4,B59
Barisal,1992,2,98,B59
Barisal,1992,3,0,B59
Barisal,1992,4,1,B59
Barisal,1992,5,205,B59
Barisal,1992,6,190,B59
Barisal,1992,7,299,B59
Barisal,1992,8,326,B59
Barisal,1992,9,210,B59
Barisal,1992,10,98,B59
Barisal,1992,11,8,B59
Barisal,1992,12,0,B59
Barisal,1993,1,1,B59
Barisal,1993,2,35,B59
Barisal,1993,3,235,B59
Barisal,1993,4,216,B59
Barisal,1993,5,393,B59
Barisal,1993,6,390,B59
Barisal,1993,7,410,B59
Barisal,1993,8,493,B59
Barisal,1993,9,238,B59
Barisal,1993,10,134,B59
Barisal,1993,11,21,B59
Barisal,1993,12,0,B59
Barisal,1994,1,4,B59
Barisal,1994,2,13,B59
Barisal,1994,3,92,B59
Barisal,1994,4,101,B59
Barisal,1994,5,178,B59
Barisal,1994,6,571,B59
Barisal,1994,7,202,B59
Barisal,1994,8,378,B59
Barisal,1994,9,144,B59
Barisal,1994,10,87,B59
Barisal,1994,11,7,B59
Barisal,1994,12,0,B59
Barisal,1995,1,1,B59
Barisal,1995,2,62,B59
Barisal,1995,3,6,B59
Barisal,1995,4,12,B59
Barisal,1995,5,144,B59
Barisal,1995,6,657,B59
Barisal,1995,7,517,B59
Barisal,1995,8,342,B59
Barisal,1995,9,208,B59
Barisal,1995,10,156,B59
Barisal,1995,11,153,B59
Barisal,1995,12,0,B59
Barisal,1996,1,0,B59
Barisal,1996,2,19,B59
Barisal,1996,3,12,B59
Barisal,1996,4,131,B59
Barisal,1996,5,98,B59
Barisal,1996,6,446,B59
Barisal,1996,7,314,B59
Barisal,1996,8,322,B59
Barisal,1996,9,202,B59
Barisal,1996,10,270,B59
Barisal,1996,11,4,B59
Barisal,1996,12,1,B59
Barisal,1997,1,1,B59
Barisal,1997,2,30,B59
Barisal,1997,3,79,B59
Barisal,1997,4,203,B59
Barisal,1997,5,235,B59
Barisal,1997,6,205,B59
Barisal,1997,7,406,B59
Barisal,1997,8,191,B59
Barisal,1997,9,378,B59
Barisal,1997,10,7,B59
Barisal,1997,11,11,B59
Barisal,1997,12,12,B59
Barisal,1998,1,148,B59
Barisal,1998,2,54,B59
Barisal,1998,3,273,B59
Barisal,1998,4,251,B59
Barisal,1998,5,179,B59
Barisal,1998,6,208,B59
Barisal,1998,7,616,B59
Barisal,1998,8,516,B59
Barisal,1998,9,254,B59
Barisal,1998,10,89,B59
Barisal,1998,11,270,B59
Barisal,1998,12,0,B59
Barisal,1999,1,0,B59
Barisal,1999,2,0,B59
Barisal,1999,3,0,B59
Barisal,1999,4,20,B59
Barisal,1999,5,212,B59
Barisal,1999,6,260,B59
Barisal,1999,7,527,B59
Barisal,1999,8,404,B59
Barisal,1999,9,301,B59
Barisal,1999,10,228,B59
Barisal,1999,11,1,B59
Barisal,1999,12,2,B59
Barisal,2000,1,19,B59
Barisal,2000,2,16,B59
Barisal,2000,3,50,B59
Barisal,2000,4,135,B59
Barisal,2000,5,246,B59
Barisal,2000,6,286,B59
Barisal,2000,7,389,B59
Barisal,2000,8,203,B59
Barisal,2000,9,245,B59
Barisal,2000,10,171,B59
Barisal,2000,11,10,B59
Barisal,2000,12,0,B59
Barisal,2001,1,0,B59
Barisal,2001,2,17,B59
Barisal,2001,3,4,B59
Barisal,2001,4,16,B59
Barisal,2001,5,282,B59
Barisal,2001,6,641,B59
Barisal,2001,7,556,B59
Barisal,2001,8,191,B59
Barisal,2001,9,149,B59
Barisal,2001,10,305,B59
Barisal,2001,11,67,B59
Barisal,2001,12,0,B59
Barisal,2002,1,19,B59
Barisal,2002,2,0,B59
Barisal,2002,3,36,B59
Barisal,2002,4,101,B59
Barisal,2002,5,324,B59
Barisal,2002,6,577,B59
Barisal,2002,7,717,B59
Barisal,2002,8,272,B59
Barisal,2002,9,346,B59
Barisal,2002,10,53,B59
Barisal,2002,11,92,B59
Barisal,2002,12,0,B59
Barisal,2003,1,0,B59
Barisal,2003,2,4,B59
Barisal,2003,3,117,B59
Barisal,2003,4,104,B59
Barisal,2003,5,85,B59
Barisal,2003,6,521,B59
Barisal,2003,7,243,B59
Barisal,2003,8,186,B59
Barisal,2003,9,206,B59
Barisal,2003,10,301,B59
Barisal,2003,11,0,B59
Barisal,2003,12,28,B59
Barisal,2004,1,0,B59
Barisal,2004,2,0,B59
Barisal,2004,3,11,B59
Barisal,2004,4,87,B59
Barisal,2004,5,126,B59
Barisal,2004,6,316,B59
Barisal,2004,7,241,B59
Barisal,2004,8,478,B59
Barisal,2004,9,1067,B59
Barisal,2004,10,203,B59
Barisal,2004,11,0,B59
Barisal,2004,12,0,B59
Barisal,2005,1,11,B59
Barisal,2005,2,0,B59
Barisal,2005,3,138,B59
Barisal,2005,4,26,B59
Barisal,2005,5,85,B59
Barisal,2005,6,326,B59
Barisal,2005,7,463,B59
Barisal,2005,8,302,B59
Barisal,2005,9,174,B59
Barisal,2005,10,415,B59
Barisal,2005,11,0,B59
Barisal,2005,12,3,B59
Barisal,2006,1,0,B59
Barisal,2006,2,0,B59
Barisal,2006,3,4,B59
Barisal,2006,4,41,B59
Barisal,2006,5,274,B59
Barisal,2006,6,352,B59
Barisal,2006,7,384,B59
Barisal,2006,8,378,B59
Barisal,2006,9,522,B59
Barisal,2006,10,41,B59
Barisal,2006,11,2,B59
Barisal,2006,12,0,B59
Barisal,2007,1,0,B59
Barisal,2007,2,72,B59
Barisal,2007,3,33,B59
Barisal,2007,4,50,B59
Barisal,2007,5,146,B59
Barisal,2007,6,471,B59
Barisal,2007,7,560,B59
Barisal,2007,8,218,B59
Barisal,2007,9,326,B59
Barisal,2007,10,357,B59
Barisal,2007,11,95,B59
Barisal,2007,12,0,B59
Barisal,2008,1,41,B59
Barisal,2008,2,24,B59
Barisal,2008,3,22,B59
Barisal,2008,4,16,B59
Barisal,2008,5,64,B59
Barisal,2008,6,239,B59
Barisal,2008,7,550,B59
Barisal,2008,8,357,B59
Barisal,2008,9,210,B59
Barisal,2008,10,341,B59
Barisal,2008,11,0,B59
Barisal,2008,12,0,B59
