Station_Name,Year,Month,Thunderstorm,Lightning,Block
Ambagan (Ctg),2018,6,30,8,B20
Ambagan (Ctg),2018,7,6,1,B20
Ambagan (Ctg),2018,8,10,9,B20
Ambagan (Ctg),2018,9,52,5,B20
Ambagan (Ctg),2018,10,11,0,B20
Ambagan (Ctg),2018,11,0,0,B20
Ambagan (Ctg),2018,12,0,0,B20
Ambagan (Ctg),2019,1,0,0,B20
Ambagan (Ctg),2019,2,14,0,B20
Ambagan (Ctg),2019,3,6,0,B20
Ambagan (Ctg),2019,4,21,1,B20
Ambagan (Ctg),2019,5,36,4,B20
Ambagan (Ctg),2019,6,21,6,B20
Ambagan (Ctg),2019,7,25,3,B20
Ambagan (Ctg),2019,8,22,3,B20
Ambagan (Ctg),2019,9,28,8,B20
Ambagan (Ctg),2019,10,26,3,B20
Ambagan (Ctg),2019,11,2,0,B20
Ambagan (Ctg),2019,12,0,0,B20
Ambagan (Ctg),2020,1,0,0,B20
Ambagan (Ctg),2020,2,0,0,B20
Ambagan (Ctg),2020,3,0,0,B20
Ambagan (Ctg),2020,4,43,1,B20
Ambagan (Ctg),2020,5,23,0,B20
Ambagan (Ctg),2020,6,17,4,B20
Ambagan (Ctg),2020,7,4,2,B20
Ambagan (Ctg),2020,8,12,1,B20
Ambagan (Ctg),2020,9,28,6,B20
Ambagan (Ctg),2020,10,11,10,B20
Ambagan (Ctg),2020,11,6,0,B20
Ambagan (Ctg),2020,12,0,0,B20
Ambagan (Ctg),2021,1,0,0,B20
Ambagan (Ctg),2021,2,0,0,B20
Ambagan (Ctg),2021,3,0,0,B20
Ambagan (Ctg),2021,4,8,1,B20
Ambagan (Ctg),2021,5,31,1,B20
Ambagan (Ctg),2021,6,37,3,B20
Ambagan (Ctg),2021,7,9,2,B20
Ambagan (Ctg),2021,8,7,10,B20
Ambagan (Ctg),2021,9,26,6,B20
Ambagan (Ctg),2021,10,33,8,B20
Ambagan (Ctg),2021,11,0,0,B20
Ambagan (Ctg),2021,12,0,0,B20
Ambagan (Ctg),2022,1,0,0,B20
Ambagan (Ctg),2022,2,3,0,B20
Ambagan (Ctg),2022,3,0,0,B20
Ambagan (Ctg),2022,4,6,1,B20
Ambagan (Ctg),2022,5,36,2,B20
Ambagan (Ctg),2022,6,19,3,B20
Ambagan (Ctg),2022,7,15,4,B20
Ambagan (Ctg),2022,8,14,8,B20
Ambagan (Ctg),2022,9,35,5,B20
Ambagan (Ctg),2022,10,21,4,B20
Ambagan (Ctg),2022,11,0,0,B20
Ambagan (Ctg),2022,12,0,0,B20
Ambagan (Ctg),2023,1,0,0,B20
Ambagan (Ctg),2023,2,0,0,B20
Ambagan (Ctg),2023,3,5,0,B20
Ambagan (Ctg),2023,4,9,0,B20
Ambagan (Ctg),2023,5,14,0,B20
Ambagan (Ctg),2023,6,13,0,B20
Ambagan (Ctg),2023,7,2,0,B20
Ambagan (Ctg),2023,8,10,0,B20
Ambagan (Ctg),2023,9,16,1,B20
Ambagan (Ctg),2023,10,0,0,B20
Ambagan (Ctg),2023,11,0,0,B20
Ambagan (Ctg),2023,12,0,0,B20
Ambagan (Ctg),2024,1,0,0,B20
Ambagan (Ctg),2024,2,0,0,B20
Ambagan (Ctg),2024,3,6,0,B20
Ambagan (Ctg),2024,4,5,0,B20
Ambagan (Ctg),2024,5,33,1,B20
Ambagan (Ctg),2024,6,21,1,B20
Chittagong,2015,1,0,0,B20
Chittagong,2015,2,0,0,B20
Chittagong,2015,3,9,1,B20
Chittagong,2015,4,39,2,B20
Chittagong,2015,5,12,0,B20
Chittagong,2015,6,18,2,B20
Chittagong,2015,7,12,1,B20
Chittagong,2015,8,3,3,B20
Chittagong,2015,9,9,4,B20
Chittagong,2015,10,24,4,B20
Chittagong,2015,11,0,0,B20
Chittagong,2015,12,0,0,B20
Chittagong,2016,1,0,0,B20
Chittagong,2016,2,3,0,B20
Chittagong,2016,3,9,1,B20
Chittagong,2016,4,6,0,B20
Chittagong,2016,5,19,1,B20
Chittagong,2016,6,15,3,B20
Chittagong,2016,7,7,1,B20
Chittagong,2016,8,14,3,B20
Chittagong,2016,9,23,4,B20
Chittagong,2016,10,9,8,B20
Chittagong,2016,11,5,0,B20
Chittagong,2016,12,0,0,B20
Chittagong,2017,1,0,0,B20
Chittagong,2017,2,0,0,B20
Chittagong,2017,3,9,1,B20
Chittagong,2017,4,37,0,B20
Chittagong,2017,5,12,1,B20
Chittagong,2017,6,36,5,B20
Chittagong,2017,7,4,0,B20
Chittagong,2017,8,4,2,B20
Chittagong,2017,9,19,8,B20
Chittagong,2017,10,2,7,B20
Chittagong,2017,11,0,0,B20
Chittagong,2017,12,0,0,B20
Chittagong,2018,1,0,0,B20
Chittagong,2018,2,0,0,B20
Chittagong,2018,3,1,0,B20
Chittagong,2018,4,12,0,B20
Chittagong,2018,5,22,1,B20
Chittagong,2018,6,13,0,B20
Chittagong,2018,7,1,0,B20
Chittagong,2018,8,11,2,B20
Chittagong,2018,9,11,2,B20
Chittagong,2018,10,10,0,B20
Chittagong,2018,11,0,0,B20
Chittagong,2018,12,0,0,B20
Chittagong,2019,1,0,0,B20
Chittagong,2019,2,4,0,B20
Chittagong,2019,3,2,0,B20
Chittagong,2019,4,8,1,B20
Chittagong,2019,5,18,1,B20
Chittagong,2019,6,15,1,B20
Chittagong,2019,7,3,0,B20
Chittagong,2019,8,8,2,B20
Chittagong,2019,9,10,4,B20
Chittagong,2019,10,10,0,B20
Chittagong,2019,11,0,1,B20
Chittagong,2019,12,0,0,B20
Comilla,2015,1,0,0,B20
Comilla,2015,2,3,0,B20
Comilla,2015,3,0,0,B20
Comilla,2015,4,37,1,B20
Comilla,2015,5,27,1,B20
Comilla,2015,6,11,0,B20
Comilla,2015,7,11,0,B20
Comilla,2015,8,10,1,B20
Comilla,2015,9,8,1,B20
Comilla,2015,10,3,0,B20
Comilla,2015,11,0,0,B20
Comilla,2015,12,2,0,B20
Comilla,2016,1,0,0,B20
Comilla,2016,2,0,0,B20
Comilla,2016,3,18,2,B20
Comilla,2016,4,8,1,B20
Comilla,2016,5,43,1,B20
Comilla,2016,6,19,0,B20
Comilla,2016,7,18,0,B20
Comilla,2016,8,18,1,B20
Comilla,2016,9,13,2,B20
Comilla,2016,10,12,0,B20
Comilla,2016,11,3,0,B20
Comilla,2016,12,0,0,B20
Comilla,2017,1,0,0,B20
Comilla,2017,2,0,0,B20
Comilla,2017,3,36,2,B20
Comilla,2017,4,56,1,B20
Comilla,2017,5,31,1,B20
Comilla,2017,6,31,2,B20
Comilla,2017,7,9,0,B20
Comilla,2017,8,16,5,B20
Comilla,2017,9,16,1,B20
Comilla,2017,10,5,0,B20
Comilla,2017,11,0,0,B20
Comilla,2017,12,0,0,B20
Comilla,2018,1,0,0,B20
Comilla,2018,2,4,0,B20
Comilla,2018,3,4,0,B20
Comilla,2018,4,60,1,B20
Comilla,2018,5,68,2,B20
Comilla,2018,6,34,5,B20
Comilla,2018,7,1,0,B20
Comilla,2018,8,12,3,B20
Comilla,2018,9,31,0,B20
Comilla,2018,10,0,1,B20
Comilla,2018,11,0,0,B20
Comilla,2018,12,0,0,B20
Comilla,2019,1,0,0,B20
Comilla,2019,2,20,0,B20
Comilla,2019,3,11,1,B20
Comilla,2019,4,36,1,B20
Comilla,2019,5,33,2,B20
Comilla,2019,6,20,4,B20
Comilla,2019,7,33,0,B20
Comilla,2019,8,13,6,B20
Comilla,2019,9,24,5,B20
Comilla,2019,10,14,0,B20
Comilla,2019,11,0,0,B20
Comilla,2019,12,0,0,B20
Comilla,2020,1,1,0,B20
Comilla,2020,2,0,0,B20
Comilla,2020,3,1,0,B20
Comilla,2020,4,53,2,B20
Comilla,2020,5,37,1,B20
Comilla,2020,6,47,3,B20
Comilla,2020,7,22,1,B20
Comilla,2020,8,19,1,B20
Comilla,2020,9,37,1,B20
Comilla,2020,10,19,4,B20
Comilla,2020,11,0,0,B20
Comilla,2020,12,0,0,B20
Comilla,2021,1,0,0,B20
Comilla,2021,2,0,0,B20
Comilla,2021,3,2,0,B20
Comilla,2021,4,2,0,B20
Comilla,2021,5,31,2,B20
Comilla,2021,6,40,1,B20
Comilla,2021,7,20,3,B20
Comilla,2021,8,22,0,B20
Comilla,2021,9,43,3,B20
Comilla,2021,10,25,2,B20
Comilla,2021,11,0,0,B20
Comilla,2021,12,0,0,B20
Comilla,2022,1,0,0,B20
Comilla,2022,2,4,0,B20
Comilla,2022,3,0,0,B20
Comilla,2022,4,18,0,B20
Comilla,2022,5,49,0,B20
Comilla,2022,6,41,0,B20
Comilla,2022,7,11,0,B20
Comilla,2022,8,29,2,B20
Comilla,2022,9,33,0,B20
Comilla,2022,10,25,2,B20
Comilla,2022,11,0,0,B20
Comilla,2022,12,0,0,B20
Comilla,2023,1,0,0,B20
Comilla,2023,2,0,0,B20
Comilla,2023,3,35,0,B20
Comilla,2023,4,10,1,B20
Comilla,2023,5,22,0,B20
Comilla,2023,6,39,0,B20
Comilla,2023,7,22,1,B20
Comilla,2023,8,19,0,B20
Comilla,2023,9,40,3,B20
Comilla,2023,10,7,0,B20
Comilla,2023,11,1,0,B20
Comilla,2023,12,0,0,B20
Comilla,2024,1,0,0,B20
Comilla,2024,2,1,0,B20
Comilla,2024,3,20,2,B20
Comilla,2024,4,15,0,B20
Comilla,2024,5,39,4,B20
Cox's Bazar,2015,1,0,0,B20
Cox's Bazar,2015,2,0,0,B20
Cox's Bazar,2015,3,2,0,B20
Cox's Bazar,2015,4,11,0,B20
Cox's Bazar,2015,5,11,0,B20
Cox's Bazar,2015,6,37,0,B20
Cox's Bazar,2015,7,13,0,B20
Cox's Bazar,2015,8,3,0,B20
Cox's Bazar,2015,9,15,3,B20
Cox's Bazar,2015,10,20,0,B20
Cox's Bazar,2015,11,0,0,B20
Cox's Bazar,2015,12,0,0,B20
Cox's Bazar,2016,1,0,0,B20
Cox's Bazar,2016,2,0,0,B20
Cox's Bazar,2016,3,5,0,B20
Cox's Bazar,2016,4,6,0,B20
Cox's Bazar,2016,5,23,0,B20
Cox's Bazar,2016,6,35,0,B20
Cox's Bazar,2016,7,13,0,B20
Cox's Bazar,2016,8,7,0,B20
Cox's Bazar,2016,9,15,1,B20
Cox's Bazar,2016,10,28,3,B20
Cox's Bazar,2016,11,3,0,B20
Cox's Bazar,2016,12,0,0,B20
Cox's Bazar,2017,1,0,0,B20
Cox's Bazar,2017,2,0,0,B20
Cox's Bazar,2017,3,8,0,B20
Cox's Bazar,2017,4,29,0,B20
Cox's Bazar,2017,5,12,1,B20
Cox's Bazar,2017,6,21,0,B20
Cox's Bazar,2017,7,10,0,B20
Cox's Bazar,2017,8,2,0,B20
Cox's Bazar,2017,9,22,1,B20
Cox's Bazar,2017,10,17,2,B20
Cox's Bazar,2017,11,0,1,B20
Cox's Bazar,2017,12,0,0,B20
Cox's Bazar,2018,1,0,0,B20
Cox's Bazar,2018,2,0,0,B20
Cox's Bazar,2018,3,0,0,B20
Cox's Bazar,2018,4,6,0,B20
Cox's Bazar,2018,5,26,0,B20
Cox's Bazar,2018,6,21,0,B20
Cox's Bazar,2018,7,0,0,B20
Cox's Bazar,2018,8,2,0,B20
Cox's Bazar,2018,9,12,0,B20
Cox's Bazar,2018,10,5,0,B20
Cox's Bazar,2018,11,0,0,B20
Cox's Bazar,2018,12,0,0,B20
Cox's Bazar,2019,1,0,0,B20
Cox's Bazar,2019,2,1,0,B20
Cox's Bazar,2019,3,0,0,B20
Cox's Bazar,2019,4,10,0,B20
Cox's Bazar,2019,5,11,0,B20
Cox's Bazar,2019,6,7,0,B20
Cox's Bazar,2019,7,1,0,B20
Cox's Bazar,2019,8,17,0,B20
Cox's Bazar,2019,9,23,0,B20
Cox's Bazar,2019,10,17,0,B20
Cox's Bazar,2019,11,2,0,B20
Cox's Bazar,2019,12,1,0,B20
Cox's Bazar,2020,1,0,0,B20
Cox's Bazar,2020,2,0,0,B20
Cox's Bazar,2020,3,0,0,B20
Cox's Bazar,2020,4,16,0,B20
Cox's Bazar,2020,5,6,0,B20
Cox's Bazar,2020,6,7,0,B20
Cox's Bazar,2020,7,0,0,B20
Cox's Bazar,2020,8,3,0,B20
Cox's Bazar,2020,9,5,0,B20
Cox's Bazar,2020,10,3,1,B20
Cox's Bazar,2020,11,0,0,B20
Cox's Bazar,2020,12,0,0,B20
Cox's Bazar,2021,1,0,0,B20
Cox's Bazar,2021,2,0,0,B20
Cox's Bazar,2021,3,0,0,B20
Cox's Bazar,2021,4,4,0,B20
Cox's Bazar,2021,5,12,0,B20
Cox's Bazar,2021,6,16,0,B20
Cox's Bazar,2021,7,0,0,B20
Cox's Bazar,2021,8,3,0,B20
Cox's Bazar,2021,9,10,0,B20
Cox's Bazar,2021,10,10,0,B20
Cox's Bazar,2021,11,0,0,B20
Cox's Bazar,2021,12,0,0,B20
Cox's Bazar,2022,1,0,0,B20
Cox's Bazar,2022,2,0,0,B20
Cox's Bazar,2022,3,0,0,B20
Cox's Bazar,2022,4,2,0,B20
Cox's Bazar,2022,5,14,0,B20
Cox's Bazar,2022,6,10,0,B20
Cox's Bazar,2022,7,2,0,B20
Cox's Bazar,2022,8,1,0,B20
Cox's Bazar,2022,9,2,1,B20
Cox's Bazar,2022,10,2,0,B20
Cox's Bazar,2022,11,0,0,B20
Cox's Bazar,2022,12,0,0,B20
Cox's Bazar,2023,1,0,0,B20
Cox's Bazar,2023,2,0,0,B20
Cox's Bazar,2023,3,3,0,B20
Cox's Bazar,2023,4,7,0,B20
Cox's Bazar,2023,5,9,0,B20
Cox's Bazar,2023,6,11,0,B20
Cox's Bazar,2023,7,0,0,B20
Cox's Bazar,2023,8,3,0,B20
Cox's Bazar,2023,9,1,0,B20
Cox's Bazar,2023,10,0,0,B20
Cox's Bazar,2023,11,0,0,B20
Cox's Bazar,2023,12,0,0,B20
Cox's Bazar,2024,1,0,0,B20
Cox's Bazar,2024,2,0,0,B20
Cox's Bazar,2024,3,2,0,B20
Cox's Bazar,2024,4,0,0,B20
Cox's Bazar,2024,5,24,0,B20
Cox's Bazar,2024,6,16,0,B20
Feni,2015,1,0,0,B20
Feni,2015,2,0,0,B20
Feni,2015,3,0,0,B20
Feni,2015,4,22,0,B20
Feni,2015,5,15,0,B20
Feni,2015,6,13,0,B20
Feni,2015,7,0,0,B20
Feni,2015,8,3,0,B20
Feni,2015,9,1,2,B20
Feni,2015,10,5,0,B20
Feni,2015,11,0,0,B20
Feni,2015,12,0,0,B20
Feni,2016,1,0,0,B20
Feni,2016,2,2,0,B20
Feni,2016,3,9,0,B20
Feni,2016,4,3,0,B20
Feni,2016,5,24,0,B20
Feni,2016,6,22,0,B20
Feni,2016,7,5,1,B20
Feni,2016,8,17,0,B20
Feni,2016,9,6,1,B20
Feni,2016,10,7,3,B20
Feni,2016,11,2,0,B20
Feni,2016,12,0,0,B20
Feni,2017,1,0,0,B20
Feni,2017,2,0,0,B20
Feni,2017,3,8,0,B20
Feni,2017,4,30,0,B20
Feni,2017,5,7,0,B20
Feni,2017,6,19,1,B20
Feni,2017,7,0,0,B20
Feni,2017,8,7,0,B20
Feni,2017,9,9,1,B20
Feni,2017,10,0,2,B20
Feni,2017,11,0,0,B20
Feni,2017,12,0,0,B20
Feni,2018,1,0,0,B20
Feni,2018,2,4,0,B20
Feni,2018,3,4,0,B20
Feni,2018,4,12,0,B20
Feni,2018,5,39,2,B20
Feni,2018,6,10,2,B20
Feni,2018,7,2,0,B20
Feni,2018,8,5,0,B20
Feni,2018,9,6,0,B20
Feni,2018,10,0,0,B20
Feni,2018,11,0,0,B20
Feni,2018,12,0,0,B20
Feni,2019,1,0,0,B20
Feni,2019,2,14,0,B20
Feni,2019,3,6,0,B20
Feni,2019,4,14,1,B20
Feni,2019,5,9,0,B20
Feni,2019,6,0,0,B20
Feni,2019,7,9,0,B20
Feni,2019,8,5,1,B20
Feni,2019,9,5,0,B20
Feni,2019,10,6,0,B20
Feni,2019,11,0,0,B20
Feni,2019,12,0,0,B20
Feni,2020,1,0,0,B20
Feni,2020,2,0,0,B20
Feni,2020,3,0,0,B20
Feni,2020,4,18,1,B20
Feni,2020,5,9,0,B20
Feni,2020,6,4,0,B20
Feni,2020,7,0,0,B20
Feni,2020,8,2,0,B20
Feni,2020,9,2,0,B20
Feni,2020,10,8,1,B20
Feni,2020,11,0,0,B20
Feni,2020,12,0,0,B20
Feni,2021,1,0,0,B20
Feni,2021,2,0,0,B20
Feni,2021,3,0,0,B20
Feni,2021,4,2,0,B20
Feni,2021,5,6,0,B20
Feni,2021,6,13,0,B20
Feni,2021,7,2,0,B20
Feni,2021,8,0,0,B20
Feni,2021,9,6,1,B20
Feni,2021,10,3,0,B20
Feni,2021,11,0,0,B20
Feni,2021,12,0,0,B20
Feni,2022,1,0,0,B20
Feni,2022,2,0,0,B20
Feni,2022,3,0,0,B20
Feni,2022,4,1,0,B20
Feni,2022,5,1,0,B20
Feni,2022,6,4,0,B20
Feni,2022,7,0,0,B20
Feni,2022,8,2,0,B20
Feni,2022,9,6,0,B20
Feni,2022,10,6,0,B20
Feni,2022,11,0,0,B20
Feni,2022,12,0,0,B20
Feni,2023,1,0,0,B20
Feni,2023,2,0,0,B20
Feni,2023,3,0,0,B20
Feni,2023,4,0,0,B20
Feni,2023,5,0,0,B20
Feni,2023,6,6,0,B20
Feni,2023,7,0,0,B20
Feni,2023,8,1,0,B20
Feni,2023,9,3,0,B20
Feni,2023,10,0,0,B20
Feni,2023,11,0,0,B20
Feni,2023,12,0,0,B20
Feni,2024,1,0,0,B20
Feni,2024,2,0,0,B20
Feni,2024,3,10,0,B20
Feni,2024,4,5,0,B20
Feni,2024,5,8,0,B20
Feni,2024,6,12,1,B20
Hatiya,2015,1,0,0,B20
Hatiya,2015,2,3,0,B20
Hatiya,2015,3,9,1,B20
Hatiya,2015,4,27,0,B20
Hatiya,2015,5,8,2,B20
Hatiya,2015,6,22,6,B20
Hatiya,2015,7,13,3,B20
Hatiya,2015,8,6,5,B20
Hatiya,2015,9,8,1,B20
Hatiya,2015,10,10,5,B20
Hatiya,2015,11,0,0,B20
Hatiya,2015,12,3,0,B20
Hatiya,2016,1,0,0,B20
Hatiya,2016,2,5,0,B20
Hatiya,2016,3,14,2,B20
Hatiya,2016,4,5,0,B20
Hatiya,2016,5,14,3,B20
Hatiya,2016,6,23,4,B20
Hatiya,2016,7,11,0,B20
Hatiya,2016,8,25,3,B20
Hatiya,2016,9,5,0,B20
Hatiya,2016,10,6,0,B20
Hatiya,2016,11,1,0,B20
Hatiya,2016,12,0,0,B20
Hatiya,2017,1,0,0,B20
Hatiya,2017,2,0,0,B20
Hatiya,2017,3,4,0,B20
Hatiya,2017,4,25,0,B20
Hatiya,2017,5,19,3,B20
Hatiya,2017,6,20,5,B20
Hatiya,2017,7,6,0,B20
Hatiya,2017,8,2,0,B20
Hatiya,2017,9,24,3,B20
Hatiya,2017,10,5,2,B20
Hatiya,2017,11,0,0,B20
Hatiya,2017,12,0,0,B20
Hatiya,2018,1,0,0,B20
Hatiya,2018,2,2,0,B20
Hatiya,2018,3,1,0,B20
Hatiya,2018,4,9,0,B20
Hatiya,2018,5,38,1,B20
Hatiya,2018,6,16,2,B20
Hatiya,2018,7,2,0,B20
Hatiya,2018,8,2,0,B20
Hatiya,2018,9,16,0,B20
Hatiya,2018,10,0,0,B20
Hatiya,2018,11,0,0,B20
Hatiya,2018,12,0,0,B20
Hatiya,2019,1,0,0,B20
Hatiya,2019,2,11,0,B20
Hatiya,2019,3,6,0,B20
Hatiya,2019,4,20,0,B20
Hatiya,2019,5,10,5,B20
Hatiya,2019,6,27,0,B20
Hatiya,2019,7,28,0,B20
Hatiya,2019,8,32,4,B20
Hatiya,2019,9,25,8,B20
Hatiya,2019,10,11,0,B20
Hatiya,2019,11,0,0,B20
Hatiya,2019,12,0,0,B20
Hatiya,2020,1,0,0,B20
Hatiya,2020,2,0,0,B20
Hatiya,2020,3,2,0,B20
Hatiya,2020,4,26,1,B20
Hatiya,2020,5,17,0,B20
Hatiya,2020,6,28,3,B20
Hatiya,2020,7,3,1,B20
Hatiya,2020,8,12,1,B20
Hatiya,2020,9,64,4,B20
Hatiya,2020,10,15,3,B20
Hatiya,2020,11,4,0,B20
Hatiya,2020,12,0,0,B20
Hatiya,2021,1,0,0,B20
Hatiya,2021,2,0,0,B20
Hatiya,2021,3,0,0,B20
Hatiya,2021,4,3,0,B20
Hatiya,2021,5,25,2,B20
Hatiya,2021,6,34,2,B20
Hatiya,2021,7,16,0,B20
Hatiya,2021,8,15,1,B20
Hatiya,2021,9,7,2,B20
Hatiya,2021,10,11,1,B20
Hatiya,2021,11,0,0,B20
Hatiya,2021,12,0,0,B20
Hatiya,2022,1,0,0,B20
Hatiya,2022,2,4,0,B20
Hatiya,2022,3,0,0,B20
Hatiya,2022,4,4,0,B20
Hatiya,2022,5,24,0,B20
Hatiya,2022,6,22,0,B20
Hatiya,2022,7,3,0,B20
Hatiya,2022,8,12,0,B20
Hatiya,2022,9,23,0,B20
Hatiya,2022,10,7,0,B20
Hatiya,2022,11,0,0,B20
Hatiya,2022,12,0,0,B20
Hatiya,2023,1,0,0,B20
Hatiya,2023,2,0,0,B20
Hatiya,2023,3,25,0,B20
Hatiya,2023,4,5,0,B20
Hatiya,2023,5,23,2,B20
Hatiya,2023,6,28,2,B20
Hatiya,2023,7,3,0,B20
Hatiya,2023,8,19,0,B20
Hatiya,2023,9,18,1,B20
Hatiya,2023,10,1,0,B20
Hatiya,2023,11,2,0,B20
Hatiya,2023,12,0,0,B20
Kutubdia,2015,1,3,0,B20
Kutubdia,2015,2,0,0,B20
Kutubdia,2015,3,5,0,B20
Kutubdia,2015,4,27,1,B20
Kutubdia,2015,5,10,0,B20
Kutubdia,2015,6,29,0,B20
Kutubdia,2015,7,16,0,B20
Kutubdia,2015,8,8,4,B20
Kutubdia,2015,9,16,1,B20
Kutubdia,2015,10,24,0,B20
Kutubdia,2015,11,0,0,B20
Kutubdia,2015,12,0,0,B20
Kutubdia,2016,1,0,0,B20
Kutubdia,2016,2,0,0,B20
Kutubdia,2016,3,7,0,B20
Kutubdia,2016,4,13,0,B20
Kutubdia,2016,5,23,5,B20
Kutubdia,2016,6,24,4,B20
Kutubdia,2016,7,15,0,B20
Kutubdia,2016,8,14,0,B20
Kutubdia,2016,9,27,7,B20
Kutubdia,2016,10,13,10,B20
Kutubdia,2016,11,9,0,B20
Kutubdia,2016,12,0,0,B20
Kutubdia,2017,1,0,0,B20
Kutubdia,2017,2,0,0,B20
Kutubdia,2017,3,5,0,B20
Kutubdia,2017,4,44,0,B20
Kutubdia,2017,5,16,3,B20
Kutubdia,2017,6,34,2,B20
Kutubdia,2017,7,13,0,B20
Kutubdia,2017,8,12,2,B20
Kutubdia,2017,9,36,5,B20
Kutubdia,2017,10,12,4,B20
Kutubdia,2017,11,4,1,B20
Kutubdia,2017,12,0,0,B20
Kutubdia,2018,1,0,0,B20
Kutubdia,2018,2,0,0,B20
Kutubdia,2018,3,0,0,B20
Kutubdia,2018,4,12,0,B20
Kutubdia,2018,5,43,0,B20
Kutubdia,2018,6,17,0,B20
Kutubdia,2018,7,2,1,B20
Kutubdia,2018,8,4,1,B20
Kutubdia,2018,9,15,0,B20
Kutubdia,2018,10,8,0,B20
Kutubdia,2018,11,0,0,B20
Kutubdia,2018,12,0,0,B20
Kutubdia,2019,1,0,0,B20
Kutubdia,2019,2,4,0,B20
Kutubdia,2019,3,2,0,B20
Kutubdia,2019,4,9,0,B20
Kutubdia,2019,5,16,0,B20
Kutubdia,2019,6,4,2,B20
Kutubdia,2019,7,5,0,B20
Kutubdia,2019,8,4,0,B20
Kutubdia,2019,9,6,0,B20
Kutubdia,2019,10,3,0,B20
Kutubdia,2019,11,0,0,B20
Kutubdia,2019,12,0,0,B20
Kutubdia,2020,1,0,0,B20
Kutubdia,2020,2,0,0,B20
Kutubdia,2020,3,0,0,B20
Kutubdia,2020,4,19,0,B20
Kutubdia,2020,5,6,0,B20
Kutubdia,2020,6,4,0,B20
Kutubdia,2020,7,0,0,B20
Kutubdia,2020,8,2,0,B20
Kutubdia,2020,9,1,0,B20
Kutubdia,2020,10,3,0,B20
Kutubdia,2020,11,0,0,B20
Kutubdia,2020,12,0,0,B20
Kutubdia,2021,1,0,0,B20
Kutubdia,2021,2,0,0,B20
Kutubdia,2021,3,0,0,B20
Kutubdia,2021,4,2,0,B20
Kutubdia,2021,5,7,0,B20
Kutubdia,2021,6,18,0,B20
Kutubdia,2021,7,2,0,B20
Kutubdia,2021,8,0,0,B20
Kutubdia,2021,9,5,0,B20
Kutubdia,2021,10,5,0,B20
Kutubdia,2021,11,0,0,B20
Kutubdia,2021,12,0,0,B20
Kutubdia,2022,1,0,0,B20
Kutubdia,2022,2,0,0,B20
Kutubdia,2022,3,0,0,B20
Kutubdia,2022,4,5,0,B20
Kutubdia,2022,5,7,0,B20
Kutubdia,2022,6,0,0,B20
Kutubdia,2022,7,0,0,B20
Kutubdia,2022,8,0,0,B20
Kutubdia,2022,9,3,0,B20
Kutubdia,2022,10,4,1,B20
Kutubdia,2022,11,0,0,B20
Kutubdia,2022,12,0,0,B20
Kutubdia,2023,1,0,0,B20
Kutubdia,2023,2,0,0,B20
Kutubdia,2023,3,1,0,B20
Kutubdia,2023,4,0,0,B20
Kutubdia,2023,5,7,0,B20
Kutubdia,2023,6,0,0,B20
Kutubdia,2023,7,0,0,B20
Kutubdia,2023,8,0,0,B20
Kutubdia,2023,9,1,0,B20
Kutubdia,2023,10,2,0,B20
Kutubdia,2023,11,0,0,B20
Kutubdia,2023,12,0,0,B20
Kutubdia,2024,1,0,0,B20
Kutubdia,2024,2,0,0,B20
Kutubdia,2024,3,0,0,B20
Kutubdia,2024,4,0,0,B20
Kutubdia,2024,5,9,0,B20
Kutubdia,2024,6,1,0,B20
Maijdi Court,2015,1,0,0,B20
Maijdi Court,2015,2,1,0,B20
Maijdi Court,2015,3,4,0,B20
Maijdi Court,2015,4,26,3,B20
Maijdi Court,2015,5,16,1,B20
Maijdi Court,2015,6,19,0,B20
Maijdi Court,2015,7,15,0,B20
Maijdi Court,2015,8,14,0,B20
Maijdi Court,2015,9,9,2,B20
Maijdi Court,2015,10,4,0,B20
Maijdi Court,2015,11,0,0,B20
Maijdi Court,2015,12,0,0,B20
Maijdi Court,2016,1,0,0,B20
Maijdi Court,2016,2,7,0,B20
Maijdi Court,2016,3,9,0,B20
Maijdi Court,2016,4,6,0,B20
Maijdi Court,2016,5,31,1,B20
Maijdi Court,2016,6,14,1,B20
Maijdi Court,2016,7,12,0,B20
Maijdi Court,2016,8,7,0,B20
Maijdi Court,2016,9,9,1,B20
Maijdi Court,2016,10,16,0,B20
Maijdi Court,2016,11,0,0,B20
Maijdi Court,2016,12,0,0,B20
Maijdi Court,2017,1,0,0,B20
Maijdi Court,2017,2,0,0,B20
Maijdi Court,2017,3,4,1,B20
Maijdi Court,2017,4,30,0,B20
Maijdi Court,2017,5,21,1,B20
Maijdi Court,2017,6,23,2,B20
Maijdi Court,2017,7,0,1,B20
Maijdi Court,2017,8,13,3,B20
Maijdi Court,2017,9,22,0,B20
Maijdi Court,2017,10,2,1,B20
Maijdi Court,2017,11,0,0,B20
Maijdi Court,2017,12,0,0,B20
Maijdi Court,2018,1,0,0,B20
Maijdi Court,2018,2,0,0,B20
Maijdi Court,2018,3,5,0,B20
Maijdi Court,2018,4,25,1,B20
Maijdi Court,2018,5,40,0,B20
Maijdi Court,2018,6,28,0,B20
Maijdi Court,2018,7,4,0,B20
Maijdi Court,2018,8,4,0,B20
Maijdi Court,2018,9,11,0,B20
Maijdi Court,2018,10,0,0,B20
Maijdi Court,2018,11,0,0,B20
Maijdi Court,2018,12,0,0,B20
