Station_Name,Year,Month,Thunderstorm,Lightning,Block
Mongla,2020,7,24,1,B20
Mongla,2020,8,12,0,B20
Mongla,2020,9,19,1,B20
Mongla,2020,10,12,0,B20
Mongla,2020,11,0,0,B20
Mongla,2020,12,0,0,B20
Mongla,2021,1,0,0,B20
Mongla,2021,2,0,0,B20
Mongla,2021,3,1,0,B20
Mongla,2021,4,2,0,B20
Mongla,2021,5,21,3,B20
Mongla,2021,6,40,0,B20
Mongla,2021,7,22,0,B20
Mongla,2021,8,24,0,B20
Mongla,2021,9,23,1,B20
Mongla,2021,10,21,2,B20
Mongla,2021,11,0,0,B20
Mongla,2021,12,0,0,B20
Mongla,2022,1,0,0,B20
Mongla,2022,2,2,0,B20
Mongla,2022,3,0,0,B20
Mongla,2022,4,3,0,B20
Mongla,2022,5,29,2,B20
Mongla,2022,6,28,2,B20
Mongla,2022,7,10,0,B20
Mongla,2022,8,21,0,B20
Mongla,2022,9,28,1,B20
Mongla,2022,10,10,0,B20
Mongla,2022,11,0,0,B20
Mongla,2022,12,0,0,B20
Mongla,2023,1,0,0,B20
Mongla,2023,2,0,0,B20
Mongla,2023,3,18,0,B20
Mongla,2023,4,12,0,B20
Mongla,2023,5,19,0,B20
Mongla,2023,6,38,0,B20
Mongla,2023,7,22,0,B20
Mongla,2023,8,20,0,B20
Mongla,2023,9,14,1,B20
Mongla,2023,10,5,0,B20
Mongla,2023,11,0,0,B20
Mongla,2023,12,0,0,B20
Mongla,2024,1,0,0,B20
Mongla,2024,2,1,0,B20
Mongla,2024,3,9,0,B20
Mongla,2024,4,1,0,B20
Mongla,2024,5,31,0,B20
Mongla,2024,6,30,0,B20
Mongla,2024,7,4,0,B20
Satkhira,2015,1,0,0,B20
Satkhira,2015,2,7,1,B20
Satkhira,2015,3,5,0,B20
Satkhira,2015,4,32,3,B20
Satkhira,2015,5,15,5,B20
Satkhira,2015,6,29,1,B20
Satkhira,2015,7,47,4,B20
Satkhira,2015,8,41,0,B20
Satkhira,2015,9,35,1,B20
Satkhira,2015,10,14,0,B20
Satkhira,2015,11,0,0,B20
Satkhira,2015,12,0,0,B20
Satkhira,2016,1,0,0,B20
Satkhira,2016,2,17,0,B20
Satkhira,2016,3,14,1,B20
Satkhira,2016,4,2,0,B20
Satkhira,2016,5,29,4,B20
Satkhira,2016,6,27,0,B20
Satkhira,2016,7,14,1,B20
Satkhira,2016,8,9,0,B20
Satkhira,2016,9,25,2,B20
Satkhira,2016,10,11,3,B20
Satkhira,2016,11,2,1,B20
Satkhira,2016,12,0,0,B20
Satkhira,2017,1,0,0,B20
Satkhira,2017,2,0,0,B20
Satkhira,2017,3,14,1,B20
Satkhira,2017,4,7,2,B20
Satkhira,2017,5,24,4,B20
Satkhira,2017,6,37,0,B20
Satkhira,2017,7,19,3,B20
Satkhira,2017,8,21,2,B20
Satkhira,2017,9,30,1,B20
Satkhira,2017,10,12,0,B20
Satkhira,2017,11,0,0,B20
Satkhira,2017,12,0,0,B20
Satkhira,2018,1,0,0,B20
Satkhira,2018,2,0,0,B20
Satkhira,2018,3,3,1,B20
Satkhira,2018,4,32,4,B20
Satkhira,2018,5,19,4,B20
Satkhira,2018,6,27,5,B20
Satkhira,2018,7,13,1,B20
Satkhira,2018,8,16,2,B20
Satkhira,2018,9,12,3,B20
Satkhira,2018,10,2,0,B20
Satkhira,2018,11,0,0,B20
Satkhira,2018,12,0,0,B20
Satkhira,2019,1,0,0,B20
Satkhira,2019,2,18,0,B20
Satkhira,2019,3,22,0,B20
Satkhira,2019,4,17,4,B20
Satkhira,2019,5,23,0,B20
Satkhira,2019,6,25,0,B20
Satkhira,2019,7,9,0,B20
Satkhira,2019,8,23,0,B20
Satkhira,2019,9,19,2,B20
Satkhira,2019,10,11,1,B20
Satkhira,2019,11,0,0,B20
Satkhira,2019,12,0,0,B20
Satkhira,2020,1,0,0,B20
Satkhira,2020,2,1,0,B20
Satkhira,2020,3,15,0,B20
Satkhira,2020,4,18,3,B20
Satkhira,2020,5,28,3,B20
Satkhira,2020,6,37,1,B20
Satkhira,2020,7,15,2,B20
Satkhira,2020,8,17,3,B20
Satkhira,2020,9,8,3,B20
Satkhira,2020,10,7,0,B20
Satkhira,2020,11,3,0,B20
Satkhira,2020,12,0,0,B20
Satkhira,2021,1,0,0,B20
Satkhira,2021,2,3,0,B20
Satkhira,2021,3,0,0,B20
Satkhira,2021,4,2,0,B20
Satkhira,2021,5,35,2,B20
Satkhira,2021,6,30,2,B20
Satkhira,2021,7,25,0,B20
Satkhira,2021,8,27,1,B20
Satkhira,2021,9,18,2,B20
Satkhira,2021,10,14,1,B20
Satkhira,2021,11,0,0,B20
Satkhira,2021,12,0,0,B20
Satkhira,2022,1,0,0,B20
Satkhira,2022,2,7,0,B20
Satkhira,2022,3,0,0,B20
Satkhira,2022,4,3,1,B20
Satkhira,2022,5,31,1,B20
Satkhira,2022,6,12,0,B20
Satkhira,2022,7,18,0,B20
Satkhira,2022,8,21,0,B20
Satkhira,2022,9,27,1,B20
Satkhira,2022,10,3,0,B20
Satkhira,2022,11,0,0,B20
Satkhira,2022,12,0,0,B20
Satkhira,2023,1,0,0,B20
Satkhira,2023,2,2,0,B20
Satkhira,2023,3,24,0,B20
Satkhira,2023,4,19,0,B20
Satkhira,2023,5,25,1,B20
Satkhira,2023,6,39,0,B20
Satkhira,2023,7,20,1,B20
Satkhira,2023,8,13,0,B20
Satkhira,2023,9,26,0,B20
Satkhira,2023,10,11,0,B20
Satkhira,2023,11,0,0,B20
Satkhira,2023,12,0,0,B20
Satkhira,2024,1,0,0,B20
Satkhira,2024,2,3,0,B20
Satkhira,2024,3,15,1,B20
Satkhira,2024,4,5,0,B20
Satkhira,2024,5,33,0,B20
Satkhira,2024,6,20,2,B20
Barisal,2015,1,0,0,B20
Barisal,2015,2,4,1,B20
Barisal,2015,3,3,1,B20
Barisal,2015,4,35,8,B20
Barisal,2015,5,25,3,B20
Barisal,2015,6,42,0,B20
Barisal,2015,7,24,0,B20
Barisal,2015,8,27,3,B20
Barisal,2015,9,35,7,B20
Barisal,2015,10,21,8,B20
Barisal,2015,11,0,0,B20
Barisal,2015,12,0,0,B20
Barisal,2016,1,0,0,B20
Barisal,2016,2,12,0,B20
Barisal,2016,3,16,3,B20
Barisal,2016,4,12,0,B20
Barisal,2016,5,53,2,B20
Barisal,2016,6,39,1,B20
Barisal,2016,7,12,0,B20
Barisal,2016,8,25,3,B20
Barisal,2016,9,25,5,B20
Barisal,2016,10,18,4,B20
Barisal,2016,11,0,0,B20
Barisal,2016,12,0,0,B20
Barisal,2017,1,0,0,B20
Barisal,2017,2,0,0,B20
Barisal,2017,3,14,0,B20
Barisal,2017,4,40,1,B20
Barisal,2017,5,23,4,B20
Barisal,2017,6,41,5,B20
Barisal,2017,7,20,1,B20
Barisal,2017,8,26,3,B20
Barisal,2017,9,36,2,B20
Barisal,2017,10,6,0,B20
Barisal,2017,11,0,0,B20
Barisal,2017,12,0,0,B20
Barisal,2018,1,0,0,B20
Barisal,2018,2,0,0,B20
Barisal,2018,3,4,1,B20
Barisal,2018,4,40,4,B20
Barisal,2018,5,63,3,B20
Barisal,2018,6,17,3,B20
Barisal,2018,7,7,1,B20
Barisal,2018,8,7,1,B20
Barisal,2018,9,26,5,B20
Barisal,2018,10,0,0,B20
Barisal,2018,11,0,0,B20
Barisal,2018,12,0,0,B20
Barisal,2019,1,0,0,B20
Barisal,2019,2,12,0,B20
Barisal,2019,3,8,0,B20
Barisal,2019,4,24,1,B20
Barisal,2019,5,21,3,B20
Barisal,2019,6,36,2,B20
Barisal,2019,7,34,0,B20
Barisal,2019,8,7,3,B20
Barisal,2019,9,22,0,B20
Barisal,2019,10,26,0,B20
Barisal,2019,11,0,0,B20
Barisal,2019,12,0,0,B20
Barisal,2020,1,1,0,B20
Barisal,2020,2,0,0,B20
Barisal,2020,3,7,0,B20
Barisal,2020,4,52,2,B20
Barisal,2020,5,35,3,B20
Barisal,2020,6,44,2,B20
Barisal,2020,7,11,0,B20
Barisal,2020,8,17,2,B20
Barisal,2020,9,31,2,B20
Barisal,2020,10,20,3,B20
Barisal,2020,11,0,0,B20
Barisal,2020,12,0,0,B20
Barisal,2021,1,0,0,B20
Barisal,2021,2,3,0,B20
Barisal,2021,3,1,0,B20
Barisal,2021,4,3,0,B20
Barisal,2021,5,27,3,B20
Barisal,2021,6,31,2,B20
Barisal,2021,7,18,0,B20
Barisal,2021,8,13,0,B20
Barisal,2021,9,20,2,B20
Barisal,2021,10,17,1,B20
Barisal,2021,11,0,0,B20
Barisal,2021,12,0,0,B20
Barisal,2022,1,0,0,B20
Barisal,2022,2,6,0,B20
Barisal,2022,3,0,0,B20
Barisal,2022,4,4,0,B20
Barisal,2022,5,32,2,B20
Barisal,2022,6,31,1,B20
Barisal,2022,7,7,1,B20
Barisal,2022,8,14,1,B20
Barisal,2022,9,15,2,B20
Barisal,2022,10,8,0,B20
Barisal,2022,11,0,0,B20
Barisal,2022,12,0,0,B20
Barisal,2023,1,0,0,B20
Barisal,2023,2,0,0,B20
Barisal,2023,3,28,0,B20
Barisal,2023,4,11,0,B20
Barisal,2023,5,28,1,B20
Barisal,2023,6,26,0,B20
Barisal,2023,7,10,0,B20
Barisal,2023,8,37,1,B20
Barisal,2023,9,34,0,B20
Barisal,2023,10,12,0,B20
Barisal,2023,11,0,0,B20
Barisal,2023,12,0,0,B20
Barisal,2024,1,0,0,B20
Barisal,2024,2,1,1,B20
Barisal,2024,3,8,0,B20
Barisal,2024,4,10,0,B20
Barisal,2024,5,32,2,B20
Barisal,2024,6,17,3,B20
Bhola,2015,1,0,0,B20
Bhola,2015,2,4,0,B20
Bhola,2015,3,3,0,B20
Bhola,2015,4,29,3,B20
Bhola,2015,5,21,1,B20
Bhola,2015,6,39,1,B20
Bhola,2015,7,14,3,B20
Bhola,2015,8,18,3,B20
Bhola,2015,9,19,2,B20
Bhola,2015,10,5,2,B20
Bhola,2015,11,0,0,B20
Bhola,2015,12,0,0,B20
Bhola,2016,1,0,0,B20
Bhola,2016,2,7,0,B20
Bhola,2016,3,11,0,B20
Bhola,2016,4,9,1,B20
Bhola,2016,5,38,2,B20
Bhola,2016,6,28,2,B20
Bhola,2016,7,10,0,B20
Bhola,2016,8,8,0,B20
Bhola,2016,9,9,1,B20
Bhola,2016,10,18,2,B20
Bhola,2016,11,3,0,B20
Bhola,2016,12,0,0,B20
Bhola,2017,1,0,0,B20
Bhola,2017,2,0,0,B20
Bhola,2017,3,10,0,B20
Bhola,2017,4,25,2,B20
Bhola,2017,5,10,1,B20
Bhola,2017,6,32,4,B20
Bhola,2017,7,9,0,B20
Bhola,2017,8,25,0,B20
Bhola,2017,9,10,2,B20
Bhola,2017,10,12,2,B20
Bhola,2017,11,0,0,B20
Bhola,2017,12,0,0,B20
Bhola,2018,1,0,0,B20
Bhola,2018,2,0,0,B20
Bhola,2018,3,11,0,B20
Bhola,2018,4,39,3,B20
Bhola,2018,5,68,2,B20
Bhola,2018,6,32,7,B20
Bhola,2018,7,2,1,B20
Bhola,2018,8,12,0,B20
Bhola,2018,9,9,1,B20
Bhola,2018,10,0,1,B20
Bhola,2018,11,0,0,B20
Bhola,2018,12,0,0,B20
Bhola,2019,1,0,0,B20
Bhola,2019,2,10,0,B20
Bhola,2019,3,10,0,B20
Bhola,2019,4,27,0,B20
Bhola,2019,5,19,4,B20
Bhola,2019,6,19,1,B20
Bhola,2019,7,29,1,B20
Bhola,2019,8,7,3,B20
Bhola,2019,9,24,1,B20
Bhola,2019,10,23,1,B20
Bhola,2019,11,2,0,B20
Bhola,2019,12,0,0,B20
Bhola,2020,1,2,0,B20
Bhola,2020,2,0,0,B20
Bhola,2020,3,4,0,B20
Bhola,2020,4,54,5,B20
Bhola,2020,5,24,2,B20
Bhola,2020,6,31,4,B20
Bhola,2020,7,0,2,B20
Bhola,2020,8,7,3,B20
Bhola,2020,9,16,2,B20
Bhola,2020,10,7,1,B20
Bhola,2020,11,0,0,B20
Bhola,2020,12,0,0,B20
Bhola,2021,1,0,0,B20
Bhola,2021,2,0,0,B20
Bhola,2021,3,0,0,B20
Bhola,2021,4,3,0,B20
Bhola,2021,5,22,3,B20
Bhola,2021,6,32,2,B20
Bhola,2021,7,5,1,B20
Bhola,2021,8,6,3,B20
Bhola,2021,9,9,5,B20
Bhola,2021,10,12,2,B20
Bhola,2021,11,0,0,B20
Bhola,2021,12,0,0,B20
Bhola,2022,1,0,0,B20
Bhola,2022,2,3,1,B20
Bhola,2022,3,0,0,B20
Bhola,2022,4,3,0,B20
Bhola,2022,5,11,0,B20
Bhola,2022,6,24,1,B20
Bhola,2022,7,6,0,B20
Bhola,2022,8,5,1,B20
Bhola,2022,9,9,1,B20
Bhola,2022,10,2,0,B20
Bhola,2022,11,0,0,B20
Bhola,2022,12,0,0,B20
Bhola,2023,1,0,0,B20
Bhola,2023,2,0,0,B20
Bhola,2023,3,23,0,B20
Bhola,2023,4,6,1,B20
Bhola,2023,5,20,1,B20
Bhola,2023,6,13,2,B20
Bhola,2023,7,1,0,B20
Bhola,2023,8,5,1,B20
Bhola,2023,9,14,0,B20
Bhola,2023,10,4,0,B20
Bhola,2023,11,0,0,B20
Bhola,2023,12,0,0,B20
Bhola,2024,1,0,0,B20
Bhola,2024,2,1,0,B20
Bhola,2024,3,11,1,B20
Bhola,2024,4,5,0,B20
Bhola,2024,5,34,0,B20
Bhola,2024,6,9,2,B20
Bhola,2024,7,5,0,B20
Khepupara,2015,1,0,0,B20
Khepupara,2015,2,3,0,B20
Khepupara,2015,3,2,0,B20
Khepupara,2015,4,35,1,B20
Khepupara,2015,5,8,0,B20
Khepupara,2015,6,40,4,B20
Khepupara,2015,7,35,0,B20
Khepupara,2015,8,23,3,B20
Khepupara,2015,9,28,2,B20
Khepupara,2015,10,8,2,B20
Khepupara,2015,11,1,0,B20
Khepupara,2015,12,1,0,B20
Khepupara,2016,1,0,0,B20
Khepupara,2016,2,9,0,B20
Khepupara,2016,3,8,3,B20
Khepupara,2016,4,9,1,B20
Khepupara,2016,5,43,1,B20
Khepupara,2016,6,41,6,B20
Khepupara,2016,7,22,3,B20
Khepupara,2016,8,17,6,B20
Khepupara,2016,9,8,7,B20
Khepupara,2016,10,27,6,B20
Khepupara,2016,11,0,0,B20
Khepupara,2016,12,0,0,B20
Khepupara,2017,1,0,0,B20
Khepupara,2017,2,0,0,B20
Khepupara,2017,3,16,0,B20
Khepupara,2017,4,22,3,B20
Khepupara,2017,5,22,5,B20
Khepupara,2017,6,29,7,B20
Khepupara,2017,7,43,2,B20
Khepupara,2017,8,29,1,B20
Khepupara,2017,9,35,5,B20
Khepupara,2017,10,20,0,B20
Khepupara,2017,11,0,0,B20
Khepupara,2017,12,0,0,B20
Khepupara,2018,1,0,0,B20
Khepupara,2018,2,2,0,B20
Khepupara,2018,3,4,0,B20
Khepupara,2018,4,8,1,B20
Khepupara,2018,5,43,2,B20
Khepupara,2018,6,68,4,B20
Khepupara,2018,7,34,1,B20
Khepupara,2018,8,11,3,B20
Khepupara,2018,9,15,1,B20
Khepupara,2018,10,2,1,B20
Khepupara,2018,11,0,0,B20
Khepupara,2018,12,0,0,B20
Khepupara,2019,1,0,0,B20
Khepupara,2019,2,19,0,B20
Khepupara,2019,3,6,0,B20
Khepupara,2019,4,20,3,B20
Khepupara,2019,5,13,2,B20
Khepupara,2019,6,41,1,B20
Khepupara,2019,7,13,0,B20
Khepupara,2019,8,19,5,B20
Khepupara,2019,9,11,10,B20
Khepupara,2019,10,26,1,B20
Khepupara,2019,11,4,0,B20
Khepupara,2019,12,1,0,B20
Khepupara,2020,1,0,0,B20
Khepupara,2020,2,0,0,B20
Khepupara,2020,3,2,0,B20
Khepupara,2020,4,26,1,B20
Khepupara,2020,5,24,0,B20
Khepupara,2020,6,68,3,B20
Khepupara,2020,7,6,0,B20
Khepupara,2020,8,21,0,B20
Khepupara,2020,9,30,0,B20
Khepupara,2020,10,13,0,B20
Khepupara,2020,11,11,0,B20
Khepupara,2020,12,0,0,B20
Khepupara,2021,1,0,0,B20
Khepupara,2021,2,0,0,B20
Khepupara,2021,3,0,0,B20
Khepupara,2021,4,2,0,B20
Khepupara,2021,5,39,1,B20
Khepupara,2021,6,18,0,B20
Khepupara,2021,7,36,0,B20
Khepupara,2021,8,18,0,B20
Khepupara,2021,9,15,0,B20
Khepupara,2021,10,11,0,B20
Khepupara,2021,11,0,0,B20
Khepupara,2021,12,0,0,B20
Khepupara,2022,1,0,0,B20
Khepupara,2022,2,4,0,B20
Khepupara,2022,3,0,0,B20
Khepupara,2022,4,3,0,B20
Khepupara,2022,5,28,0,B20
Khepupara,2022,6,17,1,B20
Khepupara,2022,7,6,0,B20
Khepupara,2022,8,7,0,B20
Khepupara,2022,9,24,1,B20
Khepupara,2022,10,8,0,B20
Khepupara,2022,11,0,0,B20
Khepupara,2022,12,0,0,B20
Khepupara,2023,1,0,0,B20
Khepupara,2023,2,0,0,B20
Khepupara,2023,3,13,0,B20
Khepupara,2023,4,11,0,B20
Khepupara,2023,5,20,1,B20
Khepupara,2023,6,23,0,B20
Khepupara,2023,7,8,0,B20
Khepupara,2023,8,32,0,B20
Khepupara,2023,9,16,2,B20
Khepupara,2023,10,4,0,B20
Khepupara,2023,11,1,0,B20
Khepupara,2023,12,0,0,B20
Khepupara,2024,1,0,0,B20
Khepupara,2024,2,0,0,B20
Khepupara,2024,3,0,0,B20
Khepupara,2024,4,1,0,B20
Khepupara,2024,5,23,0,B20
Patuakhali,2015,1,0,0,B20
Patuakhali,2015,2,8,2,B20
Patuakhali,2015,3,12,0,B20
Patuakhali,2015,4,31,6,B20
Patuakhali,2015,5,12,4,B20
Patuakhali,2015,6,69,8,B20
Patuakhali,2015,7,53,3,B20
Patuakhali,2015,8,22,8,B20
Patuakhali,2015,9,48,13,B20
Patuakhali,2015,10,14,5,B20
Patuakhali,2015,11,0,0,B20
Patuakhali,2015,12,2,0,B20
Patuakhali,2016,1,0,0,B20
Patuakhali,2016,2,16,1,B20
Patuakhali,2016,3,12,4,B20
Patuakhali,2016,4,13,1,B20
Patuakhali,2016,5,60,3,B20
Patuakhali,2016,6,44,5,B20
Patuakhali,2016,7,21,3,B20
Patuakhali,2016,8,19,11,B20
Patuakhali,2016,9,19,6,B20
Patuakhali,2016,10,38,21,B20
Patuakhali,2016,11,0,0,B20
Patuakhali,2016,12,0,0,B20
Patuakhali,2017,1,0,0,B20
Patuakhali,2017,2,0,0,B20
Patuakhali,2017,3,17,4,B20
Patuakhali,2017,4,40,0,B20
Patuakhali,2017,5,22,8,B20
Patuakhali,2017,6,34,5,B20
Patuakhali,2017,7,47,2,B20
Patuakhali,2017,8,40,5,B20
Patuakhali,2017,9,51,5,B20
Patuakhali,2017,10,18,4,B20
Patuakhali,2017,11,0,0,B20
Patuakhali,2017,12,0,0,B20
Patuakhali,2018,1,0,0,B20
Patuakhali,2018,2,2,0,B20
Patuakhali,2018,3,4,0,B20
Patuakhali,2018,4,36,8,B20
Patuakhali,2018,5,65,4,B20
Patuakhali,2018,6,17,11,B20
Patuakhali,2018,7,17,1,B20
Patuakhali,2018,8,10,3,B20
Patuakhali,2018,9,19,3,B20
Patuakhali,2018,10,2,1,B20
Patuakhali,2018,11,0,0,B20
Patuakhali,2018,12,0,0,B20
Patuakhali,2019,1,0,0,B20
Patuakhali,2019,2,22,1,B20
Patuakhali,2019,3,17,1,B20
Patuakhali,2019,4,27,8,B20
Patuakhali,2019,5,25,3,B20
Patuakhali,2019,6,53,2,B20
Patuakhali,2019,7,54,2,B20
Patuakhali,2019,8,23,4,B20
Patuakhali,2019,9,29,4,B20
Patuakhali,2019,10,47,3,B20
Patuakhali,2019,11,0,0,B20
Patuakhali,2019,12,0,0,B20
Patuakhali,2020,1,1,0,B20
Patuakhali,2020,2,0,0,B20
Patuakhali,2020,3,5,0,B20
Patuakhali,2020,4,53,1,B20
Patuakhali,2020,5,54,4,B20
Patuakhali,2020,6,81,4,B20
Patuakhali,2020,7,26,0,B20
Patuakhali,2020,8,22,3,B20
Patuakhali,2020,9,41,1,B20
Patuakhali,2020,10,21,0,B20
Patuakhali,2020,11,3,0,B20
Patuakhali,2020,12,0,0,B20
Patuakhali,2021,1,0,0,B20
Patuakhali,2021,2,0,0,B20
Patuakhali,2021,3,0,0,B20
Patuakhali,2021,4,3,0,B20
Patuakhali,2021,5,42,4,B20
Patuakhali,2021,6,38,5,B20
Patuakhali,2021,7,33,3,B20
Patuakhali,2021,8,28,1,B20
Patuakhali,2021,9,26,1,B20
Patuakhali,2021,10,26,2,B20
Patuakhali,2021,11,0,0,B20
Patuakhali,2021,12,0,0,B20
Patuakhali,2022,1,0,0,B20
Patuakhali,2022,2,5,0,B20
Patuakhali,2022,3,0,0,B20
Patuakhali,2022,4,5,1,B20
Patuakhali,2022,5,49,2,B20
Patuakhali,2022,6,39,2,B20
Patuakhali,2022,7,23,1,B20
Patuakhali,2022,8,22,0,B20
Patuakhali,2022,9,39,1,B20
Patuakhali,2022,10,12,1,B20
Patuakhali,2022,11,0,0,B20
Patuakhali,2022,12,0,0,B20
Patuakhali,2023,1,0,0,B20
Patuakhali,2023,2,0,0,B20
Patuakhali,2023,3,28,0,B20
Patuakhali,2023,4,16,0,B20
Patuakhali,2023,5,40,0,B20
Patuakhali,2023,6,39,0,B20
Patuakhali,2023,7,21,0,B20
Patuakhali,2023,8,49,0,B20
Patuakhali,2023,9,53,1,B20
Patuakhali,2023,10,23,0,B20
Patuakhali,2023,11,1,0,B20
Patuakhali,2023,12,0,0,B20
Patuakhali,2024,1,0,0,B20
Patuakhali,2024,2,0,0,B20
Patuakhali,2024,3,0,0,B20
Patuakhali,2024,4,1,0,B20
Patuakhali,2024,5,23,0,B20
Chandpur,2015,1,0,0,B20
Chandpur,2015,2,5,0,B20
Chandpur,2015,3,4,0,B20
Chandpur,2015,4,41,0,B20
Chandpur,2015,5,22,0,B20
Chandpur,2015,6,52,0,B20
Chandpur,2015,7,77,0,B20
Chandpur,2015,8,12,0,B20
Chandpur,2015,9,19,0,B20
Chandpur,2015,10,10,0,B20
Chandpur,2015,11,0,0,B20
Chandpur,2015,12,0,0,B20
Chandpur,2016,1,0,0,B20
Chandpur,2016,2,13,0,B20
Chandpur,2016,3,25,0,B20
Chandpur,2016,4,7,1,B20
Chandpur,2016,5,55,0,B20
Chandpur,2016,6,16,4,B20
Chandpur,2016,7,4,0,B20
Chandpur,2016,8,23,4,B20
Chandpur,2016,9,14,0,B20
Chandpur,2016,10,8,1,B20
Chandpur,2016,11,0,0,B20
Chandpur,2016,12,0,0,B20
Chandpur,2017,1,0,0,B20
Chandpur,2017,2,0,0,B20
Chandpur,2017,3,12,2,B20
Chandpur,2017,4,41,0,B20
Chandpur,2017,5,21,2,B20
Chandpur,2017,6,37,1,B20
Chandpur,2017,7,8,0,B20
Chandpur,2017,8,32,1,B20
Chandpur,2017,9,15,0,B20
Chandpur,2017,10,3,0,B20
Chandpur,2017,11,0,0,B20
Chandpur,2017,12,0,0,B20
Chandpur,2018,1,0,0,B20
Chandpur,2018,2,1,0,B20
Chandpur,2018,3,5,0,B20
Chandpur,2018,4,32,5,B20
Chandpur,2018,5,52,5,B20
Chandpur,2018,6,35,0,B20
Chandpur,2018,7,4,1,B20
Chandpur,2018,8,7,3,B20
Chandpur,2018,9,12,1,B20
Chandpur,2018,10,0,0,B20
Chandpur,2018,11,0,0,B20
Chandpur,2018,12,0,0,B20
Chandpur,2019,1,0,0,B20
Chandpur,2019,2,16,0,B20
Chandpur,2019,3,13,1,B20
Chandpur,2019,4,25,2,B20
Chandpur,2019,5,14,2,B20
Chandpur,2019,6,24,0,B20
Chandpur,2019,7,14,0,B20
Chandpur,2019,8,5,1,B20
Chandpur,2019,9,17,0,B20
Chandpur,2019,10,11,0,B20
Chandpur,2019,11,0,0,B20
Chandpur,2019,12,0,0,B20
Chandpur,2020,1,0,0,B20
Chandpur,2020,2,0,2,B20
Chandpur,2020,3,0,0,B20
Chandpur,2020,4,2,4,B20
Chandpur,2020,5,2,45,B20
Chandpur,2020,6,2,20,B20
Chandpur,2020,7,0,12,B20
Chandpur,2020,8,0,7,B20
Chandpur,2020,9,0,14,B20
Chandpur,2020,10,0,4,B20
Chandpur,2020,11,0,2,B20
Chandpur,2020,12,0,0,B20
Chandpur,2021,1,0,0,B20
Chandpur,2021,2,0,0,B20
Chandpur,2021,3,0,0,B20
Chandpur,2021,4,0,1,B20
Chandpur,2021,5,0,3,B20
Chandpur,2021,6,1,21,B20
Chandpur,2021,7,0,12,B20
Chandpur,2021,8,0,9,B20
Chandpur,2021,9,0,11,B20
Chandpur,2021,10,0,14,B20
Chandpur,2021,11,0,6,B20
Chandpur,2021,12,0,0,B20
Chandpur,2022,1,0,0,B20
Chandpur,2022,2,0,0,B20
Chandpur,2022,3,0,5,B20
Chandpur,2022,4,0,0,B20
Chandpur,2022,5,0,11,B20
Chandpur,2022,6,1,15,B20
Chandpur,2022,7,0,18,B20
Chandpur,2022,8,0,7,B20
Chandpur,2022,9,6,9,B20
Chandpur,2022,10,0,19,B20
Chandpur,2022,11,0,13,B20
Chandpur,2022,12,0,0,B20
Chandpur,2023,1,0,0,B20
Chandpur,2023,2,0,0,B20
Chandpur,2023,3,2,0,B20
Chandpur,2023,4,4,25,B20
Chandpur,2023,5,1,18,B20
Chandpur,2023,6,18,27,B20
Chandpur,2023,7,24,29,B20
Chandpur,2023,8,24,7,B20
Chandpur,2023,9,24,17,B20
Chandpur,2023,10,3,17,B20
Chandpur,2023,11,5,0,B20
Chandpur,2023,12,3,0,B20
Chandpur,2024,1,0,0,B20
Chandpur,2024,2,3,0,B20
Chandpur,2024,3,9,6,B20
Chandpur,2024,4,3,19,B20
Chandpur,2024,5,1,11,B20
Chandpur,2024,6,5,22,B20
Chandpur,2024,7,2,7,B20
Ambagan (Ctg),2015,1,0,0,B20
Ambagan (Ctg),2015,2,0,0,B20
Ambagan (Ctg),2015,3,7,2,B20
Ambagan (Ctg),2015,4,36,1,B20
Ambagan (Ctg),2015,5,20,0,B20
Ambagan (Ctg),2015,6,20,1,B20
Ambagan (Ctg),2015,7,12,5,B20
Ambagan (Ctg),2015,8,7,4,B20
Ambagan (Ctg),2015,9,23,2,B20
Ambagan (Ctg),2015,10,29,2,B20
Ambagan (Ctg),2015,11,0,0,B20
Ambagan (Ctg),2015,12,1,0,B20
Ambagan (Ctg),2016,1,0,0,B20
Ambagan (Ctg),2016,2,3,0,B20
Ambagan (Ctg),2016,3,10,1,B20
Ambagan (Ctg),2016,4,8,2,B20
Ambagan (Ctg),2016,5,28,6,B20
Ambagan (Ctg),2016,6,40,5,B20
Ambagan (Ctg),2016,7,21,1,B20
Ambagan (Ctg),2016,8,17,1,B20
Ambagan (Ctg),2016,9,43,9,B20
Ambagan (Ctg),2016,10,24,7,B20
Ambagan (Ctg),2016,11,9,0,B20
Ambagan (Ctg),2016,12,0,0,B20
Ambagan (Ctg),2017,1,0,0,B20
Ambagan (Ctg),2017,2,0,0,B20
Ambagan (Ctg),2017,3,16,0,B20
Ambagan (Ctg),2017,4,48,1,B20
Ambagan (Ctg),2017,5,26,4,B20
Ambagan (Ctg),2017,6,50,4,B20
Ambagan (Ctg),2017,7,13,0,B20
Ambagan (Ctg),2017,8,17,8,B20
Ambagan (Ctg),2017,9,41,8,B20
Ambagan (Ctg),2017,10,10,8,B20
Ambagan (Ctg),2017,11,0,0,B20
Ambagan (Ctg),2017,12,0,0,B20
Ambagan (Ctg),2018,1,0,0,B20
Ambagan (Ctg),2018,2,0,0,B20
Ambagan (Ctg),2018,3,3,0,B20
Ambagan (Ctg),2018,4,39,4,B20
Ambagan (Ctg),2018,5,51,2,B20
