StationID,Latitude,Longitude
GT8172036,24.42,88.61
GT8172037,,
GT8172038,24.43,88.6
GT8172039,24.38,88.68
GT8172040,24.37,88.51
GT8172041,24.45,88.6
GT8172042,0,0
GT8182041,24.42,88.83
GT8182042,24.49,88.88
GT8182043,24.38,88.88
GT8182044,24.37,88.87
GT8182045,24.38,88.79
GT8194044,24.64,88.49
GT8194046,24.68,88.53
GT8194047,24.62,88.54
GT8194048,24.57,88.55
GT8194049,24.63,88.58
GT8194050,24.53,88.68
GT8207001,23.61,89.59
GT8207002,23.69,89.58
GT8207003,23.73,89.56
GT8207004,23.64,89.51
GT8207501,23.64,89.51
GT8229005,23.72,89.66
GT8229006,23.74,89.75
GT8229502,23.75,89.79
GT8229503,23.71,89.78
GT8273007,23.77,89.41
GT8273008,23.73,89.4
GT8273009,23.7,89.46
GT8273010,23.87,89.39
GT8273011,23.78,89.5
GT8273012,23.72,89.51
GT8273013,23.72,89.46
GT8273014,23.7,89.35
GT8276015,23.76,89.64
GT8276016,23.74,89.62
GT8276017,23.68,89.71
GT8276018,23.77,89.61
GT8276504,23.77,89.62
GT8425002,22.63,91.98
GT8436003,22.55,92.19
GT8487005,22.62,92.11
GT8503001,25.68,89.07
GT8503002,25.71,89.07
GT8527003,25.9,89.21
GT8542004,25.78,89.41
GT8549005,25.79,89.28
GT8549006,25.79,89.23
GT8549007,25.79,89.17
GT8558008,25.65,89.25
GT8558009,25.59,89.26
GT8558010,25.56,89.33
GT8573011,25.71,89.39
GT8576012,25.45,89.35
GT8576013,25.46,89.27
GT8592014,25.75,89.02
GT8592015,25.81,89.05
GT8614001,23.2,90.45
GT8614002,23.21,90.43
GT8636003,23.06,90.43
GT8636004,23.06,90.38
GT8636005,23.07,90.43
GT8636006,23.07,90.42
GT8665007,23.3,90.38
GT8669008,23.26,90.25
GT8669009,23.22,90.36
GT8669501,23.22,90.35
GT8694010,23.29,90.28
GT8694502,23.35,90.28
GT8704001,22.56,89.2
GT8725002,22.59,89
GT8743003,22.84,89.09
GT8743004,22.87,89.04
GT8782005,22.73,89.1
GT8786006,22.35,89.12
GT8790007,22.75,89.25
GT8811001,24.36,89.74
GT8811002,24.29,89.71
GT8827003,24.23,89.76
GT8827004,24.16,89.77
GT8844005,24.39,89.66
GT8850006,24.69,89.66
GT8850007,24.64,89.64
GT8850008,24.62,89.69
GT8861009,24.52,89.54
GT8861010,24.47,89.5
GT8861011,24.47,89.59
GT8867012,24.2,89.65
GT8867013,24.14,89.67
GT8878014,24.49,89.72
GT8878015,24.58,89.66
GT8878016,24.49,89.66
GT8878017,24.57,89.71
GT8878018,24.53,89.68
GT8878019,24.45,89.69
GT8878020,24.41,89.73
GT8889021,24.38,89.39
GT8889022,24.51,89.38
GT8889023,24.45,89.4
GT8894024,24.33,89.45
GT8894025,24.31,89.51
GT8894026,24.34,89.59
GT8894027,24.37,89.53
GT8967001,24.99,90.19
GT8970002,25.17,90.2
GT8970003,25.11,90.24
GT8988004,25.05,90
GT8988005,24.99,89.98
GT8988006,25,90.07
GT8990007,25.15,89.97
GT9023001,24.92,91.69
GT9023002,25,91.63
GT9023003,24.93,91.6
GT9029004,24.8,91.45
GT9047006,24.8,91.6
GT9047007,24.72,91.62
GT9050008,25,91.24
GT9050009,24.94,91.21
GT9050010,24.88,91.24
GT9089011,25.02,91.46
GT9089012,24.98,91.41
GT9092013,25.13,91.21
GT9108001,24.68,91.8
GT9108002,24.74,91.76
GT9108003,24.73,91.82
GT9117004,24.84,92.23
GT9117005,24.85,92.17
GT9120006,24.81,91.74
GT9135008,24.68,91.98
GT9138009,24.79,92.05
GT9138010,24.86,92.01
GT9141011,24.99,92.07
GT9141012,25.05,92.05
GT9141013,25.16,92.02
GT9141014,25.11,92.03
GT9141015,25.06,91.97
GT9153016,25.08,92.16
GT9153017,25.13,92.15
GT9159018,24.99,92.34
GT9159019,25.02,92.39
GT9162020,24.96,91.81
GT9162021,24.86,91.93
GT9162022,24.98,91.94
GT9162023,24.96,91.88
GT9162024,24.94,91.75
GT9162025,24.88,91.83
GT9162026,24.91,91.89
GT9194027,24.95,92.43
GT9309001,24.18,90.04
GT9309002,24.26,90.06
GT9309003,24.21,90.09
GT9319004,24.46,89.8
GT9323037,24.08,89.93
GT9328005,24.5,90.05
GT9328006,24.46,90.11
GT9328008,24.43,90.07
GT9328009,24.51,90.11
GT9328010,24.48,90
GT9328023,24.42,90.01
GT9338011,24.56,89.89
GT9338012,24.59,89.93
GT9347013,24.34,90
GT9347014,24.32,90.06
GT9347016,24.36,89.87
GT9347017,24.36,90.05
GT9347018,24.39,90.08
GT9347019,24.36,89.91
GT9347020,24.31,89.97
GT9357021,24.65,90.04
GT9357022,24.61,90.12
GT9357028,24.7,90.01
GT9357029,24.58,90.08
GT9357030,24.72,90.08
GT9366024,24.19,90.23
GT9366026,24.17,90.03
GT9366027,24.14,90.17
GT9376031,24.05,89.94
GT9376032,24.03,89.84
GT9376033,24.04,89.89
GT9385034,24.25,90.23
GT9385035,24.3,90.23
GT9395036,24.24,89.83
GT9395038,24.22,89.87
GT9395039,24.28,89.84
GT9395040,24.29,89.89
GT9408001,26.19,88.29
GT9408002,26.11,88.28
GT9408003,26.07,88.27
GT9408501,26.15,88.32
GT9451004,25.84,88.16
GT9451005,25.93,88.17
GT9451502,25.88,88.14
GT9482006,25.92,88.46
GT9482007,25.87,88.38
GT9482008,25.84,88.33
GT9482009,25.92,88.36
GT9482010,25.92,88.46
GT9482503,25.79,88.32
GT9486011,25.97,88.31
GT9486012,25.95,88.25
GT9486014,25.88,88.24
GT9494015,26.15,88.55
GT9494016,26.11,88.43
GT9494017,26.1,88.49
GT9494019,26.1,88.54
GT9494020,26.08,88.37
GT9494021,26.17,88.41
GT9494022,26.15,88.47
GT9494023,26.19,88.48
GT9494024,26.06,88.43
GT9494025,25.96,88.51
GT9494026,25.97,88.51
GT9494027,26.01,88.5
GT9494028,26.06,88.52
GT9494029,26.02,88.46
GT9494030,26.06,88.46
,,
GT0108501,22.68,89.69
GT0156502,22.97,89.78
GT0173503,22.56,89.65
GT0173504,22.57,89.66
GT0373006,21.4,92.21
GT0610004,22.84,90.04
GT1054015,0,0
GT1094026,0,0
GT1094027,0,0
GT1095028,0,0
GT1204004,23.79,90.81
GT1376013,23.35,90.64
GT1519900,22.35,91.84
GT1533010,22.65,91.75
GT1541007,22.35,91.78
GT1931010,23.18,91.3
GT1940022,23.6,91.02
GT1967019,23.38,91.21
GT1967900,23.45,91.17
GT2245007,21.79,91.87
GT2618005,23.54,90.16
GT2626900,23.79,90.41
GT2642900,23.72,90.39
GT2654013,23.73,90.42
GT2654014,23.75,90.42
GT2747020,25.33,88.99
GT2760028,25.92,88.74
GT2947900,23.6,89.67
GT3033005,0,0
GT3033006,0,0
GT3392020,0,0
GT3605002,24.33,91.6
GT3611006,24.59,91.46
GT3644014,0,0
GT3644023,0,0
GT3668015,0,0
GT3671021,24.09,91.37
GT3936900,24.91,89.95
GT4147900,23.25,89.18
GT4433502,0,0
GT4480501,0,0
GT4664001,0,0
GT4665001,22.96,92.07
GT4751501,22.78,89.58
GT4751502,22.85,89.41
GT4751503,22.84,89.41
GT4751504,22.81,89.56
GT4751505,22.88,89.48
GT4751506,22.89,89.45
GT4751900,22.78,89.41
GT4764507,22.69,89.32
GT4806003,0,0
GT4806004,0,0
GT4806005,0,0
GT4876023,24.38,91.01
GT4909001,25.58,89.66
GT5015900,23.97,88.94
GT5566501,0,0
GT5566504,0,0
GT5610001,0,0
GT5610002,0,0
GT5610003,0,0
GT5682015,23.77,90.14
GT5787502,0,0
GT5787900,23.83,88.82
GT5865016,24.6,92.04
GT5865018,24.45,92
GT5874041,0,0
GT5880029,0,0
GT5883031,24.33,91.66
GT6152900,24.77,90.37
GT6459900,24.5,88.59
GT6469028,0,0
GT6469029,0,0
GT6469030,0,0
GT6469031,0,0
GT6469032,0,0
GT6469033,0,0
GT6469034,0,0
GT6469503,0,0
GT6469504,0,0
GT6528001,0,0
GT6552501,0,0
GT6720005,0,0
GT7066019,24.63,88.27
GT7066501,24.52,88.17
GT7088026,24.67,88.06
GT7088027,24.65,88.14
GT7088028,24.62,88.07
GT7240005,25.08,90.84
GT7240006,25.04,90.91
GT7587900,22.83,91.1
GT7616501,23.89,89.67
GT7655900,24.03,89.15
GT7672511,24.07,89.44
GT7773019,0,0
GT7790019,26.53,88.46
GT8122511,24.38,88.65
GT8125007,0,0
GT8125509,24.33,88.83
GT8125510,24.31,88.73
GT8131507,24.44,88.73
GT8131508,24.48,88.78
GT8134025,24.49,88.42
GT8134026,24.43,88.37
GT8134501,0,0
GT8153506,24.52,88.62
GT8172034,0,0
GT8172045,0,0
GT8172504,0,0
GT8172505,0,0
GT8172900,24.42,88.65
GT8182502,24.43,88.88
GT8182503,24.38,88.82
GT8194045,24.59,88.49
GT8194512,0,0
GT8407001,23.24,92.28
GT8425006,0,0
GT8436004,22.53,92.24
GT8487006,0,0
GT8527005,0,0
GT8542006,0,0
GT8549008,0,0
GT8549009,0,0
GT8549900,25.81,89.27
GT8558011,0,0
GT8558012,0,0
GT8573015,0,0
GT8576014,0,0
GT8592001,0,0
GT8747501,22.46,89.05
GT8747502,22.47,89.04
GT8747503,22.46,89.05
GT8790504,22.77,89.18
GT8861012,0,0
GT8878900,24.5,89.75
GT9047005,24.76,91.55
GT9089013,0,0
GT9127007,25.1,91.78
GT9135009,0,0
GT9141016,0,0
GT9153018,0,0
GT9162027,0,0
GT9319015,0,0
GT9319025,0,0
GT9328007,24.48,90.16
GT9347015,24.38,89.98
GT9347900,24.39,89.99
GT9366025,24.09,90.09
GT9366900,24.09,90.79
GT9486013,25.98,88.25
GT9494018,26.02,88.48
GT9494900,26.03,88.47
