,Dhaka,February,12,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,**,**,**,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.023,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,,,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dhaka,February,13,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,**,**,**,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,,,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,3.415,2.669,3.357,3.298,3.042,2.937,2.844,2.669,1.515,3.077,3.287,3.531,3.508,3.159,2.867,1.177,1.107,3.042,3.065,2.436,3.17,3.054,2.832,3.543,2.051,2.133,1.294,1.084,,,,3.112,2.284,3.38,3.182,2.704,2.669,1.2,1.107,2.739,2.401,2.273,2.354,2.261,2.238,2.203,2.214,2.552,1.772,2.179,2.611,2.448,3.089,2.319,1.002,3.793,1.352,2.389,2.867,3.182,,,3.415,2.669,3.357,3.298,3.042,2.937,2.844,2.669,1.515,3.077,3.287,3.531,3.508,3.159,2.867,1.177,1.107,3.042,3.065,2.436,3.17,3.054,2.832,3.543,2.051,2.133,1.294,1.084,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dhaka,March,0,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dhaka,March,1,0.023,0.047,0.047,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.047,0.012,0.023,0.023,0.023,0.035,0.012,0.058,0.058,0.012,0.012,0.035,0.07,0.047,0.012,0.058,0.082,0.023,0.012,0.012,0.012,0.012,0.012,0.047,0.023,0.023,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.023,0.035,0.023,0.023,0.023,0.012,0.012,0.012,0.012,0.012,0.012,0.023,0.023,0.012,0.105,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.023,0.012,0.012,0.012,0.012,0.012,0.012,0.023,0.012,0.047,0.035,0.035,0.012,0.012,0.012,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dhaka,March,2,0.128,0.117,0.128,0.012,0.012,0.105,0.128,0.058,0.047,0.058,0.035,0.245,0.07,0.023,0.128,0.117,0.105,0.128,0.058,0.175,0.245,0.105,0.058,0.128,0.198,0.152,0.128,0.186,0.198,0.21,0.128,0.082,0.035,0.012,0.082,0.198,0.058,0.082,0.07,0.082,0.058,0.128,0.105,0.093,0.058,0.175,0.105,0.093,0.128,0.175,0.105,0.105,0.128,0.012,0.082,0.117,0.082,0.128,0.117,0.105,0.291,0.291,0.105,0.082,0.093,0.082,0.093,0.058,0.035,0.047,0.047,0.047,0.035,0.047,0.058,0.082,0.058,0.047,0.152,0.128,0.152,0.082,0.047,0.105,0.14,0.012,0.152,0.128,0.128,0.152,0.105,0.128,0.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dhaka,March,3,0.361,0.35,0.338,0.023,0.128,0.221,0.256,0.268,0.128,0.291,0.186,0.443,0.117,0.082,0.221,0.256,0.303,0.315,0.152,0.291,0.326,0.361,0.338,0.315,0.338,0.326,0.128,0.373,0.303,0.361,0.326,0.21,0.198,0.221,0.233,0.303,0.198,0.14,0.14,0.186,0.128,0.315,0.291,0.303,0.198,0.361,0.338,0.221,0.326,0.361,0.233,0.233,0.221,0.093,0.093,0.291,0.233,0.326,0.291,0.303,0.455,0.408,0.152,0.163,0.256,0.233,0.303,0.221,0.093,0.152,0.163,0.14,0.105,0.152,0.175,0.198,0.14,0.128,0.315,0.291,0.256,0.233,0.152,0.221,0.291,0.221,0.373,0.303,0.315,0.28,0.221,0.268,0.152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dhaka,March,4,0.42,0.431,0.42,0.047,0.42,0.315,0.361,0.455,0.315,0.42,0.548,0.524,0.245,0.35,0.245,0.361,0.373,0.373,0.14,0.49,0.571,0.338,0.536,0.513,0.501,0.478,0.221,0.501,0.361,0.42,0.361,0.268,0.245,0.256,0.291,0.28,0.221,0.256,0.245,0.268,0.315,0.42,0.373,0.408,0.221,0.455,0.408,0.256,0.431,0.431,0.291,0.291,0.291,0.128,0.128,0.338,0.291,0.291,0.455,0.443,0.455,0.513,0.221,0.198,0.361,0.28,0.361,0.268,0.35,0.338,0.268,0.198,0.245,0.268,0.221,0.245,0.221,0.198,0.408,0.361,0.385,0.385,0.373,0.338,0.373,0.338,0.466,0.408,0.373,0.385,0.338,0.291,0.245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dhaka,March,5,0.478,0.501,0.478,0.035,0.478,0.455,0.478,0.548,0.501,0.536,0.524,0.606,0.478,0.583,0.315,0.455,0.524,0.431,0.245,0.594,0.664,0.326,0.571,0.548,0.524,0.513,0.338,0.548,0.501,0.373,0.583,0.385,0.42,0.373,0.408,0.326,0.245,0.385,0.315,0.303,0.455,0.571,0.431,0.455,0.315,0.548,0.524,0.338,0.478,0.501,0.35,0.35,0.455,0.152,0.21,0.385,0.361,0.268,0.361,0.373,0.466,0.641,0.315,0.291,0.478,0.443,0.478,0.373,0.42,0.373,0.361,0.163,0.373,0.361,0.256,0.315,0.291,0.256,0.373,0.431,0.466,0.513,0.478,0.455,0.466,0.478,0.513,0.536,0.431,0.431,0.385,0.361,0.361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dhaka,March,6,0.606,0.618,0.361,0.058,0.256,0.536,0.583,0.618,0.594,0.571,0.198,0.618,0.618,0.513,0.466,0.524,0.606,0.478,0.49,0.688,0.711,0.664,0.629,0.559,0.594,0.583,0.012,0.571,0.641,0.396,0.385,0.501,0.385,0.361,0.326,0.303,0.21,0.373,0.385,0.396,0.583,0.559,0.478,0.583,0.455,0.594,0.688,0.35,0.431,0.618,0.408,0.408,0.466,0.221,0.268,0.478,0.35,0.186,0.268,0.385,0.42,0.711,0.431,0.396,0.583,0.536,0.501,0.431,0.536,0.42,0.478,0.245,0.559,0.385,0.338,0.431,0.373,0.338,0.501,0.524,0.536,0.618,0.583,0.536,0.524,0.49,0.723,0.664,0.49,0.513,0.49,0.431,0.513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dhaka,March,7,0.571,0.583,0.478,0.14,0.268,0.361,0.583,0.571,0.478,0.618,0.233,0.361,0.629,0.559,0.49,0.548,0.524,0.385,0.466,0.594,0.653,0.606,0.664,0.326,0.548,0.548,0.012,0.501,0.548,0.315,0.338,0.524,0.373,0.455,0.42,0.303,0.256,0.245,0.256,0.315,0.571,0.548,0.524,0.559,0.478,0.408,0.583,0.315,0.315,0.478,0.361,0.361,0.455,0.256,0.361,0.49,0.268,0.256,0.245,0.315,0.501,0.746,0.385,0.373,0.629,0.478,0.548,0.478,0.571,0.443,0.361,0.303,0.385,0.408,0.315,0.373,0.408,0.42,0.571,0.315,0.373,0.629,0.664,0.478,0.513,0.524,0.688,0.699,0.548,0.583,0.571,0.478,0.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dhaka,March,8,0.35,0.338,0.35,0.221,0.07,0.245,0.548,0.49,0.478,0.478,0.152,0.245,0.513,0.501,0.373,0.559,0.478,0.35,0.443,0.548,0.583,0.536,0.536,0.361,0.524,0.524,0.221,0.455,0.455,0.478,0.186,0.385,0.338,0.396,0.361,0.315,0.42,0.361,0.221,0.303,0.501,0.466,0.42,0.478,0.455,0.431,0.49,0.338,0.303,0.303,0.396,0.396,0.408,0.303,0.326,0.35,0.291,0.221,0.256,0.245,0.583,0.688,0.373,0.408,0.571,0.373,0.455,0.516,0.559,0.28,0.373,0.443,0.373,0.326,0.152,0.268,0.373,0.431,0.466,0.256,0.315,0.361,0.361,0.49,0.373,0.455,0.594,0.583,0.571,0.49,0.49,0.431,0.606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dhaka,March,9,0.303,0.303,0.443,0.303,0.117,0.198,0.42,0.35,0.431,0.396,0.117,0.128,0.396,0.431,0.303,0.571,0.315,0.338,0.42,0.49,0.466,0.443,0.455,0.431,0.478,0.478,0.256,0.315,0.303,0.42,0.117,0.291,0.245,0.361,0.361,0.315,0.478,0.443,0.117,0.431,0.455,0.385,0.35,0.35,0.338,0.49,0.455,0.35,0.198,0.315,0.361,0.361,0.49,0.117,0.186,0.291,0.152,0.186,0.268,0.256,0.361,0.594,0.338,0.315,0.361,0.315,0.373,0.42,0.49,0.198,0.28,0.373,0.326,0.256,0.07,0.245,0.35,0.256,0.361,0.163,0.21,0.175,0.373,0.42,0.338,0.35,0.49,0.385,0.373,0.361,0.385,0.373,0.361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dhaka,March,10,0.128,0.105,0.256,0.128,0.082,0.117,0.361,0.105,0.128,0.128,0.163,0.058,0.233,0.245,0.548,0.326,0.117,0.21,0.245,0.198,0.245,0.268,0.21,0.128,0.152,0.152,0.105,0.221,0.128,0.175,0.047,0.093,0.082,0.128,0.152,0.093,0.105,0.21,0.012,0.21,0.303,0.245,0.163,0.198,0.21,0.256,0.315,0.221,0.035,0.152,0.175,0.175,0.198,0.035,0.058,0.152,0.058,0.128,0.198,0.175,0.128,0.408,0.198,0.221,0.245,0.245,0.175,0.198,0.385,0.105,0.117,0.21,0.186,0.175,0.012,0.163,0.175,0.163,0.245,0.128,0.128,0.082,0.221,0.338,0.291,0.268,0.326,0.291,0.28,0.245,0.256,0.245,0.245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dhaka,March,11,0.035,0.047,0.047,0.035,0.047,0.07,0.152,0.023,0.07,0.058,0.082,0.012,0.058,0.012,0.303,0.093,0.012,0.047,0.023,0.047,0.012,0.023,0.047,0.012,0.035,0.035,0.035,0.035,0.058,0.047,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.035,0.012,0.058,0.093,0.035,0.035,0.023,0.035,0.128,0.128,0.047,0.012,0.023,0.023,0.023,0.058,0.012,0.012,0.023,0.012,0.035,0.047,0.023,0.012,0.14,0.058,0.082,0.058,0.058,0.07,0.082,0.093,0.012,0.012,0.093,0.035,0.093,0.012,0.012,0.023,0.012,0.058,0.035,0.012,0.012,0.058,0.128,0.105,0.082,0.105,0.082,0.082,0.058,0.082,0.058,0.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dhaka,March,12,0.012,0.012,0.012,0.012,0.012,0.012,0.047,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.023,0.012,0.012,0.012,0.012,0.058,0.035,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dhaka,March,13,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,3.438,3.473,3.38,1.049,1.923,2.669,3.951,3.531,3.217,3.601,2.284,3.287,3.438,3.345,3.45,3.869,3.415,3.124,2.727,4.207,4.569,3.718,4.091,3.392,3.998,3.869,1.503,3.8,3.613,3.252,2.529,2.797,2.378,2.622,2.692,2.529,2.261,2.587,1.818,2.599,3.52,3.718,3.217,3.497,2.809,3.939,4.103,2.587,2.727,3.415,2.762,2.762,3.217,1.375,1.772,2.96,2.145,2.075,2.564,2.681,3.718,5.28,2.622,2.576,3.683,3.089,3.403,3.092,3.578,2.413,2.506,2.261,2.669,2.517,1.655,2.378,2.459,2.308,3.497,2.681,2.879,3.135,3.357,3.555,3.473,3.263,4.51,4.149,3.66,3.543,3.368,3.112,3.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dhaka,April,0,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,**,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dhaka,April,1,0.012,0.012,0.082,0.023,0.023,0.012,0.012,0.035,0.023,0.012,0.012,0.012,0.047,0.012,0.035,0.035,0.093,0.082,0.058,0.128,0.058,0.058,0.082,0.105,0.128,0.128,0.012,0.012,0.012,0.012,**,0.105,0.058,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.058,0.012,,0.012,0.012,0.047,0.023,0.07,0.047,0.058,0.023,0.047,0.023,0.023,0.058,0.047,0.047,0.035,0.047,0.012,0.012,0.023,0.035,0.058,0.035,0.023,0.023,0.058,0.105,0.117,0.117,0.093,0.093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dhaka,April,2,0.245,0.175,0.186,0.082,0.058,0.035,0.152,0.221,1.061,0.058,0.105,0.012,0.152,0.058,0.105,0.128,0.233,0.233,0.221,0.245,0.198,0.233,0.128,0.152,0.256,0.268,0.105,0.105,0.128,0.128,**,0.303,0.256,0.128,0.152,0.082,0.093,0.152,0.012,0.023,0.07,0.105,0.058,0.082,0.117,0.128,0.047,0.07,0.07,0.012,0.058,0.012,0.012,0.058,0.035,0.058,0.128,0.152,0.012,0.186,0.058,,0.117,0.105,0.233,0.221,0.256,0.233,0.198,0.128,0.163,0.128,0.152,0.233,0.245,0.245,0.128,0.152,0.233,0.245,0.175,0.07,0.245,0.245,0.175,0.256,0.233,0.256,0.268,0.256,0.291,0.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dhaka,April,3,0.42,0.256,0.245,0.373,0.128,0.012,0.455,0.35,0.385,0.14,0.35,0.105,0.221,0.385,0.268,0.175,0.373,0.385,0.152,0.396,0.361,0.408,0.408,0.431,0.408,0.431,0.198,0.233,0.35,0.233,**,0.49,0.373,0.303,0.361,0.373,0.385,0.42,0.315,0.221,0.408,0.385,0.186,0.221,0.303,0.326,0.152,0.128,0.175,0.07,0.105,0.082,0.117,0.105,0.117,0.152,0.315,0.326,0.023,0.175,0.152,,0.14,0.128,0.303,0.315,0.361,0.315,0.35,0.268,0.35,0.256,0.268,0.361,0.373,0.385,0.198,0.21,0.385,0.431,0.35,0.082,0.408,0.443,0.245,0.35,0.42,0.431,0.42,0.396,0.396,0.396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dhaka,April,4,0.688,0.268,0.245,0.256,0.198,0.338,0.583,0.035,0.128,0.245,0.466,0.361,0.548,0.455,0.385,0.268,0.466,0.501,0.501,0.548,0.524,0.594,0.571,0.524,0.49,0.478,0.28,0.186,0.478,0.653,**,0.606,0.548,0.408,0.548,0.501,0.501,0.548,0.455,0.466,0.466,0.431,0.361,0.268,0.49,0.385,0.221,0.303,0.233,0.186,0.14,0.117,0.28,0.245,0.221,0.256,0.385,0.361,0.047,0.163,0.221,,0.256,0.291,0.35,0.373,0.49,0.396,0.361,0.361,0.408,0.268,0.326,0.478,0.466,0.49,0.35,0.35,0.501,0.548,0.408,0.559,0.548,0.49,0.315,0.396,0.478,0.513,0.524,0.49,0.478,0.513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dhaka,April,5,0.711,0.431,0.373,0.466,0.245,0.466,0.594,0.082,0.012,0.326,0.583,0.49,0.245,0.466,0.431,0.245,0.594,0.618,0.571,0.594,0.606,0.641,0.618,0.711,0.618,0.536,0.221,0.175,0.594,0.338,**,0.734,0.373,0.478,0.594,0.548,0.559,0.594,0.606,0.548,0.559,0.49,0.42,0.431,0.536,0.455,0.256,0.385,0.291,0.315,0.175,0.14,0.326,0.268,0.256,0.291,0.361,0.361,0.082,0.14,0.198,,0.361,0.408,0.315,0.466,0.571,0.571,0.559,0.455,0.466,0.256,0.396,0.571,0.559,0.524,0.455,0.455,0.571,0.641,0.466,0.711,0.664,0.524,0.35,0.466,0.594,0.606,0.664,0.583,0.571,0.618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dhaka,April,6,0.641,0.699,0.361,0.711,0.268,0.618,0.594,0.058,0.128,0.478,0.641,0.338,0.047,0.711,0.583,0.688,0.664,0.676,0.629,0.676,0.653,0.734,0.653,0.606,0.606,0.583,0.198,0.175,0.723,0.746,**,0.734,0.338,0.466,0.618,0.641,0.688,0.723,0.49,0.618,0.699,0.548,0.245,0.571,0.618,0.501,0.431,0.571,0.303,0.618,0.21,0.152,0.361,0.256,0.268,0.361,0.245,0.385,0.07,0.186,0.21,,0.466,0.583,0.268,0.524,0.653,0.688,0.629,0.49,0.501,0.35,0.49,0.641,0.629,0.676,0.49,0.513,0.641,0.606,0.583,0.233,0.734,0.373,0.373,0.583,0.688,0.676,0.688,0.629,0.664,0.734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dhaka,April,7,0.466,0.571,0.35,0.711,0.082,0.583,0.408,0.093,0.466,0.408,0.571,0.303,0.117,0.618,0.618,0.653,0.606,0.571,0.513,0.629,0.723,0.571,0.559,0.513,0.478,0.501,0.431,0.163,0.734,0.664,**,0.723,0.478,0.548,0.629,0.618,0.629,0.641,0.455,0.664,0.653,0.606,0.233,0.443,0.594,0.245,0.478,0.618,0.35,0.664,0.233,0.175,0.303,0.186,0.012,0.245,0.012,0.513,0.035,0.163,0.035,,0.513,0.478,0.361,0.524,0.583,0.478,0.501,0.583,0.583,0.152,0.513,0.676,0.664,0.664,0.548,0.641,0.688,0.583,0.641,0.688,0.746,0.256,0.559,0.618,0.746,0.641,0.711,0.676,0.688,0.664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dhaka,April,8,0.373,0.035,0.385,0.396,0.128,0.524,0.152,0.245,0.629,0.373,0.385,0.268,0.338,0.513,0.548,0.536,0.478,0.501,0.478,0.664,0.548,0.478,0.49,0.513,0.513,0.186,0.338,0.431,0.594,0.524,**,0.618,0.548,0.49,0.524,0.466,0.478,0.501,0.373,0.49,0.513,0.571,0.315,0.548,0.618,0.023,0.536,0.559,0.385,0.571,0.221,0.14,0.245,0.175,0.023,0.361,0.012,0.536,0.047,0.128,0.035,,0.49,0.466,0.524,0.361,0.501,0.455,0.466,0.455,0.291,0.128,0.49,0.524,0.513,0.583,0.501,0.466,0.594,0.548,0.571,0.478,0.594,0.152,0.49,0.548,0.559,0.548,0.606,0.699,0.501,0.524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dhaka,April,9,0.221,0.385,0.338,0.303,0.128,0.431,0.082,0.408,0.291,0.291,0.186,0.186,0.431,0.49,0.478,0.455,0.326,0.443,0.373,0.466,0.35,0.443,0.431,0.373,0.443,0.07,0.245,0.478,0.559,0.466,**,0.536,0.047,0.373,0.455,0.431,0.513,0.466,0.326,0.455,0.478,0.49,0.396,0.524,0.641,0.058,0.478,0.559,0.478,0.49,0.198,0.128,0.152,0.152,0.012,0.221,0.012,0.361,0.082,0.152,0.023,,0.385,0.408,0.245,0.256,0.373,0.385,0.338,0.373,0.455,0.152,0.443,0.431,0.478,0.49,0.431,0.245,0.478,0.455,0.431,0.221,0.478,0.175,0.431,0.466,0.443,0.385,0.478,0.583,0.455,0.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dhaka,April,10,0.023,0.105,0.117,0.186,0.07,0.245,0.012,0.012,0.058,0.093,0.047,0.152,0.303,0.303,0.268,0.291,0.186,0.233,0.245,0.175,0.245,0.175,0.21,0.175,0.256,0.058,0.128,0.175,0.198,0.245,**,0.245,0.082,0.245,0.245,0.256,0.326,0.501,0.105,0.256,0.303,0.326,0.256,0.315,0.338,0.117,0.361,0.198,0.221,0.455,0.186,0.035,0.082,0.012,0.035,0.012,0.012,0.21,0.128,0.117,0.012,,0.35,0.245,0.163,0.128,0.28,0.256,0.291,0.291,0.315,0.082,0.186,0.268,0.291,0.268,0.28,0.221,0.385,0.35,0.35,0.163,0.361,0.128,0.28,0.303,0.338,0.315,0.385,0.361,0.291,0.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
