,Chuadanga,April,2,0.182,0.114,0.125,0.114,0.125,0.182,0.216,0.17,0.295,0.114,0.125,0.182,0.148,0.159,0.114,0.318,0.25,0.341,0.17,0.25,0.329,0.386,0.352,0.341,0.397,0.182,0.329,0.318,0.329,0.318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chuadanga,April,3,0.454,0.148,0.204,0.193,0.216,0.261,0.522,0.284,0.261,0.159,0.261,0.284,0.386,0.522,0.159,0.545,0.431,0.465,0.238,0.454,0.522,0.522,0.465,0.522,0.533,0.318,0.465,0.579,0.488,0.477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chuadanga,April,4,0.602,0.295,0.692,0.363,0.159,0.488,0.692,0.715,0.602,0.272,0.443,0.454,0.602,0.67,0.261,0.613,0.624,0.261,0.67,0.692,0.681,0.726,0.602,0.647,0.738,0.488,0.613,0.692,0.67,0.647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chuadanga,April,5,0.76,0.499,0.772,0.488,0.148,0.749,0.795,0.783,0.806,0.522,0.624,0.738,0.715,0.602,0.522,0.749,0.67,0.602,0.658,0.772,0.738,0.749,0.76,0.715,0.806,0.431,0.556,0.806,0.783,0.772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chuadanga,April,6,0.772,0.454,0.885,0.647,0.17,0.159,0.84,0.738,0.738,0.715,0.885,0.795,0.692,0.84,0.76,0.783,0.704,0.795,0.443,0.851,0.795,0.851,0.772,0.795,0.851,0.409,0.522,0.829,0.84,0.806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chuadanga,April,7,0.704,0.306,0.681,0.636,0.102,0.477,0.806,0.783,0.772,0.227,0.749,0.806,0.84,0.363,0.636,0.829,0.749,0.692,0.602,0.636,0.795,0.726,0.76,0.738,0.829,0.431,0.397,0.795,0.806,0.715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chuadanga,April,8,0.67,0.658,0.636,0.624,0.318,0.17,0.715,0.681,0.681,0.329,0.636,0.715,0.692,0.238,0.363,0.624,0.556,0.658,0.692,0.715,0.715,0.715,0.647,0.624,0.704,0.522,0.341,0.681,0.67,0.647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chuadanga,April,9,0.556,0.545,0.295,0.568,0.522,0.499,0.602,0.67,0.465,0.443,0.579,0.533,0.545,0.647,0.568,0.488,0.477,0.522,0.397,0.477,0.556,0.59,0.556,0.511,0.568,0.306,0.511,0.533,0.511,0.488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chuadanga,April,10,0.159,0.023,0.193,0.159,0.182,0.272,0.295,0.306,0.284,0.352,0.375,0.272,0.216,0.261,0.352,0.329,0.341,0.329,0.25,0.341,0.023,0.352,0.318,0.306,0.329,0.182,0.329,0.352,0.318,0.329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chuadanga,April,11,0.011,0.011,0.023,0.068,0.091,0.102,0.102,0.136,0.079,0.068,0.079,0.136,0.011,0.17,0.159,0.148,0.159,0.136,0.114,0.159,0.011,0.17,0.125,0.125,0.159,0.091,0.114,0.114,0.125,0.114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chuadanga,April,12,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.023,0.034,0.023,0.023,0.011,0.011,0.023,0.011,0.023,0.011,0.011,0.011,0.011,0.023,0.034,0.034,0.034,0.034,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chuadanga,April,13,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,4.983,3.11,4.608,3.916,2.168,3.473,5.709,5.403,5.142,3.326,4.835,5.028,4.96,4.597,3.984,5.528,5.074,4.972,4.393,5.551,5.346,5.97,5.562,5.539,6.141,3.507,4.302,5.914,5.778,5.539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chuadanga,May,0,0.011,0.011,0.011,0.011,0.045,0.045,0.023,0.011,0.011,0.011,0.011,0.011,0.9,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.034,0.034,0.023,0.034,0.034,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chuadanga,May,1,0.182,0.193,0.114,0.011,0.068,0.125,0.238,0.079,0.057,0.125,0.114,0.102,0.114,0.125,0.204,0.17,0.034,0.17,0.136,0.068,0.114,0.114,0.125,0.102,0.079,0.125,0.102,0.148,0.17,0.114,0.204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chuadanga,May,2,0.352,0.42,0.125,0.034,0.238,0.306,0.375,0.204,0.272,0.363,0.318,0.295,0.306,0.352,0.295,0.363,0.329,0.318,0.329,0.148,0.318,0.295,0.261,0.17,0.068,0.25,0.375,0.352,0.363,0.125,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chuadanga,May,3,0.284,0.533,0.114,0.034,0.272,0.545,0.499,0.499,0.499,0.488,0.511,0.318,0.409,0.568,0.511,0.522,0.352,0.375,0.318,0.261,0.465,0.465,0.499,0.227,0.114,0.477,0.261,0.488,0.522,0.272,0.284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chuadanga,May,4,0.488,0.488,0.148,0.011,0.397,0.692,0.692,0.704,0.67,0.681,0.692,0.647,0.658,0.647,0.579,0.602,0.579,0.602,0.67,0.568,0.613,0.329,0.465,0.17,0.17,0.726,0.817,0.602,0.613,0.681,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chuadanga,May,5,0.602,0.613,0.238,0.068,0.795,0.829,0.795,0.795,0.783,0.772,0.806,0.806,0.783,0.76,0.749,0.76,0.806,0.692,0.386,0.499,0.715,0.409,0.386,0.193,0.193,0.817,0.715,0.749,0.795,0.783,0.443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chuadanga,May,6,0.806,0.772,0.227,0.091,0.908,0.851,0.84,0.817,0.817,0.817,0.897,0.431,0.829,0.829,0.806,0.874,0.715,0.772,0.829,0.568,0.84,0.454,0.692,0.227,0.227,0.84,0.443,0.84,0.851,0.874,0.874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chuadanga,May,7,0.488,0.692,0.193,0.057,0.522,0.806,0.726,0.738,0.795,0.783,0.806,0.647,0.692,0.692,0.715,0.772,0.692,0.409,0.704,0.783,0.726,0.556,0.522,0.261,0.261,0.795,0.806,0.806,0.806,0.76,0.341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chuadanga,May,8,0.352,0.409,0.114,0.182,0.749,0.738,0.692,0.692,0.715,0.692,0.681,0.692,0.783,0.76,0.579,0.692,0.636,0.692,0.681,0.692,0.681,0.409,0.624,0.284,0.284,0.726,0.738,0.783,0.738,0.658,0.193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chuadanga,May,9,0.238,0.284,0.034,0.193,0.545,0.624,0.636,0.624,0.568,0.556,0.568,0.295,0.25,0.295,0.261,0.658,0.556,0.556,0.556,0.363,0.488,0.329,0.341,0.204,0.204,0.59,0.602,0.579,0.568,0.533,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chuadanga,May,10,0.193,0.17,0.068,0.238,0.25,0.272,0.284,0.295,0.306,0.375,0.375,0.125,0.193,0.216,0.193,0.352,0.386,0.375,0.375,0.352,0.193,0.125,0.148,0.091,0.091,0.409,0.375,0.352,0.341,0.375,0.465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chuadanga,May,11,0.125,0.114,0.057,0.045,0.148,0.204,0.216,0.159,0.227,0.193,0.193,0.182,0.17,0.182,0.17,0.182,0.193,0.182,0.182,0.045,0.091,0.068,0.045,0.034,0.034,0.114,0.17,0.148,0.216,0.238,0.193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chuadanga,May,12,0.045,0.057,0.057,0.011,0.034,0.023,0.023,0.023,0.045,0.045,0.057,0.034,0.034,0.023,0.023,0.034,0.045,0.034,0.034,0.011,0.011,0.011,0.011,0.011,0.011,0.045,0.023,0.045,0.034,0.045,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chuadanga,May,13,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,4.177,4.767,1.51,0.999,4.983,6.073,6.05,5.653,5.778,5.914,6.039,4.597,6.133,5.471,5.108,6.005,5.346,5.199,5.221,4.381,5.278,3.587,4.143,1.998,1.759,5.959,5.471,5.925,6.061,5.505,3.496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chuadanga,June,0,0.034,0.045,0.068,0.011,0.011,0.011,0.011,0.011,0.079,0.068,0.045,0.057,0.068,0.079,0.034,0.034,0.034,0.023,0.034,0.034,0.023,0.023,0.034,0.045,0.034,0.034,0.011,0.011,0.034,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chuadanga,June,1,0.159,0.091,0.091,0.079,0.045,0.057,0.068,0.079,0.102,0.125,0.102,0.125,0.204,0.193,0.227,0.25,0.136,0.193,0.216,0.193,0.148,0.216,0.238,0.079,0.182,0.17,0.011,0.193,0.182,0.193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chuadanga,June,2,0.318,0.125,0.341,0.125,0.102,0.125,0.148,0.148,0.159,0.284,0.125,0.295,0.306,0.295,0.341,0.352,0.182,0.238,0.352,0.375,0.227,0.227,0.431,0.125,0.375,0.238,0.011,0.204,0.295,0.341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chuadanga,June,3,0.227,0.148,0.499,0.477,0.148,0.341,0.227,0.409,0.522,0.409,0.465,0.522,0.465,0.443,0.465,0.522,0.25,0.522,0.499,0.511,0.125,0.238,0.511,0.227,0.556,0.363,0.011,0.227,0.306,0.522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chuadanga,June,4,0.25,0.079,0.431,0.091,0.238,0.102,0.25,0.352,0.579,0.341,0.295,0.568,0.579,0.545,0.579,0.67,0.647,0.488,0.636,0.704,0.114,0.125,0.602,0.806,0.636,0.556,0.011,0.238,0.25,0.715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chuadanga,June,5,0.579,0.136,0.602,0.125,0.352,0.159,0.533,0.488,0.499,0.409,0.579,0.647,0.67,0.795,0.67,0.726,0.692,0.499,0.783,0.772,0.193,0.488,0.897,0.829,0.795,0.749,0.125,0.295,0.238,0.806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chuadanga,June,6,0.874,0.295,0.829,0.295,0.193,0.726,0.84,0.352,0.465,0.477,0.874,0.84,0.795,0.863,0.647,0.783,0.715,0.499,0.829,0.897,0.42,0.84,0.965,0.817,0.84,0.806,0.295,0.386,0.329,0.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chuadanga,June,7,0.897,0.863,0.76,0.772,0.057,0.613,1.01,0.182,0.511,0.59,0.863,0.874,0.851,0.692,0.613,0.726,0.59,0.465,0.76,0.772,0.125,0.261,0.942,0.795,0.67,0.692,0.454,0.352,0.681,0.295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chuadanga,June,8,0.749,0.454,0.284,0.681,0.102,0.114,0.295,0.136,0.636,0.726,0.17,0.783,0.67,0.749,0.692,0.568,0.465,0.681,0.84,0.522,0.102,0.465,0.704,0.783,0.692,0.613,0.692,0.25,0.477,0.851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chuadanga,June,9,0.59,0.102,0.556,0.375,0.114,0.068,0.159,0.193,0.636,0.613,0.352,0.499,0.624,0.409,0.341,0.386,0.25,0.465,0.783,0.329,0.295,0.76,0.556,0.17,0.545,0.341,0.636,0.204,0.295,0.454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chuadanga,June,10,0.397,0.375,0.42,0.238,0.148,0.193,0.216,0.42,0.477,0.477,0.306,0.318,0.352,0.375,0.261,0.295,0.114,0.329,0.352,0.068,0.102,0.125,0.42,0.193,0.341,0.17,0.204,0.182,0.102,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chuadanga,June,11,0.193,0.068,0.182,0.125,0.011,0.057,0.182,0.386,0.352,0.341,0.17,0.182,0.216,0.204,0.148,0.182,0.091,0.079,0.204,0.034,0.034,0.102,0.284,0.079,0.068,0.045,0.023,0.114,0.045,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chuadanga,June,12,0.034,0.034,0.045,0.023,0.011,0.011,0.068,0.068,0.079,0.079,0.091,0.102,0.125,0.068,0.045,0.034,0.023,0.023,0.023,0.023,0.023,0.045,0.057,0.057,0.034,0.023,0.011,0.034,0.023,0.068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chuadanga,June,13,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,5.312,2.826,5.119,3.428,1.544,2.588,4.018,3.235,5.108,4.949,4.449,5.823,5.936,5.721,5.074,5.539,4.2,4.518,6.322,5.244,1.941,3.927,6.652,5.017,5.778,4.813,2.509,2.701,3.269,5.505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chuadanga,July,0,0.045,0.023,0.023,0.034,0.034,0.011,0.034,0.034,0.034,0.011,0.011,0.011,0.011,0.023,0.034,0.068,0.034,0.045,0.068,0.023,0.045,0.034,0.034,0.045,0.034,0.011,0.011,0.023,0.034,0.011,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chuadanga,July,1,0.125,0.159,0.102,0.216,0.193,0.034,0.136,0.057,0.068,0.079,0.102,0.114,0.102,0.114,0.114,0.159,0.182,0.193,0.25,0.216,0.204,0.148,0.182,0.216,0.102,0.011,0.068,0.091,0.102,0.125,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chuadanga,July,2,0.352,0.238,0.148,0.272,0.318,0.045,0.329,0.102,0.114,0.125,0.238,0.318,0.204,0.125,0.238,0.238,0.318,0.295,0.499,0.306,0.341,0.329,0.295,0.238,0.17,0.023,0.125,0.148,0.216,0.182,0.216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chuadanga,July,3,0.443,0.216,0.647,0.602,0.624,0.148,0.42,0.182,0.148,0.272,0.511,0.238,0.341,0.227,0.329,0.318,0.499,0.443,0.386,0.182,0.579,0.568,0.522,0.375,0.261,0.045,0.204,0.284,0.272,0.238,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chuadanga,July,4,0.284,0.306,0.341,0.681,0.715,0.568,0.386,0.295,0.454,0.556,0.136,0.272,0.352,0.363,0.386,0.602,0.681,0.579,0.602,0.568,0.817,0.602,0.579,0.522,0.341,0.102,0.068,0.386,0.726,0.749,0.636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
