Stations,Year,Month,Days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
Ambagan(Ctg),2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ambagan(Ctg),2013,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,
Ambagan(Ctg),2013,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
Ambagan(Ctg),2013,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,7,1,0,0,0,0,0,0,0,0,1,0,0,
Ambagan(Ctg),2013,5,0,0,0,1,124,15,35,20,45,0,29,5,2,0,3,37,19,0,0,0,51,4,34,5,16,5,0,2,1,9,7
Ambagan(Ctg),2013,6,13,0,3,19,0,0,16,3,3,1,8,7,20,18,0,0,0,0,27,0,0,15,2,0,10,61,70,86,52,70,
Ambagan(Ctg),2013,7,36,0,1,19,4,0,1,0,0,0,8,8,5,43,0,0,7,7,6,4,1,0,0,2,0,25,70,89,53,2,0
Ambagan(Ctg),2013,8,3,0,0,0,1,2,2,0,0,1,13,1,9,11,0,11,2,25,15,1,29,4,2,0,6,0,8,27,50,14,6
Ambagan(Ctg),2013,9,2,0,1,6,31,2,0,19,8,11,1,26,0,1,34,0,0,41,0,0,0,0,12,1,55,12,19,19,0,4,
Ambagan(Ctg),2013,10,20,80,14,27,60,28,20,0,24,0,0,0,5,0,0,0,0,0,2,0,13,4,7,1,0,7,90,1,0,0,0
Ambagan(Ctg),2013,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ambagan(Ctg),2013,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ambagan(Ctg),2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ambagan(Ctg),2014,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,6,0,0,0,0,0,0,0,0,0,0,,,
Ambagan(Ctg),2014,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,1,21,0,0,0,0,0,0
Ambagan(Ctg),2014,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,
Ambagan(Ctg),2014,5,0,35,7,4,7,1,0,11,17,3,4,218,0,0,0,3,0,0,0,0,0,0,0,0,11,2,0,8,32,5,0
Ambagan(Ctg),2014,6,51,14,12,32,15,3,0,0,0,0,0,2,0,2,5,1,13,26,31,197,220,116,252,38,1,35,5,0,80,84,
Ambagan(Ctg),2014,7,1,2,26,30,12,2,0,0,6,0,77,2,0,0,0,1,29,8,7,1,29,76,19,16,3,14,0,24,0,0,4
Ambagan(Ctg),2014,8,0,8,5,23,49,48,23,5,0,2,0,33,20,28,106,68,58,25,0,7,0,47,12,8,7,0,0,1,0,11,5
Ambagan(Ctg),2014,9,0,0,0,2,2,0,0,0,0,0,0,0,4,5,74,50,0,0,1,8,34,80,70,24,0,0,1,0,0,0,
Ambagan(Ctg),2014,10,0,3,0,4,3,0,32,0,0,1,10,20,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ambagan(Ctg),2014,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ambagan(Ctg),2014,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
