,Dinajpur,Feburary,9,0.399,0.313,0.313,0.243,0.313,0.365,0.347,0.069,0.017,0.191,0.208,0.417,0.486,0.26,0.399,0.486,0.174,0.417,0.399,0.365,0.365,0.26,0.365,0.764,0.556,0.573,0.365,0.208,,,,0.246,0.222,0.211,0.199,0.269,0.281,0.082,0.012,0.316,0.34,0.34,0.328,0.328,0.152,0.304,0.304,0.304,0.281,0.281,0.281,0.047,0.281,0.351,0.281,0.199,0.351,0.281,0.281,0.281,,,2.3,2.5,2.4,2.5,2.6,1.3,2.8,3.1,2.3,2.6,2.2,1.9,2.1,1.9,2.5,2.3,0.8,2.7,1.1,2.3,2.5,1.7,2,2.5,2.3,2.5,2.4,2.2,,,,0.399,0.365,0.59,0.208,0.399,0.417,0.677,0.625,0.608,0.156,0.521,0.538,0.642,0.816,0.747,0.59,0.6,0.8,0.9,0.7,0.6,0.6,0.7,0.4,0.5,0.6,0.5,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dinajpur,Feburary,10,0.191,0.226,0.226,0.208,0.191,0.191,0.208,0.017,0.017,0.035,0.035,0.278,0.26,0.208,0.278,0.278,0.208,0.122,0.313,0.26,0.243,0.087,0.156,0.556,0.33,0.33,0.122,0.104,,,,0.082,0.07,0.07,0.047,0.152,0.129,0.023,0.012,0.152,0.187,0.164,0.141,0.152,0.035,0.164,0.176,0.176,0.141,0.141,0.141,0.047,0.141,0.246,0.141,0.152,0.246,0.141,0.141,0.141,,,1.5,1.3,1.3,1.8,1.4,0.4,1.5,1.9,1.4,1.9,1.6,1.3,1.1,1,1.2,1.1,1.3,1.4,0,1.9,1.3,0.7,1.3,1.5,1.2,1.4,1.3,1.1,,,,0.33,0.33,0.399,0.191,0.278,0.59,0.451,0.521,0.538,0.174,0.59,0.434,0.417,0.59,0.503,0.451,0.3,0.5,0.5,0.5,0.5,0.5,0.4,0.4,0.2,0.4,0.3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dinajpur,Feburary,11,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.104,0.104,0.052,0.069,0.069,0.052,0.087,0.069,0.087,0.069,0.017,0.087,0.278,0.087,0.087,0.017,0.017,,,,0.012,0.012,0.012,0.012,0.035,0.012,0.012,0.012,0.012,0.059,0.047,0.047,0.035,0.012,0.047,0.035,0.035,0.035,0.035,0.035,0.023,0.035,0.047,0.035,0.035,0.047,0.035,0.035,0.035,,,0.4,0.3,0.1,0.8,0.9,0,0.7,0.9,0.5,0.3,0.1,0.2,0,0.1,0.2,0.2,0.2,0.4,0,0.4,0.3,0,0.2,0.4,0.3,0.4,0.3,0.2,,,,0.208,0.191,0.052,0.104,0.035,0.052,0.313,0.347,0.33,0.017,0.313,0.33,0.313,0.33,0.226,0.278,0.3,0.3,0.3,0.2,0.3,0.3,0.3,0.3,0.1,0.2,0.2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dinajpur,Feburary,12,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,,,,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,,,,0.052,0.017,0.017,0.017,0.017,0.017,0.087,0.139,0.122,0.017,0.122,0.139,0.122,0.139,0.122,0.139,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dinajpur,Feburary,13,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,,,,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,3.385,4.358,4.149,4.219,3.941,3.733,3.958,1.788,0.399,4.809,5.417,5.521,4.74,4.288,4.809,3.75,2.726,4.792,4.965,4.792,4.497,3.941,4.271,6.424,5.503,5.174,1.319,1.615,,,,3.782,3.571,3.63,3.677,2.576,2.576,1.862,0.41,3.126,3.407,3.653,3.7,3.454,3.091,3.314,3.314,4.461,3.197,3.197,3.197,1.78,3.197,3.115,3.197,3.009,3.126,3.267,3.197,3.197,,,17.3,18.1,21.4,24.5,26.3,19.4,23.1,26.1,23.9,22.9,20,19.8,19.4,18.8,24,20.7,19.5,22.8,13.1,20.4,23.1,25.5,22.8,22.7,20,23.9,22.9,22.1,0,0,0,3.403,2.101,3.229,2.813,3.299,1.927,5.156,5.625,5.226,1.753,5.434,4.965,5.017,5.747,5.313,4.948,4.896,5.503,5.729,4.462,4.375,5.052,5.035,3.09,4.253,4.809,4.236,5.156,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dinajpur,March,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082,0.023,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.07,0.012,0.105,0.012,0.012,0.129,0.012,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dinajpur,March,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,3.3,4.5,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.047,0.012,0.035,0.059,0.059,0.07,0.047,0.082,0.082,0.07,0.07,0.012,0.023,0.176,0.023,0.246,0.082,0.105,0.316,0.129,0.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.4,0.2,0.9,0.3,0.4,0.5,0.6,0,0,0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dinajpur,March,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.363,0.234,0.023,0.105,0.117,0.035,0.012,0.012,0.117,0.07,0.141,0.117,0.117,0.152,0.152,0.176,0.152,0.152,0.164,0.199,0.129,0.129,0.129,0.258,0.094,0.398,0.234,0.246,0.468,0.293,0.293,0.4,1.5,1.4,1.8,0.6,0,0.6,0.7,0.2,1.4,0.8,1,0.9,0.8,0.9,1,0.9,1.3,1.2,0.6,1.2,1.2,1.3,1.3,1.4,1.5,1.5,1.6,0.8,0.4,0.9,0.139,0.069,0.052,0.052,0.069,0.087,0.069,0.069,0.017,0.174,0.087,0.104,0.087,0.104,0.087,0.087,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0.1,0.1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dinajpur,March,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.398,0.422,0.129,0.234,0.234,0.105,0.047,0.047,0.445,0.129,0.375,0.304,0.281,0.34,0.468,0.258,0.328,0.363,0.457,0.328,0.258,0.433,0.457,0.34,0.398,0.539,0.41,0.457,0.644,0.504,0.55,1.9,2.2,2.4,2.6,1.9,0.4,1.3,2,1.5,0.9,2,2.1,2.4,2.2,2,2.2,2.1,2.2,2.2,1.7,2.3,2.3,2.2,2,2.4,2.5,2.5,2.3,1.5,1.9,0.7,0.208,0.191,0.208,0.226,0.208,0.243,0.226,0.243,0.087,0.26,0.295,0.313,0.295,0.313,0.382,0.365,0.3,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.1,0.1,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dinajpur,March,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.468,0.492,0.234,0.246,0.187,0.141,0.117,0.117,0.55,0.433,0.433,0.422,0.422,0.574,0.539,0.492,0.457,0.515,0.515,0.621,0.539,0.667,0.738,0.422,0.574,0.632,0.527,0.574,0.667,0.597,0.621,2.7,2.9,3.3,3.4,2.6,1,2,2.7,1.7,1.3,2.8,2.9,2,2.9,2.7,3,2.9,2.9,2.7,2.2,2.9,3,3.2,1.8,2.9,2.7,3,2.8,2,2.3,1.1,0.556,0.451,0.434,0.451,0.434,0.451,0.451,0.486,0.226,0.434,0.451,0.417,0.486,0.503,0.486,0.469,0.5,0.5,0.4,0.4,0.3,0.3,0.4,0.4,0.4,0.5,0.2,0.2,0.1,0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dinajpur,March,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.539,0.498,0.433,0.293,0.07,0.222,0.211,0.48,0.632,0.539,0.539,0.527,0.539,0.621,0.703,0.433,0.574,0.597,0.597,0.621,0.574,0.703,0.703,0.222,0.609,0.691,0.644,0.667,0.703,0.691,0.656,3.3,3.5,3.8,4,3.1,1.5,2.6,3.1,2.6,1,3.3,3.4,2.4,3.1,3,3.5,3.3,3.7,3.3,2.9,3.6,3.7,3.6,2.6,3.6,3.8,3.7,3.4,2.3,2.7,1.1,0.677,0.625,0.59,0.625,0.608,0.59,0.608,0.677,0.469,0.66,0.642,0.66,0.608,0.59,0.608,0.538,0.6,0.6,0.5,0.5,0.4,0.5,0.5,0.6,0.5,0.5,0.5,0.3,0.2,0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dinajpur,March,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.562,0.445,0.492,0.304,0.539,0.269,0.445,0.304,0.667,0.609,0.621,0.609,0.047,0.714,0.621,0.609,0.609,0.609,0.621,0.597,0.656,0.703,0.691,0.246,0.679,0.667,0.691,0.691,0.679,0.714,0.703,3.5,4,4.3,4.5,3.6,2,3.8,3.7,3,1.7,3.8,3.7,3,4,4,4.1,3.9,4,4,4.1,4.2,4.1,4,3.7,4.1,4.6,4,3.8,2.8,3.1,1.2,0.799,0.799,0.747,0.764,0.781,0.747,0.764,0.712,0.642,0.781,0.764,0.781,0.694,0.677,0.694,0.712,0.7,0.8,0.7,0.7,0.5,0.5,0.6,0.7,0.6,0.7,0.7,0.6,0.3,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dinajpur,March,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.457,0.363,0.495,0.304,0.562,0.316,0.199,0.539,0.644,0.644,0.632,0.632,0.597,0.738,0.539,0.597,0.691,0.539,0.609,0.585,0.585,0.621,0.679,0.187,0.656,0.632,0.679,0.679,0.644,0.656,0.621,4.2,4.4,4.6,4.7,4.2,2.7,4.2,3.9,3.3,1.4,3.6,3.8,1.8,3.5,4.3,4,4.6,4.4,4.3,4.4,4.4,4.4,3.8,3.4,4.4,4.7,4.7,4.4,3,3.4,1.3,0.885,0.868,0.781,0.799,0.833,0.868,0.851,0.816,0.781,0.851,0.92,0.938,0.781,0.851,0.851,0.712,0.8,0.8,0.7,0.8,0.6,0.7,0.7,0.8,0.7,0.8,0.7,0.5,0.2,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dinajpur,March,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.304,0.234,0.445,0.386,0.433,0.363,0.082,0.679,0.597,0.656,0.445,0.433,1.042,0.567,0.55,0.48,0.55,0.515,0.468,0.492,0.457,0.539,0.55,0.375,0.492,0.504,0.621,0.632,0.527,0.585,0.632,4.4,4.7,3.8,3.6,3.1,2.5,2.8,3,2.8,1,3.3,3.4,0,2.9,2.7,3.2,3.4,3.3,3.9,3.4,3.5,3.4,3.3,2.8,3.4,3.6,3.4,3.6,2.6,2.6,1.8,0.92,0.903,0.851,0.851,0.938,0.851,0.868,0.851,0.868,0.851,0.868,0.868,0.816,0.816,0.885,0.816,0.8,0.9,0.9,0.7,0.7,0.6,0.6,0.8,0.8,0.8,0.8,0.3,0.3,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dinajpur,March,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.129,0.129,0.363,0.328,0.293,0.433,0.012,0.164,0.422,0.609,0.422,0.246,0.375,0.386,0.433,0.363,0.41,0.316,0.445,0.398,0.258,0.468,0.515,0.258,0.41,0.269,0.515,0.562,0.281,0.527,0.527,2.7,2.3,2.8,2.4,2.6,2.3,2.5,2.4,2,1.4,2.3,2.1,0.5,2.2,2.7,2.6,2.2,2.3,2,2.6,2.5,2.5,2.3,2.5,2.8,2.8,2.7,2.3,1.5,0.8,1.5,0.851,0.816,0.799,0.781,0.799,0.781,0.816,0.712,0.868,0.712,0.729,0.747,0.712,0.729,0.851,0.712,0.7,0.6,0.8,0.8,0.6,0.7,0.7,0.8,0.8,0.8,0.7,0.4,0.4,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dinajpur,March,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035,0.035,0.234,0.023,0.059,0.222,0.176,0.164,0.269,0.445,0.211,0.129,0.152,0.293,0.269,0.176,0.246,0.258,0.211,0.246,0.094,0.246,0.293,0.023,0.246,0.129,0.222,0.258,0.152,0.269,0.293,1.6,1.7,2.1,2,1.5,1.5,1.3,1.3,1,0.4,1.2,1.4,0,1.3,1.9,1.8,1.9,1.7,1.2,1.6,1.2,1.9,1.6,1.1,1.6,1.9,1.9,1.8,1,1,1,0.521,0.521,0.503,0.503,0.625,0.503,0.538,0.503,0.747,0.538,0.486,0.469,0.538,0.451,0.486,0.469,0.5,0.5,0.5,0.5,0.4,0.4,0.4,0.6,0.6,0.6,0.5,0.3,0.3,0.4,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dinajpur,March,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012,0.012,0.129,0.012,0.012,0.082,0.047,0.094,0.105,0.269,0.07,0.035,0.059,0.059,0.07,0.047,0.07,0.094,0.105,0.129,0.023,0.129,0.117,0.012,0.105,0.012,0.117,0.105,0.012,0.152,0.129,0.7,0.5,0.7,0.6,0.4,0.1,0.2,0.2,0.9,0,0,0.9,0,0.2,0.6,0.6,0.5,0.4,0.8,0.6,0.7,0.7,0.8,0.6,0.7,0.8,0.9,0.7,0.4,0.6,0.1,0.486,0.469,0.451,0.469,0.451,0.469,0.451,0.365,0.521,0.33,0.313,0.295,0.278,0.295,0.365,0.347,0.4,0.4,0.4,0.3,0.1,0.3,0.2,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dinajpur,March,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012,0.012,0.035,0.012,0.012,0.012,0.012,0.012,0.012,0.117,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.1,0,0,0,0.1,0.1,0.2,0,0,0,0,0.104,0.104,0.139,0.139,0.122,0.122,0.122,0.104,0.313,0.122,0.139,0.139,0.139,0.122,0.122,0.104,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dinajpur,March,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.104,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dinajpur,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.972,6.21,7.536,2.283,2.553,2.237,1.393,2.646,4.496,4.555,3.97,3.501,3.7,4.536,4.438,3.735,4.169,4.075,4.309,4.321,3.677,4.684,4.93,2.611,4.321,4.848,4.778,5.012,5.246,5.152,5.199,25.4,27.7,29.2,29.6,23.6,14,21.3,23,19,10.5,23.1,24.7,13,23.1,24.8,26,25.7,26.4,26,24.1,26.6,27.6,26.3,22.7,27.7,29.4,29,27.3,17.9,18.8,10.8,6.181,5.851,5.59,5.694,5.903,5.747,5.799,5.573,5.66,5.747,5.729,5.764,5.469,5.486,5.851,5.365,5.486,5.521,5.382,5.104,3.906,4.462,4.497,5.243,5.052,5.573,4.844,3.003,2.222,2.691,1.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dinajpur,April,0,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,,0.012,0.012,0.082,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.023,0.012,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dinajpur,April,1,0.017,0.017,0.139,0.017,0.104,0.035,0.017,0.017,0.017,0.295,0.017,0.26,0.226,0.017,0.017,0.017,0.017,0.191,0.156,0.191,0.156,0.191,0.191,0.191,0.208,0.191,0.191,0.191,0.017,0.017,,0.082,0.082,0.258,0.07,0.07,0.07,0.129,0.07,0.047,0.117,0.105,0.105,0.082,0.07,0.094,0.094,0.094,0.059,0.141,0.035,0.023,0.023,0.047,0.129,0.117,0.059,0.035,0.035,0.176,0.141,,0,0,0,0,0.4,0,0.3,0,0,0,0,0.6,0,0.2,1,0.3,0,0,0,0,0,0.6,1.2,1.2,1.4,0.8,0.6,0.6,0.7,0.8,,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.052,0.017,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dinajpur,April,2,0.017,0.017,0.33,0.208,0.226,0.226,0.156,0.33,0.017,0.347,0.278,0.469,0.451,0.017,0.122,0.365,0.365,0.365,0.278,0.486,0.417,0.399,0.399,0.417,0.451,0.33,0.365,0.382,0.226,0.33,,0.246,0.269,0.386,0.269,0.258,0.269,0.269,0.199,0.176,0.187,0.141,0.152,0.176,0.187,0.187,0.129,0.117,0.117,0.152,0.129,0.012,0.129,0.129,0.152,0.164,0.164,0.164,0.129,0.304,0.304,,0,0,1,1.2,1.4,1.2,1.4,0.5,0.8,0.2,1.8,2.4,2.3,2.4,2.3,2.4,1.3,1.5,1.2,1,1.1,1.1,3,2.5,2.7,1.6,1.4,1.5,1.6,2,,0.069,0.017,0.017,0.017,0.069,0.087,0.017,0.017,0.122,0.017,0.017,0.017,0.017,0.017,0.295,0.104,0.1,0.1,0,0,0.1,0,0,0.2,0.2,0.1,0.1,0.026,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dinajpur,April,3,0.017,0.156,0.625,0.503,0.451,0.503,0.781,0.799,0.017,0.764,0.33,0.729,0.747,0.729,0.278,0.729,0.816,0.694,0.66,0.712,0.66,0.694,0.677,0.59,0.642,0.191,0.66,0.208,0.434,0.729,,0.316,0.398,0.468,0.363,0.234,0.422,0.48,0.386,0.504,0.504,0.41,0.363,0.258,0.386,0.504,0.117,0.152,0.246,0.468,0.433,0.07,0.504,0.269,0.304,0.164,0.164,0.48,0.141,0.234,0.515,,0.5,1.6,2.4,2.4,2.2,2.1,2,0.7,1.8,2.5,2.7,3.5,3,2.6,2.4,1.7,3.5,3.8,3.7,3.5,1.3,1.4,4.3,3.5,3.5,3,2.9,2.8,3.1,3.2,,0.208,0.087,0.226,0.069,0.226,0.069,0.017,0.087,0.191,0.087,0.069,0.017,0.104,0.087,0.382,0.434,0.4,0.3,0.2,0,0.3,0.1,0.1,0.5,0.4,0.2,0.4,0.087,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dinajpur,April,4,0.226,0.399,0.799,0.694,0.625,0.712,0.573,0.451,0.017,0.851,0.642,0.868,0.781,0.92,0.382,0.764,1.024,0.851,0.868,0.903,0.833,0.816,0.799,0.851,0.833,0.33,0.799,0.069,0.399,0.59,,0.515,0.48,0.621,0.515,0.515,0.574,0.562,0.187,0.574,0.562,0.55,0.574,0.304,0.597,0.492,0.152,0.222,0.34,0.597,0.363,0.094,0.621,0.55,0.515,0.047,0.047,0.457,0.047,0.539,0.621,,1.3,2.9,2.8,2.8,2.7,2.6,2.5,0.4,2.8,3.5,4,4.4,4.1,3.6,2,2.4,4,4.4,4.5,4.6,4,2,5.1,4.5,4.5,4,3.9,3.7,3.9,3.8,,0.295,0.226,0.313,0.278,0.469,0.052,0.104,0.174,0.226,0.208,0.174,0.139,0.191,0.208,0.694,0.66,0.6,0.5,0.7,0,0.6,0.2,0.4,0.7,0.7,0.3,0.6,0.117,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dinajpur,April,5,0.469,0.33,0.955,0.469,0.625,0.625,0.417,0.104,0.99,1.007,0.868,0.99,0.885,1.024,0.521,0.885,0.99,0.903,0.955,1.007,0.972,0.938,0.885,0.903,0.868,0.365,0.573,0.382,1.128,1.024,,0.621,0.621,0.644,0.644,0.574,0.656,0.667,0.34,0.667,0.644,0.632,0.527,0.48,0.644,0.527,0.48,0.515,0.316,0.656,0.632,0.539,0.152,0.644,0.621,0.152,0.152,0.597,0.585,0.785,0.703,,3.3,3.6,3.7,3.4,3.3,3.2,3.2,0.2,4,4.2,4.7,4.9,4.5,4.2,1.5,3.7,5,5.6,5.5,5.1,4.8,2.3,5.6,5,5.1,4.5,4.3,4.1,4.4,4.5,,0.451,0.399,0.469,0.521,0.573,0.677,0.017,0.191,0.347,0.243,0.226,0.104,0.208,0.399,0.816,0.851,0.6,0.7,0.8,0.2,0.8,0,0.4,0.8,0.9,0.9,0.4,0.093,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dinajpur,April,6,0.59,0.278,1.024,0.642,0.938,0.538,0.625,1.007,1.094,1.059,0.972,1.076,0.938,1.024,0.59,0.92,0.99,1.059,1.076,0.365,1.024,0.99,0.99,0.955,1.024,0.469,0.556,0.538,0.538,0.59,,0.667,0.644,0.574,0.644,0.621,0.726,0.679,0.304,0.703,0.644,0.644,0.351,0.82,0.667,0.621,0.644,0.656,0.34,0.703,0.644,0.363,0.714,0.351,0.386,0.34,0.34,0.585,0.422,0.492,0.773,,4,3.9,3.9,3.7,3.5,3.4,3.4,0.5,4.4,4.7,5.2,5.5,5,4.6,2.1,4,5.3,5.4,5.8,5.6,5.4,3.7,5.7,5.3,5.4,4.9,4.7,5,5.1,4.8,,0.538,0.538,0.417,0.712,1.007,0.885,0.347,0.208,0.451,0.226,0.59,0.122,0.538,0.781,0.885,0.903,0.7,0.9,0.9,0.6,1,0.2,0.5,1,1,0.4,0.6,0.117,0.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dinajpur,April,7,0.764,0.469,0.938,0.295,1.007,0.226,0.781,0.851,0.451,1.215,1.059,1.181,0.104,0.972,0.365,0.851,1.024,1.128,1.163,0.99,1.146,1.094,0.903,0.885,0.955,0.521,0.642,0.382,0.92,0.469,,0.632,0.269,0.433,0.621,0.562,0.703,0.621,0.363,0.656,0.656,0.621,0.574,0.585,0.632,0.609,0.656,0.679,0.375,0.656,0.48,0.141,0.351,0.738,0.714,0.281,0.281,0.281,0.82,0.738,0.738,,4.4,4.6,4.7,4,3.9,3.7,3.7,2.7,3.2,4.9,5.1,4,3.8,3.1,3.5,4.1,4.7,5,5.6,5,4.5,2.8,6.3,6.1,5.7,5.6,5.7,5.3,5,5.1,,0.573,0.538,0.469,0.99,1.042,0.903,0.677,0.139,0.642,0.139,0.712,0.434,0.781,0.417,0.99,0.99,1.1,1,0.9,0.8,1,0.3,0.6,1.1,1.1,0.5,1,0.198,0.4,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
