,Bogura,January,6,4,0.512,4,0.512,4,0.512,3.3,0.424,3.9,0.499,4,0.512,3.5,0.449,3.5,0.449,3.5,0.449,3.7,0.474,3.3,0.424,3.9,0.499,4,0.512,3.5,0.449,4.1,0.524,3.6,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bogura,January,7,4.3,0.549,3.5,0.449,3.8,0.487,3.2,0.412,3.2,0.412,3.7,0.474,3.1,0.4,3.3,0.424,2.4,0.312,3.4,0.437,3.8,0.487,3.5,0.449,3.8,0.487,3.4,0.437,3.9,0.499,3.7,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bogura,January,8,4.2,0.537,3.2,0.412,3,0.387,3,0.387,2.8,0.362,3.1,0.4,2.3,0.3,2.8,0.362,2.4,0.312,3.1,0.4,4,0.512,3.3,0.424,3.4,0.437,3.2,0.412,3.6,0.462,3.9,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bogura,January,9,2.2,0.287,2,0.262,2.1,0.275,1.7,0.225,0.4,0.062,2.2,0.287,1,0.137,2.4,0.312,2.4,0.312,2.2,0.287,2.8,0.362,2.4,0.312,2.1,0.275,2.5,0.325,2.3,0.3,2.8,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bogura,January,10,1.1,0.15,1.2,0.162,1,0.137,1,0.137,0.7,0.1,0.4,0.062,0.1,0.025,1,0.137,0.9,0.125,1.2,0.162,1.1,0.15,1,0.137,1,0.137,1,0.137,0.6,0.087,1.4,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bogura,January,11,0.2,0.037,0.1,0.025,0,0.012,0.2,0.037,0.2,0.037,0,0.012,0,0.012,0.1,0.025,0.2,0.037,0.3,0.05,0,0.012,0.2,0.037,0,0.012,0,0.012,0.2,0.037,0.1,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bogura,January,12,0,0.012,0,0.012,0,0.012,0,0.012,0,0.012,0,0.012,0,0.012,0,0.012,0,0.012,0,0.012,0,0.012,0,0.012,0,0.012,0,0.012,0,0.012,0,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bogura,January,13,0,0.012,0,0.012,0,0.012,0,0.012,0,0.012,0,0.012,0,0.012,0,0.012,0,0.012,0,0.012,0,0.012,0,0.012,0,0.012,0,0.012,0,0.012,0,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,29.5,8.355,30.4,10.218,30.2,11.945,29.4,13.593,31.7,15.632,36.7,18.006,37.3,19.832,37.9,21.656,39.1,23.557,44.1,25.931,46.2,27.944,49.2,30.067,49.6,31.869,51.1,33.807,54,35.919,56.7,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bogura,February,0,0,0.012,0,0.012,0,0.012,0,0.012,0,0.012,0,0.012,0,0.012,0,0.012,0,0.012,0,0.012,0,0.012,0,0.012,0,0.012,0,0.012,0,0.012,0,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bogura,February,1,0.5,0.075,0.4,0.062,0.5,0.075,0.2,0.037,0.3,0.05,0.3,0.05,0.2,0.037,0.2,0.037,0.1,0.025,0,0.012,0.1,0.025,0.2,0.037,0,0.012,0,0.012,0.2,0.037,0.2,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bogura,February,2,1,0.137,1.2,0.162,2,0.262,0.8,0.112,0.6,0.087,0.8,0.112,0.9,0.125,0.6,0.087,0.3,0.05,0.2,0.037,1,0.137,0.7,0.1,0.8,0.112,0.6,0.087,1.1,0.15,0.2,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bogura,February,3,2.1,0.275,1.9,0.25,1.2,0.162,1.8,0.237,1.7,0.225,1.8,0.237,1.1,0.15,0.8,0.112,1.6,0.212,1.3,0.175,1.6,0.212,2.7,0.35,1.7,0.225,1.6,0.212,1.3,0.175,0.6,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bogura,February,4,2,0.262,3.1,0.4,2,0.262,2.9,0.375,2.9,0.375,0.5,0.075,1.9,0.25,1.2,0.162,2.5,0.325,2.5,0.325,2.8,0.362,3.7,0.474,2.8,0.362,3,0.387,2.2,0.287,0.2,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bogura,February,5,2.1,0.275,3.7,0.474,3.2,0.412,4,0.512,3,0.387,3.9,0.499,3,0.387,1.6,0.212,2.3,0.3,3.9,0.499,3.6,0.462,4,0.512,3.4,0.437,3.7,0.474,2,0.262,1.6,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bogura,February,6,2.3,0.3,4.2,0.537,4,0.512,4.2,0.537,3.8,0.487,4,0.512,3.9,0.499,1.4,0.187,2.3,0.3,5.1,0.649,4.8,0.612,4.7,0.599,4.6,0.587,4.4,0.562,4.3,0.549,2.2,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bogura,February,7,1.9,0.25,4,0.512,3.6,0.462,4.3,0.549,3.4,0.437,4.1,0.524,4,0.512,1.6,0.212,2,0.262,4.6,0.587,4,0.512,4.5,0.574,4.6,0.587,4.2,0.537,4.2,0.537,2.4,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bogura,February,8,1.7,0.225,2.7,0.35,3,0.387,4,0.512,3,0.387,3.6,0.462,3.8,0.487,1.7,0.225,1.8,0.237,4.3,0.549,3.8,0.487,3.8,0.487,3.2,0.412,3.9,0.499,4,0.512,2.6,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bogura,February,9,1.5,0.2,1.8,0.237,2.7,0.35,3.2,0.412,2.3,0.3,2.8,0.362,2.3,0.3,1.5,0.2,0.8,0.112,3.1,0.4,3.2,0.412,2.2,0.287,2.9,0.375,2.7,0.35,2.7,0.35,3.2,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bogura,February,10,1.1,0.15,0.4,0.062,1,0.137,2,0.262,1.9,0.25,2,0.262,1.5,0.2,0.9,0.125,0.5,0.075,2.4,0.312,1,0.137,1.8,0.237,2,0.262,1.4,0.187,1.5,0.2,2,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bogura,February,11,0.5,0.075,0,0.012,0.8,0.112,0.6,0.087,0,0.012,0.8,0.112,0.3,0.05,0.3,0.05,0.1,0.025,2,0.262,0.3,0.05,1.6,0.212,0.8,0.112,0.8,0.112,0.8,0.112,0.8,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bogura,February,12,0,0.012,0,0.012,0,0.012,0,0.012,0,0.012,0,0.012,0,0.012,0,0.012,0,0.012,0,0.012,0,0.012,0.5,0.075,0,0.012,0,0.012,0,0.012,0,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bogura,February,13,0,0.012,0,0.012,0,0.012,0,0.012,0,0.012,0,0.012,0,0.012,0,0.012,0,0.012,0,0.012,0,0.012,0,0.012,0,0.012,0,0.012,0,0.012,0,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,16.7,2.26,23.4,3.094,24,3.169,28,3.668,22.9,3.033,24.6,3.243,22.9,3.033,11.8,1.645,14.3,1.959,29.4,3.843,26.2,3.444,30.4,3.968,26.8,3.519,26.3,3.455,24.3,3.207,16,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bogura,March,0,0.1,0.025,0,0.012,0,0.012,0,0.012,0,0.012,0,0.012,0,0.012,0,0.012,0,0.012,0,0.012,0,0.012,0,0.012,0,0.012,0,0.012,0,0.012,0,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bogura,March,1,0.6,0.087,0.3,0.05,0.2,0.037,1,0.137,0.8,0.112,0.3,0.05,0.4,0.062,0.4,0.062,0.4,0.062,0.4,0.062,0.2,0.037,0.2,0.037,0.3,0.05,0.4,0.062,1,0.137,0.2,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012,0.062,0.05,0.025,0.037,0.05,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.062,0.075,0.075,0.062,0.062,0.062,0.05,0.062,0.037,0.037,0.1,0.062,0.112,0.075,0.025,0.037,0.05,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bogura,March,2,0.12,0.027,1,0.137,0.8,0.112,1.7,0.225,1.2,0.162,0.7,0.1,0.9,0.125,1,0.137,1,0.137,1.2,0.162,0.7,0.1,0.8,0.112,2.2,0.287,1.6,0.212,2,0.262,1.3,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.112,0.112,0.2,0.162,0.137,0.125,0.112,0.187,0.137,0.087,0.15,0.162,0.112,0.137,0.212,0.175,0.162,0.175,0.162,0.212,0.2,0.087,0.137,0.237,0.112,0.175,0.162,0.175,0.062,0.112,0.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bogura,March,3,3,0.387,1.9,0.25,2.5,0.325,0.7,0.1,2,0.262,1,0.137,2.6,0.337,2.8,0.362,2.4,0.312,2.5,0.325,2.5,0.325,2.7,0.35,2.8,0.362,2.5,0.325,2.5,0.325,2.9,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.25,0.337,0.312,0.275,0.25,0.237,0.312,0.275,0.262,0.35,0.325,0.25,0.262,0.337,0.325,0.312,0.275,0.35,0.387,0.312,0.237,0.237,0.35,0.325,0.287,0.3,0.212,0.237,0.125,0.137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bogura,March,4,4.5,0.574,2.8,0.362,3.2,0.412,1.5,0.2,2.4,0.312,1.5,0.2,2.8,0.362,3.6,0.462,3.6,0.462,3.5,0.449,3.7,0.474,4.5,0.574,3.2,0.412,3,0.387,3,0.387,4.2,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,0.325,0.287,0.449,0.449,0.375,0.325,0.474,0.424,0.375,0.362,0.474,0.437,0.362,0.387,0.474,0.462,0.462,0.387,0.437,0.512,0.375,0.362,0.35,0.437,0.387,0.387,0.462,0.287,0.312,0.137,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bogura,March,5,5,0.637,3.7,0.474,4,0.512,2.2,0.287,2.8,0.362,2,0.262,3,0.387,4.5,0.574,4,0.512,4.8,0.612,2.9,0.375,5.1,0.649,4.3,0.549,4,0.512,4,0.512,5,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.424,0.387,0.537,0.549,0.474,0.474,0.562,0.549,0.512,0.487,0.549,0.512,0.512,0.487,0.587,0.499,0.574,0.512,0.537,0.574,0.437,0.449,0.499,0.537,0.487,0.487,0.512,0.437,0.487,0.162,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bogura,March,6,5.7,0.724,4.4,0.562,4.9,0.624,5.1,0.649,3,0.387,2.9,0.375,3.3,0.424,5,0.637,4.4,0.562,4.9,0.624,2.7,0.35,5.4,0.687,5.1,0.649,5.3,0.674,4.5,0.574,5.6,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.599,0.562,0.637,0.649,0.537,0.599,0.649,0.612,0.637,0.624,0.662,0.574,0.649,0.612,0.637,0.599,0.662,0.637,0.599,0.624,0.587,0.512,0.562,0.649,0.574,0.599,0.574,0.637,0.512,0.187,0.162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
