Station_Name,Year,Month,Type,Wind_Speed,Direction
Khepupara,2012,9,Maximum,9,130
Khepupara,2012,10,Maximum,18,270
Khepupara,2012,11,Maximum,5,310
Khepupara,2012,12,Maximum,6,360
Khepupara,2013,1,Maximum,6,360
Khepupara,2013,2,Maximum,14,360
Khepupara,2013,3,Maximum,10,230
Khepupara,2013,4,Maximum,0,0
Khepupara,2013,5,Maximum,54,310
Khepupara,2013,6,Maximum,16,180
Khepupara,2013,7,Maximum,14,180
Khepupara,2013,8,Maximum,14,180
Khepupara,2013,9,Maximum,10,150
Khepupara,2013,10,Maximum,14,210
Khepupara,2013,11,Maximum,6,360
Khepupara,2013,12,Maximum,5,290
Khepupara,2014,1,Maximum,7,360
Khepupara,2014,2,Maximum,12,360
Khepupara,2014,3,Maximum,14,140
Khepupara,2014,4,Maximum,15,50
Khepupara,2014,5,Maximum,16,230
Khepupara,2014,6,Maximum,15,270
Khepupara,2014,7,Maximum,15,130
Khepupara,2014,8,Maximum,18,230
Khepupara,2014,9,Maximum,15,180
Khepupara,2014,10,Maximum,8,360
Khepupara,2014,11,Maximum,5,360
Khepupara,2014,12,Maximum,12,360
Khepupara,2015,1,Maximum,4,320
Khepupara,2015,1,Minimum,1,360
Khepupara,2015,2,Maximum,10,90
Khepupara,2015,2,Minimum,1,360
Khepupara,2015,3,Maximum,12,360
Khepupara,2015,3,Minimum,1,290
Khepupara,2015,4,Maximum,17,130
Khepupara,2015,4,Minimum,1,230
Khepupara,2015,5,Maximum,13,360
Khepupara,2015,5,Minimum,2,180
Khepupara,2015,6,Maximum,12,180
Khepupara,2015,6,Minimum,1,230
Khepupara,2015,7,Maximum,11,140
Khepupara,2015,7,Minimum,2,320
Khepupara,2015,8,Maximum,12,180
Khepupara,2015,8,Minimum,2,180
Khepupara,2015,9,Maximum,13,140
Khepupara,2015,9,Minimum,2,230
Khepupara,2015,10,Maximum,8,180
Khepupara,2015,10,Minimum,2,310
Khepupara,2015,11,Maximum,3,50
Khepupara,2015,11,Minimum,1,40
Khepupara,2015,12,Maximum,4,360
Khepupara,2015,12,Minimum,1,360
Khepupara,2016,1,Maximum,4,360
Khepupara,2016,1,Minimum,2,360
Khepupara,2016,2,Maximum,6,180
Khepupara,2016,2,Minimum,2,230
Khepupara,2016,3,Maximum,10,90
Khepupara,2016,3,Minimum,1,220
Khepupara,2016,4,Maximum,12,230
Khepupara,2016,4,Minimum,1,130
Khepupara,2016,5,Maximum,20,180
Khepupara,2016,5,Minimum,1,140
Khepupara,2016,6,Maximum,14,310
Khepupara,2016,6,Minimum,1,230
Khepupara,2016,7,Maximum,14,230
Khepupara,2016,7,Minimum,1,230
Khepupara,2016,8,Maximum,15,180
Khepupara,2016,8,Minimum,1,140
Khepupara,2016,9,Maximum,6,200
Khepupara,2016,9,Minimum,1,230
Khepupara,2016,10,Maximum,5,140
Khepupara,2016,10,Minimum,1,130
Khepupara,2016,11,Maximum,8,360
Khepupara,2016,11,Minimum,1,360
Khepupara,2016,12,Maximum,4,360
Khepupara,2016,12,Minimum,1,360
Khepupara,2017,1,Maximum,8,360
Khepupara,2017,1,Minimum,1,360
Khepupara,2017,2,Maximum,8,180
Khepupara,2017,2,Minimum,1,180
Khepupara,2017,3,Maximum,11,180
Khepupara,2017,3,Minimum,1,230
Khepupara,2017,4,Maximum,14,180
Khepupara,2017,4,Minimum,1,230
Khepupara,2017,5,Maximum,12,360
Khepupara,2017,5,Minimum,1,180
Khepupara,2017,6,Maximum,15,90
Khepupara,2017,6,Minimum,1,150
Khepupara,2017,7,Maximum,13,180
Khepupara,2017,7,Minimum,1,150
Khepupara,2017,8,Maximum,13,150
Khepupara,2017,8,Minimum,1,180
Khepupara,2017,9,Maximum,6,220
Khepupara,2017,9,Minimum,1,230
Khepupara,2017,10,Maximum,25,220
Khepupara,2017,10,Minimum,1,180
Khepupara,2017,11,Maximum,5,310
Khepupara,2017,11,Minimum,1,360
Khepupara,2017,12,Maximum,10,180
Khepupara,2017,12,Minimum,1,290
Khepupara,2018,1,Maximum,6,290
Khepupara,2018,1,Minimum,1,290
Khepupara,2018,2,Maximum,8,290
Khepupara,2018,2,Minimum,1,270
Khepupara,2018,3,Maximum,20,310
Khepupara,2018,3,Minimum,1,180
Khepupara,2018,4,Maximum,15,180
Khepupara,2018,4,Minimum,1,130
Khepupara,2018,5,Maximum,17,220
Khepupara,2018,5,Minimum,1,180
Khepupara,2018,6,Maximum,14,180
Khepupara,2018,6,Minimum,1,360
Khepupara,2018,7,Maximum,15,180
Khepupara,2018,7,Minimum,1,360
Khepupara,2018,8,Maximum,15,150
Khepupara,2018,8,Minimum,1,130
Khepupara,2018,9,Maximum,13,130
Khepupara,2018,9,Minimum,1,180
Khepupara,2018,10,Maximum,9,310
Khepupara,2018,10,Minimum,1,290
Khepupara,2018,11,Maximum,2,360
Khepupara,2018,11,Minimum,1,290
Khepupara,2018,12,Maximum,6,360
Khepupara,2018,12,Minimum,1,360
Khepupara,2019,1,Maximum,6,360
Khepupara,2019,1,Minimum,1,360
Khepupara,2019,2,Maximum,6,310
Khepupara,2019,2,Minimum,1,90
Khepupara,2019,3,Maximum,7.5,290
Khepupara,2019,3,Minimum,1,220
Khepupara,2019,4,Maximum,7,180
Khepupara,2019,4,Minimum,1,180
Khepupara,2019,5,Maximum,11.5,130
Khepupara,2019,5,Minimum,1,230
Khepupara,2019,6,Maximum,6.5,180
Khepupara,2019,6,Minimum,1,230
Khepupara,2019,7,Maximum,6,150
Khepupara,2019,7,Minimum,1,180
Khepupara,2019,8,Maximum,8,150
Khepupara,2019,8,Minimum,1,90
Khepupara,2019,9,Maximum,8,230
Khepupara,2019,9,Minimum,1,150
Khepupara,2019,10,Maximum,3.5,50
Khepupara,2019,10,Minimum,1,180
Khepupara,2019,11,Maximum,10,220
Khepupara,2019,11,Minimum,1,360
Khepupara,2019,12,Maximum,3,140
Khepupara,2019,12,Minimum,1,360
Khepupara,2020,1,Maximum,3,310
Khepupara,2020,1,Minimum,1,360
Khepupara,2020,2,Maximum,3.5,360
Khepupara,2020,2,Minimum,1,290
Khepupara,2020,3,Maximum,4,360
Khepupara,2020,3,Minimum,1,180
Khepupara,2020,4,Maximum,7,310
Khepupara,2020,4,Minimum,1,230
Khepupara,2020,5,Maximum,20,130
Khepupara,2020,5,Minimum,1,230
Khepupara,2020,6,Maximum,5,220
Khepupara,2020,6,Minimum,1,220
Khepupara,2020,7,Maximum,5.5,220
Khepupara,2020,7,Minimum,1,230
Khepupara,2020,8,Maximum,7,230
Khepupara,2020,8,Minimum,1,90
Khepupara,2020,9,Maximum,5,360
Khepupara,2020,9,Minimum,1,90
Khepupara,2020,10,Maximum,7.5,150
Khepupara,2020,10,Minimum,1,270
Khepupara,2020,11,Maximum,2.5,140
Khepupara,2020,11,Minimum,1,360
Khepupara,2020,12,Maximum,1.5,360
Khepupara,2020,12,Minimum,1,360
Khepupara,2021,1,Maximum,3,360
Khepupara,2021,1,Minimum,1,360
Khepupara,2021,2,Maximum,15.5,40
Khepupara,2021,2,Minimum,1,180
Khepupara,2021,3,Maximum,6.5,180
Khepupara,2021,3,Minimum,1,310
Khepupara,2021,4,Maximum,11.5,10
Khepupara,2021,4,Minimum,1,180
Khepupara,2021,5,Maximum,8,130
Khepupara,2021,5,Minimum,1,310
Khepupara,2021,6,Maximum,4.5,310
Khepupara,2021,6,Minimum,1,180
Khepupara,2021,7,Maximum,6,180
Khepupara,2021,7,Minimum,1,230
Khepupara,2021,8,Maximum,4,180
Khepupara,2021,8,Minimum,1,130
Khepupara,2021,9,Maximum,6.5,130
Khepupara,2021,9,Minimum,1,130
Khepupara,2021,10,Maximum,6,130
Khepupara,2021,10,Minimum,1,310
Khepupara,2021,11,Maximum,2,360
Khepupara,2021,11,Minimum,1,360
Khepupara,2021,12,Maximum,2.5,360
Khepupara,2021,12,Minimum,1,360
Khepupara,2022,1,Maximum,3,360
Khepupara,2022,1,Minimum,1,360
Khepupara,2022,2,Maximum,4.5,360
Khepupara,2022,2,Minimum,1,20
Khepupara,2022,3,Maximum,18,20
Khepupara,2022,3,Minimum,1,230
Khepupara,2022,4,Maximum,11.5,40
Khepupara,2022,4,Minimum,1,230
Khepupara,2022,5,Maximum,5,180
Khepupara,2022,5,Minimum,1,230
Khepupara,2022,6,Maximum,11.5,20
Khepupara,2022,6,Minimum,1,230
Khepupara,2022,7,Maximum,5,140
Khepupara,2022,7,Minimum,1,130
Khepupara,2022,8,Maximum,10.5,220
Khepupara,2022,8,Minimum,1,220
Khepupara,2022,9,Maximum,5,100
Khepupara,2022,9,Minimum,1,180
Khepupara,2022,10,Maximum,8,360
Khepupara,2022,10,Minimum,1,360
Khepupara,2022,11,Maximum,2.5,350
Khepupara,2022,11,Minimum,1,360
Khepupara,2022,12,Maximum,1,290
Khepupara,2022,12,Minimum,1,360
Khepupara,2023,1,Maximum,2,360
Khepupara,2023,1,Minimum,1,360
Khepupara,2023,2,Maximum,3,230
Khepupara,2023,2,Minimum,1,290
Khepupara,2023,3,Maximum,5,270
Khepupara,2023,3,Minimum,1,360
Khepupara,2023,4,Maximum,3,360
Khepupara,2023,4,Minimum,1,180
Khepupara,2023,5,Maximum,5.5,180
Khepupara,2023,5,Minimum,1,180
Khepupara,2023,6,Maximum,6,230
Khepupara,2023,6,Minimum,1,230
Khepupara,2023,7,Maximum,4,130
Khepupara,2023,7,Minimum,1,230
Khepupara,2023,8,Maximum,8,130
Khepupara,2023,8,Minimum,1,230
Khepupara,2023,9,Maximum,4,360
Khepupara,2023,9,Minimum,1,130
Khepupara,2023,10,Maximum,4,180
Khepupara,2023,10,Minimum,1,360
Khepupara,2023,11,Maximum,8,130
Khepupara,2023,11,Minimum,1,360
Khepupara,2023,12,Maximum,2,360
Khepupara,2023,12,Minimum,1,360
Khepupara,2024,1,Maximum,3,360
Khepupara,2024,1,Minimum,1,360
Khepupara,2024,2,Maximum,3,180
Khepupara,2024,2,Minimum,1,180
Khepupara,2024,3,Maximum,2.5,230
Khepupara,2024,3,Minimum,1,180
Khepupara,2024,4,Maximum,4.5,50
Khepupara,2024,4,Minimum,1,220
Khepupara,2024,5,Maximum,8,90
Khepupara,2024,5,Minimum,1,180
Khulna,2011,1,Maximum,4,310
Khulna,2011,2,Maximum,6,330
Khulna,2011,3,Maximum,12,270
Khulna,2011,4,Maximum,8,330
Khulna,2011,5,Maximum,12,310
Khulna,2011,6,Maximum,16,90
Khulna,2011,7,Maximum,6,180
Khulna,2011,8,Maximum,10,130
Khulna,2011,9,Maximum,10,130
Khulna,2011,10,Maximum,4,130
Khulna,2011,11,Maximum,3,340
Khulna,2011,12,Maximum,4,330
Khulna,2012,1,Maximum,4,360
Khulna,2012,2,Maximum,4,340
Khulna,2012,3,Maximum,5,220
Khulna,2012,4,Maximum,10,310
Khulna,2012,5,Maximum,10,230
Khulna,2012,6,Maximum,8,180
Khulna,2012,7,Maximum,6,130
Khulna,2012,8,Maximum,6,180
Khulna,2012,9,Maximum,4,130
Khulna,2012,10,Maximum,4,130
Khulna,2012,11,Maximum,3,270
Khulna,2012,12,Maximum,3,360
Khulna,2013,1,Maximum,4,330
Khulna,2013,2,Maximum,5,310
Khulna,2013,3,Maximum,4,180
Khulna,2013,4,Maximum,8,360
Khulna,2013,5,Maximum,12,130
Khulna,2013,6,Maximum,5,130
Khulna,2013,7,Maximum,6,130
Khulna,2013,8,Maximum,6,130
Khulna,2013,9,Maximum,4,90
Khulna,2013,10,Maximum,12,130
Khulna,2013,11,Maximum,4,310
Khulna,2013,12,Maximum,4,330
Khulna,2014,1,Maximum,3,360
Khulna,2014,2,Maximum,10,310
Khulna,2014,3,Maximum,8,310
Khulna,2014,4,Maximum,12,90
Khulna,2014,5,Maximum,8,180
Khulna,2014,6,Maximum,6,180
Khulna,2014,7,Maximum,8,130
Khulna,2014,8,Maximum,12,90
Khulna,2014,9,Maximum,4,180
Khulna,2014,10,Maximum,3,130
Khulna,2014,11,Maximum,3,320
Khulna,2014,12,Maximum,3,320
Khulna,2015,1,Maximum,4,360
Khulna,2015,1,Minimum,1,310
Khulna,2015,2,Maximum,4,180
Khulna,2015,2,Minimum,1,180
Khulna,2015,3,Maximum,6,310
Khulna,2015,3,Minimum,1,50
Khulna,2015,4,Maximum,10,310
Khulna,2015,4,Minimum,1,130
Khulna,2015,5,Maximum,14,180
Khulna,2015,5,Minimum,1,130
Khulna,2015,6,Maximum,12,180
Khulna,2015,6,Minimum,1,180
Khulna,2015,7,Maximum,9,50
Khulna,2015,7,Minimum,1,50
Khulna,2015,8,Maximum,10,130
Khulna,2015,8,Minimum,1,180
Khulna,2015,9,Maximum,9,130
Khulna,2015,9,Minimum,1,180
Khulna,2015,10,Maximum,8,180
Khulna,2015,10,Minimum,1,180
Khulna,2015,11,Maximum,4,310
Khulna,2015,11,Minimum,1,330
Khulna,2015,12,Maximum,6,310
Khulna,2015,12,Minimum,1,360
Khulna,2016,1,Maximum,6,310
Khulna,2016,1,Minimum,1,230
Khulna,2016,2,Maximum,7,130
Khulna,2016,2,Minimum,1,270
Khulna,2016,3,Maximum,8,180
Khulna,2016,3,Minimum,1,180
Khulna,2016,4,Maximum,8,210
Khulna,2016,4,Minimum,1,130
Khulna,2016,5,Maximum,12,50
Khulna,2016,5,Minimum,1,130
Khulna,2016,6,Maximum,8,130
Khulna,2016,6,Minimum,1,180
Khulna,2016,7,Maximum,23,20
Khulna,2016,7,Minimum,1,160
Khulna,2016,8,Maximum,12,130
Khulna,2016,8,Minimum,1,360
Khulna,2016,9,Maximum,6,180
Khulna,2016,9,Minimum,1,210
Khulna,2016,10,Maximum,3,130
Khulna,2016,10,Minimum,1,90
Khulna,2016,11,Maximum,6,60
Khulna,2016,11,Minimum,1,50
Khulna,2016,12,Maximum,3,360
Khulna,2016,12,Minimum,1,320
Khulna,2017,1,Maximum,8,360
Khulna,2017,1,Minimum,1,360
Khulna,2017,2,Maximum,6,180
Khulna,2017,2,Minimum,1,180
Khulna,2017,3,Maximum,9,180
Khulna,2017,3,Minimum,1,180
Khulna,2017,4,Maximum,10,150
Khulna,2017,4,Minimum,1,210
Khulna,2017,5,Maximum,8,150
Khulna,2017,5,Minimum,1,180
Khulna,2017,6,Maximum,8,180
Khulna,2017,6,Minimum,1,180
Khulna,2017,7,Maximum,6,180
Khulna,2017,7,Minimum,1,130
Khulna,2017,8,Maximum,8,130
Khulna,2017,8,Minimum,1,280
Khulna,2017,9,Maximum,9,180
Khulna,2017,9,Minimum,1,270
Khulna,2017,10,Maximum,10,130
Khulna,2017,10,Minimum,1,280
Khulna,2017,11,Maximum,4,330
Khulna,2017,11,Minimum,1,90
Khulna,2017,12,Maximum,2,330
Khulna,2017,12,Minimum,1,320
Khulna,2018,1,Maximum,4,320
Khulna,2018,1,Minimum,1,360
Khulna,2018,2,Maximum,4,180
Khulna,2018,2,Minimum,1,360
Khulna,2018,3,Maximum,6,180
Khulna,2018,3,Minimum,1,180
Khulna,2018,4,Maximum,12,270
Khulna,2018,4,Minimum,1,50
Khulna,2018,5,Maximum,10,270
Khulna,2018,5,Minimum,1,230
Khulna,2018,6,Maximum,12,100
Khulna,2018,6,Minimum,1,130
Khulna,2018,7,Maximum,7,140
Khulna,2018,7,Minimum,1,230
Khulna,2018,8,Maximum,9,130
Khulna,2018,8,Minimum,1,130
Khulna,2018,9,Maximum,5,130
Khulna,2018,9,Minimum,1,130
Khulna,2018,10,Maximum,7,140
Khulna,2018,10,Minimum,1,310
Khulna,2018,11,Maximum,5,130
Khulna,2018,11,Minimum,1,360
Khulna,2018,12,Maximum,4,330
Khulna,2018,12,Minimum,1,360
Khulna,2019,1,Maximum,2,360
Khulna,2019,1,Minimum,1,320
Khulna,2019,2,Maximum,2.5,130
Khulna,2019,2,Minimum,1,50
Khulna,2019,3,Maximum,7.5,310
Khulna,2019,3,Minimum,1,230
Khulna,2019,4,Maximum,7,330
Khulna,2019,4,Minimum,1,180
Khulna,2019,5,Maximum,9,180
Khulna,2019,5,Minimum,1,180
Khulna,2019,6,Maximum,3,230
Khulna,2019,6,Minimum,1,130
Khulna,2019,7,Maximum,5,180
Khulna,2019,7,Minimum,1,180
Khulna,2019,8,Maximum,5,130
Khulna,2019,8,Minimum,1,130
Khulna,2019,9,Maximum,4,210
Khulna,2019,9,Minimum,1,180
Khulna,2019,10,Maximum,2,100
Khulna,2019,10,Minimum,1,180
Khulna,2019,11,Maximum,10,70
Khulna,2019,11,Minimum,1,320
Khulna,2019,12,Maximum,1.5,330
Khulna,2019,12,Minimum,1,360
Khulna,2020,1,Maximum,1.5,360
Khulna,2020,1,Minimum,1,340
Khulna,2020,2,Maximum,2,330
Khulna,2020,2,Minimum,1,80
Khulna,2020,3,Maximum,2.5,270
Khulna,2020,3,Minimum,1,360
Khulna,2020,4,Maximum,4,150
Khulna,2020,4,Minimum,1,150
Khulna,2020,5,Maximum,10.5,140
Khulna,2020,5,Minimum,1,180
Khulna,2020,6,Maximum,3.5,180
Khulna,2020,6,Minimum,1,230
Khulna,2020,7,Maximum,3,210
Khulna,2020,7,Minimum,1,230
Khulna,2020,8,Maximum,11.5,230
Khulna,2020,8,Minimum,1,180
Khulna,2020,9,Maximum,2.5,210
Khulna,2020,9,Minimum,1,180
Khulna,2020,10,Maximum,3,180
Khulna,2020,10,Minimum,1,140
Khulna,2020,11,Maximum,2.5,160
Khulna,2020,11,Minimum,2,130
Khulna,2020,12,Maximum,1,330
Khulna,2020,12,Minimum,1,330
Khulna,2021,1,Maximum,2,140
Khulna,2021,1,Minimum,2,50
Khulna,2021,2,Maximum,2,180
Khulna,2021,2,Minimum,2,360
Khulna,2021,3,Maximum,3.5,180
Khulna,2021,3,Minimum,1,180
Khulna,2021,4,Maximum,2.5,180
Khulna,2021,4,Minimum,1,180
Khulna,2021,5,Maximum,5,130
Khulna,2021,5,Minimum,1,220
Khulna,2021,6,Maximum,4,180
Khulna,2021,6,Minimum,1,230
Khulna,2021,7,Maximum,5,180
Khulna,2021,7,Minimum,1,140
Khulna,2021,8,Maximum,3,180
Khulna,2021,8,Minimum,1,150
Khulna,2021,9,Maximum,5,130
Khulna,2021,9,Minimum,1,150
Khulna,2021,10,Maximum,3,130
Khulna,2021,10,Minimum,1,180
Khulna,2021,11,Maximum,0.5,320
Khulna,2021,11,Minimum,1,320
Khulna,2021,12,Maximum,2,130
Khulna,2021,12,Minimum,1,140
Khulna,2022,1,Maximum,1.5,330
Khulna,2022,1,Minimum,1,360
Khulna,2022,2,Maximum,4,310
Khulna,2022,2,Minimum,1,320
Khulna,2022,3,Maximum,4,210
Khulna,2022,3,Minimum,1,50
Khulna,2022,4,Maximum,5,210
Khulna,2022,4,Minimum,1,180
Khulna,2022,5,Maximum,3,230
Khulna,2022,5,Minimum,1,180
Khulna,2022,6,Maximum,3.5,180
Khulna,2022,6,Minimum,1,180
Khulna,2022,7,Maximum,3,130
Khulna,2022,7,Minimum,1,180
Khulna,2022,8,Maximum,6,130
Khulna,2022,8,Minimum,1,180
Khulna,2022,9,Maximum,3.5,180
Khulna,2022,9,Minimum,2,130
Khulna,2022,10,Maximum,4.5,30
Khulna,2022,10,Minimum,1,270
Khulna,2022,11,Maximum,1,310
Khulna,2022,11,Minimum,2,270
Khulna,2022,12,Maximum,1,210
Khulna,2022,12,Minimum,2,180
Khulna,2023,1,Maximum,1.5,330
Khulna,2023,1,Minimum,1,360
Khulna,2023,2,Maximum,2,270
Khulna,2023,2,Minimum,2,50
Khulna,2023,3,Maximum,3,180
Khulna,2023,3,Minimum,1,180
Khulna,2023,4,Maximum,3,180
Khulna,2023,4,Minimum,1,180
Khulna,2023,5,Maximum,6,150
Khulna,2023,5,Minimum,1,180
Khulna,2023,6,Maximum,5,180
Khulna,2023,6,Minimum,2,180
Khulna,2023,7,Maximum,4,180
Khulna,2023,7,Minimum,1,140
Khulna,2023,8,Maximum,6,90
Khulna,2023,8,Minimum,2,180
Khulna,2023,9,Maximum,6,80
Khulna,2023,9,Minimum,2,130
Khulna,2023,10,Maximum,5,180
Khulna,2023,10,Minimum,1,360
Khulna,2023,11,Maximum,2.5,90
Khulna,2023,11,Minimum,2,90
Khulna,2023,12,Maximum,2,290
Khulna,2023,12,Minimum,2,90
Khulna,2024,1,Maximum,1.5,320
Khulna,2024,1,Minimum,1,360
Khulna,2024,2,Maximum,2,210
Khulna,2024,2,Minimum,1,270
Khulna,2024,3,Maximum,6,320
Khulna,2024,3,Minimum,1,180
Khulna,2024,4,Maximum,3,210
Khulna,2024,4,Minimum,1,230
Khulna,2024,5,Maximum,9.5,170
Khulna,2024,5,Minimum,1,180
Khulna,2024,6,Maximum,7.5,270
Khulna,2024,6,Minimum,1,180
Khulna,2024,7,Maximum,4,180
Khulna,2024,7,Minimum,1,180
Kutubdia,2011,1,Maximum,10,50
Kutubdia,2011,2,Maximum,4,50
Kutubdia,2011,3,Maximum,8,110
Kutubdia,2011,4,Maximum,6,160
Kutubdia,2011,5,Maximum,8,130
Kutubdia,2011,6,Maximum,9,180
Kutubdia,2011,7,Maximum,9,180
Kutubdia,2011,8,Maximum,6,180
Kutubdia,2011,9,Maximum,6,180
Kutubdia,2011,10,Maximum,9,20
Kutubdia,2011,11,Maximum,2,360
Kutubdia,2011,12,Maximum,9,
Kutubdia,2012,1,Maximum,5,50
Kutubdia,2012,2,Maximum,5,180
Kutubdia,2012,3,Maximum,4,230
Kutubdia,2012,4,Maximum,9,230
Kutubdia,2012,5,Maximum,6,210
Kutubdia,2012,6,Maximum,8,180
Kutubdia,2012,7,Maximum,6,180
Kutubdia,2012,8,Maximum,5,320
Kutubdia,2012,9,Maximum,5,180
Kutubdia,2012,10,Maximum,11,180
Kutubdia,2012,11,Maximum,3,330
Kutubdia,2012,12,Maximum,3,320
Kutubdia,2013,1,Maximum,4,320
Kutubdia,2013,2,Maximum,4,360
Kutubdia,2013,3,Maximum,3,320
Kutubdia,2013,4,Maximum,9,260
Kutubdia,2013,5,Maximum,8,180
Kutubdia,2013,6,Maximum,5,230
Kutubdia,2013,7,Maximum,4,140
Kutubdia,2013,8,Maximum,9,220
Kutubdia,2013,9,Maximum,4,140
Kutubdia,2013,10,Maximum,3,140
Kutubdia,2013,11,Maximum,3,270
Kutubdia,2013,12,Maximum,2,320
Kutubdia,2014,1,Maximum,4,310
Kutubdia,2014,2,Maximum,4,130
Kutubdia,2014,3,Maximum,4,290
Kutubdia,2014,4,Maximum,8,320
Kutubdia,2014,5,Maximum,5,210
Kutubdia,2014,6,Maximum,5,170
Kutubdia,2014,7,Maximum,6,180
Kutubdia,2014,8,Maximum,6,140
Kutubdia,2014,9,Maximum,8,220
Kutubdia,2014,10,Maximum,4,130
Kutubdia,2014,11,Maximum,4,140
Kutubdia,2014,12,Maximum,4,140
Kutubdia,2015,1,Maximum,9,140
Kutubdia,2015,1,Minimum,1,130
Kutubdia,2015,2,Maximum,4,310
Kutubdia,2015,2,Minimum,1,140
Kutubdia,2015,3,Maximum,5,320
Kutubdia,2015,3,Minimum,1,50
Kutubdia,2015,4,Maximum,7,310
Kutubdia,2015,4,Minimum,1,140
Kutubdia,2015,5,Maximum,6,180
Kutubdia,2015,5,Minimum,1,130
Kutubdia,2015,6,Maximum,10,140
Kutubdia,2015,6,Minimum,1,320
Kutubdia,2015,7,Maximum,19,140
Kutubdia,2015,7,Minimum,1,180
Kutubdia,2015,8,Maximum,5,140
Kutubdia,2015,8,Minimum,1,140
Kutubdia,2015,9,Maximum,7,220
Kutubdia,2015,9,Minimum,1,180
Kutubdia,2015,10,Maximum,6,130
Kutubdia,2015,10,Minimum,1,140
Kutubdia,2015,11,Maximum,4,320
Kutubdia,2015,11,Minimum,1,130
Kutubdia,2015,12,Maximum,3,320
Kutubdia,2015,12,Minimum,1,140
Kutubdia,2016,1,Maximum,4,320
Kutubdia,2016,1,Minimum,1,320
Kutubdia,2016,2,Maximum,4,220
Kutubdia,2016,2,Minimum,1,310
Kutubdia,2016,3,Maximum,9,310
Kutubdia,2016,3,Minimum,1,130
Kutubdia,2016,4,Maximum,17,230
Kutubdia,2016,4,Minimum,1,140
Kutubdia,2016,5,Maximum,29,140
Kutubdia,2016,5,Minimum,1,180
Kutubdia,2016,6,Maximum,10,230
Kutubdia,2016,6,Minimum,1,140
Kutubdia,2016,7,Maximum,12,140
Kutubdia,2016,7,Minimum,1,140
Kutubdia,2016,8,Maximum,22,180
Kutubdia,2016,8,Minimum,1,140
Kutubdia,2016,9,Maximum,8,180
Kutubdia,2016,9,Minimum,1,130
Kutubdia,2016,10,Maximum,15,180
Kutubdia,2016,10,Minimum,1,320
Kutubdia,2016,11,Maximum,20,130
Kutubdia,2016,11,Minimum,1,140
Kutubdia,2016,12,Maximum,4,310
Kutubdia,2016,12,Minimum,1,320
Kutubdia,2017,1,Maximum,20,310
Kutubdia,2017,1,Minimum,1,50
Kutubdia,2017,2,Maximum,12,310
Kutubdia,2017,2,Minimum,1,130
Kutubdia,2017,3,Maximum,14,360
Kutubdia,2017,3,Minimum,1,130
Kutubdia,2017,4,Maximum,14,180
Kutubdia,2017,4,Minimum,1,140
Kutubdia,2017,5,Maximum,18,280
Kutubdia,2017,5,Minimum,1,140
Kutubdia,2017,6,Maximum,19,230
Kutubdia,2017,6,Minimum,2,130
Kutubdia,2017,7,Maximum,25,320
Kutubdia,2017,7,Minimum,1,210
Kutubdia,2017,8,Maximum,8,170
Kutubdia,2017,8,Minimum,2,220
Kutubdia,2017,9,Maximum,8,180
Kutubdia,2017,9,Minimum,1,170
Kutubdia,2017,10,Maximum,13,180
Kutubdia,2017,10,Minimum,1,140
Kutubdia,2017,11,Maximum,7,320
Kutubdia,2017,11,Minimum,1,320
Kutubdia,2017,12,Maximum,6,320
Kutubdia,2017,12,Minimum,1,310
Kutubdia,2018,1,Maximum,6,310
Kutubdia,2018,1,Minimum,1,310
Kutubdia,2018,2,Maximum,5,310
Kutubdia,2018,2,Minimum,1,50
Kutubdia,2018,3,Maximum,8,130
Kutubdia,2018,3,Minimum,1,140
Kutubdia,2018,4,Maximum,15,310
Kutubdia,2018,4,Minimum,1,140
Kutubdia,2018,5,Maximum,13,210
Kutubdia,2018,5,Minimum,1,210
Kutubdia,2018,6,Maximum,12,140
Kutubdia,2018,6,Minimum,1,140
Kutubdia,2018,7,Maximum,8,180
Kutubdia,2018,7,Minimum,1,180
Kutubdia,2018,8,Maximum,10,180
Kutubdia,2018,8,Minimum,1,170
Kutubdia,2018,9,Maximum,8,130
Kutubdia,2018,9,Minimum,1,130
Kutubdia,2018,10,Maximum,8,130
Kutubdia,2018,10,Minimum,1,180
Kutubdia,2018,11,Maximum,6,320
Kutubdia,2018,11,Minimum,1,180
Kutubdia,2018,12,Maximum,6,310
Kutubdia,2018,12,Minimum,1,320
Kutubdia,2019,1,Maximum,2.5,310
Kutubdia,2019,1,Minimum,1,50
Kutubdia,2019,2,Maximum,4.5,50
Kutubdia,2019,2,Minimum,1,50
Kutubdia,2019,3,Maximum,4,180
Kutubdia,2019,3,Minimum,1,310
Kutubdia,2019,4,Maximum,4,170
Kutubdia,2019,4,Minimum,1,310
Kutubdia,2019,5,Maximum,8,210
Kutubdia,2019,5,Minimum,1,180
Kutubdia,2019,6,Maximum,4,170
Kutubdia,2019,6,Minimum,1,210
Kutubdia,2019,7,Maximum,4.5,140
Kutubdia,2019,7,Minimum,2,210
Kutubdia,2019,8,Maximum,4,130
Kutubdia,2019,8,Minimum,1,180
Kutubdia,2019,9,Maximum,3,210
Kutubdia,2019,9,Minimum,1,180
Kutubdia,2019,10,Maximum,2,180
Kutubdia,2019,10,Minimum,1,140
Kutubdia,2019,11,Maximum,6,140
Kutubdia,2019,11,Minimum,1,170
Kutubdia,2019,12,Maximum,2,320
