Station_Name,Year,Month,Type,Wind_Speed,Direction
Dhaka,2016,2,Minimum,2,360
Dhaka,2016,3,Maximum,8,330
Dhaka,2016,3,Minimum,1,180
Dhaka,2016,4,Maximum,8,210
Dhaka,2016,4,Minimum,2,130
Dhaka,2016,5,Maximum,12,60
Dhaka,2016,5,Minimum,2,90
Dhaka,2016,6,Maximum,5,80
Dhaka,2016,6,Minimum,2,180
Dhaka,2016,7,Maximum,6,130
Dhaka,2016,7,Minimum,2,130
Dhaka,2016,8,Maximum,5,130
Dhaka,2016,8,Minimum,1,130
Dhaka,2016,9,Maximum,3,90
Dhaka,2016,9,Minimum,2,180
Dhaka,2016,10,Maximum,5,60
Dhaka,2016,10,Minimum,2,180
Dhaka,2016,11,Maximum,5,10
Dhaka,2016,11,Minimum,2,310
Dhaka,2016,12,Maximum,3,310
Dhaka,2016,12,Minimum,2,270
Dhaka,2017,1,Maximum,5,270
Dhaka,2017,1,Minimum,1,20
Dhaka,2017,2,Maximum,4,180
Dhaka,2017,2,Minimum,1,310
Dhaka,2017,3,Maximum,6,170
Dhaka,2017,3,Minimum,1,190
Dhaka,2017,4,Maximum,20,320
Dhaka,2017,4,Minimum,1,180
Dhaka,2017,5,Maximum,14,360
Dhaka,2017,5,Minimum,1,90
Dhaka,2017,6,Maximum,8,270
Dhaka,2017,6,Minimum,1,180
Dhaka,2017,7,Maximum,5,180
Dhaka,2017,7,Minimum,1,210
Dhaka,2017,8,Maximum,8,270
Dhaka,2017,8,Minimum,1,300
Dhaka,2017,9,Maximum,8,270
Dhaka,2017,9,Minimum,1,180
Dhaka,2017,10,Maximum,8,270
Dhaka,2017,10,Minimum,1,190
Dhaka,2017,11,Maximum,5,360
Dhaka,2017,11,Minimum,2,310
Dhaka,2017,12,Maximum,4,50
Dhaka,2017,12,Minimum,2,60
Dhaka,2018,1,Maximum,5,330
Dhaka,2018,1,Minimum,2,360
Dhaka,2018,2,Maximum,14,360
Dhaka,2018,2,Minimum,2,90
Dhaka,2018,3,Maximum,6,80
Dhaka,2018,3,Minimum,2,360
Dhaka,2018,4,Maximum,15,330
Dhaka,2018,4,Minimum,2,220
Dhaka,2018,5,Maximum,9,90
Dhaka,2018,5,Minimum,2,270
Dhaka,2018,6,Maximum,8,270
Dhaka,2018,6,Minimum,2,180
Dhaka,2018,7,Maximum,8,180
Dhaka,2018,7,Minimum,2,180
Dhaka,2018,8,Maximum,6,90
Dhaka,2018,8,Minimum,2,90
Dhaka,2018,9,Maximum,12,90
Dhaka,2018,9,Minimum,2,180
Dhaka,2018,10,Maximum,7,130
Dhaka,2018,10,Minimum,2,130
Dhaka,2018,11,Maximum,5,100
Dhaka,2018,11,Minimum,2,180
Dhaka,2018,12,Maximum,8,50
Dhaka,2018,12,Minimum,2,50
Dhaka,2019,1,Maximum,2.5,310
Dhaka,2019,1,Minimum,2,60
Dhaka,2019,2,Maximum,4,10
Dhaka,2019,2,Minimum,2,330
Dhaka,2019,3,Maximum,5,300
Dhaka,2019,3,Minimum,2,240
Dhaka,2019,4,Maximum,5,180
Dhaka,2019,4,Minimum,2,180
Dhaka,2019,5,Maximum,9,330
Dhaka,2019,5,Minimum,2,180
Dhaka,2019,6,Maximum,6,50
Dhaka,2019,6,Minimum,2,50
Dhaka,2019,7,Maximum,5,90
Dhaka,2019,7,Minimum,2,170
Dhaka,2019,8,Maximum,4,150
Dhaka,2019,8,Minimum,2,60
Dhaka,2019,9,Maximum,3,50
Dhaka,2019,9,Minimum,2,160
Dhaka,2019,10,Maximum,5,360
Dhaka,2019,10,Minimum,2,240
Dhaka,2019,11,Maximum,4.5,50
Dhaka,2019,11,Minimum,2,360
Dhaka,2019,12,Maximum,2.5,320
Dhaka,2019,12,Minimum,2,60
Dhaka,2020,1,Maximum,3.5,50
Dhaka,2020,1,Minimum,2,270
Dhaka,2020,2,Maximum,2.5,30
Dhaka,2020,2,Minimum,2,260
Dhaka,2020,3,Maximum,4,350
Dhaka,2020,3,Minimum,2,310
Dhaka,2020,4,Maximum,4.5,360
Dhaka,2020,4,Minimum,2,90
Dhaka,2020,5,Maximum,7.5,50
Dhaka,2020,5,Minimum,2,90
Dhaka,2020,6,Maximum,10,60
Dhaka,2020,6,Minimum,2,180
Dhaka,2020,7,Maximum,5,180
Dhaka,2020,7,Minimum,2,180
Dhaka,2020,8,Maximum,3.5,170
Dhaka,2020,8,Minimum,2,180
Dhaka,2020,9,Maximum,4,50
Dhaka,2020,9,Minimum,2,230
Dhaka,2020,10,Maximum,2.5,130
Dhaka,2020,10,Minimum,2,180
Dhaka,2020,11,Maximum,3,270
Dhaka,2020,11,Minimum,2,60
Dhaka,2020,12,Maximum,2,270
Dhaka,2020,12,Minimum,2,340
Dhaka,2021,1,Maximum,2.5,330
Dhaka,2021,1,Minimum,2,320
Dhaka,2021,2,Maximum,2.5,220
Dhaka,2021,2,Minimum,2,310
Dhaka,2021,3,Maximum,3,200
Dhaka,2021,3,Minimum,2,180
Dhaka,2021,4,Maximum,4.5,30
Dhaka,2021,4,Minimum,2,210
Dhaka,2021,5,Maximum,3.5,60
Dhaka,2021,5,Minimum,2,300
Dhaka,2021,6,Maximum,4,310
Dhaka,2021,6,Minimum,2,180
Dhaka,2021,7,Maximum,4.5,90
Dhaka,2021,7,Minimum,1,180
Dhaka,2021,8,Maximum,3.5,250
Dhaka,2021,8,Minimum,1,180
Dhaka,2021,9,Maximum,2.5,60
Dhaka,2021,9,Minimum,2,230
Dhaka,2021,10,Maximum,3,60
Dhaka,2021,10,Minimum,2,240
Dhaka,2021,11,Maximum,2,220
Dhaka,2021,11,Minimum,2,320
Dhaka,2021,12,Maximum,2.5,330
Dhaka,2021,12,Minimum,1,280
Dhaka,2022,1,Maximum,4,300
Dhaka,2022,1,Minimum,1,270
Dhaka,2022,2,Maximum,3,270
Dhaka,2022,2,Minimum,2,60
Dhaka,2022,3,Maximum,5,180
Dhaka,2022,3,Minimum,2,270
Dhaka,2022,4,Maximum,4,120
Dhaka,2022,4,Minimum,2,180
Dhaka,2022,5,Maximum,3,330
Dhaka,2022,5,Minimum,1,280
Dhaka,2022,6,Maximum,36,0
Dhaka,2022,6,Minimum,1,180
Dhaka,2022,7,Maximum,3,330
Dhaka,2022,7,Minimum,1,180
Dhaka,2022,8,Maximum,4.5,80
Dhaka,2022,8,Minimum,2,60
Dhaka,2022,9,Maximum,2.5,230
Dhaka,2022,9,Minimum,2,180
Dhaka,2022,10,Maximum,6,30
Dhaka,2022,10,Minimum,2,30
Dhaka,2022,11,Maximum,2.5,40
Dhaka,2022,11,Minimum,2,330
Dhaka,2022,12,Maximum,2,220
Dhaka,2022,12,Minimum,2,270
Dhaka,2023,1,Maximum,3,20
Dhaka,2023,1,Minimum,2,270
Dhaka,2023,2,Maximum,2.5,270
Dhaka,2023,2,Minimum,2,260
Dhaka,2023,3,Maximum,3,270
Dhaka,2023,3,Minimum,2,220
Dhaka,2023,4,Maximum,4,240
Dhaka,2023,4,Minimum,2,240
Dhaka,2023,5,Maximum,4,20
Dhaka,2023,5,Minimum,2,200
Dhaka,2023,6,Maximum,3,270
Dhaka,2023,6,Minimum,2,240
Dhaka,2023,7,Maximum,2.5,80
Dhaka,2023,7,Minimum,2,180
Dhaka,2023,8,Maximum,2.5,90
Dhaka,2023,8,Minimum,2,270
Dhaka,2023,9,Maximum,2.5,40
Dhaka,2023,9,Minimum,1,60
Dhaka,2023,10,Maximum,3,160
Dhaka,2023,10,Minimum,2,240
Dhaka,2023,11,Maximum,4.5,60
Dhaka,2023,11,Minimum,2,180
Dhaka,2023,12,Maximum,2,330
Dhaka,2023,12,Minimum,2,30
Dhaka,2024,1,Maximum,2,340
Dhaka,2024,1,Minimum,2,30
Dhaka,2024,2,Maximum,3.5,40
Dhaka,2024,2,Minimum,2,270
Dhaka,2024,3,Maximum,3,340
Dhaka,2024,3,Minimum,2,270
Dhaka,2024,4,Maximum,3,180
Dhaka,2024,4,Minimum,2,190
Dhaka,2024,5,Maximum,7,60
Dhaka,2024,5,Minimum,2,60
Dhaka,2024,6,Maximum,4.5,70
Dhaka,2024,6,Minimum,2,180
Dhaka,2024,7,Maximum,10,120
Dhaka,2024,7,Minimum,2,240
Dhaka,2024,8,Maximum,0,
Dinajpur,2011,1,Maximum,4,270
Dinajpur,2011,2,Maximum,4,270
Dinajpur,2011,3,Maximum,4,250
Dinajpur,2011,4,Maximum,5,320
Dinajpur,2011,5,Maximum,4,270
Dinajpur,2011,6,Maximum,5,180
Dinajpur,2011,7,Maximum,4,180
Dinajpur,2011,8,Maximum,4,90
Dinajpur,2011,9,Maximum,4,90
Dinajpur,2011,10,Maximum,4,270
Dinajpur,2011,11,Maximum,3,90
Dinajpur,2011,12,Maximum,4,310
Dinajpur,2012,1,Maximum,4,270
Dinajpur,2012,2,Maximum,5,270
Dinajpur,2012,3,Maximum,5,230
Dinajpur,2012,4,Maximum,7,270
Dinajpur,2012,5,Maximum,7,360
Dinajpur,2012,6,Maximum,5,90
Dinajpur,2012,7,Maximum,3,130
Dinajpur,2012,8,Maximum,3,180
Dinajpur,2012,9,Maximum,4,90
Dinajpur,2012,10,Maximum,3,180
Dinajpur,2012,11,Maximum,3,310
Dinajpur,2012,12,Maximum,2,270
Dinajpur,2013,1,Maximum,4,270
Dinajpur,2013,2,Maximum,3,360
Dinajpur,2013,3,Maximum,6,270
Dinajpur,2013,4,Maximum,5,90
Dinajpur,2013,5,Maximum,6,90
Dinajpur,2013,6,Maximum,4,90
Dinajpur,2013,7,Maximum,6,130
Dinajpur,2013,8,Maximum,5,180
Dinajpur,2013,9,Maximum,4,90
Dinajpur,2013,10,Maximum,4,90
Dinajpur,2013,11,Maximum,3,360
Dinajpur,2013,12,Maximum,4,270
Dinajpur,2014,1,Maximum,4,270
Dinajpur,2014,2,Maximum,4,230
Dinajpur,2014,3,Maximum,6,230
Dinajpur,2014,4,Maximum,4,310
Dinajpur,2014,5,Maximum,4,180
Dinajpur,2014,6,Maximum,3,90
Dinajpur,2014,7,Maximum,4,90
Dinajpur,2014,8,Maximum,4,130
Dinajpur,2014,9,Maximum,3,290
Dinajpur,2014,10,Maximum,3,230
Dinajpur,2014,11,Maximum,2,360
Dinajpur,2014,12,Maximum,5,270
Dinajpur,2015,1,Maximum,4,270
Dinajpur,2015,1,Minimum,1,360
Dinajpur,2015,2,Maximum,4,270
Dinajpur,2015,2,Minimum,1,270
Dinajpur,2015,3,Maximum,6,270
Dinajpur,2015,3,Minimum,1,270
Dinajpur,2015,4,Maximum,5,190
Dinajpur,2015,4,Minimum,1,290
Dinajpur,2015,5,Maximum,6,270
Dinajpur,2015,5,Minimum,1,90
Dinajpur,2015,6,Maximum,5,90
Dinajpur,2015,6,Minimum,1,90
Dinajpur,2015,7,Maximum,4,180
Dinajpur,2015,7,Minimum,1,180
Dinajpur,2015,8,Maximum,5,90
Dinajpur,2015,8,Minimum,1,360
Dinajpur,2015,9,Maximum,4,90
Dinajpur,2015,9,Minimum,1,180
Dinajpur,2015,10,Maximum,3,180
Dinajpur,2015,10,Minimum,1,90
Dinajpur,2015,11,Maximum,3,50
Dinajpur,2015,11,Minimum,1,90
Dinajpur,2015,12,Maximum,3,300
Dinajpur,2015,12,Minimum,1,50
Dinajpur,2016,1,Maximum,3,270
Dinajpur,2016,1,Minimum,1,50
Dinajpur,2016,2,Maximum,4,270
Dinajpur,2016,2,Minimum,1,360
Dinajpur,2016,3,Maximum,6,130
Dinajpur,2016,3,Minimum,1,90
Dinajpur,2016,4,Maximum,6,270
Dinajpur,2016,4,Minimum,1,90
Dinajpur,2016,5,Maximum,13,270
Dinajpur,2016,5,Minimum,1,90
Dinajpur,2016,6,Maximum,3,290
Dinajpur,2016,6,Minimum,1,180
Dinajpur,2016,7,Maximum,4,90
Dinajpur,2016,7,Minimum,1,90
Dinajpur,2016,8,Maximum,5,90
Dinajpur,2016,8,Minimum,1,90
Dinajpur,2016,9,Maximum,3,360
Dinajpur,2016,9,Minimum,1,130
Dinajpur,2016,10,Maximum,3,90
Dinajpur,2016,10,Minimum,1,90
Dinajpur,2016,11,Maximum,3,360
Dinajpur,2016,11,Minimum,1,50
Dinajpur,2016,12,Maximum,3,270
Dinajpur,2016,12,Minimum,1,270
Dinajpur,2017,1,Maximum,3,270
Dinajpur,2017,1,Minimum,1,270
Dinajpur,2017,2,Maximum,4,270
Dinajpur,2017,2,Minimum,1,270
Dinajpur,2017,3,Maximum,6,50
Dinajpur,2017,3,Minimum,1,180
Dinajpur,2017,4,Maximum,5,90
Dinajpur,2017,4,Minimum,1,90
Dinajpur,2017,5,Maximum,8,50
Dinajpur,2017,5,Minimum,1,90
Dinajpur,2017,6,Maximum,4,130
Dinajpur,2017,6,Minimum,1,90
Dinajpur,2017,7,Maximum,8,130
Dinajpur,2017,7,Minimum,1,90
Dinajpur,2017,8,Maximum,4,270
Dinajpur,2017,8,Minimum,1,180
Dinajpur,2017,9,Maximum,4,100
Dinajpur,2017,9,Minimum,1,50
Dinajpur,2017,10,Maximum,6,90
Dinajpur,2017,10,Minimum,1,90
Dinajpur,2017,11,Maximum,4,270
Dinajpur,2017,11,Minimum,1,50
Dinajpur,2017,12,Maximum,4,280
Dinajpur,2017,12,Minimum,1,270
Dinajpur,2018,1,Maximum,9,270
Dinajpur,2018,1,Minimum,1,270
Dinajpur,2018,2,Maximum,7,270
Dinajpur,2018,2,Minimum,1,280
Dinajpur,2018,3,Maximum,6,50
Dinajpur,2018,3,Minimum,1,90
Dinajpur,2018,4,Maximum,4,300
Dinajpur,2018,4,Minimum,1,90
Dinajpur,2018,5,Maximum,4,180
Dinajpur,2018,5,Minimum,1,90
Dinajpur,2018,6,Maximum,3,180
Dinajpur,2018,6,Minimum,1,90
Dinajpur,2018,7,Maximum,8,130
Dinajpur,2018,7,Minimum,1,180
Dinajpur,2018,8,Maximum,4,90
Dinajpur,2018,8,Minimum,1,130
Dinajpur,2018,9,Maximum,5,130
Dinajpur,2018,9,Minimum,1,140
Dinajpur,2018,10,Maximum,4,130
Dinajpur,2018,10,Minimum,1,270
Dinajpur,2018,11,Maximum,5,270
Dinajpur,2018,11,Minimum,1,90
Dinajpur,2018,12,Maximum,9,10
Dinajpur,2018,12,Minimum,1,270
Dinajpur,2019,1,Maximum,4,270
Dinajpur,2019,1,Minimum,1,310
Dinajpur,2019,2,Maximum,4,270
Dinajpur,2019,2,Minimum,1,270
Dinajpur,2019,3,Maximum,3,230
Dinajpur,2019,3,Minimum,1,270
Dinajpur,2019,4,Maximum,4,50
Dinajpur,2019,4,Minimum,1,90
Dinajpur,2019,5,Maximum,5,50
Dinajpur,2019,5,Minimum,1,90
Dinajpur,2019,6,Maximum,3.5,50
Dinajpur,2019,6,Minimum,1,130
Dinajpur,2019,7,Maximum,3.5,130
Dinajpur,2019,7,Minimum,1,130
Dinajpur,2019,8,Maximum,4,90
Dinajpur,2019,8,Minimum,1,90
Dinajpur,2019,9,Maximum,4.5,90
Dinajpur,2019,9,Minimum,1,360
Dinajpur,2019,10,Maximum,3,90
Dinajpur,2019,10,Minimum,1,90
Dinajpur,2019,11,Maximum,2.5,90
Dinajpur,2019,11,Minimum,1,90
Dinajpur,2019,12,Maximum,3,290
Dinajpur,2019,12,Minimum,1,270
Dinajpur,2020,1,Maximum,2.5,0
Dinajpur,2020,1,Minimum,1,310
Dinajpur,2020,2,Maximum,2,270
Dinajpur,2020,2,Minimum,1,270
Dinajpur,2020,3,Maximum,4,310
Dinajpur,2020,3,Minimum,1,90
Dinajpur,2020,4,Maximum,4.5,310
Dinajpur,2020,4,Minimum,1,90
Dinajpur,2020,5,Maximum,5.5,90
Dinajpur,2020,5,Minimum,1,90
Dinajpur,2020,6,Maximum,3,130
Dinajpur,2020,6,Minimum,1,150
Dinajpur,2020,7,Maximum,2.5,130
Dinajpur,2020,7,Minimum,1,230
Dinajpur,2020,8,Maximum,2.5,180
Dinajpur,2020,8,Minimum,1,90
Dinajpur,2020,9,Maximum,3,180
Dinajpur,2020,9,Minimum,1,90
Dinajpur,2020,10,Maximum,2.5,90
Dinajpur,2020,10,Minimum,1,90
Dinajpur,2020,11,Maximum,13.5,20
Dinajpur,2020,11,Minimum,1,270
Dinajpur,2020,12,Maximum,18,20
Dinajpur,2020,12,Minimum,1,360
Dinajpur,2021,1,Maximum,4.5,90
Dinajpur,2021,1,Minimum,1,270
Dinajpur,2021,2,Maximum,2.5,270
Dinajpur,2021,2,Minimum,1,270
Dinajpur,2021,3,Maximum,3.5,270
Dinajpur,2021,3,Minimum,1,180
Dinajpur,2021,4,Maximum,2.5,230
Dinajpur,2021,4,Minimum,1,50
Dinajpur,2021,5,Maximum,6.5,20
Dinajpur,2021,5,Minimum,1,180
Dinajpur,2021,6,Maximum,3,90
Dinajpur,2021,6,Minimum,1,180
Dinajpur,2021,7,Maximum,3.5,130
Dinajpur,2021,7,Minimum,1,90
Dinajpur,2021,8,Maximum,2.5,50
Dinajpur,2021,8,Minimum,1,90
Dinajpur,2021,9,Maximum,3,90
Dinajpur,2021,9,Minimum,1,130
Dinajpur,2021,10,Maximum,3,180
Dinajpur,2021,10,Minimum,1,50
Dinajpur,2021,11,Maximum,2,90
Dinajpur,2021,11,Minimum,1,50
Dinajpur,2021,12,Maximum,2.5,50
Dinajpur,2021,12,Minimum,1,90
Dinajpur,2022,1,Maximum,3,270
Dinajpur,2022,1,Minimum,1,270
Dinajpur,2022,2,Maximum,3.5,90
Dinajpur,2022,2,Minimum,1,310
Dinajpur,2022,3,Maximum,3,50
Dinajpur,2022,3,Minimum,1,230
Dinajpur,2022,4,Maximum,3,90
Dinajpur,2022,4,Minimum,1,130
Dinajpur,2022,5,Maximum,3,130
Dinajpur,2022,5,Minimum,1,50
Dinajpur,2022,6,Maximum,2.5,200
Dinajpur,2022,6,Minimum,1,230
Dinajpur,2022,7,Maximum,2.5,110
Dinajpur,2022,7,Minimum,1,130
Dinajpur,2022,8,Maximum,2.5,130
Dinajpur,2022,8,Minimum,1,130
Dinajpur,2022,9,Maximum,2.5,130
Dinajpur,2022,9,Minimum,1,180
Dinajpur,2022,10,Maximum,3,90
Dinajpur,2022,10,Minimum,1,90
Dinajpur,2022,11,Maximum,2.5,50
Dinajpur,2022,11,Minimum,1,90
Dinajpur,2022,12,Maximum,2,230
Dinajpur,2022,12,Minimum,1,360
Dinajpur,2023,1,Maximum,3,310
Dinajpur,2023,1,Minimum,1,50
Dinajpur,2023,2,Maximum,3,230
Dinajpur,2023,2,Minimum,1,310
Dinajpur,2023,3,Maximum,4,50
Dinajpur,2023,3,Minimum,1,270
Dinajpur,2023,4,Maximum,11.5,10
Dinajpur,2023,4,Minimum,1,90
Dinajpur,2023,5,Maximum,2.5,90
Dinajpur,2023,5,Minimum,1,230
Dinajpur,2023,6,Maximum,3,130
Dinajpur,2023,6,Minimum,1,50
Dinajpur,2023,7,Maximum,4.5,90
Dinajpur,2023,7,Minimum,1,130
Dinajpur,2023,8,Maximum,3.5,360
Dinajpur,2023,8,Minimum,1,50
Dinajpur,2023,9,Maximum,2.5,90
Dinajpur,2023,9,Minimum,1,180
Dinajpur,2023,10,Maximum,3,90
Dinajpur,2023,10,Minimum,1,130
Dinajpur,2023,11,Maximum,2.5,90
Dinajpur,2023,11,Minimum,1,90
Dinajpur,2023,12,Maximum,2.5,270
Dinajpur,2023,12,Minimum,1,270
Dinajpur,2024,1,Maximum,2,270
Dinajpur,2024,1,Minimum,1,270
Dinajpur,2024,2,Maximum,2.5,270
Dinajpur,2024,2,Minimum,1,270
Dinajpur,2024,3,Maximum,2.5,90
Dinajpur,2024,3,Minimum,1,230
Dinajpur,2024,4,Maximum,3,230
Dinajpur,2024,4,Minimum,1,90
Dinajpur,2024,5,Maximum,4,90
Dinajpur,2024,5,Minimum,1,310
Dinajpur,2024,6,Maximum,2.5,90
Dinajpur,2024,6,Minimum,1,50
Dinajpur,2024,7,Maximum,2.5,90
Dinajpur,2024,7,Minimum,1,130
Faridpur,2011,1,Maximum,4,310
Faridpur,2011,2,Maximum,6,360
Faridpur,2011,3,Maximum,18,360
Faridpur,2011,4,Maximum,6,50
Faridpur,2011,5,Maximum,9,310
Faridpur,2011,6,Maximum,16,90
Faridpur,2011,7,Maximum,5,180
Faridpur,2011,8,Maximum,7,140
Faridpur,2011,9,Maximum,7,130
Faridpur,2011,10,Maximum,3,150
Faridpur,2011,11,Maximum,6,290
Faridpur,2011,12,Maximum,4,120
Faridpur,2012,1,Maximum,5,340
Faridpur,2012,2,Maximum,5,260
Faridpur,2012,3,Maximum,7,350
Faridpur,2012,4,Maximum,7,200
Faridpur,2012,5,Maximum,8,340
Faridpur,2012,6,Maximum,12,360
Faridpur,2012,7,Maximum,7,170
Faridpur,2012,8,Maximum,7,130
Faridpur,2012,9,Maximum,7,90
Faridpur,2012,10,Maximum,3,230
Faridpur,2012,11,Maximum,4,90
Faridpur,2012,12,Maximum,4,310
Faridpur,2013,1,Maximum,4,340
Faridpur,2013,2,Maximum,5,360
Faridpur,2013,3,Maximum,5,310
Faridpur,2013,4,Maximum,6,200
Faridpur,2013,5,Maximum,12,90
Faridpur,2013,6,Maximum,9,200
Faridpur,2013,7,Maximum,6,130
Faridpur,2013,8,Maximum,8,140
Faridpur,2013,9,Maximum,4,90
Faridpur,2013,10,Maximum,6,130
Faridpur,2013,11,Maximum,4,340
Faridpur,2013,12,Maximum,3,290
Faridpur,2014,1,Maximum,6,330
Faridpur,2014,2,Maximum,6,360
Faridpur,2014,3,Maximum,8,250
Faridpur,2014,4,Maximum,7,360
Faridpur,2014,5,Maximum,7,180
Faridpur,2014,6,Maximum,7,270
Faridpur,2014,7,Maximum,10,90
Faridpur,2014,8,Maximum,6,130
Faridpur,2014,9,Maximum,7,110
Faridpur,2014,10,Maximum,3,100
Faridpur,2014,11,Maximum,2,310
Faridpur,2014,12,Maximum,4,360
Faridpur,2015,1,Maximum,4,310
Faridpur,2015,1,Minimum,1,310
Faridpur,2015,2,Maximum,4,320
Faridpur,2015,2,Minimum,1,310
Faridpur,2015,3,Maximum,5,360
Faridpur,2015,3,Minimum,1,310
Faridpur,2015,4,Maximum,7,310
Faridpur,2015,4,Minimum,1,230
Faridpur,2015,5,Maximum,6,90
Faridpur,2015,5,Minimum,1,180
Faridpur,2015,6,Maximum,8,130
Faridpur,2015,6,Minimum,1,180
Faridpur,2015,7,Maximum,10,110
Faridpur,2015,7,Minimum,1,210
Faridpur,2015,8,Maximum,5,130
Faridpur,2015,8,Minimum,1,230
Faridpur,2015,9,Maximum,3,270
Faridpur,2015,9,Minimum,1,180
Faridpur,2015,10,Maximum,3,130
Faridpur,2015,10,Minimum,1,90
Faridpur,2015,11,Maximum,2,130
Faridpur,2015,11,Minimum,1,310
Faridpur,2015,12,Maximum,4,360
Faridpur,2015,12,Minimum,1,360
Faridpur,2016,1,Maximum,3,310
Faridpur,2016,1,Minimum,1,340
Faridpur,2016,2,Maximum,3,290
Faridpur,2016,2,Minimum,1,290
Faridpur,2016,3,Maximum,12,360
Faridpur,2016,3,Minimum,1,140
Faridpur,2016,4,Maximum,7,180
Faridpur,2016,4,Minimum,1,180
Faridpur,2016,5,Maximum,12,50
Faridpur,2016,5,Minimum,1,150
Faridpur,2016,6,Maximum,5,180
Faridpur,2016,6,Minimum,1,90
Faridpur,2016,7,Maximum,6,110
Faridpur,2016,7,Minimum,1,110
Faridpur,2016,8,Maximum,15,120
Faridpur,2016,8,Minimum,1,110
Faridpur,2016,9,Maximum,3,120
Faridpur,2016,9,Minimum,1,220
Faridpur,2016,10,Maximum,3,130
Faridpur,2016,10,Minimum,1,130
Faridpur,2016,11,Maximum,3,360
Faridpur,2016,11,Minimum,1,310
Faridpur,2016,12,Maximum,4,320
Faridpur,2016,12,Minimum,1,310
Faridpur,2017,1,Maximum,3,310
Faridpur,2017,1,Minimum,1,310
Faridpur,2017,2,Maximum,4,180
Faridpur,2017,2,Minimum,1,310
Faridpur,2017,3,Maximum,10,230
Faridpur,2017,3,Minimum,1,130
Faridpur,2017,4,Maximum,15,360
Faridpur,2017,4,Minimum,1,180
Faridpur,2017,5,Maximum,8,270
Faridpur,2017,5,Minimum,1,180
Faridpur,2017,6,Maximum,8,360
Faridpur,2017,6,Minimum,1,90
Faridpur,2017,7,Maximum,6,180
Faridpur,2017,7,Minimum,1,180
Faridpur,2017,8,Maximum,4,130
Faridpur,2017,8,Minimum,1,180
Faridpur,2017,9,Maximum,5,180
Faridpur,2017,9,Minimum,1,130
Faridpur,2017,10,Maximum,12,130
Faridpur,2017,10,Minimum,1,140
Faridpur,2017,11,Maximum,2,350
Faridpur,2017,11,Minimum,1,310
Faridpur,2017,12,Maximum,3,90
Faridpur,2017,12,Minimum,1,340
Faridpur,2018,1,Maximum,4,320
Faridpur,2018,1,Minimum,1,310
Faridpur,2018,2,Maximum,2,340
Faridpur,2018,2,Minimum,1,170
Faridpur,2018,3,Maximum,17,330
Faridpur,2018,3,Minimum,1,360
Faridpur,2018,4,Maximum,10,230
Faridpur,2018,4,Minimum,1,360
Faridpur,2018,5,Maximum,7,360
Faridpur,2018,5,Minimum,1,100
Faridpur,2018,6,Maximum,10,300
Faridpur,2018,6,Minimum,1,130
Faridpur,2018,7,Maximum,9,130
Faridpur,2018,7,Minimum,1,180
Faridpur,2018,8,Maximum,21,0
Faridpur,2018,8,Minimum,1,150
Faridpur,2018,9,Maximum,8,90
Faridpur,2018,9,Minimum,1,120
Faridpur,2018,10,Maximum,7,50
Faridpur,2018,10,Minimum,1,90
Faridpur,2018,11,Maximum,3,360
Faridpur,2018,11,Minimum,1,340
Faridpur,2018,12,Maximum,4,350
Faridpur,2018,12,Minimum,1,310
Faridpur,2019,1,Maximum,2,330
Faridpur,2019,1,Minimum,1,310
Faridpur,2019,2,Maximum,4,90
Faridpur,2019,2,Minimum,1,320
Faridpur,2019,3,Maximum,5,90
Faridpur,2019,3,Minimum,1,270
Faridpur,2019,4,Maximum,11,180
Faridpur,2019,4,Minimum,1,180
Faridpur,2019,5,Maximum,6,230
Faridpur,2019,5,Minimum,1,180
Faridpur,2019,6,Maximum,2.5,90
Faridpur,2019,6,Minimum,1,180
Faridpur,2019,7,Maximum,3.5,90
Faridpur,2019,7,Minimum,1,90
Faridpur,2019,8,Maximum,5,150
Faridpur,2019,8,Minimum,1,150
Faridpur,2019,9,Maximum,4,130
Faridpur,2019,9,Minimum,1,130
Faridpur,2019,10,Maximum,2,90
Faridpur,2019,10,Minimum,1,360
Faridpur,2019,11,Maximum,7.5,90
Faridpur,2019,11,Minimum,1,340
Faridpur,2019,12,Maximum,2,130
Faridpur,2019,12,Minimum,1,340
Faridpur,2020,1,Maximum,2.5,90
Faridpur,2020,1,Minimum,1,340
Faridpur,2020,2,Maximum,2,360
Faridpur,2020,2,Minimum,1,360
Faridpur,2020,3,Maximum,3.5,270
Faridpur,2020,3,Minimum,1,320
Faridpur,2020,4,Maximum,3.5,270
Faridpur,2020,4,Minimum,1,90
Faridpur,2020,5,Maximum,17.5,130
Faridpur,2020,5,Minimum,1,160
Faridpur,2020,6,Maximum,4,50
Faridpur,2020,6,Minimum,1,320
Faridpur,2020,7,Maximum,2.5,230
Faridpur,2020,7,Minimum,1,180
Faridpur,2020,8,Maximum,6,90
Faridpur,2020,8,Minimum,1,130
Faridpur,2020,9,Maximum,2,130
Faridpur,2020,9,Minimum,1,180
Faridpur,2020,10,Maximum,3.5,90
Faridpur,2020,10,Minimum,1,130
Faridpur,2020,11,Maximum,2,320
Faridpur,2020,11,Minimum,1,330
Faridpur,2020,12,Maximum,2.5,360
Faridpur,2020,12,Minimum,1,360
Faridpur,2021,1,Maximum,2.5,320
Faridpur,2021,1,Minimum,1,360
Faridpur,2021,2,Maximum,2,340
