Station_Name,Year,Month,Day,Sunshine_Hours
Bogura,1966,3,23,9
Bogura,1966,3,24,9.2
Bogura,1966,3,25,9.5
Bogura,1966,3,26,9.8
Bogura,1966,3,27,9.5
Bogura,1966,3,28,9.5
Bogura,1966,3,29,8.8
Bogura,1966,3,30,9.9
Bogura,1966,3,31,10.2
Bogura,1966,4,1,9.7
Bogura,1966,4,2,9.5
Bogura,1966,4,3,8.3
Bogura,1966,4,4,8.7
Bogura,1966,4,5,8
Bogura,1966,4,6,8
Bogura,1966,4,7,7.2
Bogura,1966,4,8,9.8
Bogura,1966,4,9,7.6
Bogura,1966,4,10,8.7
Bogura,1966,4,11,8.9
Bogura,1966,4,12,8.5
Bogura,1966,4,13,10
Bogura,1966,4,14,8.4
Bogura,1966,4,15,8.5
Bogura,1966,4,16,9.3
Bogura,1966,4,17,8.9
Bogura,1966,4,18,8.1
Bogura,1966,4,19,9.4
Bogura,1966,4,20,8.8
Bogura,1966,4,21,10.5
Bogura,1966,4,22,3.1
Bogura,1966,4,23,6.5
Bogura,1966,4,24,7.6
Bogura,1966,4,25,6.6
Bogura,1966,4,26,7.4
Bogura,1966,4,27,11.4
Bogura,1966,4,28,11
Bogura,1966,4,29,11
Bogura,1966,4,30,8.2
Bogura,1966,5,1,9.1
Bogura,1966,5,2,11.1
Bogura,1966,5,3,11
Bogura,1966,5,4,7.2
Bogura,1966,5,5,2.2
Bogura,1966,5,6,6
Bogura,1966,5,7,9.1
Bogura,1966,5,8,6.3
Bogura,1966,5,9,6.5
Bogura,1966,5,10,1.3
Bogura,1966,5,11,8
Bogura,1966,5,12,10.2
Bogura,1966,5,13,10.7
Bogura,1966,5,14,10.4
Bogura,1966,5,15,11
Bogura,1966,5,16,11.5
Bogura,1966,5,17,10.7
Bogura,1966,5,18,10.7
Bogura,1966,5,19,10.9
Bogura,1966,5,20,10.8
Bogura,1966,5,21,8.4
Bogura,1966,5,22,5.8
Bogura,1966,5,23,7.6
Bogura,1966,5,24,4.8
Bogura,1966,5,25,6.6
Bogura,1966,5,26,7.3
Bogura,1966,5,27,7.5
Bogura,1966,5,28,4.7
Bogura,1966,5,29,5.5
Bogura,1966,5,30,9.6
Bogura,1966,5,31,8.2
Bogura,1966,6,1,7.2
Bogura,1966,6,2,12.1
Bogura,1966,6,3,5.5
Bogura,1966,6,4,2.3
Bogura,1966,6,5,6.7
Bogura,1966,6,6,9.4
Bogura,1966,6,7,4.2
Bogura,1966,6,8,0
Bogura,1966,6,9,8.3
Bogura,1966,6,10,6.6
Bogura,1966,6,11,3.7
Bogura,1966,6,12,4.3
Bogura,1966,6,13,8.5
Bogura,1966,6,14,7.3
Bogura,1966,6,15,9.5
Bogura,1966,6,16,8.6
Bogura,1966,6,17,3.7
Bogura,1966,6,18,11.4
Bogura,1966,6,19,7.9
Bogura,1966,6,20,0
Bogura,1966,6,21,6.3
Bogura,1966,6,22,1.8
Bogura,1966,6,23,2.3
Bogura,1966,6,24,6.5
Bogura,1966,6,25,8.3
Bogura,1966,6,26,7.4
Bogura,1966,6,27,8.3
Bogura,1966,6,28,5
Bogura,1966,6,29,0
Bogura,1966,6,30,0.4
Bogura,1966,7,1,1
Bogura,1966,7,2,0.7
Bogura,1966,7,3,4.5
Bogura,1966,7,4,5.6
Bogura,1966,7,5,6.5
Bogura,1966,7,6,3.2
Bogura,1966,7,7,6.1
Bogura,1966,7,8,11
Bogura,1966,7,9,6.2
Bogura,1966,7,10,0.2
Bogura,1966,7,11,0
Bogura,1966,7,12,4.9
Bogura,1966,7,13,0.3
Bogura,1966,7,14,0.1
Bogura,1966,7,15,7.8
Bogura,1966,7,16,11.8
Bogura,1966,7,17,9.4
Bogura,1966,7,18,5.5
Bogura,1966,7,19,2.4
Bogura,1966,7,20,7.8
Bogura,1966,7,21,7.5
Bogura,1966,7,22,11.7
Bogura,1966,7,23,12.3
Bogura,1966,7,24,1.3
Bogura,1966,7,25,7.6
Bogura,1966,7,26,2.8
Bogura,1966,7,27,9.6
Bogura,1966,7,28,10.4
Bogura,1966,7,29,9.6
Bogura,1966,7,30,2
Bogura,1966,7,31,5
Bogura,1966,8,1,1.9
Bogura,1966,8,2,6.8
Bogura,1966,8,3,4.6
Bogura,1966,8,4,5.3
Bogura,1966,8,5,8
Bogura,1966,8,6,6.5
Bogura,1966,8,7,0.2
Bogura,1966,8,8,6.6
Bogura,1966,8,9,3.7
Bogura,1966,8,10,0
Bogura,1966,8,11,0
Bogura,1966,8,12,1.2
Bogura,1966,8,13,0.5
Bogura,1966,8,14,8.2
Bogura,1966,8,15,3.9
Bogura,1966,8,16,5.8
Bogura,1966,8,17,2.2
Bogura,1966,8,18,6.2
Bogura,1966,8,19,3.9
Bogura,1966,8,20,1.7
Bogura,1966,8,21,0
Bogura,1966,8,22,1
Bogura,1966,8,23,0
Bogura,1966,8,24,0
Bogura,1966,8,25,4.7
Bogura,1966,8,26,3.3
Bogura,1966,8,27,5.5
Bogura,1966,8,28,3.7
Bogura,1966,8,29,3.2
Bogura,1966,8,30,3.3
Bogura,1966,8,31,0.3
Bogura,1966,9,1,3.6
Bogura,1966,9,2,9.1
Bogura,1966,9,3,9.9
Bogura,1966,9,4,10.8
Bogura,1966,9,5,5.3
Bogura,1966,9,6,8.6
Bogura,1966,9,7,2.9
Bogura,1966,9,8,4.4
Bogura,1966,9,9,3.3
Bogura,1966,9,10,0.5
Bogura,1966,9,11,2.6
Bogura,1966,9,12,5.3
Bogura,1966,9,13,5.6
Bogura,1966,9,14,2.6
Bogura,1966,9,15,1.1
Bogura,1966,9,16,4.3
Bogura,1966,9,17,4.1
Bogura,1966,9,18,10.7
Bogura,1966,9,19,9.5
Bogura,1966,9,20,7.9
Bogura,1966,9,21,8
Bogura,1966,9,22,5.3
Bogura,1966,9,23,10.3
Bogura,1966,9,24,8.1
Bogura,1966,9,25,7.9
Bogura,1966,9,26,10.1
Bogura,1966,9,27,9.9
Bogura,1966,9,28,10.2
Bogura,1966,9,29,6.1
Bogura,1966,9,30,3.5
Bogura,1966,10,1,0
Bogura,1966,10,2,7.4
Bogura,1966,10,3,7.3
Bogura,1966,10,4,1.5
Bogura,1966,10,5,7.6
Bogura,1966,10,6,8.8
Bogura,1966,10,7,9.6
Bogura,1966,10,8,9.6
Bogura,1966,10,9,10.6
Bogura,1966,10,10,10.5
Bogura,1966,10,11,4.8
Bogura,1966,10,12,0.3
Bogura,1966,10,13,2.5
Bogura,1966,10,14,0.6
Bogura,1966,10,15,9.8
Bogura,1966,10,16,9.1
Bogura,1966,10,17,10.4
Bogura,1966,10,18,4.4
Bogura,1966,10,19,8.3
Bogura,1966,10,20,7.4
Bogura,1966,10,21,4.5
Bogura,1966,10,22,9.9
Bogura,1966,10,23,10.5
Bogura,1966,10,24,6.6
Bogura,1966,10,25,10.8
Bogura,1966,10,26,10.7
Bogura,1966,10,27,10.7
Bogura,1966,10,28,10.9
Bogura,1966,10,29,10.9
Bogura,1966,10,30,10.8
Bogura,1966,10,31,10.8
Bogura,1966,11,1,10.2
Bogura,1966,11,2,8.8
Bogura,1966,11,3,6
Bogura,1966,11,4,10.3
Bogura,1966,11,5,10.3
Bogura,1966,11,6,10.5
Bogura,1966,11,7,10.4
Bogura,1966,11,8,11.3
Bogura,1966,11,9,10.3
Bogura,1966,11,10,11.1
Bogura,1966,11,11,10.1
Bogura,1966,11,12,10
Bogura,1966,11,13,9.7
Bogura,1966,11,14,3.1
Bogura,1966,11,15,7.8
Bogura,1966,11,16,6.3
Bogura,1966,11,17,8.2
Bogura,1966,11,18,10.2
Bogura,1966,11,19,0.1
Bogura,1966,11,20,3.3
Bogura,1966,11,21,0
Bogura,1966,11,22,0
Bogura,1966,11,23,0
Bogura,1966,11,24,9.2
Bogura,1966,11,25,10.2
Bogura,1966,11,26,8.7
Bogura,1966,11,27,10.1
Bogura,1966,11,28,9.9
Bogura,1966,11,29,9.6
Bogura,1966,11,30,10
Bogura,1966,12,1,9
Bogura,1966,12,2,2
Bogura,1966,12,3,7.9
Bogura,1966,12,4,10.1
Bogura,1966,12,5,7.4
Bogura,1966,12,6,10
Bogura,1966,12,7,10.1
Bogura,1966,12,8,9.3
Bogura,1966,12,9,9.1
Bogura,1966,12,10,5.7
Bogura,1966,12,11,2.2
Bogura,1966,12,12,0
Bogura,1966,12,13,10.1
Bogura,1966,12,14,9.8
Bogura,1966,12,15,10.1
Bogura,1966,12,16,9.9
Bogura,1966,12,17,9.5
Bogura,1966,12,18,9.7
Bogura,1966,12,19,9.7
Bogura,1966,12,20,9.5
Bogura,1966,12,21,9.6
Bogura,1966,12,22,8.7
Bogura,1966,12,23,9.4
Bogura,1966,12,24,7.7
Bogura,1966,12,25,9.6
Bogura,1966,12,26,9.4
Bogura,1966,12,27,9.1
Bogura,1966,12,28,8.7
Bogura,1966,12,29,9.6
Bogura,1966,12,30,9.2
Bogura,1966,12,31,8.9
Bogura,1967,1,1,9.7
Bogura,1967,1,2,9.7
Bogura,1967,1,3,9.9
Bogura,1967,1,4,10
Bogura,1967,1,5,10
Bogura,1967,1,6,9.7
Bogura,1967,1,8,1.9
Bogura,1967,1,9,4.3
Bogura,1967,1,10,9
Bogura,1967,1,11,10.1
Bogura,1967,1,12,9.9
Bogura,1967,1,13,10.1
Bogura,1967,1,14,9.7
Bogura,1967,1,15,9.9
Bogura,1967,1,16,9.9
Bogura,1967,1,17,10.2
Bogura,1967,1,19,10.4
Bogura,1967,1,20,10.2
Bogura,1967,1,21,10.4
Bogura,1967,1,22,10.4
Bogura,1967,1,23,10.3
Bogura,1967,1,24,10.3
Bogura,1967,1,25,9.9
Bogura,1967,1,26,9.6
Bogura,1967,1,27,9.8
Bogura,1967,1,28,9.6
Bogura,1967,1,29,9.6
Bogura,1967,1,30,9.5
Bogura,1967,1,31,9.5
Bogura,1967,2,1,9.6
Bogura,1967,2,2,9.6
Bogura,1967,2,3,9.6
Bogura,1967,2,4,9.7
Bogura,1967,2,5,9.6
Bogura,1967,2,6,7.8
Bogura,1967,2,7,6.4
Bogura,1967,2,8,9.1
Bogura,1967,2,9,9.7
Bogura,1967,2,10,9.8
Bogura,1967,2,11,9.8
Bogura,1967,2,12,7.4
Bogura,1967,2,13,9.6
Bogura,1967,2,15,9.2
Bogura,1967,2,16,9.9
Bogura,1967,2,17,9.6
Bogura,1967,2,18,9.9
Bogura,1967,2,19,9.8
Bogura,1967,2,20,9.8
Bogura,1967,2,21,10.3
Bogura,1967,2,22,9.6
Bogura,1967,2,23,10.1
Bogura,1967,2,24,9.2
Bogura,1967,2,25,9.9
Bogura,1967,2,26,10.2
Bogura,1967,2,27,10.2
Bogura,1967,2,28,10.2
Bogura,1967,3,1,8.8
Bogura,1967,3,2,9.9
Bogura,1967,3,3,9
Bogura,1967,3,4,7
Bogura,1967,3,5,9.5
Bogura,1967,3,6,8.5
Bogura,1967,3,7,10.3
Bogura,1967,3,8,9.5
Bogura,1967,3,9,7.1
Bogura,1967,3,10,8.8
Bogura,1967,3,11,10.4
Bogura,1967,3,12,7.9
Bogura,1967,3,13,6.4
Bogura,1967,3,14,6.8
Bogura,1967,3,15,7.4
Bogura,1967,3,16,7.9
Bogura,1967,3,17,6.5
Bogura,1967,3,18,6.6
Bogura,1967,3,19,9.9
Bogura,1967,3,20,3.2
Bogura,1967,3,21,8.6
Bogura,1967,3,22,8.5
Bogura,1967,3,23,0
Bogura,1967,3,24,9.1
Bogura,1967,3,25,8.8
Bogura,1967,3,26,9.8
Bogura,1967,3,27,4
Bogura,1967,3,28,9.2
Bogura,1967,3,29,9.8
Bogura,1967,3,30,9.9
Bogura,1967,3,31,9.9
Bogura,1967,4,1,10.7
Bogura,1967,4,2,10.2
Bogura,1967,4,3,9.7
Bogura,1967,4,4,10.3
Bogura,1967,4,5,10.7
Bogura,1967,4,6,10.6
Bogura,1967,4,7,11
Bogura,1967,4,8,10.7
Bogura,1967,4,9,10.1
Bogura,1967,4,10,10.2
Bogura,1967,4,11,9.7
Bogura,1967,4,12,10.4
Bogura,1967,4,13,10.3
Bogura,1967,4,14,8.4
Bogura,1967,4,15,9.8
Bogura,1967,4,16,9.3
Bogura,1967,4,17,7
Bogura,1967,4,18,4.3
Bogura,1967,4,19,5.9
Bogura,1967,4,20,8.1
Bogura,1967,4,21,9.6
Bogura,1967,4,22,10.5
Bogura,1967,4,23,6
Bogura,1967,4,24,6.6
Bogura,1967,4,25,6.1
Bogura,1967,4,26,11.5
Bogura,1967,4,27,7.4
Bogura,1967,4,28,9.2
Bogura,1967,4,29,3.5
Bogura,1967,4,30,7.5
Bogura,1967,5,1,10.7
Bogura,1967,5,2,8.4
Bogura,1967,5,3,10.8
Bogura,1967,5,4,6.3
Bogura,1967,5,5,8.1
Bogura,1967,5,6,7
Bogura,1967,5,7,6.3
Bogura,1967,5,8,10.7
Bogura,1967,5,9,8.8
Bogura,1967,5,10,8.5
Bogura,1967,5,11,7.4
Bogura,1967,5,12,0
Bogura,1967,5,13,10.8
Bogura,1967,5,14,11.9
Bogura,1967,5,15,8.2
Bogura,1967,5,16,10.7
Bogura,1967,5,17,8.2
Bogura,1967,5,18,12.4
Bogura,1967,5,19,11.1
Bogura,1967,5,20,7.5
Bogura,1967,5,21,10
Bogura,1967,5,22,4.3
Bogura,1967,5,23,9.5
Bogura,1967,5,24,8
Bogura,1967,5,25,7.6
Bogura,1967,5,26,2.9
Bogura,1967,5,27,9
Bogura,1967,5,28,10.2
Bogura,1967,5,29,9.6
Bogura,1967,5,30,10.8
Bogura,1967,5,31,10.3
Bogura,1967,6,1,9.8
Bogura,1967,6,2,7.4
Bogura,1967,6,3,3.4
Bogura,1967,6,4,4.4
Bogura,1967,6,5,6.1
Bogura,1967,6,6,9.8
Bogura,1967,6,7,6.4
Bogura,1967,6,8,4.9
Bogura,1967,6,9,2.3
Bogura,1967,6,10,6.1
Bogura,1967,6,12,4
Bogura,1967,6,13,10.7
Bogura,1967,6,14,3.1
Bogura,1967,6,15,7
Bogura,1967,6,16,9.5
Bogura,1967,6,19,8.2
Bogura,1967,6,20,3.1
Bogura,1967,6,21,5.4
Bogura,1967,6,22,8.7
Bogura,1967,6,23,12.1
Bogura,1967,6,24,12.6
Bogura,1967,6,25,8.7
Bogura,1967,6,26,10.9
Bogura,1967,6,27,11.7
Bogura,1967,6,28,12.2
Bogura,1967,6,29,8.1
Bogura,1967,6,30,8.5
Bogura,1967,7,1,9
Bogura,1967,7,2,8.2
Bogura,1967,7,3,0
Bogura,1967,7,4,4
Bogura,1967,7,5,6.3
Bogura,1967,7,6,2
Bogura,1967,7,7,0
Bogura,1967,7,8,2.1
Bogura,1967,7,9,0
Bogura,1967,7,10,2.3
Bogura,1967,7,11,3.4
Bogura,1967,7,12,8.6
Bogura,1967,7,13,0.4
Bogura,1967,7,14,9.7
Bogura,1967,7,15,0.7
Bogura,1967,7,16,0.9
Bogura,1967,7,17,6.2
Bogura,1967,7,18,0
Bogura,1967,7,19,10.6
Bogura,1967,7,20,11
Bogura,1967,7,21,2.7
Bogura,1967,7,22,3.1
Bogura,1967,7,23,2.4
Bogura,1967,7,24,3.1
Bogura,1967,7,25,12.5
Bogura,1967,7,26,8
Bogura,1967,7,27,5.8
Bogura,1967,7,28,9.4
Bogura,1967,7,29,9
Bogura,1967,7,30,9.3
Bogura,1967,7,31,6.1
Bogura,1967,8,1,9.3
Bogura,1967,8,2,6.7
Bogura,1967,8,3,7.6
Bogura,1967,8,4,9.2
Bogura,1967,8,5,9.2
Bogura,1967,8,6,2.3
Bogura,1967,8,7,0
Bogura,1967,8,8,0
Bogura,1967,8,9,3.2
Bogura,1967,8,10,6
Bogura,1967,8,11,5.5
Bogura,1967,8,12,6.6
Bogura,1967,8,13,10.7
Bogura,1967,8,14,8.2
Bogura,1967,8,15,1.4
Bogura,1967,8,16,5.6
Bogura,1967,8,17,7.4
Bogura,1967,8,18,4.5
Bogura,1967,8,19,8.6
Bogura,1967,8,20,9.2
Bogura,1967,8,21,4.2
Bogura,1967,8,22,4.5
Bogura,1967,8,23,6.4
Bogura,1967,8,24,7.9
Bogura,1967,8,25,0
Bogura,1967,8,26,7.6
Bogura,1967,8,27,11.3
Bogura,1967,8,28,6.8
Bogura,1967,8,29,5
Bogura,1967,8,30,3.6
Bogura,1967,8,31,8.4
Bogura,1967,9,1,11
Bogura,1967,9,2,8.3
Bogura,1967,9,3,2.2
Bogura,1967,9,4,1.4
Bogura,1967,9,5,2.2
Bogura,1967,9,6,2.5
Bogura,1967,9,7,4.6
Bogura,1967,9,8,10.6
Bogura,1967,9,9,3.6
Bogura,1967,9,10,6
Bogura,1967,9,11,9.4
Bogura,1967,9,12,2.2
Bogura,1967,9,13,8.5
Bogura,1967,9,14,9.4
Bogura,1967,9,15,5.9
Bogura,1967,9,16,0.1
Bogura,1967,9,17,0.4
Bogura,1967,9,18,1.8
Bogura,1967,9,19,0.3
Bogura,1967,9,20,5
Bogura,1967,9,21,4.9
Bogura,1967,9,22,3.1
Bogura,1967,9,23,6.9
Bogura,1967,9,24,7
Bogura,1967,9,25,10
Bogura,1967,9,26,8.3
Bogura,1967,9,27,4.1
Bogura,1967,9,28,1.7
Bogura,1967,9,29,0.5
Bogura,1967,9,30,9.8
Bogura,1967,10,1,8.6
Bogura,1967,10,2,10.3
Bogura,1967,10,3,2.6
Bogura,1967,10,5,10
Bogura,1967,10,6,10.7
Bogura,1967,10,7,8.2
Bogura,1967,10,8,4.3
Bogura,1967,10,9,7.5
Bogura,1967,10,10,3.5
Bogura,1967,10,11,9.8
Bogura,1967,10,12,10.7
Bogura,1967,10,13,10.6
Bogura,1967,10,14,10.3
Bogura,1967,10,15,10.5
Bogura,1967,10,16,10.8
Bogura,1967,10,17,11
Bogura,1967,10,18,11.1
Bogura,1967,10,19,10.4
Bogura,1967,10,20,10.6
Bogura,1967,10,21,10.9
Bogura,1967,10,22,10.9
Bogura,1967,10,23,9.5
Bogura,1967,10,24,10.6
Bogura,1967,10,25,9.1
Bogura,1967,10,26,11.2
Bogura,1967,10,27,10.9
Bogura,1967,10,28,11
Bogura,1967,10,29,10.9
Bogura,1967,10,30,10.6
Bogura,1967,10,31,10.5
Bogura,1967,11,1,9.9
Bogura,1967,11,2,10.6
Bogura,1967,11,3,10.5
Bogura,1967,11,4,10.4
Bogura,1967,11,5,10.7
Bogura,1967,11,6,10
Bogura,1967,11,7,10.3
Bogura,1967,11,8,10.3
Bogura,1967,11,9,10.4
Bogura,1967,11,10,10.2
Bogura,1967,11,11,10.1
Bogura,1967,11,12,9.7
Bogura,1967,11,13,10
Bogura,1967,11,14,5.2
Bogura,1967,11,15,9.9
Bogura,1967,11,16,10.4
Bogura,1967,11,17,10.1
Bogura,1967,11,18,9.3
Bogura,1967,11,19,9.3
Bogura,1967,11,20,9
Bogura,1967,11,21,9.5
Bogura,1967,11,22,10.3
Bogura,1967,11,23,9.9
Bogura,1967,11,24,10
Bogura,1967,11,25,7.1
Bogura,1967,11,26,9.7
Bogura,1967,11,27,9.9
Bogura,1967,11,28,10.1
Bogura,1967,11,29,10
Bogura,1967,11,30,9.9
Bogura,1967,12,1,9.7
Bogura,1967,12,2,10.1
Bogura,1967,12,3,10
Bogura,1967,12,4,10
Bogura,1967,12,5,9.9
Bogura,1967,12,6,8
Bogura,1967,12,7,9.8
Bogura,1967,12,8,9.1
Bogura,1967,12,9,8.4
Bogura,1967,12,10,7.6
Bogura,1967,12,11,0
Bogura,1967,12,12,9.3
Bogura,1967,12,13,9.6
Bogura,1967,12,14,9.7
Bogura,1967,12,15,9.7
Bogura,1967,12,16,9.7
Bogura,1967,12,17,8.3
Bogura,1967,12,18,6.8
Bogura,1967,12,19,9.2
Bogura,1967,12,20,9.5
Bogura,1967,12,21,10.1
Bogura,1967,12,22,9.9
Bogura,1967,12,23,9.2
Bogura,1967,12,24,5.4
Bogura,1967,12,25,9.4
Bogura,1967,12,26,9
Bogura,1967,12,27,9.6
Bogura,1967,12,28,9.6
Bogura,1967,12,29,9.1
Bogura,1967,12,30,9.5
Bogura,1967,12,31,9.2
Bogura,1968,1,1,9.8
Bogura,1968,1,2,10.4
Bogura,1968,1,3,9.9
Bogura,1968,1,4,9.7
Bogura,1968,1,5,5.9
Bogura,1968,1,6,9
Bogura,1968,1,7,5.1
Bogura,1968,1,8,5.4
Bogura,1968,1,9,10.2
Bogura,1968,1,10,7.5
Bogura,1968,1,11,5
Bogura,1968,1,12,8.1
Bogura,1968,1,13,9.3
Bogura,1968,1,14,0.2
Bogura,1968,1,15,5.5
Bogura,1968,1,16,9.9
Bogura,1968,1,17,10.3
Bogura,1968,1,18,10
Bogura,1968,1,19,9.8
Bogura,1968,1,20,9.1
Bogura,1968,1,21,10.2
Bogura,1968,1,22,8.5
Bogura,1968,1,23,9.7
Bogura,1968,1,24,9.7
Bogura,1968,1,25,9.4
Bogura,1968,1,26,9.8
Bogura,1968,1,27,9.8
Bogura,1968,1,28,9.5
Bogura,1968,1,29,4
Bogura,1968,1,30,5.1
Bogura,1968,1,31,6.9
Bogura,1968,2,1,10.3
Bogura,1968,2,2,10
Bogura,1968,2,3,10
Bogura,1968,2,4,10.5
Bogura,1968,2,5,10.5
Bogura,1968,2,6,10.2
Bogura,1968,2,7,10.4
Bogura,1968,2,8,10.4
Bogura,1968,2,9,10.5
Bogura,1968,2,10,10.4
Bogura,1968,2,11,10.5
Bogura,1968,2,12,10.5
Bogura,1968,2,13,10.3
Bogura,1968,2,14,10.4
Bogura,1968,2,15,10.4
Bogura,1968,2,16,10.4
Bogura,1968,2,17,10.7
Bogura,1968,2,18,6.1
Bogura,1968,2,19,4.2
Bogura,1968,2,20,1.6
Bogura,1968,2,21,9.1
Bogura,1968,2,22,9.6
Bogura,1968,2,23,10.4
Bogura,1968,2,24,10.3
Bogura,1968,2,25,11
Bogura,1968,2,26,11
Bogura,1968,2,27,10.7
Bogura,1968,2,28,6.3
Bogura,1968,2,29,10.2
Bogura,1968,3,1,10.1
Bogura,1968,3,2,7
Bogura,1968,3,3,7.6
Bogura,1968,3,4,9.4
Bogura,1968,3,5,10.1
Bogura,1968,3,6,10.1
Bogura,1968,3,7,9.1
Bogura,1968,3,8,10.1
Bogura,1968,3,9,10.2
Bogura,1968,3,10,10.2
Bogura,1968,3,11,9.9
Bogura,1968,3,12,9.6
Bogura,1968,3,13,9.7
Bogura,1968,3,14,10
Bogura,1968,3,15,6.5
Bogura,1968,3,16,0.5
Bogura,1968,3,17,6.9
Bogura,1968,3,18,5.7
Bogura,1968,3,19,7.5
Bogura,1968,3,20,6.1
Bogura,1968,3,21,1.9
Bogura,1968,3,22,8.7
Bogura,1968,3,23,9.5
Bogura,1968,3,24,10.3
Bogura,1968,3,25,10.7
Bogura,1968,3,26,10.3
Bogura,1968,3,27,9.7
Bogura,1968,3,28,9.9
Bogura,1968,3,29,10.1
Bogura,1968,3,30,8.7
Bogura,1968,3,31,9
Bogura,1968,4,1,10
Bogura,1968,4,2,9.6
Bogura,1968,4,3,5.8
Bogura,1968,4,4,10.2
Bogura,1968,4,5,10.5
Bogura,1968,4,6,6.4
Bogura,1968,4,7,7.2
Bogura,1968,4,8,7.7
Bogura,1968,4,9,7.4
Bogura,1968,4,10,8.6
Bogura,1968,4,11,10
Bogura,1968,4,12,9
Bogura,1968,4,13,9.9
Bogura,1968,4,14,5
Bogura,1968,4,15,6.6
Bogura,1968,4,16,8.9
Bogura,1968,4,17,9.1
Bogura,1968,4,18,8.5
Bogura,1968,4,19,7.1
Bogura,1968,4,20,11.4
Bogura,1968,4,21,11.1
Bogura,1968,4,22,11.1
Bogura,1968,4,23,6.7
Bogura,1968,4,24,9.8
Bogura,1968,4,25,6.7
Bogura,1968,4,26,2.6
Bogura,1968,4,27,10.2
Bogura,1968,4,28,9.2
Bogura,1968,4,29,11.1
Bogura,1968,4,30,10.7
Bogura,1968,5,1,10.8
Bogura,1968,5,2,9.4
Bogura,1968,5,3,9.7
Bogura,1968,5,4,10.2
Bogura,1968,5,5,10.3
Bogura,1968,5,6,9.5
Bogura,1968,5,7,10.9
Bogura,1968,5,8,11.1
Bogura,1968,5,9,9.1
Bogura,1968,5,10,9.2
Bogura,1968,5,11,11.1
Bogura,1968,5,12,10.7
Bogura,1968,5,13,7.6
Bogura,1968,5,14,5.7
Bogura,1968,5,15,3.2
Bogura,1968,5,16,11.4
Bogura,1968,5,17,11.9
Bogura,1968,5,18,3.9
Bogura,1968,5,19,3.3
Bogura,1968,5,20,6.6
Bogura,1968,5,21,5.4
Bogura,1968,5,22,5
Bogura,1968,5,23,5.9
Bogura,1968,5,24,6.2
Bogura,1968,5,25,8.8
Bogura,1968,5,26,8.2
Bogura,1968,5,27,10.9
Bogura,1968,5,28,9.5
Bogura,1968,5,29,6.2
Bogura,1968,5,30,3.9
Bogura,1968,5,31,3.3
Bogura,1968,6,1,8.9
Bogura,1968,6,2,8.6
Bogura,1968,6,3,9.8
Bogura,1968,6,4,5.9
Bogura,1968,6,5,9.3
Bogura,1968,6,6,9.1
Bogura,1968,6,7,7.2
Bogura,1968,6,8,8
Bogura,1968,6,9,7.2
Bogura,1968,6,10,5.1
Bogura,1968,6,11,8.3
Bogura,1968,6,12,4
Bogura,1968,7,1,3
Bogura,1968,7,2,11.2
Bogura,1968,7,3,11.1
Bogura,1968,7,4,9.7
Bogura,1968,7,5,8.7
Bogura,1968,7,6,4.6
Bogura,1968,7,7,0.8
Bogura,1968,7,8,0
Bogura,1968,7,9,0.1
Bogura,1968,7,10,0
Bogura,1968,7,11,0
Bogura,1968,7,12,0
Bogura,1968,7,13,2.5
Bogura,1968,7,14,1.6
Bogura,1968,7,15,3.9
Bogura,1968,7,16,8.7
Bogura,1968,7,17,5.2
Bogura,1968,7,18,6.3
Bogura,1968,7,19,8.1
Bogura,1968,7,20,8.1
Bogura,1968,7,21,1.9
Bogura,1968,7,22,2.6
Bogura,1968,7,23,3.6
Bogura,1968,7,24,5.6
Bogura,1968,7,25,5.6
Bogura,1968,7,26,2.8
Bogura,1968,7,27,6.3
Bogura,1968,7,28,8.9
Bogura,1968,7,29,7.5
Bogura,1968,7,30,6.4
Bogura,1968,7,31,2.1
Bogura,1968,8,1,2.7
Bogura,1968,8,2,4.3
Bogura,1968,8,3,7.5
Bogura,1968,8,4,9.2
Bogura,1968,8,5,8.2
Bogura,1968,8,6,6.5
Bogura,1968,8,7,6.6
Bogura,1968,8,8,1.8
Bogura,1968,8,9,3.6
Bogura,1968,8,10,8.4
Bogura,1968,8,11,9.1
Bogura,1968,8,12,10.2
Bogura,1968,8,13,10.6
Bogura,1968,8,14,6.1
Bogura,1968,8,15,3.7
Bogura,1968,8,16,8.3
Bogura,1968,8,17,0.2
Bogura,1968,8,18,6.2
Bogura,1968,8,19,8.3
Bogura,1968,8,20,5
Bogura,1968,8,21,8.7
Bogura,1968,8,22,2.8
Bogura,1968,8,23,10.9
Bogura,1968,8,24,0.3
Bogura,1968,8,25,0
Bogura,1968,8,26,0
Bogura,1968,8,27,5.8
Bogura,1968,8,28,6.2
Bogura,1968,8,29,10.5
Bogura,1968,8,30,9.6
Bogura,1968,8,31,10.8
Bogura,1968,9,1,10
Bogura,1968,9,2,9.7
Bogura,1968,9,3,7
Bogura,1968,9,4,0.3
Bogura,1968,9,5,3.4
Bogura,1968,9,6,8.2
Bogura,1968,9,7,10.1
Bogura,1968,9,8,6.8
Bogura,1968,9,9,2.8
Bogura,1968,9,10,8.2
Bogura,1968,9,11,8.2
Bogura,1968,9,12,6.7
Bogura,1968,9,13,8.1
Bogura,1968,9,14,1.1
Bogura,1968,9,15,7.4
Bogura,1968,9,16,2.8
Bogura,1968,9,17,0.7
Bogura,1968,9,18,7.1
Bogura,1968,9,19,8.7
