Station_Name,Year,Month,Rainfall
Chittagong,1975,1,0
Chittagong,1975,2,5
Chittagong,1975,3,0
Chittagong,1975,4,65
Chittagong,1975,5,251
Chittagong,1975,6,389
Chittagong,1975,7,906
Chittagong,1975,8,294
Chittagong,1975,9,312
Chittagong,1975,10,231
Chittagong,1975,11,145
Chittagong,1975,12,0
Chittagong,1976,1,0
Chittagong,1976,2,6
Chittagong,1976,3,2
Chittagong,1976,4,50
Chittagong,1976,5,123
Chittagong,1976,6,1041
Chittagong,1976,8,377
Chittagong,1976,9,96
Chittagong,1976,10,163
Chittagong,1976,11,251
Chittagong,1976,12,10
Chittagong,1977,1,0
Chittagong,1977,2,71
Chittagong,1977,3,0
Chittagong,1977,4,418
Chittagong,1977,5,271
Chittagong,1977,6,430
Chittagong,1977,7,715
Chittagong,1977,8,328
Chittagong,1977,9,92
Chittagong,1977,10,124
Chittagong,1977,11,35
Chittagong,1977,12,0
Chittagong,1978,1,0
Chittagong,1978,2,0
Chittagong,1978,3,2
Chittagong,1978,4,48
Chittagong,1978,5,369
Chittagong,1978,6,811
Chittagong,1978,7,277
Chittagong,1978,8,425
Chittagong,1978,9,381
Chittagong,1978,10,192
Chittagong,1978,11,0
Chittagong,1978,12,0
Chittagong,1979,1,1
Chittagong,1979,2,2
Chittagong,1979,3,1
Chittagong,1979,4,43
Chittagong,1979,5,213
Chittagong,1979,6,653
Chittagong,1979,7,446
Chittagong,1979,8,920
Chittagong,1979,9,425
Chittagong,1979,10,59
Chittagong,1979,11,52
Chittagong,1979,12,36
Chittagong,1980,1,0
Chittagong,1980,2,28
Chittagong,1980,3,52
Chittagong,1980,4,46
Chittagong,1980,5,456
Chittagong,1980,6,517
Chittagong,1980,7,627
Chittagong,1980,8,702
Chittagong,1980,9,229
Chittagong,1980,10,275
Chittagong,1980,11,0
Chittagong,1980,12,0
Chittagong,1981,1,15
Chittagong,1981,2,2
Chittagong,1981,3,129
Chittagong,1981,4,279
Chittagong,1981,5,341
Chittagong,1981,6,364
Chittagong,1981,7,825
Chittagong,1981,8,343
Chittagong,1981,9,150
Chittagong,1981,10,20
Chittagong,1981,11,1
Chittagong,1982,1,0
Chittagong,1982,2,7
Chittagong,1982,3,53
Chittagong,1982,4,143
Chittagong,1982,5,44
Chittagong,1982,6,746
Chittagong,1982,7,475
Chittagong,1982,8,797
Chittagong,1982,9,401
Chittagong,1982,10,5
Chittagong,1982,11,43
Chittagong,1982,12,1
Chittagong,1983,1,5
Chittagong,1983,2,44
Chittagong,1983,3,79
Chittagong,1983,4,219
Chittagong,1983,5,222
Chittagong,1983,6,609
Chittagong,1983,7,812
Chittagong,1983,8,1457
Chittagong,1983,9,162
Chittagong,1983,10,390
Chittagong,1983,11,57
Chittagong,1983,12,52
Chittagong,1984,1,1
Chittagong,1984,2,0
Chittagong,1984,3,0
Chittagong,1984,4,125
Chittagong,1984,5,428
Chittagong,1984,6,595
Chittagong,1984,7,802
Chittagong,1984,8,326
Chittagong,1984,9,175
Chittagong,1984,10,122
Chittagong,1984,11,0
Chittagong,1984,12,2
Chittagong,1985,1,17
Chittagong,1985,2,6
Chittagong,1985,3,88
Chittagong,1985,4,143
Chittagong,1985,5,511
Chittagong,1985,6,517
Chittagong,1985,7,1031
Chittagong,1985,8,469
Chittagong,1985,9,143
Chittagong,1985,10,47
Chittagong,1985,11,198
Chittagong,1985,12,2
Chittagong,1986,1,2
Chittagong,1986,2,0
Chittagong,1986,3,0
Chittagong,1986,4,145
Chittagong,1986,5,177
Chittagong,1986,6,820
Chittagong,1986,7,894
Chittagong,1986,8,311
Chittagong,1986,9,139
Chittagong,1986,10,200
Chittagong,1986,11,122
Chittagong,1986,12,0
Chittagong,1987,1,3
Chittagong,1987,2,20
Chittagong,1987,3,80
Chittagong,1987,4,287
Chittagong,1987,5,63
Chittagong,1987,6,348
Chittagong,1987,7,1206
Chittagong,1987,8,673
Chittagong,1987,9,429
Chittagong,1987,10,35
Chittagong,1987,11,49
Chittagong,1987,12,17
Chittagong,1988,1,0
Chittagong,1988,2,11
Chittagong,1988,3,35
Chittagong,1988,4,182
Chittagong,1988,5,433
Chittagong,1988,6,643
Chittagong,1988,7,632
Chittagong,1988,8,413
Chittagong,1988,9,329
Chittagong,1988,10,342
Chittagong,1988,11,72
Chittagong,1988,12,1
Chittagong,1989,1,0
Chittagong,1989,2,2
Chittagong,1989,3,0
Chittagong,1989,4,220
Chittagong,1989,5,82
Chittagong,1989,6,277
Chittagong,1989,7,1173
Chittagong,1989,8,66
Chittagong,1989,9,360
Chittagong,1989,10,404
Chittagong,1989,11,14
Chittagong,1989,12,0
Chittagong,1990,1,0
Chittagong,1990,2,39
Chittagong,1990,3,53
Chittagong,1990,4,250
Chittagong,1990,5,205
Chittagong,1990,6,668
Chittagong,1990,7,1038
Chittagong,1990,8,115
Chittagong,1990,9,141
Chittagong,1990,10,233
Chittagong,1990,11,74
Chittagong,1990,12,36
Chittagong,1991,1,19
Chittagong,1991,2,0
Chittagong,1991,3,43
Chittagong,1991,5,371
Chittagong,1991,6,774
Chittagong,1991,7,818
Chittagong,1991,8,357
Chittagong,1991,9,360
Chittagong,1991,10,211
Chittagong,1991,11,99
Chittagong,1991,12,13
Chittagong,1992,1,0
Chittagong,1992,2,119
Chittagong,1992,3,0
Chittagong,1992,4,1
Chittagong,1992,5,127
Chittagong,1992,6,571
Chittagong,1992,7,412
Chittagong,1992,8,280
Chittagong,1992,9,292
Chittagong,1992,10,435
Chittagong,1992,11,4
Chittagong,1992,12,34
Chittagong,1993,1,9
Chittagong,1993,2,71
Chittagong,1993,3,223
Chittagong,1993,4,100
Chittagong,1993,5,667
Chittagong,1993,6,791
Chittagong,1993,7,437
Chittagong,1993,8,638
Chittagong,1993,9,273
Chittagong,1993,10,129
Chittagong,1993,11,14
Chittagong,1993,12,0
Chittagong,1994,1,7
Chittagong,1994,2,8
Chittagong,1994,3,194
Chittagong,1994,4,262
Chittagong,1994,5,208
Chittagong,1994,6,581
Chittagong,1994,7,380
Chittagong,1994,8,397
Chittagong,1994,9,100
Chittagong,1994,10,101
Chittagong,1994,11,20
Chittagong,1994,12,0
Chittagong,1995,1,0
Chittagong,1995,2,12
Chittagong,1995,3,18
Chittagong,1995,4,51
Chittagong,1995,5,268
Chittagong,1995,6,359
Chittagong,1995,7,685
Chittagong,1995,8,546
Chittagong,1995,9,129
Chittagong,1995,10,53
Chittagong,1995,11,323
Chittagong,1995,12,0
Chittagong,1996,1,0
Chittagong,1996,2,106
Chittagong,1996,3,91
Chittagong,1996,4,234
Chittagong,1996,5,251
Chittagong,1996,6,476
Chittagong,1996,7,465
Chittagong,1996,8,584
Chittagong,1996,9,350
Chittagong,1996,10,343
Chittagong,1996,11,3
Chittagong,1996,12,1
Chittagong,1997,1,0
Chittagong,1997,2,32
Chittagong,1997,3,118
Chittagong,1997,4,40
Chittagong,1997,5,267
Chittagong,1997,6,425
Chittagong,1997,7,1033
Chittagong,1997,8,383
Chittagong,1997,9,530
Chittagong,1997,10,134
Chittagong,1997,11,49
Chittagong,1997,12,4
Chittagong,1998,1,37
Chittagong,1998,2,103
Chittagong,1998,3,97
Chittagong,1998,4,184
Chittagong,1998,5,387
Chittagong,1998,6,132
Chittagong,1998,7,1291
Chittagong,1998,8,1194
Chittagong,1998,9,193
Chittagong,1998,10,122
Chittagong,1998,11,93
Chittagong,1998,12,0
Chittagong,1999,1,0
Chittagong,1999,2,0
Chittagong,1999,3,0
Chittagong,1999,4,0
Chittagong,1999,5,463
Chittagong,1999,6,879
Chittagong,1999,7,491
Chittagong,1999,8,848
Chittagong,1999,9,203
Chittagong,1999,10,201
Chittagong,1999,11,2
Chittagong,1999,12,107
Chittagong,2000,1,17
Chittagong,2000,2,0
Chittagong,2000,3,16
Chittagong,2000,4,108
Chittagong,2000,5,748
Chittagong,2000,6,643
Chittagong,2000,7,713
Chittagong,2000,8,689
Chittagong,2000,9,138
Chittagong,2000,10,416
Chittagong,2000,11,15
Chittagong,2000,12,0
Chittagong,2001,1,0
Chittagong,2001,2,12
Chittagong,2001,3,1
Chittagong,2001,4,41
Chittagong,2001,5,423
Chittagong,2001,6,567
Chittagong,2001,7,385
Chittagong,2001,8,238
Chittagong,2001,9,224
Chittagong,2001,10,242
Chittagong,2001,11,81
Chittagong,2001,12,0
Chittagong,2002,1,1
Chittagong,2002,2,0
Chittagong,2002,3,70
Chittagong,2002,4,67
Chittagong,2002,5,453
Chittagong,2002,6,366
Chittagong,2002,7,920
Chittagong,2002,8,456
Chittagong,2002,9,145
Chittagong,2002,10,129
Chittagong,2002,11,128
Chittagong,2002,12,10
Chittagong,2003,1,0
Chittagong,2003,2,0
Chittagong,2003,3,53
Chittagong,2003,4,167
Chittagong,2003,5,198
Chittagong,2003,6,1209
Chittagong,2003,7,372
Chittagong,2003,8,260
Chittagong,2003,9,210
Chittagong,2003,10,234
Chittagong,2003,11,0
Chittagong,2003,12,66
Chittagong,2008,1,64
Chittagong,2008,2,7
Chittagong,2008,3,6
Chittagong,2008,4,1
Chittagong,2008,5,244
Chittagong,2008,6,538
Chittagong,2008,7,963
Chittagong,2008,8,757
Chittagong,2008,9,250
Chittagong,2008,10,171
Chittagong,2008,11,31
Chittagong,2008,12,0
Chittagong,2009,1,0
Chittagong,2009,2,2
Chittagong,2009,3,3
Chittagong,2009,4,114
Chittagong,2009,5,373
Chittagong,2009,6,434
Chittagong,2009,7,1244
Chittagong,2009,8,693
Chittagong,2009,9,281
Chittagong,2009,10,300
Chittagong,2009,11,17
Chittagong,2009,12,0
Chittagong,2010,1,0
Chittagong,2010,2,8
Chittagong,2010,3,40
Chittagong,2010,4,46
Chittagong,2010,5,346
Chittagong,2010,6,747
Chittagong,2010,7,267
Chittagong,2010,8,516
Chittagong,2010,9,116
Chittagong,2010,10,294
Chittagong,2010,11,38
Chittagong,2010,12,19
Chittagong,2011,1,0
Chittagong,2011,2,0
Chittagong,2011,3,35
Chittagong,2011,4,133
Chittagong,2011,5,276
Chittagong,2011,6,481
Chittagong,2011,7,562
Chittagong,2011,8,806
Chittagong,2011,9,762
Chittagong,2011,10,46
Chittagong,2011,11,0
Chittagong,2011,12,0
Chittagong,2012,1,0
Chittagong,2012,2,0
Chittagong,2012,3,30
Chittagong,2012,4,192
Chittagong,2012,5,188
Chittagong,2012,6,1337
Chittagong,2012,7,788
Chittagong,2012,8,299
Chittagong,2012,9,170
Chittagong,2012,10,636
Chittagong,2012,11,3
Chittagong,2012,12,0
Chittagong,2013,1,0
Chittagong,2013,2,0
Chittagong,2013,3,3
Chittagong,2013,4,58
Chittagong,2013,5,773
Chittagong,2013,6,513
Chittagong,2013,7,405
Chittagong,2013,8,267
Chittagong,2013,9,173
Chittagong,2013,10,369
Chittagong,2013,11,0
Chittagong,2013,12,0
Chittagong,2014,1,0
Chittagong,2014,2,37
Chittagong,2014,3,18
Chittagong,2014,4,43
Chittagong,2014,5,304
Chittagong,2014,6,1494
Chittagong,2014,7,395
Chittagong,2014,8,692
Chittagong,2014,9,363
Chittagong,2014,10,104
Chittagong,2014,11,0
Chittagong,2014,12,0
Chittagong,2015,1,6
Chittagong,2015,2,0
Chittagong,2015,3,18
Chittagong,2015,4,218
Chittagong,2015,5,92
Chittagong,2015,6,713
Chittagong,2015,7,1555
Chittagong,2015,8,568
Chittagong,2015,9,331
Chittagong,2015,10,193
Chittagong,2015,11,7
Chittagong,2015,12,12
Chittagong,2016,1,5
Chittagong,2016,2,6
Chittagong,2016,3,77
Chittagong,2016,4,39
Chittagong,2016,5,253
Chittagong,2016,6,201
Chittagong,2016,7,568
Chittagong,2016,8,398
Chittagong,2016,9,323
Chittagong,2016,10,249
Chittagong,2016,11,89
Chittagong,2016,12,0
Chittagong,2017,1,0
Chittagong,2017,2,0
Chittagong,2017,3,102
Chittagong,2017,4,296
Chittagong,2017,5,275
Chittagong,2017,6,845
Chittagong,2017,7,1008
Chittagong,2017,8,523
Chittagong,2017,9,560
Chittagong,2017,10,123
Chittagong,2017,11,2
Chittagong,2017,12,17
Chittagong,2018,1,13
Chittagong,2018,2,0
Chittagong,2018,3,20
Chittagong,2018,4,72
Chittagong,2018,5,388
Chittagong,2018,6,667
Chittagong,2018,7,807
Chittagong,2018,8,325
Chittagong,2018,9,148
Chittagong,2018,10,306
Chittagong,2018,11,2
Chittagong,2018,12,4
Chittagong,2019,1,0
Chittagong,2019,2,5
Chittagong,2019,3,8
Chittagong,2019,4,73
Chittagong,2019,5,206
Chittagong,2019,6,152
Chittagong,2019,7,1110
Chittagong,2019,8,466
Chittagong,2019,9,365
Chittagong,2019,10,123
Chittagong,2019,11,83
Chittagong,2019,12,10
Chittagong,2020,1,49
Chittagong,2020,2,5
Chittagong,2020,3,0
Chittagong,2020,4,129
Chittagong,2020,5,119
Chittagong,2020,6,399
Chittagong,2020,7,605
Chittagong,2020,8,680
Chittagong,2020,9,350
Chittagong,2020,10,338
Chittagong,2020,11,125
Chittagong,2020,12,0
Chittagong,2021,1,0
Chittagong,2021,2,0
Chittagong,2021,3,0
Chittagong,2021,4,25
Chittagong,2021,5,107
Chittagong,2021,6,905
Chittagong,2021,7,865
Chittagong,2021,8,753
Chittagong,2021,9,314
Chittagong,2021,10,234
Chittagong,2021,11,0
Chittagong,2021,12,95
Chittagong,2022,1,1
Chittagong,2022,2,11
Chittagong,2022,3,0
Chittagong,2022,4,44
Chittagong,2022,5,345
Chittagong,2022,6,582
Chittagong,2022,7,271
Chittagong,2022,8,116
Chittagong,2022,9,386
Chittagong,2022,10,154
Chittagong,2022,11,0
Chittagong,2022,12,20
Chittagong,2023,1,0
Chittagong,2023,2,0
Chittagong,2023,3,38
Chittagong,2023,4,80
Chittagong,2023,5,162
Chittagong,2023,6,462
Chittagong,2023,7,107
Chittagong,2023,8,1097
Chittagong,2023,9,294
Chittagong,2023,10,170
Chittagong,2023,11,83
Chittagong,2023,12,9
Chittagong (Patenga),2011,1,0
Chittagong (Patenga),2011,2,0
Chittagong (Patenga),2011,3,35
Chittagong (Patenga),2011,4,133
Chittagong (Patenga),2011,5,276
Chittagong (Patenga),2011,6,481
Chittagong (Patenga),2011,7,562
Chittagong (Patenga),2011,8,806
Chittagong (Patenga),2011,9,762
Chittagong (Patenga),2011,10,46
Chittagong (Patenga),2011,11,0
Chittagong (Patenga),2011,12,0
Chittagong (Patenga),2012,1,0
Chittagong (Patenga),2012,2,0
Chittagong (Patenga),2012,3,30
Chittagong (Patenga),2012,4,192
Chittagong (Patenga),2012,5,188
Chittagong (Patenga),2012,6,1337
Chittagong (Patenga),2012,7,788
Chittagong (Patenga),2012,8,299
Chittagong (Patenga),2012,9,170
Chittagong (Patenga),2012,10,636
Chittagong (Patenga),2012,11,3
Chittagong (Patenga),2012,12,0
Chittagong (Patenga),2013,1,0
Chittagong (Patenga),2013,2,0
Chittagong (Patenga),2013,3,3
Chittagong (Patenga),2013,4,58
Chittagong (Patenga),2013,5,773
Chittagong (Patenga),2013,6,513
Chittagong (Patenga),2013,7,405
Chittagong (Patenga),2013,8,267
Chittagong (Patenga),2013,9,173
Chittagong (Patenga),2013,10,369
Chittagong (Patenga),2013,11,0
Chittagong (Patenga),2013,12,0
Chittagong (Patenga),2014,1,0
Chittagong (Patenga),2014,2,37
Chittagong (Patenga),2014,3,18
Chittagong (Patenga),2014,4,43
Chittagong (Patenga),2014,5,304
Chittagong (Patenga),2014,6,1494
Chittagong (Patenga),2014,7,395
Chittagong (Patenga),2014,8,692
Chittagong (Patenga),2014,9,363
Chittagong (Patenga),2014,10,104
Chittagong (Patenga),2014,11,0
Chittagong (Patenga),2014,12,0
Chittagong (Patenga),2020,1,49
Chittagong (Patenga),2020,2,5
Chittagong (Patenga),2020,3,0
Chittagong (Patenga),2020,4,129
Chittagong (Patenga),2020,5,119
Chittagong (Patenga),2020,6,399
Chittagong (Patenga),2020,7,605
Chittagong (Patenga),2020,8,680
Chittagong (Patenga),2020,9,350
Chittagong (Patenga),2020,10,338
Chittagong (Patenga),2020,11,125
Chittagong (Patenga),2020,12,0
Chittagong (Patenga),2021,1,0
Chittagong (Patenga),2021,2,0
Chittagong (Patenga),2021,3,0
Chittagong (Patenga),2021,4,2
Chittagong (Patenga),2021,5,130
Chittagong (Patenga),2021,6,793
Chittagong (Patenga),2021,7,1071
Chittagong (Patenga),2021,8,735
Chittagong (Patenga),2021,9,364
Chittagong (Patenga),2021,10,234
Chittagong (Patenga),2021,11,0
Chittagong (Patenga),2021,12,95
Chittagong (Patenga),2022,1,1
Chittagong (Patenga),2022,2,11
Chittagong (Patenga),2022,3,0
Chittagong (Patenga),2022,4,44
Chittagong (Patenga),2022,5,345
Chittagong (Patenga),2022,6,582
Chittagong (Patenga),2022,7,271
Chittagong (Patenga),2022,8,116
Chittagong (Patenga),2022,9,386
Chittagong (Patenga),2022,10,154
Chittagong (Patenga),2022,11,0
Chittagong (Patenga),2022,12,20
Chittagong (Patenga),2023,1,1
Chittagong (Patenga),2023,2,0
Chittagong (Patenga),2023,3,29
Chittagong (Patenga),2023,4,89
Chittagong (Patenga),2023,5,162
Chittagong (Patenga),2023,6,466
Chittagong (Patenga),2023,7,95
Chittagong (Patenga),2023,8,1110
Chittagong (Patenga),2023,9,283
Chittagong (Patenga),2023,10,194
Chittagong (Patenga),2023,11,84
Chittagong (Patenga),2023,12,9
Chittagong (Patenga),2024,1,9
Chittagong (Patenga),2024,2,2
Chittagong (Patenga),2024,3,9
Chittagong (Patenga),2024,4,32
Chittagong (Patenga),2024,5,586
Chittagong (Patenga),2024,6,261
Chittagong (Patenga),2024,7,750
Chittagong (Patenga),2024,8,1121
Chittagong (Patenga),2024,9,583
Chittagong (Patenga),2024,10,160
Chittagong (Patenga),2024,11,11
Chittagong (Patenga),2024,12,0
Chuadanga,1989,1,0
Chuadanga,1989,2,3
Chuadanga,1989,3,4
Chuadanga,1989,4,0
Chuadanga,1989,5,136
Chuadanga,1989,6,189
Chuadanga,1989,7,442
Chuadanga,1989,8,35
Chuadanga,1989,9,95
Chuadanga,1989,10,16
Chuadanga,1989,12,0
Chuadanga,1990,1,0
Chuadanga,1990,2,0
Chuadanga,1990,3,0
Chuadanga,1990,4,0
Chuadanga,1990,5,94
Chuadanga,1990,6,211
Chuadanga,1990,7,431
Chuadanga,1990,8,139
Chuadanga,1990,9,366
Chuadanga,1990,10,155
Chuadanga,1990,11,55
Chuadanga,1990,12,0
Chuadanga,1991,1,16
Chuadanga,1991,2,21
Chuadanga,1991,3,18
Chuadanga,1991,4,42
Chuadanga,1991,5,144
Chuadanga,1991,6,260
Chuadanga,1991,7,221
Chuadanga,1991,8,206
Chuadanga,1991,9,502
Chuadanga,1991,10,141
Chuadanga,1991,11,0
Chuadanga,1991,12,106
Chuadanga,1992,1,15
Chuadanga,1992,2,47
Chuadanga,1992,3,0
Chuadanga,1992,4,5
Chuadanga,1992,5,150
Chuadanga,1992,6,157
Chuadanga,1992,7,402
Chuadanga,1992,8,303
Chuadanga,1992,9,131
Chuadanga,1992,10,76
Chuadanga,1992,11,10
Chuadanga,1992,12,0
Chuadanga,1993,1,0
Chuadanga,1993,2,26
Chuadanga,1993,3,55
Chuadanga,1993,4,114
Chuadanga,1993,5,99
Chuadanga,1993,6,410
Chuadanga,1993,7,253
Chuadanga,1993,8,223
Chuadanga,1993,9,471
Chuadanga,1993,10,61
Chuadanga,1993,11,6
Chuadanga,1993,12,0
Chuadanga,1994,1,50
Chuadanga,1994,2,34
Chuadanga,1994,3,8
Chuadanga,1994,4,65
Chuadanga,1994,5,120
Chuadanga,1994,6,272
Chuadanga,1994,7,266
Chuadanga,1994,8,256
Chuadanga,1994,9,98
Chuadanga,1994,10,125
Chuadanga,1994,11,3
Chuadanga,1994,12,0
Chuadanga,1995,1,15
Chuadanga,1995,2,36
Chuadanga,1995,3,2
Chuadanga,1995,4,1
Chuadanga,1995,5,78
Chuadanga,1995,6,303
Chuadanga,1995,7,246
Chuadanga,1995,8,300
Chuadanga,1995,9,456
Chuadanga,1995,10,0
Chuadanga,1995,11,75
Chuadanga,1995,12,7
Chuadanga,1996,1,13
Chuadanga,1996,2,36
Chuadanga,1996,3,3
Chuadanga,1996,4,60
Chuadanga,1996,5,128
Chuadanga,1996,6,281
Chuadanga,1996,7,217
Chuadanga,1996,8,263
Chuadanga,1996,9,213
Chuadanga,1996,10,204
Chuadanga,1996,11,0
Chuadanga,1996,12,0
Chuadanga,1997,1,4
Chuadanga,1997,2,36
Chuadanga,1997,3,79
Chuadanga,1997,4,39
Chuadanga,1997,5,177
Chuadanga,1997,6,184
Chuadanga,1997,7,350
Chuadanga,1997,8,304
Chuadanga,1997,9,201
Chuadanga,1997,10,27
Chuadanga,1997,11,6
Chuadanga,1997,12,20
Chuadanga,1998,1,42
Chuadanga,1998,2,13
Chuadanga,1998,3,67
Chuadanga,1998,4,44
Chuadanga,1998,5,162
Chuadanga,1998,6,89
Chuadanga,1998,7,440
Chuadanga,1998,8,277
Chuadanga,1998,9,175
Chuadanga,1998,10,131
Chuadanga,1998,11,68
Chuadanga,1998,12,0
Chuadanga,1999,1,0
Chuadanga,1999,2,0
Chuadanga,1999,3,0
Chuadanga,1999,4,17
Chuadanga,1999,5,158
Chuadanga,1999,6,297
Chuadanga,1999,7,463
Chuadanga,1999,8,296
Chuadanga,1999,9,416
Chuadanga,1999,10,136
Chuadanga,1999,11,5
Chuadanga,1999,12,0
Chuadanga,2000,1,8
Chuadanga,2000,2,70
Chuadanga,2000,3,19
Chuadanga,2000,4,47
Chuadanga,2000,5,309
Chuadanga,2000,6,103
Chuadanga,2000,7,527
Chuadanga,2000,8,126
Chuadanga,2000,9,489
Chuadanga,2000,10,103
Chuadanga,2000,11,0
Chuadanga,2000,12,0
Chuadanga,2001,1,0
Chuadanga,2001,2,3
Chuadanga,2001,3,6
Chuadanga,2001,4,71
Chuadanga,2001,5,311
Chuadanga,2001,6,329
Chuadanga,2001,7,195
Chuadanga,2001,8,72
Chuadanga,2001,9,222
Chuadanga,2001,10,154
Chuadanga,2001,11,9
Chuadanga,2001,12,0
Chuadanga,2002,1,33
Chuadanga,2002,2,1
Chuadanga,2002,3,25
Chuadanga,2002,4,146
Chuadanga,2002,5,240
Chuadanga,2002,6,297
Chuadanga,2002,7,331
Chuadanga,2002,8,261
Chuadanga,2002,9,263
Chuadanga,2002,10,115
Chuadanga,2002,11,77
Chuadanga,2002,12,0
Chuadanga,2003,1,0
Chuadanga,2003,2,20
Chuadanga,2003,3,80
Chuadanga,2003,4,50
Chuadanga,2003,5,70
Chuadanga,2003,6,241
Chuadanga,2003,7,296
Chuadanga,2003,8,241
Chuadanga,2003,9,191
Chuadanga,2003,10,320
Chuadanga,2003,11,0
Chuadanga,2003,12,13
Chuadanga,2004,1,0
Chuadanga,2004,2,0
Chuadanga,2004,3,0
Chuadanga,2004,4,65
Chuadanga,2004,5,78
Chuadanga,2004,6,434
Chuadanga,2004,7,202
Chuadanga,2004,8,228
Chuadanga,2004,9,818
Chuadanga,2004,10,126
Chuadanga,2004,11,0
Chuadanga,2004,12,0
Chuadanga,2005,1,5
Chuadanga,2005,2,2
Chuadanga,2005,3,112
Chuadanga,2005,4,22
Chuadanga,2005,5,57
Chuadanga,2005,6,109
Chuadanga,2005,7,281
Chuadanga,2005,8,165
Chuadanga,2005,9,153
Chuadanga,2005,10,572
Chuadanga,2005,11,0
Chuadanga,2005,12,4
Chuadanga,2006,1,0
Chuadanga,2006,2,0
Chuadanga,2006,3,1
Chuadanga,2006,4,42
Chuadanga,2006,5,108
Chuadanga,2006,6,211
Chuadanga,2006,7,337
Chuadanga,2006,8,161
Chuadanga,2006,9,526
Chuadanga,2006,10,61
Chuadanga,2006,11,5
Chuadanga,2006,12,0
Chuadanga,2007,1,0
Chuadanga,2007,2,71
Chuadanga,2007,3,34
Chuadanga,2007,4,28
Chuadanga,2007,5,121
Chuadanga,2007,6,232
Chuadanga,2007,7,737
Chuadanga,2007,8,244
Chuadanga,2007,9,194
Chuadanga,2007,10,94
Chuadanga,2007,11,42
Chuadanga,2007,12,0
Chuadanga,2008,1,45
Chuadanga,2008,2,33
Chuadanga,2008,3,42
Chuadanga,2008,4,26
Chuadanga,2008,5,179
Chuadanga,2008,6,166
Chuadanga,2008,7,637
Chuadanga,2008,8,97
Chuadanga,2008,9,476
Chuadanga,2008,10,150
Chuadanga,2008,11,0
Chuadanga,2008,12,0
Chuadanga,2009,1,2
Chuadanga,2009,2,4
Chuadanga,2009,3,32
Chuadanga,2009,4,0
Chuadanga,2009,5,166
Chuadanga,2009,6,114
Chuadanga,2009,7,199
Chuadanga,2009,8,338
Chuadanga,2009,9,279
Chuadanga,2009,10,89
Chuadanga,2009,11,11
Chuadanga,2009,12,0
Chuadanga,2010,1,0
Chuadanga,2010,2,5
Chuadanga,2010,3,0
Chuadanga,2010,4,6
Chuadanga,2010,5,170
Chuadanga,2010,6,159
Chuadanga,2010,7,105
Chuadanga,2010,8,80
Chuadanga,2010,9,199
Chuadanga,2010,10,71
Chuadanga,2010,11,3
Chuadanga,2010,12,54
Chuadanga,2011,1,1
Chuadanga,2011,2,1
Chuadanga,2011,3,42
Chuadanga,2011,4,85
Chuadanga,2011,5,151
Chuadanga,2011,6,358
Chuadanga,2011,7,321
Chuadanga,2011,8,405
Chuadanga,2011,9,240
Chuadanga,2011,10,17
Chuadanga,2011,11,1
Chuadanga,2011,12,0
Chuadanga,2012,1,27
Chuadanga,2012,2,0
Chuadanga,2012,3,6
Chuadanga,2012,4,74
Chuadanga,2012,5,48
Chuadanga,2012,6,125
Chuadanga,2012,7,322
Chuadanga,2012,8,143
Chuadanga,2012,9,173
Chuadanga,2012,10,132
Chuadanga,2012,11,81
Chuadanga,2012,12,7
Chuadanga,2013,1,3
Chuadanga,2013,2,12
Chuadanga,2013,3,1
Chuadanga,2013,4,32
Chuadanga,2013,5,260
Chuadanga,2013,6,156
Chuadanga,2013,7,169
Chuadanga,2013,8,202
Chuadanga,2013,9,122
Chuadanga,2013,10,208
Chuadanga,2013,11,0
Chuadanga,2013,12,0
Chuadanga,2014,1,1
Chuadanga,2014,2,37
Chuadanga,2014,3,54
Chuadanga,2014,4,0
Chuadanga,2014,5,53
Chuadanga,2014,6,236
Chuadanga,2014,7,179
Chuadanga,2014,8,271
Chuadanga,2014,9,163
Chuadanga,2014,10,96
Chuadanga,2014,11,0
Chuadanga,2014,12,0
Chuadanga,2015,1,0
Chuadanga,2015,2,40
Chuadanga,2015,3,14
Chuadanga,2015,4,95
Chuadanga,2015,5,108
Chuadanga,2015,6,324
Chuadanga,2015,7,427
Chuadanga,2015,8,244
Chuadanga,2015,9,151
Chuadanga,2015,10,58
Chuadanga,2015,11,1
Chuadanga,2015,12,3
Chuadanga,2016,1,0
Chuadanga,2016,2,82
Chuadanga,2016,3,40
Chuadanga,2016,4,79
Chuadanga,2016,5,88
Chuadanga,2016,6,122
Chuadanga,2016,7,331
Chuadanga,2016,8,465
Chuadanga,2016,9,125
Chuadanga,2016,10,61
Chuadanga,2016,11,2
Chuadanga,2016,12,0
Chuadanga,2017,1,0
Chuadanga,2017,2,0
Chuadanga,2017,3,9
Chuadanga,2017,4,157
Chuadanga,2017,5,240
Chuadanga,2017,6,132
Chuadanga,2017,7,377
Chuadanga,2017,8,199
Chuadanga,2017,9,88
Chuadanga,2017,10,251
Chuadanga,2017,11,26
Chuadanga,2017,12,53
Chuadanga,2018,1,0
Chuadanga,2018,2,3
Chuadanga,2018,3,1
Chuadanga,2018,4,105
Chuadanga,2018,5,175
Chuadanga,2018,6,216
Chuadanga,2018,7,376
Chuadanga,2018,8,155
Chuadanga,2018,9,112
Chuadanga,2018,10,55
Chuadanga,2018,11,0
Chuadanga,2018,12,25
