Station_Name,Year,Month,Rainfall
Maijdi Court,1957,5,187
Maijdi Court,1957,6,695
Maijdi Court,1957,7,413
Maijdi Court,1957,8,492
Maijdi Court,1957,9,330
Maijdi Court,1957,10,115
Maijdi Court,1957,11,0
Maijdi Court,1957,12,0
Maijdi Court,1958,1,0
Maijdi Court,1958,2,0
Maijdi Court,1958,3,0
Maijdi Court,1958,4,57
Maijdi Court,1958,5,249
Maijdi Court,1958,6,668
Maijdi Court,1958,7,597
Maijdi Court,1958,8,590
Maijdi Court,1958,9,217
Maijdi Court,1958,10,181
Maijdi Court,1958,11,0
Maijdi Court,1958,12,0
Maijdi Court,1959,1,101
Maijdi Court,1959,2,63
Maijdi Court,1959,3,216
Maijdi Court,1959,4,29
Maijdi Court,1959,5,468
Maijdi Court,1959,6,614
Maijdi Court,1959,7,776
Maijdi Court,1959,8,502
Maijdi Court,1959,9,424
Maijdi Court,1959,10,358
Maijdi Court,1959,11,0
Maijdi Court,1959,12,0
Maijdi Court,1960,1,0
Maijdi Court,1960,2,8
Maijdi Court,1960,3,63
Maijdi Court,1960,4,14
Maijdi Court,1960,5,511
Maijdi Court,1960,6,517
Maijdi Court,1960,7,846
Maijdi Court,1960,8,508
Maijdi Court,1960,9,541
Maijdi Court,1960,10,370
Maijdi Court,1960,11,51
Maijdi Court,1960,12,0
Maijdi Court,1961,1,11
Maijdi Court,1961,2,18
Maijdi Court,1961,3,11
Maijdi Court,1961,4,87
Maijdi Court,1961,5,180
Maijdi Court,1961,6,654
Maijdi Court,1961,7,596
Maijdi Court,1961,8,649
Maijdi Court,1961,9,529
Maijdi Court,1961,10,112
Maijdi Court,1961,11,0
Maijdi Court,1961,12,0
Maijdi Court,1962,1,9
Maijdi Court,1962,2,14
Maijdi Court,1962,3,14
Maijdi Court,1962,4,180
Maijdi Court,1962,5,304
Maijdi Court,1962,6,428
Maijdi Court,1962,7,848
Maijdi Court,1962,8,687
Maijdi Court,1962,9,226
Maijdi Court,1962,10,421
Maijdi Court,1962,11,0
Maijdi Court,1962,12,0
Maijdi Court,1963,1,0
Maijdi Court,1963,2,0
Maijdi Court,1963,3,17
Maijdi Court,1963,4,80
Maijdi Court,1963,5,291
Maijdi Court,1963,6,521
Maijdi Court,1963,7,583
Maijdi Court,1963,8,639
Maijdi Court,1963,10,455
Maijdi Court,1963,11,0
Maijdi Court,1963,12,0
Maijdi Court,1964,1,15
Maijdi Court,1964,2,80
Maijdi Court,1964,3,0
Maijdi Court,1964,4,145
Maijdi Court,1964,5,217
Maijdi Court,1964,6,485
Maijdi Court,1964,7,883
Maijdi Court,1964,8,633
Maijdi Court,1964,9,324
Maijdi Court,1964,10,414
Maijdi Court,1964,11,98
Maijdi Court,1964,12,0
Maijdi Court,1965,1,0
Maijdi Court,1965,2,23
Maijdi Court,1965,3,0
Maijdi Court,1965,4,18
Maijdi Court,1965,5,264
Maijdi Court,1965,6,408
Maijdi Court,1965,7,742
Maijdi Court,1965,8,802
Maijdi Court,1965,9,298
Maijdi Court,1965,10,109
Maijdi Court,1965,11,20
Maijdi Court,1965,12,0
Maijdi Court,1966,1,0
Maijdi Court,1966,2,0
Maijdi Court,1966,3,51
Maijdi Court,1966,4,74
Maijdi Court,1966,5,177
Maijdi Court,1966,6,580
Maijdi Court,1966,7,516
Maijdi Court,1966,9,764
Maijdi Court,1966,10,218
Maijdi Court,1966,11,43
Maijdi Court,1966,12,83
Maijdi Court,1967,1,16
Maijdi Court,1967,2,0
Maijdi Court,1967,3,67
Maijdi Court,1967,4,160
Maijdi Court,1967,5,273
Maijdi Court,1967,6,372
Maijdi Court,1967,7,545
Maijdi Court,1967,8,487
Maijdi Court,1967,9,669
Maijdi Court,1967,10,327
Maijdi Court,1967,11,0
Maijdi Court,1967,12,0
Maijdi Court,1968,1,0
Maijdi Court,1968,2,4
Maijdi Court,1968,3,65
Maijdi Court,1968,4,62
Maijdi Court,1968,5,365
Maijdi Court,1968,6,1145
Maijdi Court,1968,7,584
Maijdi Court,1968,8,738
Maijdi Court,1968,9,293
Maijdi Court,1968,10,51
Maijdi Court,1968,11,4
Maijdi Court,1968,12,0
Maijdi Court,1969,1,0
Maijdi Court,1969,2,0
Maijdi Court,1969,3,124
Maijdi Court,1969,4,138
Maijdi Court,1969,5,333
Maijdi Court,1969,6,800
Maijdi Court,1969,7,485
Maijdi Court,1969,8,901
Maijdi Court,1969,9,236
Maijdi Court,1969,10,46
Maijdi Court,1969,11,16
Maijdi Court,1969,12,0
Maijdi Court,1970,1,16
Maijdi Court,1970,2,65
Maijdi Court,1970,3,5
Maijdi Court,1970,4,217
Maijdi Court,1970,5,127
Maijdi Court,1970,6,574
Maijdi Court,1970,7,692
Maijdi Court,1970,8,696
Maijdi Court,1970,9,554
Maijdi Court,1970,10,569
Maijdi Court,1970,11,151
Maijdi Court,1970,12,0
Maijdi Court,1971,1,0
Maijdi Court,1971,2,0
Maijdi Court,1971,3,0
Maijdi Court,1971,5,282
Maijdi Court,1971,6,615
Maijdi Court,1971,7,793
Maijdi Court,1971,8,870
Maijdi Court,1971,9,425
Maijdi Court,1971,10,230
Maijdi Court,1971,11,172
Maijdi Court,1971,12,0
Maijdi Court,1972,2,59
Maijdi Court,1972,3,10
Maijdi Court,1972,4,46
Maijdi Court,1972,5,123
Maijdi Court,1972,6,470
Maijdi Court,1972,7,454
Maijdi Court,1972,8,722
Maijdi Court,1972,9,73
Maijdi Court,1972,10,88
Maijdi Court,1972,11,6
Maijdi Court,1972,12,0
Maijdi Court,1973,1,0
Maijdi Court,1973,2,4
Maijdi Court,1973,3,89
Maijdi Court,1973,4,85
Maijdi Court,1973,5,470
Maijdi Court,1973,6,428
Maijdi Court,1973,7,570
Maijdi Court,1973,8,566
Maijdi Court,1973,9,327
Maijdi Court,1973,10,71
Maijdi Court,1973,11,187
Maijdi Court,1973,12,79
Maijdi Court,1974,1,10
Maijdi Court,1974,2,0
Maijdi Court,1974,3,76
Maijdi Court,1974,4,10
Maijdi Court,1974,5,138
Maijdi Court,1974,6,797
Maijdi Court,1974,7,780
Maijdi Court,1974,8,384
Maijdi Court,1974,9,379
Maijdi Court,1974,10,181
Maijdi Court,1974,11,66
Maijdi Court,1974,12,0
Maijdi Court,1975,1,0
Maijdi Court,1975,2,0
Maijdi Court,1975,3,0
Maijdi Court,1975,4,108
Maijdi Court,1975,5,244
Maijdi Court,1975,6,289
Maijdi Court,1975,7,903
Maijdi Court,1975,8,238
Maijdi Court,1975,9,371
Maijdi Court,1975,10,599
Maijdi Court,1975,11,119
Maijdi Court,1975,12,0
Maijdi Court,1978,3,0
Maijdi Court,1978,4,39
Maijdi Court,1978,5,408
Maijdi Court,1978,6,84
Maijdi Court,1979,1,3
Maijdi Court,1979,2,5
Maijdi Court,1979,3,65
Maijdi Court,1979,4,50
Maijdi Court,1979,5,79
Maijdi Court,1979,6,540
Maijdi Court,1979,7,639
Maijdi Court,1979,8,525
Maijdi Court,1979,9,340
Maijdi Court,1979,10,8
Maijdi Court,1979,11,60
Maijdi Court,1979,12,26
Maijdi Court,1980,1,0
Maijdi Court,1980,2,61
Maijdi Court,1980,3,71
Maijdi Court,1980,4,45
Maijdi Court,1980,5,554
Maijdi Court,1980,6,267
Maijdi Court,1980,7,784
Maijdi Court,1980,8,376
Maijdi Court,1980,9,273
Maijdi Court,1980,10,186
Maijdi Court,1980,11,1
Maijdi Court,1980,12,2
Maijdi Court,1981,1,108
Maijdi Court,1981,2,4
Maijdi Court,1981,3,77
Maijdi Court,1981,4,265
Maijdi Court,1981,5,488
Maijdi Court,1981,6,529
Maijdi Court,1981,7,1043
Maijdi Court,1981,8,717
Maijdi Court,1981,9,328
Maijdi Court,1981,10,27
Maijdi Court,1981,11,0
Maijdi Court,1981,12,24
Maijdi Court,1982,1,0
Maijdi Court,1982,2,54
Maijdi Court,1982,3,9
Maijdi Court,1982,4,275
Maijdi Court,1982,5,67
Maijdi Court,1982,6,797
Maijdi Court,1982,7,852
Maijdi Court,1982,8,1033
Maijdi Court,1982,9,435
Maijdi Court,1982,10,46
Maijdi Court,1982,11,18
Maijdi Court,1982,12,5
Maijdi Court,1983,1,54
Maijdi Court,1983,2,42
Maijdi Court,1983,3,93
Maijdi Court,1983,4,272
Maijdi Court,1983,5,444
Maijdi Court,1983,6,407
Maijdi Court,1983,7,1512
Maijdi Court,1983,8,1302
Maijdi Court,1983,9,105
Maijdi Court,1983,10,81
Maijdi Court,1983,11,5
Maijdi Court,1983,12,7
Maijdi Court,1984,1,0
Maijdi Court,1984,2,0
Maijdi Court,1984,3,0
Maijdi Court,1984,4,0
Maijdi Court,1984,5,657
Maijdi Court,1984,6,957
Maijdi Court,1984,7,1390
Maijdi Court,1984,8,1223
Maijdi Court,1984,9,440
Maijdi Court,1984,10,132
Maijdi Court,1984,11,0
Maijdi Court,1984,12,0
Maijdi Court,1985,1,0
Maijdi Court,1985,2,0
Maijdi Court,1985,3,64
Maijdi Court,1985,4,36
Maijdi Court,1985,5,367
Maijdi Court,1985,6,525
Maijdi Court,1985,7,548
Maijdi Court,1985,8,780
Maijdi Court,1985,9,339
Maijdi Court,1985,10,49
Maijdi Court,1985,11,9
Maijdi Court,1985,12,0
Maijdi Court,1986,1,8
Maijdi Court,1986,2,0
Maijdi Court,1986,3,32
Maijdi Court,1986,4,163
Maijdi Court,1986,5,358
Maijdi Court,1986,6,615
Maijdi Court,1986,7,635
Maijdi Court,1986,8,397
Maijdi Court,1986,9,508
Maijdi Court,1986,10,80
Maijdi Court,1986,11,184
Maijdi Court,1986,12,0
Maijdi Court,1987,1,1
Maijdi Court,1987,2,0
Maijdi Court,1987,3,80
Maijdi Court,1987,4,350
Maijdi Court,1987,5,110
Maijdi Court,1987,6,222
Maijdi Court,1987,7,1297
Maijdi Court,1987,8,816
Maijdi Court,1987,9,585
Maijdi Court,1987,10,45
Maijdi Court,1987,11,34
Maijdi Court,1987,12,15
Maijdi Court,1988,1,0
Maijdi Court,1988,2,50
Maijdi Court,1988,3,77
Maijdi Court,1988,4,152
Maijdi Court,1988,5,402
Maijdi Court,1988,6,564
Maijdi Court,1988,7,519
Maijdi Court,1988,8,623
Maijdi Court,1988,9,469
Maijdi Court,1988,10,170
Maijdi Court,1988,11,54
Maijdi Court,1988,12,0
Maijdi Court,1989,1,0
Maijdi Court,1989,2,20
Maijdi Court,1989,3,39
Maijdi Court,1989,4,96
Maijdi Court,1989,5,188
Maijdi Court,1989,6,333
Maijdi Court,1989,7,703
Maijdi Court,1989,8,162
Maijdi Court,1989,9,547
Maijdi Court,1989,10,433
Maijdi Court,1989,11,0
Maijdi Court,1989,12,0
Maijdi Court,1990,1,0
Maijdi Court,1990,2,83
Maijdi Court,1990,3,266
Maijdi Court,1990,4,235
Maijdi Court,1990,5,429
Maijdi Court,1990,6,651
Maijdi Court,1990,7,752
Maijdi Court,1990,8,522
Maijdi Court,1990,9,239
Maijdi Court,1990,10,359
Maijdi Court,1990,11,99
Maijdi Court,1990,12,49
Maijdi Court,1991,1,17
Maijdi Court,1991,2,66
Maijdi Court,1991,3,13
Maijdi Court,1991,4,199
Maijdi Court,1991,5,339
Maijdi Court,1991,6,807
Maijdi Court,1991,7,626
Maijdi Court,1991,8,508
Maijdi Court,1991,9,441
Maijdi Court,1991,10,428
Maijdi Court,1991,11,45
Maijdi Court,1991,12,16
Maijdi Court,1992,1,0
Maijdi Court,1992,2,90
Maijdi Court,1992,3,2
Maijdi Court,1992,4,0
Maijdi Court,1992,5,240
Maijdi Court,1992,6,268
Maijdi Court,1992,7,515
Maijdi Court,1992,8,457
Maijdi Court,1992,9,272
Maijdi Court,1992,10,182
Maijdi Court,1992,11,5
Maijdi Court,1992,12,5
Maijdi Court,1993,1,1
Maijdi Court,1993,2,77
Maijdi Court,1993,3,380
Maijdi Court,1993,4,128
Maijdi Court,1993,5,496
Maijdi Court,1993,6,557
Maijdi Court,1993,7,502
Maijdi Court,1993,8,732
Maijdi Court,1993,9,332
Maijdi Court,1993,10,228
Maijdi Court,1993,11,8
Maijdi Court,1993,12,0
Maijdi Court,1994,1,8
Maijdi Court,1994,2,10
Maijdi Court,1994,3,133
Maijdi Court,1994,4,430
Maijdi Court,1994,5,109
Maijdi Court,1994,6,980
Maijdi Court,1994,7,397
Maijdi Court,1994,8,634
Maijdi Court,1994,9,199
Maijdi Court,1994,10,4
Maijdi Court,1994,11,10
Maijdi Court,1994,12,0
Maijdi Court,1995,2,19
Maijdi Court,1995,3,84
Maijdi Court,1995,4,149
Maijdi Court,1995,5,265
Maijdi Court,1995,6,375
Maijdi Court,1995,7,737
Maijdi Court,1995,8,651
Maijdi Court,1995,9,491
Maijdi Court,1995,10,63
Maijdi Court,1995,11,238
Maijdi Court,1995,12,0
Maijdi Court,1996,1,0
Maijdi Court,1996,2,21
Maijdi Court,1996,3,66
Maijdi Court,1996,4,148
Maijdi Court,1996,5,278
Maijdi Court,1996,6,489
Maijdi Court,1996,7,651
Maijdi Court,1996,8,564
Maijdi Court,1996,9,215
Maijdi Court,1996,10,362
Maijdi Court,1996,11,56
Maijdi Court,1996,12,2
Maijdi Court,1997,1,1
Maijdi Court,1997,2,24
Maijdi Court,1997,3,108
Maijdi Court,1997,4,71
Maijdi Court,1997,5,218
Maijdi Court,1997,6,183
Maijdi Court,1997,7,1022
Maijdi Court,1997,8,433
Maijdi Court,1997,9,540
Maijdi Court,1997,10,80
Maijdi Court,1997,11,0
Maijdi Court,1997,12,19
Maijdi Court,1998,1,19
Maijdi Court,1998,2,24
Maijdi Court,1998,3,203
Maijdi Court,1998,4,204
Maijdi Court,1998,5,285
Maijdi Court,1998,6,183
Maijdi Court,1998,7,892
Maijdi Court,1998,8,897
Maijdi Court,1998,9,313
Maijdi Court,1998,10,189
Maijdi Court,1998,11,170
Maijdi Court,1998,12,0
Maijdi Court,1999,1,0
Maijdi Court,1999,2,0
Maijdi Court,1999,3,0
Maijdi Court,1999,4,20
Maijdi Court,1999,5,427
Maijdi Court,1999,6,645
Maijdi Court,1999,7,690
Maijdi Court,1999,8,648
Maijdi Court,1999,9,631
Maijdi Court,1999,10,233
Maijdi Court,1999,11,0
Maijdi Court,1999,12,8
Maijdi Court,2000,1,40
Maijdi Court,2000,2,13
Maijdi Court,2000,3,35
Maijdi Court,2000,4,142
Maijdi Court,2000,5,542
Maijdi Court,2000,6,568
Maijdi Court,2000,7,629
Maijdi Court,2000,8,393
Maijdi Court,2000,9,248
Maijdi Court,2000,10,155
Maijdi Court,2000,11,43
Maijdi Court,2000,12,0
Maijdi Court,2001,1,0
Maijdi Court,2001,2,27
Maijdi Court,2001,3,0
Maijdi Court,2001,4,10
Maijdi Court,2001,5,523
Maijdi Court,2001,6,881
Maijdi Court,2001,7,548
Maijdi Court,2001,8,466
Maijdi Court,2001,9,424
Maijdi Court,2001,10,254
Maijdi Court,2001,11,96
Maijdi Court,2001,12,0
Maijdi Court,2002,1,18
Maijdi Court,2002,2,0
Maijdi Court,2002,3,93
Maijdi Court,2002,4,120
Maijdi Court,2002,5,594
Maijdi Court,2002,6,685
Maijdi Court,2002,7,726
Maijdi Court,2002,8,476
Maijdi Court,2002,9,204
Maijdi Court,2002,10,98
Maijdi Court,2002,11,108
Maijdi Court,2002,12,0
Maijdi Court,2003,1,0
Maijdi Court,2003,2,7
Maijdi Court,2003,3,92
Maijdi Court,2003,4,130
Maijdi Court,2003,5,209
Maijdi Court,2003,6,927
Maijdi Court,2003,7,468
Maijdi Court,2003,8,455
Maijdi Court,2003,9,272
Maijdi Court,2003,10,499
Maijdi Court,2003,11,0
Maijdi Court,2003,12,32
Maijdi Court,2004,1,0
Maijdi Court,2004,2,0
Maijdi Court,2004,3,14
Maijdi Court,2004,4,277
Maijdi Court,2004,5,124
Maijdi Court,2004,6,643
Maijdi Court,2004,7,552
Maijdi Court,2004,8,511
Maijdi Court,2004,9,1008
Maijdi Court,2004,10,316
Maijdi Court,2004,11,0
Maijdi Court,2004,12,0
Maijdi Court,2005,1,25
Maijdi Court,2005,2,0
Maijdi Court,2005,3,153
Maijdi Court,2005,4,67
Maijdi Court,2005,5,214
Maijdi Court,2005,6,463
Maijdi Court,2005,7,724
Maijdi Court,2005,8,626
Maijdi Court,2005,9,226
Maijdi Court,2005,10,332
Maijdi Court,2005,11,0
Maijdi Court,2005,12,3
Maijdi Court,2006,1,0
Maijdi Court,2006,2,0
Maijdi Court,2006,3,2
Maijdi Court,2006,4,61
Maijdi Court,2006,5,507
Maijdi Court,2006,6,435
Maijdi Court,2006,7,479
Maijdi Court,2006,8,382
Maijdi Court,2006,9,633
Maijdi Court,2006,10,28
Maijdi Court,2006,11,20
Maijdi Court,2006,12,0
Maijdi Court,2007,1,0
Maijdi Court,2007,2,77
Maijdi Court,2007,3,9
Maijdi Court,2007,4,139
Maijdi Court,2007,5,376
Maijdi Court,2007,6,483
Maijdi Court,2007,7,762
Maijdi Court,2007,8,353
Maijdi Court,2007,9,759
Maijdi Court,2007,10,451
Maijdi Court,2007,11,105
Maijdi Court,2007,12,0
Maijdi Court,2008,1,27
Maijdi Court,2008,2,16
Maijdi Court,2008,3,68
Maijdi Court,2008,4,14
Maijdi Court,2008,5,202
Maijdi Court,2008,6,516
Maijdi Court,2008,7,980
Maijdi Court,2008,8,504
Maijdi Court,2008,9,250
Maijdi Court,2008,10,426
Maijdi Court,2008,11,1
Maijdi Court,2008,12,0
Maijdi Court,2009,1,0
Maijdi Court,2009,2,2
Maijdi Court,2009,3,6
Maijdi Court,2009,4,121
Maijdi Court,2009,5,386
Maijdi Court,2009,6,380
Maijdi Court,2009,7,864
Maijdi Court,2009,8,471
Maijdi Court,2009,9,244
Maijdi Court,2009,10,280
Maijdi Court,2009,11,54
Maijdi Court,2009,12,0
Maijdi Court,2010,1,0
Maijdi Court,2010,2,2
Maijdi Court,2010,3,2
Maijdi Court,2010,4,12
Maijdi Court,2010,5,293
Maijdi Court,2010,6,933
Maijdi Court,2010,7,409
Maijdi Court,2010,8,500
Maijdi Court,2010,9,301
Maijdi Court,2010,10,521
Maijdi Court,2010,11,10
Maijdi Court,2010,12,19
Maijdi Court,2011,1,0
Maijdi Court,2011,2,6
Maijdi Court,2011,3,24
Maijdi Court,2011,4,61
Maijdi Court,2011,5,358
Maijdi Court,2011,6,794
Maijdi Court,2011,7,791
Maijdi Court,2011,8,691
Maijdi Court,2011,9,392
Maijdi Court,2011,10,117
Maijdi Court,2011,11,0
Maijdi Court,2011,12,0
Maijdi Court,2012,1,6
Maijdi Court,2012,2,0
Maijdi Court,2012,3,44
Maijdi Court,2012,4,267
Maijdi Court,2012,5,286
Maijdi Court,2012,6,483
Maijdi Court,2012,7,431
Maijdi Court,2012,8,442
Maijdi Court,2012,9,322
Maijdi Court,2012,10,156
Maijdi Court,2012,11,29
Maijdi Court,2012,12,0
Maijdi Court,2013,1,0
Maijdi Court,2013,2,8
Maijdi Court,2013,3,4
Maijdi Court,2013,4,65
Maijdi Court,2013,5,671
Maijdi Court,2013,6,658
Maijdi Court,2013,7,482
Maijdi Court,2013,8,583
Maijdi Court,2013,9,355
Maijdi Court,2013,10,218
Maijdi Court,2013,11,0
Maijdi Court,2013,12,0
Maijdi Court,2014,1,0
Maijdi Court,2014,2,20
Maijdi Court,2014,3,58
Maijdi Court,2014,4,42
Maijdi Court,2014,5,215
Maijdi Court,2014,6,710
Maijdi Court,2014,7,557
Maijdi Court,2014,8,667
Maijdi Court,2014,9,434
Maijdi Court,2014,10,108
Maijdi Court,2014,11,2
Maijdi Court,2014,12,0
Maijdi Court,2015,1,1
Maijdi Court,2015,2,3
Maijdi Court,2015,3,32
Maijdi Court,2015,4,174
Maijdi Court,2015,5,117
Maijdi Court,2015,6,693
Maijdi Court,2015,7,978
Maijdi Court,2015,8,464
Maijdi Court,2015,9,571
Maijdi Court,2015,10,165
Maijdi Court,2015,11,0
Maijdi Court,2015,12,11
Maijdi Court,2016,1,2
Maijdi Court,2016,2,32
Maijdi Court,2016,3,83
Maijdi Court,2016,4,63
Maijdi Court,2016,5,467
Maijdi Court,2016,6,304
Maijdi Court,2016,7,564
Maijdi Court,2016,8,528
Maijdi Court,2016,9,340
Maijdi Court,2016,10,285
Maijdi Court,2016,11,170
Maijdi Court,2016,12,0
Maijdi Court,2017,1,0
Maijdi Court,2017,2,36
Maijdi Court,2017,3,194
Maijdi Court,2017,4,318
Maijdi Court,2017,5,288
Maijdi Court,2017,6,522
Maijdi Court,2017,7,994
Maijdi Court,2017,8,606
Maijdi Court,2017,9,439
Maijdi Court,2017,10,415
Maijdi Court,2017,11,13
Maijdi Court,2017,12,77
Maijdi Court,2018,1,0
Maijdi Court,2018,2,2
Maijdi Court,2018,3,1
Maijdi Court,2018,4,162
Maijdi Court,2018,5,406
Maijdi Court,2018,6,519
Maijdi Court,2018,7,705
Maijdi Court,2018,8,327
Maijdi Court,2018,9,164
Maijdi Court,2018,10,101
Maijdi Court,2018,11,0
Maijdi Court,2018,12,1
Maijdi Court,2019,1,0
Maijdi Court,2019,2,64
Maijdi Court,2019,3,45
Maijdi Court,2019,4,134
Maijdi Court,2019,5,291
Maijdi Court,2019,6,266
Maijdi Court,2019,7,729
Maijdi Court,2019,8,474
Maijdi Court,2019,9,423
Maijdi Court,2019,10,243
Maijdi Court,2019,11,201
Maijdi Court,2019,12,4
Maijdi Court,2020,1,82
Maijdi Court,2020,2,4
Maijdi Court,2020,3,9
Maijdi Court,2020,4,201
Maijdi Court,2020,5,219
Maijdi Court,2020,6,492
Maijdi Court,2020,7,742
Maijdi Court,2020,8,547
Maijdi Court,2020,9,335
Maijdi Court,2020,10,420
Maijdi Court,2020,11,47
Maijdi Court,2020,12,0
Maijdi Court,2021,1,0
Maijdi Court,2021,2,0
Maijdi Court,2021,3,0
Maijdi Court,2021,4,6
Maijdi Court,2021,5,158
Maijdi Court,2021,6,717
Maijdi Court,2021,7,468
Maijdi Court,2021,8,436
Maijdi Court,2021,9,233
Maijdi Court,2021,10,212
Maijdi Court,2021,11,0
Maijdi Court,2021,12,92
Maijdi Court,2022,1,20
Maijdi Court,2022,2,10
Maijdi Court,2022,3,0
Maijdi Court,2022,4,99
Maijdi Court,2022,5,330
Maijdi Court,2022,6,334
Maijdi Court,2022,7,205
Maijdi Court,2022,8,314
Maijdi Court,2022,9,239
Maijdi Court,2022,10,352
Maijdi Court,2022,11,0
Maijdi Court,2022,12,0
Maijdi Court,2023,1,0
Maijdi Court,2023,2,0
Maijdi Court,2023,3,88
Maijdi Court,2023,4,13
Maijdi Court,2023,5,178
Maijdi Court,2023,6,431
Maijdi Court,2023,7,241
Maijdi Court,2023,8,525
Maijdi Court,2023,9,437
Maijdi Court,2023,10,202
Maijdi Court,2023,11,124
Maijdi Court,2023,12,22
Maijdi Court,2024,1,4
Maijdi Court,2024,2,30
Maijdi Court,2024,3,62
Maijdi Court,2024,4,23
Maijdi Court,2024,5,411
Maijdi Court,2024,6,322
Maijdi Court,2024,7,465
Maijdi Court,2024,8,1646
Maijdi Court,2024,9,532
Maijdi Court,2024,10,327
Maijdi Court,2024,11,5
Maijdi Court,2024,12,0
Mawa,2023,7,2
Mongla,1991,1,29
Mongla,1991,2,29
Mongla,1991,3,20
Mongla,1991,4,88
Mongla,1991,5,91
Mongla,1991,6,419
Mongla,1991,7,395
Mongla,1991,8,298
Mongla,1991,9,323
Mongla,1991,10,259
Mongla,1991,11,4
Mongla,1991,12,2
Mongla,1992,1,8
Mongla,1992,2,108
Mongla,1992,3,0
Mongla,1992,4,4
Mongla,1992,5,118
Mongla,1992,6,174
Mongla,1992,7,350
Mongla,1992,8,243
Mongla,1992,9,170
Mongla,1992,10,55
Mongla,1992,11,2
Mongla,1992,12,0
Mongla,1993,1,9
Mongla,1993,2,21
Mongla,1993,3,167
Mongla,1993,4,72
Mongla,1993,5,186
Mongla,1993,6,424
Mongla,1993,7,225
Mongla,1993,8,379
Mongla,1993,9,243
Mongla,1993,10,91
Mongla,1993,11,36
Mongla,1993,12,0
Mongla,1994,1,4
Mongla,1994,2,18
Mongla,1994,3,40
Mongla,1994,4,149
Mongla,1994,5,139
Mongla,1994,6,344
Mongla,1994,7,278
Mongla,1994,8,380
Mongla,1994,9,123
Mongla,1994,10,130
Mongla,1994,11,3
Mongla,1994,12,0
Mongla,1995,1,4
Mongla,1995,2,70
Mongla,1995,3,11
Mongla,1995,4,9
Mongla,1995,5,208
Mongla,1995,6,304
Mongla,1995,7,244
Mongla,1995,8,268
Mongla,1995,9,302
Mongla,1995,10,148
Mongla,1995,11,229
Mongla,1995,12,0
Mongla,1996,1,2
Mongla,1996,2,22
Mongla,1996,3,24
Mongla,1996,4,47
Mongla,1996,5,119
Mongla,1996,6,453
Mongla,1996,7,386
Mongla,1996,8,357
Mongla,1996,9,133
Mongla,1996,10,274
Mongla,1996,11,1
Mongla,1996,12,0
Mongla,1997,1,2
Mongla,1997,2,70
Mongla,1997,3,123
Mongla,1997,4,131
Mongla,1997,5,214
Mongla,1997,6,233
Mongla,1997,7,478
Mongla,1997,8,355
Mongla,1997,9,591
Mongla,1997,10,12
Mongla,1997,11,0
Mongla,1997,12,14
Mongla,1998,1,29
Mongla,1998,2,65
Mongla,1998,3,149
Mongla,1998,4,97
Mongla,1998,5,234
Mongla,1998,6,229
Mongla,1998,7,294
Mongla,1998,8,443
Mongla,1998,9,553
Mongla,1998,10,110
Mongla,1998,11,207
Mongla,1998,12,0
Mongla,1999,1,1
Mongla,1999,2,0
Mongla,1999,3,0
Mongla,1999,4,25
Mongla,1999,5,202
Mongla,1999,6,262
Mongla,1999,7,435
Mongla,1999,8,442
Mongla,1999,9,479
Mongla,1999,10,321
Mongla,1999,11,12
Mongla,1999,12,0
Mongla,2000,1,28
Mongla,2000,2,9
Mongla,2000,3,15
Mongla,2000,4,134
Mongla,2000,5,283
Mongla,2000,6,309
Mongla,2000,7,356
Mongla,2000,8,209
Mongla,2000,9,327
Mongla,2000,10,124
Mongla,2000,11,5
Mongla,2000,12,0
Mongla,2001,1,1
Mongla,2001,2,19
Mongla,2001,3,6
Mongla,2001,4,22
Mongla,2001,5,301
Mongla,2001,6,539
Mongla,2001,7,445
Mongla,2001,8,136
Mongla,2001,9,181
Mongla,2001,10,251
Mongla,2001,11,53
Mongla,2001,12,0
Mongla,2002,1,13
Mongla,2002,2,5
Mongla,2002,3,32
Mongla,2002,4,74
Mongla,2002,5,206
Mongla,2002,6,983
Mongla,2002,7,389
Mongla,2002,8,441
Mongla,2002,9,492
Mongla,2002,10,62
Mongla,2002,11,89
Mongla,2002,12,0
Mongla,2003,1,0
Mongla,2003,2,2
Mongla,2003,3,175
Mongla,2003,4,41
Mongla,2003,5,127
Mongla,2003,6,351
Mongla,2003,7,284
Mongla,2003,8,229
Mongla,2003,9,188
Mongla,2003,10,263
Mongla,2003,11,0
Mongla,2003,12,28
Mongla,2004,1,0
Mongla,2004,2,0
Mongla,2004,3,7
Mongla,2004,4,95
Mongla,2004,5,109
Mongla,2004,6,293
Mongla,2004,7,280
Mongla,2004,8,336
Mongla,2004,9,506
Mongla,2004,10,274
Mongla,2004,11,3
Mongla,2004,12,0
Mongla,2005,1,28
Mongla,2005,2,0
Mongla,2005,3,93
Mongla,2005,4,25
Mongla,2005,5,238
Mongla,2005,6,342
Mongla,2005,7,633
Mongla,2005,8,264
Mongla,2005,9,391
Mongla,2005,10,390
Mongla,2005,11,1
Mongla,2005,12,1
Mongla,2006,1,0
Mongla,2006,2,0
Mongla,2006,3,14
Mongla,2006,4,9
Mongla,2006,5,243
Mongla,2006,6,255
Mongla,2006,7,462
Mongla,2006,8,318
Mongla,2006,9,390
Mongla,2006,10,48
Mongla,2006,11,6
Mongla,2006,12,0
Mongla,2007,1,2
Mongla,2007,2,71
