Station_Name,Year,Month,Thunderstorm,Lightning
Cox's Bazar,2017,9,22,1
Cox's Bazar,2017,10,17,2
Cox's Bazar,2017,11,0,1
Cox's Bazar,2017,12,0,0
Cox's Bazar,2018,1,0,0
Cox's Bazar,2018,2,0,0
Cox's Bazar,2018,3,0,0
Cox's Bazar,2018,4,6,0
Cox's Bazar,2018,5,26,0
Cox's Bazar,2018,6,21,0
Cox's Bazar,2018,7,0,0
Cox's Bazar,2018,8,2,0
Cox's Bazar,2018,9,12,0
Cox's Bazar,2018,10,5,0
Cox's Bazar,2018,11,0,0
Cox's Bazar,2018,12,0,0
Cox's Bazar,2019,1,0,0
Cox's Bazar,2019,2,1,0
Cox's Bazar,2019,3,0,0
Cox's Bazar,2019,4,10,0
Cox's Bazar,2019,5,11,0
Cox's Bazar,2019,6,7,0
Cox's Bazar,2019,7,1,0
Cox's Bazar,2019,8,17,0
Cox's Bazar,2019,9,23,0
Cox's Bazar,2019,10,17,0
Cox's Bazar,2019,11,2,0
Cox's Bazar,2019,12,1,0
Cox's Bazar,2020,1,0,0
Cox's Bazar,2020,2,0,0
Cox's Bazar,2020,3,0,0
Cox's Bazar,2020,4,16,0
Cox's Bazar,2020,5,6,0
Cox's Bazar,2020,6,7,0
Cox's Bazar,2020,7,0,0
Cox's Bazar,2020,8,3,0
Cox's Bazar,2020,9,5,0
Cox's Bazar,2020,10,3,1
Cox's Bazar,2020,11,0,0
Cox's Bazar,2020,12,0,0
Cox's Bazar,2021,1,0,0
Cox's Bazar,2021,2,0,0
Cox's Bazar,2021,3,0,0
Cox's Bazar,2021,4,4,0
Cox's Bazar,2021,5,12,0
Cox's Bazar,2021,6,16,0
Cox's Bazar,2021,7,0,0
Cox's Bazar,2021,8,3,0
Cox's Bazar,2021,9,10,0
Cox's Bazar,2021,10,10,0
Cox's Bazar,2021,11,0,0
Cox's Bazar,2021,12,0,0
Cox's Bazar,2022,1,0,0
Cox's Bazar,2022,2,0,0
Cox's Bazar,2022,3,0,0
Cox's Bazar,2022,4,2,0
Cox's Bazar,2022,5,14,0
Cox's Bazar,2022,6,10,0
Cox's Bazar,2022,7,2,0
Cox's Bazar,2022,8,1,0
Cox's Bazar,2022,9,2,1
Cox's Bazar,2022,10,2,0
Cox's Bazar,2022,11,0,0
Cox's Bazar,2022,12,0,0
Cox's Bazar,2023,1,0,0
Cox's Bazar,2023,2,0,0
Cox's Bazar,2023,3,3,0
Cox's Bazar,2023,4,7,0
Cox's Bazar,2023,5,9,0
Cox's Bazar,2023,6,11,0
Cox's Bazar,2023,7,0,0
Cox's Bazar,2023,8,3,0
Cox's Bazar,2023,9,1,0
Cox's Bazar,2023,10,0,0
Cox's Bazar,2023,11,0,0
Cox's Bazar,2023,12,0,0
Cox's Bazar,2024,1,0,0
Cox's Bazar,2024,2,0,0
Cox's Bazar,2024,3,2,0
Cox's Bazar,2024,4,0,0
Cox's Bazar,2024,5,24,0
Cox's Bazar,2024,6,16,0
Dhaka,2015,1,3,0
Dhaka,2015,2,10,1
Dhaka,2015,3,8,0
Dhaka,2015,4,40,8
Dhaka,2015,5,27,1
Dhaka,2015,6,27,3
Dhaka,2015,7,25,3
Dhaka,2015,8,31,9
Dhaka,2015,9,35,6
Dhaka,2015,10,19,2
Dhaka,2015,11,0,0
Dhaka,2015,12,2,0
Dhaka,2016,1,0,0
Dhaka,2016,2,3,2
Dhaka,2016,3,24,1
Dhaka,2016,4,13,5
Dhaka,2016,5,49,7
Dhaka,2016,6,27,7
Dhaka,2016,7,18,2
Dhaka,2016,8,21,11
Dhaka,2016,9,24,10
Dhaka,2016,10,15,5
Dhaka,2016,11,4,1
Dhaka,2016,12,0,0
Dhaka,2017,1,0,0
Dhaka,2017,2,0,0
Dhaka,2017,3,29,5
Dhaka,2017,4,45,5
Dhaka,2017,5,29,1
Dhaka,2017,6,32,2
Dhaka,2017,7,39,4
Dhaka,2017,8,47,10
Dhaka,2017,9,37,7
Dhaka,2017,10,16,2
Dhaka,2017,11,0,0
Dhaka,2017,12,0,0
Dhaka,2018,1,0,0
Dhaka,2018,2,6,0
Dhaka,2018,3,6,1
Dhaka,2018,4,62,8
Dhaka,2018,5,56,3
Dhaka,2018,6,47,5
Dhaka,2018,7,24,1
Dhaka,2018,8,19,4
Dhaka,2018,9,25,3
Dhaka,2018,10,0,0
Dhaka,2018,11,0,0
Dhaka,2018,12,1,0
Dhaka,2019,1,0,0
Dhaka,2019,2,20,0
Dhaka,2019,3,15,2
Dhaka,2019,4,40,0
Dhaka,2019,5,34,3
Dhaka,2019,6,53,5
Dhaka,2019,7,38,2
Dhaka,2019,8,4,2
Dhaka,2019,9,30,2
Dhaka,2019,10,17,1
Dhaka,2019,11,0,0
Dhaka,2019,12,0,0
Dhaka,2020,1,2,0
Dhaka,2020,2,0,0
Dhaka,2020,3,12,0
Dhaka,2020,4,40,8
Dhaka,2020,5,48,2
Dhaka,2020,6,34,3
Dhaka,2020,7,30,2
Dhaka,2020,8,12,4
Dhaka,2020,9,29,4
Dhaka,2020,10,40,4
Dhaka,2020,11,3,0
Dhaka,2020,12,0,0
Dhaka,2021,1,0,0
Dhaka,2021,2,0,0
Dhaka,2021,3,4,0
Dhaka,2021,4,15,0
Dhaka,2021,5,36,2
Dhaka,2021,6,33,2
Dhaka,2021,7,21,0
Dhaka,2021,8,34,1
Dhaka,2021,9,39,8
Dhaka,2021,10,20,3
Dhaka,2021,11,0,0
Dhaka,2021,12,0,0
Dhaka,2022,1,0,0
Dhaka,2022,2,7,0
Dhaka,2022,3,0,0
Dhaka,2022,4,13,0
Dhaka,2022,5,30,0
Dhaka,2022,6,23,11
Dhaka,2022,7,11,5
Dhaka,2022,8,8,1
Dhaka,2022,9,33,2
Dhaka,2022,10,9,2
Dhaka,2022,11,0,0
Dhaka,2022,12,2,0
Dhaka,2023,1,0,0
Dhaka,2023,2,0,0
Dhaka,2023,3,16,2
Dhaka,2023,4,18,0
Dhaka,2023,5,31,2
Dhaka,2023,6,30,0
Dhaka,2023,7,14,2
Dhaka,2023,8,27,0
Dhaka,2023,9,34,3
Dhaka,2023,10,14,0
Dhaka,2023,11,0,0
Dhaka,2023,12,0,0
Dhaka,2024,1,0,0
Dhaka,2024,2,0,0
Dhaka,2024,3,18,0
Dhaka,2024,4,6,1
Dhaka,2024,5,22,4
Dhaka,2024,6,26,3
Dhaka,2024,7,16,0
Dinajpur,2015,1,0,0
Dinajpur,2015,2,8,0
Dinajpur,2015,3,2,0
Dinajpur,2015,4,0,0
Dinajpur,2015,5,28,2
Dinajpur,2015,6,29,2
Dinajpur,2015,7,,4
Dinajpur,2015,8,,3
Dinajpur,2015,9,,0
Dinajpur,2015,10,,2
Dinajpur,2015,11,,0
Dinajpur,2015,12,,0
Dinajpur,2016,1,0,0
Dinajpur,2016,2,1,0
Dinajpur,2016,3,12,1
Dinajpur,2016,4,4,0
Dinajpur,2016,5,51,2
Dinajpur,2016,6,21,0
Dinajpur,2016,7,9,0
Dinajpur,2016,8,16,2
Dinajpur,2016,9,48,2
Dinajpur,2016,10,8,0
Dinajpur,2016,11,0,0
Dinajpur,2016,12,3,0
Dinajpur,2017,1,5,0
Dinajpur,2017,2,0,0
Dinajpur,2017,3,17,0
Dinajpur,2017,4,40,0
Dinajpur,2017,5,56,2
Dinajpur,2017,6,35,5
Dinajpur,2017,7,38,3
Dinajpur,2017,8,24,2
Dinajpur,2017,9,26,1
Dinajpur,2017,10,12,0
Dinajpur,2017,11,0,0
Dinajpur,2017,12,0,0
Dinajpur,2018,1,0,0
Dinajpur,2018,2,0,0
Dinajpur,2018,3,7,0
Dinajpur,2018,4,48,0
Dinajpur,2018,5,45,0
Dinajpur,2018,6,30,0
Dinajpur,2018,7,12,1
Dinajpur,2018,8,19,1
Dinajpur,2018,9,9,1
Dinajpur,2018,10,0,0
Dinajpur,2018,11,0,0
Dinajpur,2018,12,0,0
Dinajpur,2019,1,0,0
Dinajpur,2019,2,8,0
Dinajpur,2019,3,2,1
Dinajpur,2019,4,22,0
Dinajpur,2019,5,14,5
Dinajpur,2019,6,34,0
Dinajpur,2019,7,21,1
Dinajpur,2019,8,15,0
Dinajpur,2019,9,40,0
Dinajpur,2019,10,5,0
Dinajpur,2019,11,0,0
Dinajpur,2019,12,0,0
Dinajpur,2020,1,0,0
Dinajpur,2020,2,8,0
Dinajpur,2020,3,2,0
Dinajpur,2020,4,22,0
Dinajpur,2020,5,14,1
Dinajpur,2020,6,34,0
Dinajpur,2020,7,21,1
Dinajpur,2020,8,15,1
Dinajpur,2020,9,40,0
Dinajpur,2020,10,5,0
Dinajpur,2020,11,0,0
Dinajpur,2020,12,0,0
Dinajpur,2021,1,0,0
Dinajpur,2021,2,0,0
Dinajpur,2021,3,6,0
Dinajpur,2021,4,17,0
Dinajpur,2021,5,30,0
Dinajpur,2021,6,32,1
Dinajpur,2021,7,59,0
Dinajpur,2021,8,6,0
Dinajpur,2021,9,64,0
Dinajpur,2021,10,11,0
Dinajpur,2021,11,0,0
Dinajpur,2021,12,0,0
Dinajpur,2022,1,0,0
Dinajpur,2022,2,0,0
Dinajpur,2022,3,0,0
Dinajpur,2022,4,10,1
Dinajpur,2022,5,33,0
Dinajpur,2022,6,20,0
Dinajpur,2022,7,13,0
Dinajpur,2022,8,22,0
Dinajpur,2022,9,15,0
Dinajpur,2022,10,10,0
Dinajpur,2022,11,0,0
Dinajpur,2022,12,0,0
Dinajpur,2023,1,4,0
Dinajpur,2023,2,7,0
Dinajpur,2023,3,0,0
Dinajpur,2023,4,8,0
Dinajpur,2023,5,28,0
Dinajpur,2023,6,45,0
Dinajpur,2023,7,22,0
Dinajpur,2023,8,24,0
Dinajpur,2023,9,7,0
Dinajpur,2023,10,2,0
Dinajpur,2023,11,0,0
Dinajpur,2023,12,0,0
Dinajpur,2024,1,0,
Dinajpur,2024,2,0,
Dinajpur,2024,3,6,
Dinajpur,2024,4,4,
Dinajpur,2024,5,10,
Dinajpur,2024,6,12,
Dinajpur,2024,7,14,
Dinajpur,2024,8,5,
Dinajpur,2024,9,15,
Dinajpur,2024,10,5,
Dinajpur,2024,11,0,
Dinajpur,2024,12,0,
Faridpur,2015,1,0,0
Faridpur,2015,2,1,0
Faridpur,2015,3,13,0
Faridpur,2015,4,2,1
Faridpur,2015,5,28,0
Faridpur,2015,6,81,0
Faridpur,2015,7,30,2
Faridpur,2015,8,,2
Faridpur,2015,9,,3
Faridpur,2015,10,,1
Faridpur,2015,11,,0
Faridpur,2015,12,,0
Faridpur,2016,1,0,0
Faridpur,2016,2,8,0
Faridpur,2016,3,14,1
Faridpur,2016,4,14,3
Faridpur,2016,5,44,2
Faridpur,2016,6,34,4
Faridpur,2016,7,23,4
Faridpur,2016,8,15,2
Faridpur,2016,9,39,2
Faridpur,2016,10,9,2
Faridpur,2016,11,5,0
Faridpur,2016,12,0,0
Faridpur,2017,1,0,0
Faridpur,2017,2,0,0
Faridpur,2017,3,22,1
Faridpur,2017,4,36,4
Faridpur,2017,5,30,1
Faridpur,2017,6,47,3
Faridpur,2017,7,33,1
Faridpur,2017,8,44,1
Faridpur,2017,9,42,1
Faridpur,2017,10,8,0
Faridpur,2017,11,0,0
Faridpur,2017,12,0,0
Faridpur,2018,1,0,0
Faridpur,2018,2,3,0
Faridpur,2018,3,8,0
Faridpur,2018,4,66,2
Faridpur,2018,5,66,4
Faridpur,2018,6,34,7
Faridpur,2018,7,37,0
Faridpur,2018,8,13,1
Faridpur,2018,9,32,0
Faridpur,2018,10,0,0
Faridpur,2018,11,5,0
Faridpur,2018,12,0,0
Faridpur,2019,1,0,0
Faridpur,2019,2,28,0
Faridpur,2019,3,16,1
Faridpur,2019,4,26,2
Faridpur,2019,5,26,3
Faridpur,2019,6,30,0
Faridpur,2019,7,32,0
Faridpur,2019,8,11,2
Faridpur,2019,9,18,0
Faridpur,2019,10,15,0
Faridpur,2019,11,0,0
Faridpur,2019,12,0,0
Faridpur,2020,1,0,0
Faridpur,2020,2,28,0
Faridpur,2020,3,15,1
Faridpur,2020,4,25,3
Faridpur,2020,5,26,2
Faridpur,2020,6,30,1
Faridpur,2020,7,32,0
Faridpur,2020,8,11,0
Faridpur,2020,9,18,1
Faridpur,2020,10,15,2
Faridpur,2020,11,0,0
Faridpur,2020,12,0,0
Faridpur,2021,1,0,0
Faridpur,2021,2,1,0
Faridpur,2021,3,12,0
Faridpur,2021,4,49,0
Faridpur,2021,5,50,0
Faridpur,2021,6,51,0
Faridpur,2021,7,26,0
Faridpur,2021,8,8,1
Faridpur,2021,9,18,1
Faridpur,2021,10,17,2
Faridpur,2021,11,1,0
Faridpur,2021,12,0,0
Faridpur,2022,1,0,0
Faridpur,2022,2,0,0
Faridpur,2022,3,4,0
Faridpur,2022,4,4,0
Faridpur,2022,5,52,0
Faridpur,2022,6,32,2
Faridpur,2022,7,23,0
Faridpur,2022,8,34,1
Faridpur,2022,9,19,1
Faridpur,2022,10,17,2
Faridpur,2022,11,0,0
Faridpur,2022,12,0,0
Faridpur,2023,1,1,0
Faridpur,2023,2,7,0
Faridpur,2023,3,0,1
Faridpur,2023,4,16,0
Faridpur,2023,5,44,2
Faridpur,2023,6,26,1
Faridpur,2023,7,5,0
Faridpur,2023,8,13,0
Faridpur,2023,9,22,3
Faridpur,2023,10,20,0
Faridpur,2023,11,0,0
Faridpur,2023,12,0,0
Faridpur,2024,1,0,0
Faridpur,2024,2,0,0
Faridpur,2024,3,12,0
Faridpur,2024,4,12,0
Faridpur,2024,5,34,0
Faridpur,2024,6,18,1
Faridpur,2024,7,13,
Faridpur,2024,8,10,
Faridpur,2024,9,29,
Faridpur,2024,10,15,
Faridpur,2024,11,0,
Faridpur,2024,12,0,
Feni,2015,1,0,0
Feni,2015,2,0,0
Feni,2015,3,0,0
Feni,2015,4,22,0
Feni,2015,5,15,0
Feni,2015,6,13,0
Feni,2015,7,0,0
Feni,2015,8,3,0
Feni,2015,9,1,2
Feni,2015,10,5,0
Feni,2015,11,0,0
Feni,2015,12,0,0
Feni,2016,1,0,0
Feni,2016,2,2,0
Feni,2016,3,9,0
Feni,2016,4,3,0
Feni,2016,5,24,0
Feni,2016,6,22,0
Feni,2016,7,5,1
Feni,2016,8,17,0
Feni,2016,9,6,1
Feni,2016,10,7,3
Feni,2016,11,2,0
Feni,2016,12,0,0
Feni,2017,1,0,0
Feni,2017,2,0,0
Feni,2017,3,8,0
Feni,2017,4,30,0
Feni,2017,5,7,0
Feni,2017,6,19,1
Feni,2017,7,0,0
Feni,2017,8,7,0
Feni,2017,9,9,1
Feni,2017,10,0,2
Feni,2017,11,0,0
Feni,2017,12,0,0
Feni,2018,1,0,0
Feni,2018,2,4,0
Feni,2018,3,4,0
Feni,2018,4,12,0
Feni,2018,5,39,2
Feni,2018,6,10,2
Feni,2018,7,2,0
Feni,2018,8,5,0
Feni,2018,9,6,0
Feni,2018,10,0,0
Feni,2018,11,0,0
Feni,2018,12,0,0
Feni,2019,1,0,0
Feni,2019,2,14,0
Feni,2019,3,6,0
Feni,2019,4,14,1
Feni,2019,5,9,0
Feni,2019,6,0,0
Feni,2019,7,9,0
Feni,2019,8,5,1
Feni,2019,9,5,0
Feni,2019,10,6,0
Feni,2019,11,0,0
Feni,2019,12,0,0
Feni,2020,1,0,0
Feni,2020,2,0,0
Feni,2020,3,0,0
Feni,2020,4,18,1
Feni,2020,5,9,0
Feni,2020,6,4,0
Feni,2020,7,0,0
Feni,2020,8,2,0
Feni,2020,9,2,0
Feni,2020,10,8,1
Feni,2020,11,0,0
Feni,2020,12,0,0
Feni,2021,1,0,0
Feni,2021,2,0,0
Feni,2021,3,0,0
Feni,2021,4,2,0
Feni,2021,5,6,0
Feni,2021,6,13,0
Feni,2021,7,2,0
Feni,2021,8,0,0
Feni,2021,9,6,1
Feni,2021,10,3,0
Feni,2021,11,0,0
Feni,2021,12,0,0
Feni,2022,1,0,0
Feni,2022,2,0,0
Feni,2022,3,0,0
Feni,2022,4,1,0
Feni,2022,5,1,0
Feni,2022,6,4,0
Feni,2022,7,0,0
Feni,2022,8,2,0
Feni,2022,9,6,0
Feni,2022,10,6,0
Feni,2022,11,0,0
Feni,2022,12,0,0
Feni,2023,1,0,0
Feni,2023,2,0,0
Feni,2023,3,0,0
Feni,2023,4,0,0
Feni,2023,5,0,0
Feni,2023,6,6,0
Feni,2023,7,0,0
Feni,2023,8,1,0
Feni,2023,9,3,0
Feni,2023,10,0,0
Feni,2023,11,0,0
Feni,2023,12,0,0
Feni,2024,1,0,0
Feni,2024,2,0,0
Feni,2024,3,10,0
Feni,2024,4,5,0
Feni,2024,5,8,0
Feni,2024,6,12,1
Hatiya,2015,1,0,0
Hatiya,2015,2,3,0
Hatiya,2015,3,9,1
Hatiya,2015,4,27,0
Hatiya,2015,5,8,2
Hatiya,2015,6,22,6
Hatiya,2015,7,13,3
Hatiya,2015,8,6,5
Hatiya,2015,9,8,1
Hatiya,2015,10,10,5
Hatiya,2015,11,0,0
Hatiya,2015,12,3,0
Hatiya,2016,1,0,0
Hatiya,2016,2,5,0
Hatiya,2016,3,14,2
Hatiya,2016,4,5,0
Hatiya,2016,5,14,3
Hatiya,2016,6,23,4
Hatiya,2016,7,11,0
Hatiya,2016,8,25,3
Hatiya,2016,9,5,0
Hatiya,2016,10,6,0
Hatiya,2016,11,1,0
Hatiya,2016,12,0,0
Hatiya,2017,1,0,0
Hatiya,2017,2,0,0
Hatiya,2017,3,4,0
Hatiya,2017,4,25,0
Hatiya,2017,5,19,3
Hatiya,2017,6,20,5
Hatiya,2017,7,6,0
Hatiya,2017,8,2,0
Hatiya,2017,9,24,3
Hatiya,2017,10,5,2
Hatiya,2017,11,0,0
Hatiya,2017,12,0,0
Hatiya,2018,1,0,0
Hatiya,2018,2,2,0
Hatiya,2018,3,1,0
Hatiya,2018,4,9,0
Hatiya,2018,5,38,1
Hatiya,2018,6,16,2
Hatiya,2018,7,2,0
Hatiya,2018,8,2,0
Hatiya,2018,9,16,0
Hatiya,2018,10,0,0
Hatiya,2018,11,0,0
Hatiya,2018,12,0,0
Hatiya,2019,1,0,0
Hatiya,2019,2,11,0
Hatiya,2019,3,6,0
Hatiya,2019,4,20,0
Hatiya,2019,5,10,5
Hatiya,2019,6,27,0
Hatiya,2019,7,28,0
Hatiya,2019,8,32,4
Hatiya,2019,9,25,8
Hatiya,2019,10,11,0
Hatiya,2019,11,0,0
Hatiya,2019,12,0,0
Hatiya,2020,1,0,0
Hatiya,2020,2,0,0
Hatiya,2020,3,2,0
Hatiya,2020,4,26,1
Hatiya,2020,5,17,0
Hatiya,2020,6,28,3
Hatiya,2020,7,3,1
Hatiya,2020,8,12,1
Hatiya,2020,9,64,4
Hatiya,2020,10,15,3
Hatiya,2020,11,4,0
Hatiya,2020,12,0,0
Hatiya,2021,1,0,0
Hatiya,2021,2,0,0
Hatiya,2021,3,0,0
Hatiya,2021,4,3,0
Hatiya,2021,5,25,2
Hatiya,2021,6,34,2
Hatiya,2021,7,16,0
Hatiya,2021,8,15,1
Hatiya,2021,9,7,2
Hatiya,2021,10,11,1
Hatiya,2021,11,0,0
Hatiya,2021,12,0,0
Hatiya,2022,1,0,0
Hatiya,2022,2,4,0
Hatiya,2022,3,0,0
Hatiya,2022,4,4,0
Hatiya,2022,5,24,0
Hatiya,2022,6,22,0
Hatiya,2022,7,3,0
Hatiya,2022,8,12,0
Hatiya,2022,9,23,0
Hatiya,2022,10,7,0
Hatiya,2022,11,0,0
Hatiya,2022,12,0,0
Hatiya,2023,1,0,0
Hatiya,2023,2,0,0
Hatiya,2023,3,25,0
Hatiya,2023,4,5,0
Hatiya,2023,5,23,2
Hatiya,2023,6,28,2
Hatiya,2023,7,3,0
Hatiya,2023,8,19,0
Hatiya,2023,9,18,1
Hatiya,2023,10,1,0
Hatiya,2023,11,2,0
Hatiya,2023,12,0,0
Ishurdi,2015,1,,0
Ishurdi,2015,2,,0
Ishurdi,2015,3,,0
Ishurdi,2015,4,,3
Ishurdi,2015,5,,3
Ishurdi,2015,6,,0
Ishurdi,2015,7,,11
Ishurdi,2015,8,,0
Ishurdi,2015,9,,1
Ishurdi,2015,10,,0
Ishurdi,2015,11,,0
Ishurdi,2015,12,,0
Ishurdi,2016,1,0,0
Ishurdi,2016,2,2,0
Ishurdi,2016,3,18,0
Ishurdi,2016,4,13,2
Ishurdi,2016,5,30,1
Ishurdi,2016,6,23,0
Ishurdi,2016,7,5,0
Ishurdi,2016,8,12,2
Ishurdi,2016,9,27,1
Ishurdi,2016,10,7,1
Ishurdi,2016,11,0,0
Ishurdi,2016,12,0,0
Ishurdi,2017,1,0,0
Ishurdi,2017,2,0,0
Ishurdi,2017,3,14,0
Ishurdi,2017,4,38,1
Ishurdi,2017,5,41,0
Ishurdi,2017,6,28,1
Ishurdi,2017,7,6,0
Ishurdi,2017,8,5,0
Ishurdi,2017,9,32,4
Ishurdi,2017,10,6,0
Ishurdi,2017,11,0,0
Ishurdi,2017,12,0,0
Ishurdi,2018,1,0,0
Ishurdi,2018,2,0,0
Ishurdi,2018,3,11,0
Ishurdi,2018,4,56,3
Ishurdi,2018,5,26,2
Ishurdi,2018,6,30,1
Ishurdi,2018,7,17,2
Ishurdi,2018,8,6,0
Ishurdi,2018,9,15,3
Ishurdi,2018,10,0,0
Ishurdi,2018,11,0,0
Ishurdi,2018,12,0,0
Ishurdi,2019,1,0,0
Ishurdi,2019,2,10,0
Ishurdi,2019,3,9,2
Ishurdi,2019,4,24,1
Ishurdi,2019,5,23,3
Ishurdi,2019,6,24,1
Ishurdi,2019,7,27,1
Ishurdi,2019,8,7,1
Ishurdi,2019,9,10,2
Ishurdi,2019,10,15,1
Ishurdi,2019,11,0,0
Ishurdi,2019,12,0,0
Ishurdi,2020,1,0,0
Ishurdi,2020,2,10,0
Ishurdi,2020,3,9,0
Ishurdi,2020,4,24,1
Ishurdi,2020,5,23,3
Ishurdi,2020,6,24,2
Ishurdi,2020,7,26,1
Ishurdi,2020,8,7,0
Ishurdi,2020,9,10,5
Ishurdi,2020,10,15,0
Ishurdi,2020,11,0,0
Ishurdi,2020,12,0,0
Ishurdi,2021,1,0,0
Ishurdi,2021,2,0,0
Ishurdi,2021,3,10,0
Ishurdi,2021,4,26,0
Ishurdi,2021,5,31,1
Ishurdi,2021,6,26,3
Ishurdi,2021,7,16,1
Ishurdi,2021,8,9,2
Ishurdi,2021,9,26,6
Ishurdi,2021,10,10,2
Ishurdi,2021,11,0,0
Ishurdi,2021,12,0,0
Ishurdi,2022,1,0,0
Ishurdi,2022,2,0,0
Ishurdi,2022,3,1,0
Ishurdi,2022,4,12,2
Ishurdi,2022,5,42,1
Ishurdi,2022,6,16,1
Ishurdi,2022,7,16,0
Ishurdi,2022,8,24,1
Ishurdi,2022,9,22,1
Ishurdi,2022,10,22,0
Ishurdi,2022,11,0,0
Ishurdi,2022,12,0,0
Ishurdi,2023,1,1,0
Ishurdi,2023,2,7,0
Ishurdi,2023,3,0,1
Ishurdi,2023,4,5,0
Ishurdi,2023,5,26,0
Ishurdi,2023,6,19,0
Ishurdi,2023,7,6,0
Ishurdi,2023,8,19,0
Ishurdi,2023,9,22,2
Ishurdi,2023,10,9,0
Ishurdi,2023,11,0,0
Ishurdi,2023,12,0,0
Ishurdi,2024,1,0,0
Ishurdi,2024,2,0,0
Ishurdi,2024,3,10,0
Ishurdi,2024,4,14,0
Ishurdi,2024,5,22,1
Ishurdi,2024,6,17,2
Ishurdi,2024,7,8,1
Ishurdi,2024,8,5,
Ishurdi,2024,9,17,
Ishurdi,2024,10,9,
Ishurdi,2024,11,0,
Ishurdi,2024,12,0,
Jessore,2015,1,2,0
Jessore,2015,2,9,0
Jessore,2015,3,7,0
Jessore,2015,4,23,2
Jessore,2015,5,31,5
Jessore,2015,6,31,1
Jessore,2015,7,40,5
Jessore,2015,8,22,2
Jessore,2015,9,24,1
Jessore,2015,10,15,0
Jessore,2015,11,0,0
Jessore,2015,12,1,0
Jessore,2016,1,0,0
Jessore,2016,2,19,0
Jessore,2016,3,16,0
Jessore,2016,4,3,0
Jessore,2016,5,47,3
Jessore,2016,6,46,0
Jessore,2016,7,46,0
Jessore,2016,8,29,1
Jessore,2016,9,30,1
Jessore,2016,10,15,0
Jessore,2016,11,5,0
Jessore,2016,12,0,0
Jessore,2017,1,0,0
Jessore,2017,2,0,0
Jessore,2017,3,13,0
Jessore,2017,4,16,1
Jessore,2017,5,32,2
Jessore,2017,6,48,0
Jessore,2017,7,48,0
Jessore,2017,8,46,0
Jessore,2017,9,37,0
Jessore,2017,10,25,1
Jessore,2017,11,0,0
Jessore,2017,12,0,0
Jessore,2018,1,0,0
Jessore,2018,2,2,0
Jessore,2018,3,7,0
Jessore,2018,4,40,4
Jessore,2018,5,33,2
Jessore,2018,6,35,1
Jessore,2018,7,30,3
Jessore,2018,8,13,0
Jessore,2018,9,22,1
Jessore,2018,10,1,0
Jessore,2018,11,0,0
Jessore,2018,12,0,0
Jessore,2019,1,0,0
Jessore,2019,2,32,1
Jessore,2019,3,15,0
Jessore,2019,4,24,0
Jessore,2019,5,21,1
Jessore,2019,6,20,0
Jessore,2019,7,22,0
Jessore,2019,8,17,0
Jessore,2019,9,21,0
Jessore,2019,10,18,0
Jessore,2019,11,0,0
Jessore,2019,12,0,0
Jessore,2020,1,5,0
Jessore,2020,2,0,0
Jessore,2020,3,23,0
Jessore,2020,4,28,1
Jessore,2020,5,38,1
Jessore,2020,6,50,1
Jessore,2020,7,21,0
Jessore,2020,8,21,1
Jessore,2020,9,28,0
Jessore,2020,10,19,0
Jessore,2020,11,0,0
Jessore,2020,12,0,0
Jessore,2021,1,0,0
Jessore,2021,2,4,0
Jessore,2021,3,3,0
Jessore,2021,4,4,1
Jessore,2021,5,45,2
Jessore,2021,6,63,0
Jessore,2021,7,44,1
Jessore,2021,8,55,0
Jessore,2021,9,46,0
Jessore,2021,10,36,0
Jessore,2021,11,0,0
Jessore,2021,12,1,0
Jessore,2022,1,2,0
Jessore,2022,2,7,0
Jessore,2022,3,0,0
Jessore,2022,4,3,0
Jessore,2022,5,55,0
Jessore,2022,6,15,0
Jessore,2022,7,25,0
Jessore,2022,8,26,0
Jessore,2022,9,35,0
Jessore,2022,10,19,0
Jessore,2022,11,0,0
Jessore,2022,12,0,0
Jessore,2023,1,0,0
Jessore,2023,2,2,0
Jessore,2023,3,27,0
Jessore,2023,4,19,0
Jessore,2023,5,37,0
Jessore,2023,6,48,0
Jessore,2023,7,9,0
Jessore,2023,8,26,0
Jessore,2023,9,41,2
Jessore,2023,10,11,0
Jessore,2023,11,7,0
Jessore,2023,12,0,0
Jessore,2024,1,3,0
Jessore,2024,2,4,0
Jessore,2024,3,29,0
Jessore,2024,4,3,0
Jessore,2024,5,35,0
Jessore,2024,6,31,0
Jessore,2024,7,54,0
Jessore,2024,8,0,
Jessore,2024,9,0,
Jessore,2024,10,0,
Jessore,2024,11,0,
Jessore,2024,12,0,
Khepupara,2015,1,0,0
Khepupara,2015,2,3,0
Khepupara,2015,3,2,0
Khepupara,2015,4,35,1
Khepupara,2015,5,8,0
Khepupara,2015,6,40,4
Khepupara,2015,7,35,0
Khepupara,2015,8,23,3
Khepupara,2015,9,28,2
Khepupara,2015,10,8,2
Khepupara,2015,11,1,0
Khepupara,2015,12,1,0
Khepupara,2016,1,0,0
Khepupara,2016,2,9,0
Khepupara,2016,3,8,3
Khepupara,2016,4,9,1
Khepupara,2016,5,43,1
Khepupara,2016,6,41,6
Khepupara,2016,7,22,3
Khepupara,2016,8,17,6
Khepupara,2016,9,8,7
Khepupara,2016,10,27,6
Khepupara,2016,11,0,0
Khepupara,2016,12,0,0
Khepupara,2017,1,0,0
Khepupara,2017,2,0,0
