Station_Name,Year,Month,Thunderstorm,Lightning
Khepupara,2017,3,16,0
Khepupara,2017,4,22,3
Khepupara,2017,5,22,5
Khepupara,2017,6,29,7
Khepupara,2017,7,43,2
Khepupara,2017,8,29,1
Khepupara,2017,9,35,5
Khepupara,2017,10,20,0
Khepupara,2017,11,0,0
Khepupara,2017,12,0,0
Khepupara,2018,1,0,0
Khepupara,2018,2,2,0
Khepupara,2018,3,4,0
Khepupara,2018,4,8,1
Khepupara,2018,5,43,2
Khepupara,2018,6,68,4
Khepupara,2018,7,34,1
Khepupara,2018,8,11,3
Khepupara,2018,9,15,1
Khepupara,2018,10,2,1
Khepupara,2018,11,0,0
Khepupara,2018,12,0,0
Khepupara,2019,1,0,0
Khepupara,2019,2,19,0
Khepupara,2019,3,6,0
Khepupara,2019,4,20,3
Khepupara,2019,5,13,2
Khepupara,2019,6,41,1
Khepupara,2019,7,13,0
Khepupara,2019,8,19,5
Khepupara,2019,9,11,10
Khepupara,2019,10,26,1
Khepupara,2019,11,4,0
Khepupara,2019,12,1,0
Khepupara,2020,1,0,0
Khepupara,2020,2,0,0
Khepupara,2020,3,2,0
Khepupara,2020,4,26,1
Khepupara,2020,5,24,0
Khepupara,2020,6,68,3
Khepupara,2020,7,6,0
Khepupara,2020,8,21,0
Khepupara,2020,9,30,0
Khepupara,2020,10,13,0
Khepupara,2020,11,11,0
Khepupara,2020,12,0,0
Khepupara,2021,1,0,0
Khepupara,2021,2,0,0
Khepupara,2021,3,0,0
Khepupara,2021,4,2,0
Khepupara,2021,5,39,1
Khepupara,2021,6,18,0
Khepupara,2021,7,36,0
Khepupara,2021,8,18,0
Khepupara,2021,9,15,0
Khepupara,2021,10,11,0
Khepupara,2021,11,0,0
Khepupara,2021,12,0,0
Khepupara,2022,1,0,0
Khepupara,2022,2,4,0
Khepupara,2022,3,0,0
Khepupara,2022,4,3,0
Khepupara,2022,5,28,0
Khepupara,2022,6,17,1
Khepupara,2022,7,6,0
Khepupara,2022,8,7,0
Khepupara,2022,9,24,1
Khepupara,2022,10,8,0
Khepupara,2022,11,0,0
Khepupara,2022,12,0,0
Khepupara,2023,1,0,0
Khepupara,2023,2,0,0
Khepupara,2023,3,13,0
Khepupara,2023,4,11,0
Khepupara,2023,5,20,1
Khepupara,2023,6,23,0
Khepupara,2023,7,8,0
Khepupara,2023,8,32,0
Khepupara,2023,9,16,2
Khepupara,2023,10,4,0
Khepupara,2023,11,1,0
Khepupara,2023,12,0,0
Khepupara,2024,1,0,0
Khepupara,2024,2,0,0
Khepupara,2024,3,0,0
Khepupara,2024,4,1,0
Khepupara,2024,5,23,0
Khulna,2015,1,0,0
Khulna,2015,2,7,0
Khulna,2015,3,4,2
Khulna,2015,4,20,1
Khulna,2015,5,12,1
Khulna,2015,6,13,0
Khulna,2015,7,18,0
Khulna,2015,8,20,0
Khulna,2015,9,19,2
Khulna,2015,10,13,0
Khulna,2015,11,0,0
Khulna,2015,12,0,0
Khulna,2016,1,0,0
Khulna,2016,2,17,0
Khulna,2016,3,11,0
Khulna,2016,4,4,0
Khulna,2016,5,37,2
Khulna,2016,6,20,0
Khulna,2016,7,7,0
Khulna,2016,8,12,1
Khulna,2016,9,7,2
Khulna,2016,10,8,0
Khulna,2016,11,0,0
Khulna,2016,12,0,0
Khulna,2017,1,0,0
Khulna,2017,2,0,0
Khulna,2017,3,6,0
Khulna,2017,4,17,0
Khulna,2017,5,9,1
Khulna,2017,6,23,0
Khulna,2017,7,11,0
Khulna,2017,8,10,2
Khulna,2017,9,9,1
Khulna,2017,10,8,0
Khulna,2017,11,0,0
Khulna,2017,12,0,0
Khulna,2018,1,0,0
Khulna,2018,2,0,0
Khulna,2018,3,5,2
Khulna,2018,4,34,1
Khulna,2018,5,42,3
Khulna,2018,6,22,0
Khulna,2018,7,11,0
Khulna,2018,8,9,0
Khulna,2018,9,12,0
Khulna,2018,10,0,0
Khulna,2018,11,0,0
Khulna,2018,12,0,0
Khulna,2019,1,0,0
Khulna,2019,2,17,0
Khulna,2019,3,12,0
Khulna,2019,4,20,1
Khulna,2019,5,16,0
Khulna,2019,6,18,0
Khulna,2019,7,12,0
Khulna,2019,8,12,0
Khulna,2019,9,18,0
Khulna,2019,10,17,0
Khulna,2019,11,0,0
Khulna,2019,12,0,0
Khulna,2020,1,0,0
Khulna,2020,2,0,0
Khulna,2020,3,6,0
Khulna,2020,4,16,0
Khulna,2020,5,26,0
Khulna,2020,6,24,0
Khulna,2020,7,7,0
Khulna,2020,8,9,1
Khulna,2020,9,8,1
Khulna,2020,10,6,0
Khulna,2020,11,0,0
Khulna,2020,12,0,0
Khulna,2021,1,0,0
Khulna,2021,2,3,0
Khulna,2021,3,0,0
Khulna,2021,4,3,0
Khulna,2021,5,26,2
Khulna,2021,6,14,0
Khulna,2021,7,14,0
Khulna,2021,8,13,0
Khulna,2021,9,11,2
Khulna,2021,10,7,2
Khulna,2021,11,0,0
Khulna,2021,12,0,0
Khulna,2022,1,0,0
Khulna,2022,2,7,0
Khulna,2022,3,0,0
Khulna,2022,4,3,0
Khulna,2022,5,9,0
Khulna,2022,6,14,0
Khulna,2022,7,4,0
Khulna,2022,8,7,0
Khulna,2022,9,17,0
Khulna,2022,10,2,0
Khulna,2022,11,0,0
Khulna,2022,12,0,0
Khulna,2023,1,0,0
Khulna,2023,2,0,0
Khulna,2023,3,10,0
Khulna,2023,4,9,0
Khulna,2023,5,27,0
Khulna,2023,6,17,0
Khulna,2023,7,8,0
Khulna,2023,8,4,0
Khulna,2023,9,16,0
Khulna,2023,10,1,0
Khulna,2023,11,0,0
Khulna,2023,12,0,0
Khulna,2024,1,0,0
Khulna,2024,2,1,0
Khulna,2024,3,2,0
Khulna,2024,4,2,0
Khulna,2024,5,13,0
Khulna,2024,6,13,0
Khulna,2024,7,9,0
Kutubdia,2015,1,3,0
Kutubdia,2015,2,0,0
Kutubdia,2015,3,5,0
Kutubdia,2015,4,27,1
Kutubdia,2015,5,10,0
Kutubdia,2015,6,29,0
Kutubdia,2015,7,16,0
Kutubdia,2015,8,8,4
Kutubdia,2015,9,16,1
Kutubdia,2015,10,24,0
Kutubdia,2015,11,0,0
Kutubdia,2015,12,0,0
Kutubdia,2016,1,0,0
Kutubdia,2016,2,0,0
Kutubdia,2016,3,7,0
Kutubdia,2016,4,13,0
Kutubdia,2016,5,23,5
Kutubdia,2016,6,24,4
Kutubdia,2016,7,15,0
Kutubdia,2016,8,14,0
Kutubdia,2016,9,27,7
Kutubdia,2016,10,13,10
Kutubdia,2016,11,9,0
Kutubdia,2016,12,0,0
Kutubdia,2017,1,0,0
Kutubdia,2017,2,0,0
Kutubdia,2017,3,5,0
Kutubdia,2017,4,44,0
Kutubdia,2017,5,16,3
Kutubdia,2017,6,34,2
Kutubdia,2017,7,13,0
Kutubdia,2017,8,12,2
Kutubdia,2017,9,36,5
Kutubdia,2017,10,12,4
Kutubdia,2017,11,4,1
Kutubdia,2017,12,0,0
Kutubdia,2018,1,0,0
Kutubdia,2018,2,0,0
Kutubdia,2018,3,0,0
Kutubdia,2018,4,12,0
Kutubdia,2018,5,43,0
Kutubdia,2018,6,17,0
Kutubdia,2018,7,2,1
Kutubdia,2018,8,4,1
Kutubdia,2018,9,15,0
Kutubdia,2018,10,8,0
Kutubdia,2018,11,0,0
Kutubdia,2018,12,0,0
Kutubdia,2019,1,0,0
Kutubdia,2019,2,4,0
Kutubdia,2019,3,2,0
Kutubdia,2019,4,9,0
Kutubdia,2019,5,16,0
Kutubdia,2019,6,4,2
Kutubdia,2019,7,5,0
Kutubdia,2019,8,4,0
Kutubdia,2019,9,6,0
Kutubdia,2019,10,3,0
Kutubdia,2019,11,0,0
Kutubdia,2019,12,0,0
Kutubdia,2020,1,0,0
Kutubdia,2020,2,0,0
Kutubdia,2020,3,0,0
Kutubdia,2020,4,19,0
Kutubdia,2020,5,6,0
Kutubdia,2020,6,4,0
Kutubdia,2020,7,0,0
Kutubdia,2020,8,2,0
Kutubdia,2020,9,1,0
Kutubdia,2020,10,3,0
Kutubdia,2020,11,0,0
Kutubdia,2020,12,0,0
Kutubdia,2021,1,0,0
Kutubdia,2021,2,0,0
Kutubdia,2021,3,0,0
Kutubdia,2021,4,2,0
Kutubdia,2021,5,7,0
Kutubdia,2021,6,18,0
Kutubdia,2021,7,2,0
Kutubdia,2021,8,0,0
Kutubdia,2021,9,5,0
Kutubdia,2021,10,5,0
Kutubdia,2021,11,0,0
Kutubdia,2021,12,0,0
Kutubdia,2022,1,0,0
Kutubdia,2022,2,0,0
Kutubdia,2022,3,0,0
Kutubdia,2022,4,5,0
Kutubdia,2022,5,7,0
Kutubdia,2022,6,0,0
Kutubdia,2022,7,0,0
Kutubdia,2022,8,0,0
Kutubdia,2022,9,3,0
Kutubdia,2022,10,4,1
Kutubdia,2022,11,0,0
Kutubdia,2022,12,0,0
Kutubdia,2023,1,0,0
Kutubdia,2023,2,0,0
Kutubdia,2023,3,1,0
Kutubdia,2023,4,0,0
Kutubdia,2023,5,7,0
Kutubdia,2023,6,0,0
Kutubdia,2023,7,0,0
Kutubdia,2023,8,0,0
Kutubdia,2023,9,1,0
Kutubdia,2023,10,2,0
Kutubdia,2023,11,0,0
Kutubdia,2023,12,0,0
Kutubdia,2024,1,0,0
Kutubdia,2024,2,0,0
Kutubdia,2024,3,0,0
Kutubdia,2024,4,0,0
Kutubdia,2024,5,9,0
Kutubdia,2024,6,1,0
Madaripur,2015,1,0,0
Madaripur,2015,2,1,0
Madaripur,2015,3,10,0
Madaripur,2015,4,6,2
Madaripur,2015,5,26,2
Madaripur,2015,6,8,0
Madaripur,2015,7,,1
Madaripur,2015,8,,0
Madaripur,2015,9,,0
Madaripur,2015,10,,0
Madaripur,2015,11,,0
Madaripur,2015,12,,0
Madaripur,2016,1,0,0
Madaripur,2016,2,6,0
Madaripur,2016,3,16,1
Madaripur,2016,4,8,2
Madaripur,2016,5,48,1
Madaripur,2016,6,32,0
Madaripur,2016,7,20,0
Madaripur,2016,8,22,2
Madaripur,2016,9,42,0
Madaripur,2016,10,27,1
Madaripur,2016,11,4,0
Madaripur,2016,12,0,0
Madaripur,2017,1,0,0
Madaripur,2017,2,0,0
Madaripur,2017,3,15,0
Madaripur,2017,4,27,0
Madaripur,2017,5,31,0
Madaripur,2017,6,42,0
Madaripur,2017,7,10,0
Madaripur,2017,8,31,0
Madaripur,2017,9,25,0
Madaripur,2017,10,8,0
Madaripur,2017,11,0,0
Madaripur,2017,12,0,0
Madaripur,2018,1,0,0
Madaripur,2018,2,0,0
Madaripur,2018,3,0,0
Madaripur,2018,4,19,0
Madaripur,2018,5,34,0
Madaripur,2018,6,16,0
Madaripur,2018,7,0,0
Madaripur,2018,8,2,0
Madaripur,2018,9,10,0
Madaripur,2018,10,0,0
Madaripur,2018,11,0,0
Madaripur,2018,12,0,0
Madaripur,2019,1,0,0
Madaripur,2019,2,19,0
Madaripur,2019,3,8,0
Madaripur,2019,4,20,1
Madaripur,2019,5,2,0
Madaripur,2019,6,11,0
Madaripur,2019,7,12,1
Madaripur,2019,8,9,2
Madaripur,2019,9,4,0
Madaripur,2019,10,7,0
Madaripur,2019,11,0,0
Madaripur,2019,12,0,0
Madaripur,2020,1,0,0
Madaripur,2020,2,19,0
Madaripur,2020,3,8,0
Madaripur,2020,4,20,0
Madaripur,2020,5,2,0
Madaripur,2020,6,11,2
Madaripur,2020,7,12,1
Madaripur,2020,8,9,0
Madaripur,2020,9,4,7
Madaripur,2020,10,7,0
Madaripur,2020,11,0,1
Madaripur,2020,12,0,0
Madaripur,2021,1,0,0
Madaripur,2021,2,0,0
Madaripur,2021,3,0,0
Madaripur,2021,4,15,0
Madaripur,2021,5,2,0
Madaripur,2021,6,7,0
Madaripur,2021,7,3,0
Madaripur,2021,8,4,1
Madaripur,2021,9,3,2
Madaripur,2021,10,1,0
Madaripur,2021,11,0,0
Madaripur,2021,12,0,0
Madaripur,2022,1,0,0
Madaripur,2022,2,0,0
Madaripur,2022,3,0,0
Madaripur,2022,4,0,2
Madaripur,2022,5,4,0
Madaripur,2022,6,12,0
Madaripur,2022,7,4,0
Madaripur,2022,8,4,0
Madaripur,2022,9,5,0
Madaripur,2022,10,3,0
Madaripur,2022,11,0,0
Madaripur,2022,12,0,0
Madaripur,2023,1,0,0
Madaripur,2023,2,2,0
Madaripur,2023,3,0,0
Madaripur,2023,4,0,0
Madaripur,2023,5,8,0
Madaripur,2023,6,3,0
Madaripur,2023,7,1,0
Madaripur,2023,8,4,0
Madaripur,2023,9,9,0
Madaripur,2023,10,4,0
Madaripur,2023,11,0,0
Madaripur,2023,12,0,0
Madaripur,2024,1,0,0
Madaripur,2024,2,0,0
Madaripur,2024,3,8,0
Madaripur,2024,4,7,0
Madaripur,2024,5,8,0
Madaripur,2024,6,7,
Madaripur,2024,7,4,
Madaripur,2024,8,4,
Madaripur,2024,9,8,
Madaripur,2024,10,0,
Madaripur,2024,11,0,
Madaripur,2024,12,0,
Maijdi Court,2015,1,0,0
Maijdi Court,2015,2,1,0
Maijdi Court,2015,3,4,0
Maijdi Court,2015,4,26,3
Maijdi Court,2015,5,16,1
Maijdi Court,2015,6,19,0
Maijdi Court,2015,7,15,0
Maijdi Court,2015,8,14,0
Maijdi Court,2015,9,9,2
Maijdi Court,2015,10,4,0
Maijdi Court,2015,11,0,0
Maijdi Court,2015,12,0,0
Maijdi Court,2016,1,0,0
Maijdi Court,2016,2,7,0
Maijdi Court,2016,3,9,0
Maijdi Court,2016,4,6,0
Maijdi Court,2016,5,31,1
Maijdi Court,2016,6,14,1
Maijdi Court,2016,7,12,0
Maijdi Court,2016,8,7,0
Maijdi Court,2016,9,9,1
Maijdi Court,2016,10,16,0
Maijdi Court,2016,11,0,0
Maijdi Court,2016,12,0,0
Maijdi Court,2017,1,0,0
Maijdi Court,2017,2,0,0
Maijdi Court,2017,3,4,1
Maijdi Court,2017,4,30,0
Maijdi Court,2017,5,21,1
Maijdi Court,2017,6,23,2
Maijdi Court,2017,7,0,1
Maijdi Court,2017,8,13,3
Maijdi Court,2017,9,22,0
Maijdi Court,2017,10,2,1
Maijdi Court,2017,11,0,0
Maijdi Court,2017,12,0,0
Maijdi Court,2018,1,0,0
Maijdi Court,2018,2,0,0
Maijdi Court,2018,3,5,0
Maijdi Court,2018,4,25,1
Maijdi Court,2018,5,40,0
Maijdi Court,2018,6,28,0
Maijdi Court,2018,7,4,0
Maijdi Court,2018,8,4,0
Maijdi Court,2018,9,11,0
Maijdi Court,2018,10,0,0
Maijdi Court,2018,11,0,0
Maijdi Court,2018,12,0,0
Maijdi Court,2019,1,0,0
Maijdi Court,2019,2,12,0
Maijdi Court,2019,3,9,0
Maijdi Court,2019,4,19,0
Maijdi Court,2019,5,19,0
Maijdi Court,2019,6,10,0
Maijdi Court,2019,7,14,0
Maijdi Court,2019,8,4,0
Maijdi Court,2019,9,4,1
Maijdi Court,2019,10,16,0
Maijdi Court,2019,11,2,0
Maijdi Court,2019,12,0,0
Maijdi Court,2020,1,0,0
Maijdi Court,2020,2,0,0
Maijdi Court,2020,3,2,0
Maijdi Court,2020,4,43,0
Maijdi Court,2020,5,15,0
Maijdi Court,2020,6,28,0
Maijdi Court,2020,7,1,0
Maijdi Court,2020,8,6,1
Maijdi Court,2020,9,7,0
Maijdi Court,2020,10,12,0
Maijdi Court,2020,11,0,0
Maijdi Court,2020,12,0,0
Maijdi Court,2021,1,0,0
Maijdi Court,2021,2,0,0
Maijdi Court,2021,3,0,0
Maijdi Court,2021,4,2,0
Maijdi Court,2021,5,17,0
Maijdi Court,2021,6,17,0
Maijdi Court,2021,7,3,0
Maijdi Court,2021,8,0,0
Maijdi Court,2021,9,10,1
Maijdi Court,2021,10,11,0
Maijdi Court,2021,11,0,0
Maijdi Court,2021,12,0,0
Maijdi Court,2022,1,0,0
Maijdi Court,2022,2,2,0
Maijdi Court,2022,3,0,0
Maijdi Court,2022,4,4,0
Maijdi Court,2022,5,7,0
Maijdi Court,2022,6,5,0
Maijdi Court,2022,7,4,0
Maijdi Court,2022,8,4,0
Maijdi Court,2022,9,7,0
Maijdi Court,2022,10,4,0
Maijdi Court,2022,11,0,0
Maijdi Court,2022,12,0,0
Maijdi Court,2023,1,0,0
Maijdi Court,2023,2,0,0
Maijdi Court,2023,3,3,0
Maijdi Court,2023,4,6,0
Maijdi Court,2023,5,6,0
Maijdi Court,2023,6,6,0
Maijdi Court,2023,7,0,0
Maijdi Court,2023,8,0,0
Maijdi Court,2023,9,12,1
Maijdi Court,2023,10,0,0
Maijdi Court,2023,11,0,0
Maijdi Court,2023,12,0,0
Maijdi Court,2024,1,0,0
Maijdi Court,2024,2,0,0
Maijdi Court,2024,3,5,0
Maijdi Court,2024,4,6,0
Maijdi Court,2024,5,27,0
Maijdi Court,2024,6,7,0
Mongla,2015,1,0,0
Mongla,2015,2,4,2
Mongla,2015,3,6,0
Mongla,2015,4,43,5
Mongla,2015,5,17,2
Mongla,2015,6,17,1
Mongla,2015,7,63,1
Mongla,2015,8,23,0
Mongla,2015,9,23,1
Mongla,2015,10,6,0
Mongla,2015,11,0,0
Mongla,2015,12,1,0
Mongla,2016,1,0,0
Mongla,2016,2,15,0
Mongla,2016,3,10,1
Mongla,2016,4,6,1
Mongla,2016,5,24,2
Mongla,2016,6,39,1
Mongla,2016,7,12,0
Mongla,2016,8,14,0
Mongla,2016,9,11,0
Mongla,2016,10,25,0
Mongla,2016,11,0,0
Mongla,2016,12,0,0
Mongla,2017,1,0,0
Mongla,2017,2,0,0
Mongla,2017,3,15,1
Mongla,2017,4,13,2
Mongla,2017,5,15,2
Mongla,2017,6,35,1
Mongla,2017,7,17,1
Mongla,2017,8,19,0
Mongla,2017,9,29,2
Mongla,2017,10,10,0
Mongla,2017,11,0,0
Mongla,2017,12,0,0
Mongla,2018,1,0,0
Mongla,2018,2,0,0
Mongla,2018,3,4,0
Mongla,2018,4,23,3
Mongla,2018,5,39,0
Mongla,2018,6,29,0
Mongla,2018,7,5,0
Mongla,2018,8,22,1
Mongla,2018,9,32,2
Mongla,2018,10,2,0
Mongla,2018,11,0,0
Mongla,2018,12,0,0
Mongla,2019,1,0,0
Mongla,2019,2,21,0
Mongla,2019,3,5,0
Mongla,2019,4,12,1
Mongla,2019,5,24,0
Mongla,2019,6,25,0
Mongla,2019,7,21,0
Mongla,2019,8,3,1
Mongla,2019,9,21,2
Mongla,2019,10,18,0
Mongla,2019,11,2,0
Mongla,2019,12,0,0
Mongla,2020,1,6,0
Mongla,2020,2,1,0
Mongla,2020,3,5,0
Mongla,2020,4,22,1
Mongla,2020,5,26,1
Mongla,2020,6,28,0
Mongla,2020,7,24,1
Mongla,2020,8,12,0
Mongla,2020,9,19,1
Mongla,2020,10,12,0
Mongla,2020,11,0,0
Mongla,2020,12,0,0
Mongla,2021,1,0,0
Mongla,2021,2,0,0
Mongla,2021,3,1,0
Mongla,2021,4,2,0
Mongla,2021,5,21,3
Mongla,2021,6,40,0
Mongla,2021,7,22,0
Mongla,2021,8,24,0
Mongla,2021,9,23,1
Mongla,2021,10,21,2
Mongla,2021,11,0,0
Mongla,2021,12,0,0
Mongla,2022,1,0,0
Mongla,2022,2,2,0
Mongla,2022,3,0,0
Mongla,2022,4,3,0
Mongla,2022,5,29,2
Mongla,2022,6,28,2
Mongla,2022,7,10,0
Mongla,2022,8,21,0
Mongla,2022,9,28,1
Mongla,2022,10,10,0
Mongla,2022,11,0,0
Mongla,2022,12,0,0
Mongla,2023,1,0,0
Mongla,2023,2,0,0
Mongla,2023,3,18,0
Mongla,2023,4,12,0
Mongla,2023,5,19,0
Mongla,2023,6,38,0
Mongla,2023,7,22,0
Mongla,2023,8,20,0
Mongla,2023,9,14,1
Mongla,2023,10,5,0
Mongla,2023,11,0,0
Mongla,2023,12,0,0
Mongla,2024,1,0,0
Mongla,2024,2,1,0
Mongla,2024,3,9,0
Mongla,2024,4,1,0
Mongla,2024,5,31,0
Mongla,2024,6,30,0
Mongla,2024,7,4,0
Mymensingh,2015,1,7,0
Mymensingh,2015,2,10,0
Mymensingh,2015,3,8,0
Mymensingh,2015,4,49,4
Mymensingh,2015,5,53,10
Mymensingh,2015,6,60,7
Mymensingh,2015,7,45,8
Mymensingh,2015,8,56,7
Mymensingh,2015,9,34,7
Mymensingh,2015,10,19,3
Mymensingh,2015,11,0,0
Mymensingh,2015,12,0,0
Mymensingh,2016,1,0,0
Mymensingh,2016,2,4,0
Mymensingh,2016,3,20,2
Mymensingh,2016,4,17,3
Mymensingh,2016,5,65,1
Mymensingh,2016,6,71,6
Mymensingh,2016,7,33,4
Mymensingh,2016,8,45,6
Mymensingh,2016,9,81,13
Mymensingh,2016,10,22,4
Mymensingh,2016,11,0,0
Mymensingh,2016,12,0,0
Mymensingh,2017,1,0,0
Mymensingh,2017,2,0,1
Mymensingh,2017,3,27,2
Mymensingh,2017,4,69,8
Mymensingh,2017,5,64,9
Mymensingh,2017,6,41,7
Mymensingh,2017,7,37,4
Mymensingh,2017,8,50,15
Mymensingh,2017,9,59,8
Mymensingh,2017,10,17,2
Mymensingh,2017,11,0,0
Mymensingh,2017,12,0,0
Mymensingh,2018,1,0,0
Mymensingh,2018,2,2,1
Mymensingh,2018,3,14,2
Mymensingh,2018,4,78,3
Mymensingh,2018,5,70,3
Mymensingh,2018,6,49,14
Mymensingh,2018,7,32,7
Mymensingh,2018,8,26,7
Mymensingh,2018,9,44,9
Mymensingh,2018,10,7,1
Mymensingh,2018,11,2,0
Mymensingh,2018,12,0,0
Mymensingh,2019,1,0,0
Mymensingh,2019,2,9,0
Mymensingh,2019,3,20,1
Mymensingh,2019,4,36,0
Mymensingh,2019,5,49,10
Mymensingh,2019,6,68,2
Mymensingh,2019,7,71,9
Mymensingh,2019,8,22,6
Mymensingh,2019,9,39,11
Mymensingh,2019,10,21,1
Mymensingh,2019,11,0,0
Mymensingh,2019,12,0,0
Mymensingh,2020,1,0,0
Mymensingh,2020,2,9,0
Mymensingh,2020,3,20,4
Mymensingh,2020,4,36,5
Mymensingh,2020,5,49,2
Mymensingh,2020,6,67,8
Mymensingh,2020,7,70,4
Mymensingh,2020,8,22,9
Mymensingh,2020,9,39,3
Mymensingh,2020,10,21,2
Mymensingh,2020,11,0,0
Mymensingh,2020,12,0,0
Mymensingh,2021,1,0,0
Mymensingh,2021,2,0,0
Mymensingh,2021,3,9,1
Mymensingh,2021,4,30,1
Mymensingh,2021,5,61,0
Mymensingh,2021,6,60,3
Mymensingh,2021,7,48,3
Mymensingh,2021,8,18,0
Mymensingh,2021,9,73,5
Mymensingh,2021,10,27,7
Mymensingh,2021,11,0,0
Mymensingh,2021,12,0,0
Mymensingh,2022,1,0,0
Mymensingh,2022,2,0,0
Mymensingh,2022,3,9,0
Mymensingh,2022,4,21,2
Mymensingh,2022,5,88,1
Mymensingh,2022,6,61,1
Mymensingh,2022,7,31,1
Mymensingh,2022,8,64,0
Mymensingh,2022,9,34,1
Mymensingh,2022,10,24,1
Mymensingh,2022,11,0,0
Mymensingh,2022,12,0,0
Mymensingh,2023,1,3,0
Mymensingh,2023,2,3,0
Mymensingh,2023,3,0,0
Mymensingh,2023,4,32,1
Mymensingh,2023,5,45,2
Mymensingh,2023,6,95,2
Mymensingh,2023,7,25,11
Mymensingh,2023,8,28,5
Mymensingh,2023,9,45,5
Mymensingh,2023,10,26,0
Mymensingh,2023,11,0,0
Mymensingh,2023,12,0,0
Mymensingh,2024,1,0,0
Mymensingh,2024,2,1,0
Mymensingh,2024,3,35,0
Mymensingh,2024,4,18,0
Mymensingh,2024,5,38,4
Mymensingh,2024,6,30,0
Mymensingh,2024,7,22,0
Mymensingh,2024,8,28,
Mymensingh,2024,9,54,
Mymensingh,2024,10,22,
Mymensingh,2024,11,0,
Mymensingh,2024,12,0,
Patuakhali,2015,1,0,0
Patuakhali,2015,2,8,2
Patuakhali,2015,3,12,0
Patuakhali,2015,4,31,6
Patuakhali,2015,5,12,4
Patuakhali,2015,6,69,8
Patuakhali,2015,7,53,3
Patuakhali,2015,8,22,8
Patuakhali,2015,9,48,13
Patuakhali,2015,10,14,5
Patuakhali,2015,11,0,0
Patuakhali,2015,12,2,0
Patuakhali,2016,1,0,0
Patuakhali,2016,2,16,1
Patuakhali,2016,3,12,4
Patuakhali,2016,4,13,1
Patuakhali,2016,5,60,3
Patuakhali,2016,6,44,5
Patuakhali,2016,7,21,3
Patuakhali,2016,8,19,11
Patuakhali,2016,9,19,6
Patuakhali,2016,10,38,21
Patuakhali,2016,11,0,0
Patuakhali,2016,12,0,0
Patuakhali,2017,1,0,0
Patuakhali,2017,2,0,0
Patuakhali,2017,3,17,4
Patuakhali,2017,4,40,0
Patuakhali,2017,5,22,8
Patuakhali,2017,6,34,5
Patuakhali,2017,7,47,2
Patuakhali,2017,8,40,5
Patuakhali,2017,9,51,5
Patuakhali,2017,10,18,4
Patuakhali,2017,11,0,0
Patuakhali,2017,12,0,0
Patuakhali,2018,1,0,0
Patuakhali,2018,2,2,0
Patuakhali,2018,3,4,0
Patuakhali,2018,4,36,8
Patuakhali,2018,5,65,4
Patuakhali,2018,6,17,11
Patuakhali,2018,7,17,1
Patuakhali,2018,8,10,3
Patuakhali,2018,9,19,3
Patuakhali,2018,10,2,1
Patuakhali,2018,11,0,0
Patuakhali,2018,12,0,0
Patuakhali,2019,1,0,0
Patuakhali,2019,2,22,1
Patuakhali,2019,3,17,1
Patuakhali,2019,4,27,8
Patuakhali,2019,5,25,3
Patuakhali,2019,6,53,2
Patuakhali,2019,7,54,2
Patuakhali,2019,8,23,4
Patuakhali,2019,9,29,4
Patuakhali,2019,10,47,3
Patuakhali,2019,11,0,0
Patuakhali,2019,12,0,0
Patuakhali,2020,1,1,0
Patuakhali,2020,2,0,0
Patuakhali,2020,3,5,0
Patuakhali,2020,4,53,1
Patuakhali,2020,5,54,4
Patuakhali,2020,6,81,4
Patuakhali,2020,7,26,0
Patuakhali,2020,8,22,3
Patuakhali,2020,9,41,1
Patuakhali,2020,10,21,0
Patuakhali,2020,11,3,0
Patuakhali,2020,12,0,0
Patuakhali,2021,1,0,0
Patuakhali,2021,2,0,0
Patuakhali,2021,3,0,0
Patuakhali,2021,4,3,0
Patuakhali,2021,5,42,4
Patuakhali,2021,6,38,5
Patuakhali,2021,7,33,3
Patuakhali,2021,8,28,1
Patuakhali,2021,9,26,1
Patuakhali,2021,10,26,2
Patuakhali,2021,11,0,0
Patuakhali,2021,12,0,0
Patuakhali,2022,1,0,0
Patuakhali,2022,2,5,0
Patuakhali,2022,3,0,0
Patuakhali,2022,4,5,1
Patuakhali,2022,5,49,2
Patuakhali,2022,6,39,2
Patuakhali,2022,7,23,1
Patuakhali,2022,8,22,0
Patuakhali,2022,9,39,1
Patuakhali,2022,10,12,1
Patuakhali,2022,11,0,0
Patuakhali,2022,12,0,0
Patuakhali,2023,1,0,0
Patuakhali,2023,2,0,0
Patuakhali,2023,3,28,0
Patuakhali,2023,4,16,0
Patuakhali,2023,5,40,0
Patuakhali,2023,6,39,0
Patuakhali,2023,7,21,0
Patuakhali,2023,8,49,0
Patuakhali,2023,9,53,1
Patuakhali,2023,10,23,0
Patuakhali,2023,11,1,0
Patuakhali,2023,12,0,0
Patuakhali,2024,1,0,0
Patuakhali,2024,2,0,0
Patuakhali,2024,3,0,0
Patuakhali,2024,4,1,0
Patuakhali,2024,5,23,0
Rajshahi,2015,1,0,0
Rajshahi,2015,2,5,1
Rajshahi,2015,3,7,0
Rajshahi,2015,4,0,1
Rajshahi,2015,5,6,7
Rajshahi,2015,6,18,6
Rajshahi,2015,7,5,9
Rajshahi,2015,8,,1
Rajshahi,2015,9,,3
Rajshahi,2015,10,,0
Rajshahi,2015,11,,0
