Station_Name,Year,Month,Type,Temp
Bogura,2010,7,Minimum,27.1
Bogura,2010,8,Maximum,33.3
Bogura,2010,8,Minimum,26.9
Bogura,2010,9,Maximum,32.9
Bogura,2010,9,Minimum,26.1
Bogura,2010,10,Maximum,32.8
Bogura,2010,10,Minimum,23.8
Bogura,2010,11,Maximum,30.7
Bogura,2010,11,Minimum,19.5
Bogura,2010,12,Maximum,26.5
Bogura,2010,12,Minimum,13.5
Bogura,2011,1,Maximum,22.2
Bogura,2011,1,Minimum,10.1
Bogura,2011,2,Maximum,28.2
Bogura,2011,2,Minimum,14.6
Bogura,2011,3,Maximum,31.6
Bogura,2011,3,Minimum,20.1
Bogura,2011,4,Maximum,33.1
Bogura,2011,4,Minimum,22.4
Bogura,2011,5,Maximum,32.9
Bogura,2011,5,Minimum,23.6
Bogura,2011,6,Maximum,33.3
Bogura,2011,6,Minimum,26.1
Bogura,2011,7,Maximum,32.8
Bogura,2011,7,Minimum,26.5
Bogura,2011,8,Maximum,32
Bogura,2011,8,Minimum,26.2
Bogura,2011,9,Maximum,32.8
Bogura,2011,9,Minimum,26.1
Bogura,2011,10,Maximum,33.8
Bogura,2011,10,Minimum,24.2
Bogura,2011,11,Maximum,29.9
Bogura,2011,11,Minimum,18
Bogura,2011,12,Maximum,24.4
Bogura,2011,12,Minimum,13.3
Bogura,2012,1,Maximum,23.9
Bogura,2012,1,Minimum,12.2
Bogura,2012,2,Maximum,28
Bogura,2012,2,Minimum,13.9
Bogura,2012,3,Maximum,32.6
Bogura,2012,3,Minimum,19.4
Bogura,2012,4,Maximum,33.4
Bogura,2012,4,Minimum,22.6
Bogura,2012,5,Maximum,35.1
Bogura,2012,5,Minimum,25.5
Bogura,2012,6,Maximum,33.4
Bogura,2012,6,Minimum,26.3
Bogura,2012,7,Maximum,32.8
Bogura,2012,7,Minimum,26.6
Bogura,2012,8,Maximum,33.2
Bogura,2012,8,Minimum,26.9
Bogura,2012,9,Maximum,33
Bogura,2012,9,Minimum,26.3
Bogura,2012,10,Maximum,32.5
Bogura,2012,10,Minimum,22.8
Bogura,2012,11,Maximum,29.2
Bogura,2012,11,Minimum,17.2
Bogura,2012,12,Maximum,23
Bogura,2012,12,Minimum,13
Bogura,2013,1,Maximum,23.6
Bogura,2013,1,Minimum,10.2
Bogura,2013,2,Maximum,28.5
Bogura,2013,2,Minimum,15.1
Bogura,2013,3,Maximum,32.8
Bogura,2013,3,Minimum,19.9
Bogura,2013,5,Maximum,32
Bogura,2013,5,Minimum,24.5
Bogura,2013,6,Maximum,34.4
Bogura,2013,6,Minimum,26.8
Bogura,2013,7,Maximum,33.3
Bogura,2013,7,Minimum,26.8
Bogura,2013,8,Maximum,32.2
Bogura,2013,8,Minimum,26.4
Bogura,2013,9,Maximum,33.6
Bogura,2013,9,Minimum,26.5
Bogura,2013,10,Maximum,31.4
Bogura,2013,10,Minimum,23.8
Bogura,2013,11,Maximum,30.7
Bogura,2013,11,Minimum,17.4
Bogura,2013,12,Maximum,25.9
Bogura,2013,12,Minimum,14.1
Bogura,2014,1,Maximum,23.1
Bogura,2014,1,Minimum,12.3
Bogura,2014,2,Maximum,25.8
Bogura,2014,2,Minimum,13.8
Bogura,2014,3,Maximum,31.4
Bogura,2014,3,Minimum,18.6
Bogura,2014,4,Maximum,35.5
Bogura,2014,4,Minimum,23.1
Bogura,2014,5,Maximum,35.1
Bogura,2014,5,Minimum,25.1
Bogura,2014,6,Maximum,33.1
Bogura,2014,6,Minimum,26
Bogura,2014,7,Maximum,33.1
Bogura,2014,7,Minimum,26.7
Bogura,2014,8,Maximum,32.8
Bogura,2014,8,Minimum,26.6
Bogura,2014,9,Maximum,32.3
Bogura,2014,9,Minimum,25.8
Bogura,2014,10,Maximum,32.7
Bogura,2014,10,Minimum,23.4
Bogura,2014,11,Maximum,30.8
Bogura,2014,11,Minimum,17.8
Bogura,2014,12,Maximum,25
Bogura,2014,12,Minimum,13.6
Bogura,2015,1,Maximum,24.1
Bogura,2015,1,Minimum,12.6
Bogura,2015,2,Maximum,27.8
Bogura,2015,2,Minimum,15.3
Bogura,2015,3,Maximum,31.2
Bogura,2015,3,Minimum,18.8
Bogura,2015,4,Maximum,31.8
Bogura,2015,4,Minimum,21.4
Bogura,2015,5,Maximum,33.6
Bogura,2015,5,Minimum,23.7
Bogura,2015,6,Maximum,33.2
Bogura,2015,6,Minimum,25.9
Bogura,2015,7,Maximum,32.8
Bogura,2015,7,Minimum,25.8
Bogura,2015,8,Maximum,32.5
Bogura,2015,8,Minimum,26.1
Bogura,2015,9,Maximum,33.4
Bogura,2015,9,Minimum,25.9
Bogura,2015,10,Maximum,33.3
Bogura,2015,10,Minimum,23.1
Bogura,2015,11,Maximum,31.1
Bogura,2015,11,Minimum,18.8
Bogura,2015,12,Maximum,25.7
Bogura,2015,12,Minimum,13.7
Bogura,2016,1,Maximum,24.4
Bogura,2016,1,Minimum,11.9
Bogura,2016,2,Maximum,29
Bogura,2016,2,Minimum,16.2
Bogura,2016,3,Maximum,32.5
Bogura,2016,3,Minimum,20.9
Bogura,2016,4,Maximum,35.5
Bogura,2016,4,Minimum,25.5
Bogura,2016,5,Maximum,33.2
Bogura,2016,5,Minimum,23.9
Bogura,2016,6,Maximum,33.8
Bogura,2016,6,Minimum,26.6
Bogura,2016,7,Maximum,32.3
Bogura,2016,7,Minimum,26.5
Bogura,2016,8,Maximum,33.7
Bogura,2016,8,Minimum,27.1
Bogura,2016,9,Maximum,32.8
Bogura,2016,9,Minimum,26.3
Bogura,2016,10,Maximum,33
Bogura,2016,10,Minimum,24.5
Bogura,2016,11,Maximum,30.8
Bogura,2016,11,Minimum,18.8
Bogura,2016,12,Maximum,27.6
Bogura,2016,12,Minimum,15.1
Bogura,2017,1,Maximum,25.88
Bogura,2017,1,Minimum,12.78
Bogura,2017,2,Maximum,28.71
Bogura,2017,2,Minimum,15.36
Bogura,2017,3,Maximum,29.15
Bogura,2017,3,Minimum,18.86
Bogura,2017,4,Maximum,32.05
Bogura,2017,4,Minimum,23.03
Bogura,2017,5,Maximum,33.59
Bogura,2017,5,Minimum,24.73
Bogura,2017,6,Maximum,33.15
Bogura,2017,6,Minimum,26.53
Bogura,2017,7,Maximum,31.86
Bogura,2017,7,Minimum,26.76
Bogura,2017,8,Maximum,32.92
Bogura,2017,8,Minimum,27.29
Bogura,2017,9,Maximum,33.32
Bogura,2017,9,Minimum,26.93
Bogura,2017,10,Maximum,31.75
Bogura,2017,10,Minimum,24.68
Bogura,2017,11,Maximum,30.23
Bogura,2017,11,Minimum,18.78
Bogura,2017,12,Maximum,26.8
Bogura,2017,12,Minimum,15.75
Bogura,2018,1,Maximum,22
Bogura,2018,1,Minimum,9.98
Bogura,2018,2,Maximum,28.31
Bogura,2018,2,Minimum,15.5
Bogura,2018,3,Maximum,32.12
Bogura,2018,3,Minimum,20.26
Bogura,2018,4,Maximum,31.81
Bogura,2018,4,Minimum,22.44
Bogura,2018,5,Maximum,31.57
Bogura,2018,5,Minimum,23.68
Bogura,2018,6,Maximum,33.39
Bogura,2018,6,Minimum,26.5
Bogura,2018,7,Maximum,32.92
Bogura,2018,7,Minimum,27.07
Bogura,2018,8,Maximum,33.31
Bogura,2018,8,Minimum,27.2
Bogura,2018,9,Maximum,33.64
Bogura,2018,9,Minimum,26.74
Bogura,2018,10,Maximum,31.66
Bogura,2018,10,Minimum,23.25
Bogura,2018,11,Maximum,30.43
Bogura,2018,11,Minimum,18.72
Bogura,2018,12,Maximum,26.45
Bogura,2018,12,Minimum,13.82
Bogura,2019,1,Maximum,26.6
Bogura,2019,1,Minimum,12.5
Bogura,2019,2,Maximum,27.7
Bogura,2019,2,Minimum,15.4
Bogura,2019,3,Maximum,31.1
Bogura,2019,3,Minimum,19.1
Bogura,2019,4,Maximum,32.5
Bogura,2019,4,Minimum,23.1
Bogura,2019,5,Maximum,33.7
Bogura,2019,5,Minimum,25.2
Bogura,2019,6,Maximum,33.6
Bogura,2019,6,Minimum,26.2
Bogura,2019,7,Maximum,32.7
Bogura,2019,7,Minimum,26.7
Bogura,2019,8,Maximum,33.9
Bogura,2019,8,Minimum,27.6
Bogura,2019,9,Maximum,32.3
Bogura,2019,9,Minimum,26.5
Bogura,2019,10,Maximum,31.4
Bogura,2019,10,Minimum,23.6
Bogura,2019,11,Maximum,30.7
Bogura,2019,11,Minimum,19.8
Bogura,2019,12,Maximum,24.8
Bogura,2019,12,Minimum,13.6
Bogura,2020,1,Maximum,23.6
Bogura,2020,1,Minimum,12.8
Bogura,2020,2,Maximum,26.8
Bogura,2020,2,Minimum,14
Bogura,2020,3,Maximum,30.7
Bogura,2020,3,Minimum,19.5
Bogura,2020,4,Maximum,32.2
Bogura,2020,4,Minimum,22.2
Bogura,2020,5,Maximum,32.1
Bogura,2020,5,Minimum,23.9
Bogura,2020,6,Maximum,33.4
Bogura,2020,6,Minimum,26.6
Bogura,2020,7,Maximum,32.4
Bogura,2020,7,Minimum,27.1
Bogura,2020,8,Maximum,33.7
Bogura,2020,8,Minimum,27.5
Bogura,2020,9,Maximum,32.7
Bogura,2020,9,Minimum,27
Bogura,2020,10,Maximum,33
Bogura,2020,10,Minimum,25.6
Bogura,2020,11,Maximum,30.6
Bogura,2020,11,Minimum,18.7
Bogura,2020,12,Maximum,24.9
Bogura,2020,12,Minimum,14
Bogura,2021,1,Maximum,23.8
Bogura,2021,1,Minimum,12.4
Bogura,2021,2,Maximum,29.1
Bogura,2021,2,Minimum,15.1
Bogura,2021,3,Maximum,32.7
Bogura,2021,3,Minimum,21.2
Bogura,2021,4,Maximum,35
Bogura,2021,4,Minimum,23.9
Bogura,2021,5,Maximum,33.3
Bogura,2021,5,Minimum,24.4
Bogura,2021,6,Maximum,32.7
Bogura,2021,6,Minimum,25.9
Bogura,2021,7,Maximum,33.1
Bogura,2021,7,Minimum,26.9
Bogura,2021,8,Maximum,33
Bogura,2021,8,Minimum,26.5
Bogura,2021,9,Maximum,33.7
Bogura,2021,9,Minimum,26.4
Bogura,2021,10,Maximum,33.3
Bogura,2021,10,Minimum,24.8
Bogura,2021,11,Maximum,30.1
Bogura,2021,11,Minimum,18.1
Bogura,2021,12,Maximum,26.8
Bogura,2021,12,Minimum,15.3
Bogura,2022,1,Maximum,23.5
Bogura,2022,1,Minimum,12.9
Bogura,2022,2,Maximum,25.5
Bogura,2022,2,Minimum,14.1
Bogura,2022,3,Maximum,33.3
Bogura,2022,3,Minimum,21.1
Bogura,2022,4,Maximum,33.5
Bogura,2022,4,Minimum,24.8
Bogura,2022,5,Maximum,32.9
Bogura,2022,5,Minimum,24.4
Bogura,2022,6,Maximum,32.5
Bogura,2022,6,Minimum,25.8
Bogura,2022,7,Maximum,34.2
Bogura,2022,7,Minimum,27.2
Bogura,2022,8,Maximum,33.8
Bogura,2022,8,Minimum,27.2
Bogura,2022,9,Maximum,32.8
Bogura,2022,9,Minimum,26.1
Bogura,2022,10,Maximum,32.7
Bogura,2022,10,Minimum,24.1
Bogura,2022,11,Maximum,31
Bogura,2022,11,Minimum,18.4
Bogura,2022,12,Maximum,26.7
Bogura,2022,12,Minimum,15
Bogura,2023,1,Maximum,24.1
Bogura,2023,1,Minimum,12.1
Bogura,2023,2,Maximum,28.6
Bogura,2023,2,Minimum,16.2
Bogura,2023,3,Maximum,31.4
Bogura,2023,3,Minimum,20.5
Bogura,2023,4,Maximum,35.3
Bogura,2023,4,Minimum,23.6
Bogura,2023,5,Maximum,34.6
Bogura,2023,5,Minimum,24
Bogura,2023,6,Maximum,34.9
Bogura,2023,6,Minimum,26.8
Bogura,2023,7,Maximum,34.2
Bogura,2023,7,Minimum,27.4
Bogura,2023,8,Maximum,33.1
Bogura,2023,8,Minimum,27.1
Bogura,2023,9,Maximum,34
Bogura,2023,9,Minimum,27.2
Bogura,2023,10,Maximum,32.3
Bogura,2023,10,Minimum,24.3
Bogura,2023,11,Maximum,31.2
Bogura,2023,11,Minimum,20
Bogura,2023,12,Maximum,26.5
Bogura,2023,12,Minimum,16.1
Bogura,2024,1,Maximum,26.5
Bogura,2024,1,Minimum,8.5
Bogura,2024,2,Maximum,29.5
Bogura,2024,2,Minimum,10.8
Bogura,2024,3,Maximum,34.4
Bogura,2024,3,Minimum,14.6
Bogura,2024,4,Maximum,41
Bogura,2024,4,Minimum,22.5
Bogura,2024,5,Maximum,39.6
Bogura,2024,5,Minimum,21.8
Bogura,2024,6,Maximum,36.6
Bogura,2024,6,Minimum,24
Bogura,2024,7,Maximum,37.2
Bogura,2024,7,Minimum,26
Bogura,2024,8,Maximum,35.4
Bogura,2024,8,Minimum,25.5
Bogura,2024,9,Maximum,37.6
Bogura,2024,9,Minimum,23.8
Bogura,2024,10,Maximum,34.2
Bogura,2024,10,Minimum,22.5
Bogura,2024,11,Maximum,33.8
Bogura,2024,11,Minimum,15.8
Bogura,2024,12,Maximum,30
Bogura,2024,12,Minimum,12.2
Chandpur,1970,1,Maximum,23.55
Chandpur,1970,1,Minimum,14.04
Chandpur,1970,2,Maximum,27.49
Chandpur,1970,2,Minimum,17.14
Chandpur,1970,3,Maximum,30.9
Chandpur,1970,3,Minimum,21.54
Chandpur,1970,4,Maximum,32.77
Chandpur,1970,4,Minimum,24.17
Chandpur,1970,5,Maximum,33.68
Chandpur,1970,5,Minimum,26.06
Chandpur,1970,6,Maximum,31.43
Chandpur,1970,6,Minimum,25.87
Chandpur,1970,7,Maximum,30.35
Chandpur,1970,7,Minimum,25.91
Chandpur,1970,8,Maximum,30.22
Chandpur,1970,8,Minimum,25.9
Chandpur,1970,9,Maximum,30.35
Chandpur,1970,9,Minimum,26
Chandpur,1970,10,Maximum,29.26
Chandpur,1970,10,Minimum,24.43
Chandpur,1970,11,Maximum,27.39
Chandpur,1970,11,Minimum,19.55
Chandpur,1970,12,Maximum,23.22
Chandpur,1970,12,Minimum,14.54
Chandpur,1971,1,Maximum,22.34
Chandpur,1971,1,Minimum,14.81
Chandpur,1971,2,Maximum,25.97
Chandpur,1971,2,Minimum,15.27
Chandpur,1971,3,Maximum,29.82
Chandpur,1971,3,Minimum,17.54
Chandpur,1971,9,Maximum,31.89
Chandpur,1971,9,Minimum,26.23
Chandpur,1971,10,Maximum,29.74
Chandpur,1971,10,Minimum,23.88
Chandpur,1971,11,Maximum,26.97
Chandpur,1971,11,Minimum,18.25
Chandpur,1971,12,Maximum,25.93
Chandpur,1971,12,Minimum,15.6
Chandpur,1973,1,Maximum,24.34
Chandpur,1973,1,Minimum,14.46
Chandpur,1973,2,Maximum,27.2
Chandpur,1973,2,Minimum,17.35
Chandpur,1973,3,Maximum,29.4
Chandpur,1973,3,Minimum,19.68
Chandpur,1973,4,Maximum,32.99
Chandpur,1973,4,Minimum,24.97
Chandpur,1973,5,Maximum,30.94
Chandpur,1973,5,Minimum,23.91
Chandpur,1973,6,Maximum,30.94
Chandpur,1973,6,Minimum,25.62
Chandpur,1973,7,Maximum,31.28
Chandpur,1973,7,Minimum,25.9
Chandpur,1973,8,Maximum,31.15
Chandpur,1973,8,Minimum,25.18
Chandpur,1973,9,Maximum,30.2
Chandpur,1973,9,Minimum,25.62
Chandpur,1973,10,Maximum,31.07
Chandpur,1973,10,Minimum,24.49
Chandpur,1973,11,Maximum,27.66
Chandpur,1973,11,Minimum,19.14
Chandpur,1973,12,Maximum,23.99
Chandpur,1973,12,Minimum,16.19
Chandpur,1974,1,Maximum,23.5
Chandpur,1974,1,Minimum,13.81
Chandpur,1974,2,Maximum,26.88
Chandpur,1974,2,Minimum,15.45
Chandpur,1974,3,Maximum,30.67
Chandpur,1974,3,Minimum,20.91
Chandpur,1974,4,Maximum,31.38
Chandpur,1974,4,Minimum,23.08
Chandpur,1974,5,Maximum,31.97
Chandpur,1974,5,Minimum,23.91
Chandpur,1974,6,Maximum,30.74
Chandpur,1974,6,Minimum,25.05
Chandpur,1974,7,Maximum,29.04
Chandpur,1974,7,Minimum,24.79
Chandpur,1974,8,Maximum,31.05
Chandpur,1974,8,Minimum,24.4
Chandpur,1974,9,Maximum,30
Chandpur,1974,9,Minimum,24.88
Chandpur,1974,10,Maximum,31.04
Chandpur,1974,10,Minimum,24.75
Chandpur,1974,11,Maximum,29.51
Chandpur,1974,11,Minimum,22.68
Chandpur,1974,12,Maximum,24.51
Chandpur,1974,12,Minimum,14.21
Chandpur,1975,1,Maximum,25.32
Chandpur,1975,1,Minimum,13.43
Chandpur,1975,2,Maximum,27.23
Chandpur,1975,2,Minimum,13.93
Chandpur,1975,3,Maximum,32.63
Chandpur,1975,3,Minimum,19.45
Chandpur,1975,4,Maximum,32.59
Chandpur,1975,4,Minimum,23.78
Chandpur,1975,5,Maximum,33.18
Chandpur,1975,5,Minimum,23.54
Chandpur,1975,6,Maximum,32.04
Chandpur,1975,6,Minimum,25.52
Chandpur,1975,7,Maximum,30.09
Chandpur,1975,7,Minimum,24.81
Chandpur,1975,8,Maximum,32.36
Chandpur,1975,8,Minimum,25.56
Chandpur,1975,9,Maximum,31.38
Chandpur,1975,9,Minimum,25.23
Chandpur,1975,10,Maximum,31.6
Chandpur,1975,10,Minimum,25.25
Chandpur,1975,11,Maximum,28.6
Chandpur,1975,11,Minimum,19.46
Chandpur,1975,12,Maximum,26.52
Chandpur,1975,12,Minimum,14.03
Chandpur,1976,1,Maximum,26.27
Chandpur,1976,1,Minimum,13.71
Chandpur,1976,2,Maximum,28.53
Chandpur,1976,2,Minimum,17.17
Chandpur,1976,3,Maximum,33.2
Chandpur,1976,3,Minimum,22.04
Chandpur,1976,4,Maximum,34.79
Chandpur,1976,4,Minimum,22.6
Chandpur,1976,5,Maximum,32.16
Chandpur,1976,5,Minimum,24.35
Chandpur,1976,6,Maximum,31.75
Chandpur,1976,6,Minimum,25.25
Chandpur,1976,7,Maximum,31.66
Chandpur,1976,7,Minimum,26.53
Chandpur,1976,8,Maximum,31.66
Chandpur,1976,8,Minimum,26.53
Chandpur,1976,9,Maximum,33.4
Chandpur,1976,9,Minimum,26.42
Chandpur,1976,10,Maximum,33.07
Chandpur,1976,10,Minimum,25.18
Chandpur,1976,11,Maximum,30.68
Chandpur,1976,11,Minimum,21.44
Chandpur,1976,12,Maximum,26.92
Chandpur,1976,12,Minimum,16.8
Chandpur,1977,1,Maximum,26.31
Chandpur,1977,2,Maximum,28.45
Chandpur,1977,2,Minimum,16.94
Chandpur,1977,3,Maximum,32.36
Chandpur,1977,3,Minimum,20.51
Chandpur,1977,8,Maximum,31.13
Chandpur,1977,8,Minimum,26.05
Chandpur,1977,9,Maximum,31.87
Chandpur,1977,9,Minimum,25.75
Chandpur,1977,10,Maximum,30.62
Chandpur,1977,10,Minimum,22.77
Chandpur,1977,11,Maximum,29.04
Chandpur,1977,11,Minimum,19.54
Chandpur,1977,12,Maximum,25.59
Chandpur,1977,12,Minimum,13.68
Chandpur,1979,1,Maximum,25.15
Chandpur,1979,1,Minimum,11.83
Chandpur,1979,2,Maximum,26.14
Chandpur,1979,2,Minimum,12.86
Chandpur,1979,3,Maximum,31.53
Chandpur,1979,3,Minimum,18.17
Chandpur,1979,4,Maximum,33.29
Chandpur,1979,4,Minimum,22.33
Chandpur,1979,5,Maximum,33.9
Chandpur,1979,5,Minimum,24.61
Chandpur,1979,6,Maximum,30.96
Chandpur,1979,6,Minimum,24.57
Chandpur,1979,7,Maximum,30.79
Chandpur,1979,7,Minimum,24.33
Chandpur,1979,9,Maximum,31.26
Chandpur,1979,9,Minimum,25.17
Chandpur,1979,10,Maximum,31.17
Chandpur,1979,10,Minimum,22.74
Chandpur,1979,11,Maximum,29.92
Chandpur,1979,11,Minimum,20.86
Chandpur,1979,12,Maximum,25.57
Chandpur,1979,12,Minimum,15.6
Chandpur,1981,1,Maximum,24.66
Chandpur,1981,1,Minimum,13.37
Chandpur,1981,2,Maximum,27.13
Chandpur,1981,2,Minimum,15.49
Chandpur,1981,3,Maximum,30.52
Chandpur,1981,3,Minimum,18.54
Chandpur,1981,4,Maximum,30.59
Chandpur,1981,4,Minimum,21.96
Chandpur,1981,5,Maximum,31.79
Chandpur,1981,5,Minimum,23.87
Chandpur,1981,6,Maximum,31.87
Chandpur,1981,6,Minimum,26
Chandpur,1981,7,Maximum,30.41
Chandpur,1981,7,Minimum,25.74
Chandpur,1981,8,Maximum,31.56
Chandpur,1981,8,Minimum,26.47
Chandpur,1981,9,Maximum,31.55
Chandpur,1981,9,Minimum,26.25
Chandpur,1981,10,Maximum,32.05
Chandpur,1981,10,Minimum,23.69
Chandpur,1981,11,Maximum,29.68
Chandpur,1981,11,Minimum,18.45
Chandpur,1981,12,Maximum,25.06
Chandpur,1981,12,Minimum,14.56
Chandpur,1982,1,Maximum,25.82
Chandpur,1982,1,Minimum,12.78
Chandpur,1982,2,Maximum,27.13
Chandpur,1982,2,Minimum,15.55
Chandpur,1982,3,Maximum,30.35
Chandpur,1982,3,Minimum,18.66
Chandpur,1982,4,Maximum,32.55
Chandpur,1982,4,Minimum,22.72
Chandpur,1982,5,Maximum,34.28
Chandpur,1982,5,Minimum,24.85
Chandpur,1982,6,Maximum,31.15
Chandpur,1982,6,Minimum,25.42
Chandpur,1982,7,Maximum,31.78
Chandpur,1982,7,Minimum,26.19
Chandpur,1982,8,Maximum,30.95
Chandpur,1982,8,Minimum,25.98
Chandpur,1982,9,Maximum,32
Chandpur,1982,9,Minimum,26.12
Chandpur,1982,10,Maximum,32.07
Chandpur,1982,10,Minimum,23.85
Chandpur,1982,11,Maximum,28.27
Chandpur,1982,11,Minimum,18.51
Chandpur,1982,12,Maximum,25.79
Chandpur,1982,12,Minimum,13.71
Chandpur,1983,1,Maximum,24.61
Chandpur,1983,1,Minimum,12.98
Chandpur,1983,2,Maximum,27.13
Chandpur,1983,2,Minimum,14.65
Chandpur,1983,3,Maximum,31.02
Chandpur,1983,3,Minimum,20.99
Chandpur,1983,4,Maximum,32.8
Chandpur,1983,4,Minimum,22.93
Chandpur,1983,5,Maximum,33.13
Chandpur,1983,5,Minimum,24.2
Chandpur,1983,6,Maximum,32.5
Chandpur,1983,6,Minimum,26.18
Chandpur,1983,7,Maximum,31.73
Chandpur,1983,7,Minimum,26.67
Chandpur,1983,8,Maximum,31.16
Chandpur,1983,8,Minimum,26.04
Chandpur,1983,9,Maximum,31.35
Chandpur,1983,9,Minimum,26.26
Chandpur,1983,10,Maximum,30.95
Chandpur,1983,10,Minimum,24.34
Chandpur,1983,11,Maximum,29.8
Chandpur,1983,11,Minimum,20
Chandpur,1983,12,Maximum,26.53
Chandpur,1983,12,Minimum,13.96
Chandpur,1984,1,Maximum,24.52
Chandpur,1984,1,Minimum,12.45
Chandpur,1984,2,Maximum,26.5
Chandpur,1984,2,Minimum,14.13
Chandpur,1984,3,Maximum,32.9
Chandpur,1984,3,Minimum,19.53
Chandpur,1984,4,Maximum,33.02
Chandpur,1984,4,Minimum,22.17
Chandpur,1984,5,Maximum,31.72
Chandpur,1984,5,Minimum,22.46
Chandpur,1984,6,Maximum,30.56
Chandpur,1984,6,Minimum,23.82
Chandpur,1984,7,Maximum,30.84
Chandpur,1984,7,Minimum,23.6
Chandpur,1984,8,Maximum,30.73
Chandpur,1984,8,Minimum,23.61
Chandpur,1984,9,Maximum,30.94
Chandpur,1984,9,Minimum,22.79
Chandpur,1984,10,Maximum,31.65
Chandpur,1984,10,Minimum,21.26
Chandpur,1984,11,Maximum,29.05
Chandpur,1984,11,Minimum,17.84
Chandpur,1984,12,Maximum,25.84
Chandpur,1984,12,Minimum,13.49
Chandpur,1985,1,Maximum,25.38
Chandpur,1985,1,Minimum,13
Chandpur,1985,2,Maximum,27.71
Chandpur,1985,2,Minimum,14.82
Chandpur,1985,3,Maximum,32.38
Chandpur,1985,3,Minimum,22.14
Chandpur,1985,4,Maximum,32.82
Chandpur,1985,4,Minimum,24.31
Chandpur,1985,5,Maximum,32.2
Chandpur,1985,5,Minimum,23.26
Chandpur,1985,6,Maximum,31.36
Chandpur,1985,6,Minimum,25.5
Chandpur,1985,7,Maximum,30.14
Chandpur,1985,7,Minimum,24.94
Chandpur,1985,8,Maximum,31.35
Chandpur,1985,8,Minimum,25.23
Chandpur,1985,9,Maximum,30.94
Chandpur,1985,9,Minimum,25
Chandpur,1985,10,Maximum,31.94
Chandpur,1985,10,Minimum,23.18
Chandpur,1985,11,Maximum,29.37
Chandpur,1985,11,Minimum,17.61
Chandpur,1985,12,Maximum,27.11
Chandpur,1985,12,Minimum,13.66
Chandpur,1986,1,Maximum,25.35
Chandpur,1986,1,Minimum,12.83
Chandpur,1986,2,Maximum,28.54
Chandpur,1986,2,Minimum,14.84
Chandpur,1986,3,Maximum,33.33
Chandpur,1986,3,Minimum,20.21
Chandpur,1986,4,Maximum,32.71
Chandpur,1986,4,Minimum,22.7
Chandpur,1986,5,Maximum,33.08
Chandpur,1986,5,Minimum,23.65
Chandpur,1986,6,Maximum,32.64
Chandpur,1986,6,Minimum,26.37
Chandpur,1986,7,Maximum,31.28
Chandpur,1986,7,Minimum,25.86
Chandpur,1986,8,Maximum,32.55
Chandpur,1986,8,Minimum,26.24
Chandpur,1986,9,Maximum,31.12
Chandpur,1986,9,Minimum,25.14
Chandpur,1986,10,Maximum,31.08
Chandpur,1986,10,Minimum,23.38
Chandpur,1986,11,Maximum,28.97
Chandpur,1986,11,Minimum,19.8
Chandpur,1986,12,Maximum,26.09
Chandpur,1986,12,Minimum,15.8
Chandpur,1987,1,Maximum,25.55
Chandpur,1987,1,Minimum,13.58
Chandpur,1987,2,Maximum,29
Chandpur,1987,2,Minimum,15.7
Chandpur,1987,3,Maximum,31.7
Chandpur,1987,3,Minimum,20.07
Chandpur,1987,4,Maximum,32.37
Chandpur,1987,4,Minimum,23.3
Chandpur,1987,5,Maximum,33.68
Chandpur,1987,5,Minimum,24.76
Chandpur,1987,6,Maximum,33.11
Chandpur,1987,6,Minimum,26.86
Chandpur,1987,7,Maximum,30.85
Chandpur,1987,7,Minimum,25.88
Chandpur,1987,8,Maximum,31.03
Chandpur,1987,8,Minimum,26.18
Chandpur,1987,9,Maximum,31.86
Chandpur,1987,9,Minimum,26.43
Chandpur,1987,10,Maximum,31.65
Chandpur,1987,10,Minimum,24.24
Chandpur,1987,11,Maximum,29.26
Chandpur,1987,11,Minimum,20.75
Chandpur,1987,12,Maximum,26.32
Chandpur,1987,12,Minimum,15.28
Chandpur,1988,1,Maximum,25.9
Chandpur,1988,1,Minimum,13.95
Chandpur,1988,2,Maximum,28.66
Chandpur,1988,2,Minimum,15.98
Chandpur,1988,3,Maximum,31.42
Chandpur,1988,3,Minimum,20.82
Chandpur,1988,4,Maximum,33.16
Chandpur,1988,4,Minimum,24.18
Chandpur,1988,5,Maximum,32.15
Chandpur,1988,5,Minimum,24.97
Chandpur,1988,6,Maximum,31.13
Chandpur,1988,6,Minimum,25.86
Chandpur,1988,7,Maximum,31.48
Chandpur,1988,7,Minimum,26.21
Chandpur,1988,8,Maximum,30.93
Chandpur,1988,8,Minimum,26.15
Chandpur,1988,9,Maximum,31.86
Chandpur,1988,9,Minimum,26.23
Chandpur,1988,10,Maximum,31.63
Chandpur,1988,10,Minimum,24.18
Chandpur,1988,11,Maximum,29.45
Chandpur,1988,11,Minimum,20.41
Chandpur,1988,12,Maximum,26.53
Chandpur,1988,12,Minimum,16.31
Chandpur,1989,1,Maximum,23.96
Chandpur,1989,1,Minimum,11.78
Chandpur,1989,2,Maximum,27.8
Chandpur,1989,2,Minimum,15.81
Chandpur,1989,3,Maximum,31.97
Chandpur,1989,3,Minimum,20.15
Chandpur,1989,4,Maximum,33.48
Chandpur,1989,4,Minimum,24.95
Chandpur,1989,5,Maximum,33.82
Chandpur,1989,5,Minimum,25.95
Chandpur,1989,6,Maximum,32.31
