Station_Name,Year,Month,Measure,Type,Value,Source_Organization,Source_File,Source_Sheet,Block
Dinajpur,1990,6,Temperature,Maximum,32.5,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1990,7,Temperature,Maximum,31.65,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1990,8,Temperature,Maximum,32.67,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1990,9,Temperature,Maximum,31.66,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1990,10,Temperature,Maximum,29.1,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1990,11,Temperature,Maximum,30.05,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1990,12,Temperature,Maximum,26.44,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1991,1,Temperature,Maximum,23.2,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1991,2,Temperature,Maximum,28.13,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1991,3,Temperature,Maximum,32.22,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1991,4,Temperature,Maximum,34.16,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1991,5,Temperature,Maximum,30.27,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1991,6,Temperature,Maximum,31.99,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1991,7,Temperature,Maximum,32.12,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1991,8,Temperature,Maximum,32.27,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1991,9,Temperature,Maximum,30.59,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1991,10,Temperature,Maximum,31.01,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1991,11,Temperature,Maximum,28.61,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1991,12,Temperature,Maximum,24.05,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1992,1,Temperature,Maximum,23.25,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1992,2,Temperature,Maximum,24.49,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1992,3,Temperature,Maximum,31.83,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1992,4,Temperature,Maximum,35.55,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1992,5,Temperature,Maximum,32.35,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1992,6,Temperature,Maximum,33.6,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1992,7,Temperature,Maximum,31.57,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1992,8,Temperature,Maximum,32.44,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1992,9,Temperature,Maximum,32.14,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1992,10,Temperature,Maximum,30.66,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1992,11,Temperature,Maximum,28.98,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1992,12,Temperature,Maximum,24.75,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1993,1,Temperature,Maximum,20.72,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1993,2,Temperature,Maximum,27.21,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1993,3,Temperature,Maximum,29.9,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1993,4,Temperature,Maximum,32.27,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1993,5,Temperature,Maximum,30.87,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1993,6,Temperature,Maximum,32.08,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1993,7,Temperature,Maximum,32.59,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1993,8,Temperature,Maximum,31.72,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1993,9,Temperature,Maximum,31.55,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1993,10,Temperature,Maximum,31.62,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1993,11,Temperature,Maximum,29.03,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1993,12,Temperature,Maximum,27.09,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1994,1,Temperature,Maximum,24.59,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1994,2,Temperature,Maximum,25.29,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1994,3,Temperature,Maximum,31.09,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1994,4,Temperature,Maximum,34.64,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1994,5,Temperature,Maximum,34.48,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1994,6,Temperature,Maximum,32.18,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1994,7,Temperature,Maximum,33.23,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1994,8,Temperature,Maximum,33.57,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1994,9,Temperature,Maximum,32.35,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1994,10,Temperature,Maximum,31.23,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1994,11,Temperature,Maximum,28.77,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1994,12,Temperature,Maximum,25.81,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1995,1,Temperature,Maximum,23.59,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1995,2,Temperature,Maximum,26.66,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1995,3,Temperature,Maximum,31.55,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1995,4,Temperature,Maximum,35.68,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1995,5,Temperature,Maximum,35.75,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1995,6,Temperature,Maximum,32.64,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1995,7,Temperature,Maximum,31.38,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1995,8,Temperature,Maximum,32.04,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1995,9,Temperature,Maximum,31.29,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1995,10,Temperature,Maximum,31.83,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1995,11,Temperature,Maximum,28.55,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1995,12,Temperature,Maximum,25.23,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1996,1,Temperature,Maximum,22.76,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1996,2,Temperature,Maximum,27.21,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1996,3,Temperature,Maximum,32.24,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1996,4,Temperature,Maximum,35.26,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1996,5,Temperature,Maximum,34.15,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1996,6,Temperature,Maximum,31.78,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1996,7,Temperature,Maximum,31.96,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1996,8,Temperature,Maximum,32.19,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1996,9,Temperature,Maximum,32.35,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1996,10,Temperature,Maximum,30.93,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1996,11,Temperature,Maximum,29.2,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1996,12,Temperature,Maximum,26.32,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1997,1,Temperature,Maximum,23.72,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1997,2,Temperature,Maximum,25.22,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1997,3,Temperature,Maximum,31.71,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1997,4,Temperature,Maximum,31.01,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1997,5,Temperature,Maximum,34.62,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1997,6,Temperature,Maximum,33.89,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1997,7,Temperature,Maximum,32.35,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1997,8,Temperature,Maximum,32.78,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1997,9,Temperature,Maximum,31.35,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1997,10,Temperature,Maximum,31.07,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1997,11,Temperature,Maximum,29.13,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1997,12,Temperature,Maximum,23.1,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1998,1,Temperature,Maximum,20.25,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1998,2,Temperature,Maximum,27.16,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1998,3,Temperature,Maximum,28.85,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1998,4,Temperature,Maximum,31.77,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1998,5,Temperature,Maximum,32.87,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1998,6,Temperature,Maximum,33.87,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1998,7,Temperature,Maximum,32.01,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1998,8,Temperature,Maximum,31.52,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1998,9,Temperature,Maximum,32.14,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1998,10,Temperature,Maximum,31.47,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1998,11,Temperature,Maximum,29.88,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1998,12,Temperature,Maximum,26.67,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1999,1,Temperature,Maximum,23.91,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1999,2,Temperature,Maximum,29.29,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1999,3,Temperature,Maximum,32.89,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1999,4,Temperature,Maximum,33.55,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1999,5,Temperature,Maximum,31.87,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1999,6,Temperature,Maximum,32.93,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1999,7,Temperature,Maximum,31.83,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1999,8,Temperature,Maximum,31.16,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1999,9,Temperature,Maximum,31.02,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1999,10,Temperature,Maximum,30.89,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1999,11,Temperature,Maximum,29.64,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,1999,12,Temperature,Maximum,26.54,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,2000,1,Temperature,Maximum,22.99,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,2000,2,Temperature,Maximum,24.5,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,2000,3,Temperature,Maximum,29.67,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,2000,4,Temperature,Maximum,31.88,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,2000,5,Temperature,Maximum,31.7,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,2000,6,Temperature,Maximum,32.63,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,2000,7,Temperature,Maximum,32.7,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,2000,8,Temperature,Maximum,32.97,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,2000,9,Temperature,Maximum,31.11,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,2000,10,Temperature,Maximum,32.11,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,2000,11,Temperature,Maximum,29.18,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,2000,12,Temperature,Maximum,26.26,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,2001,1,Temperature,Maximum,23.36,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,2001,2,Temperature,Maximum,27.01,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,2001,3,Temperature,Maximum,32.16,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,2001,4,Temperature,Maximum,34.79,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,2001,5,Temperature,Maximum,32.84,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,2001,6,Temperature,Maximum,32.86,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,2001,7,Temperature,Maximum,33.58,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,2001,8,Temperature,Maximum,33.91,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,2001,9,Temperature,Maximum,32.35,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,2001,10,Temperature,Maximum,31.26,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,2001,11,Temperature,Maximum,29.64,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,2001,12,Temperature,Maximum,24.48,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,2002,1,Temperature,Maximum,24.5,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,2002,2,Temperature,Maximum,28.06,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,2002,3,Temperature,Maximum,31.36,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,2002,4,Temperature,Maximum,30.59,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,2002,5,Temperature,Maximum,31.61,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,2002,6,Temperature,Maximum,31.72,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,2002,7,Temperature,Maximum,31.05,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,2002,8,Temperature,Maximum,32.73,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,2002,9,Temperature,Maximum,32.84,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,2002,10,Temperature,Maximum,31.94,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,2002,11,Temperature,Maximum,29.39,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,2002,12,Temperature,Maximum,25.02,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,2003,1,Temperature,Maximum,19.6,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,2003,2,Temperature,Maximum,25.64,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,2003,3,Temperature,Maximum,28.4,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,2003,4,Temperature,Maximum,31.44,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,2003,5,Temperature,Maximum,32.76,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,2003,6,Temperature,Maximum,31.91,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,2003,7,Temperature,Maximum,32.74,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,2003,8,Temperature,Maximum,33.25,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,2003,9,Temperature,Maximum,32.27,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,2003,10,Temperature,Maximum,30.21,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,2003,11,Temperature,Maximum,28.46,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,2003,12,Temperature,Maximum,25.31,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,2004,1,Temperature,Maximum,20.6,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,2004,2,Temperature,Maximum,26.87,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,2004,3,Temperature,Maximum,31.7,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,2004,4,Temperature,Maximum,29.8,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,2004,5,Temperature,Maximum,33.09,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,2004,6,Temperature,Maximum,32.29,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,2004,7,Temperature,Maximum,31.27,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,2004,8,Temperature,Maximum,33.39,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,2004,9,Temperature,Maximum,31.58,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,2004,10,Temperature,Maximum,29.92,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,2004,11,Temperature,Maximum,29.15,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,2004,12,Temperature,Maximum,25.7,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,2005,1,Temperature,Maximum,23.11,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,2005,2,Temperature,Maximum,26.92,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,2005,3,Temperature,Maximum,30.18,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,2005,4,Temperature,Maximum,32.08,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,2005,5,Temperature,Maximum,31.57,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
Dinajpur,2005,6,Temperature,Maximum,33.08,BRRI,BRRI_Daily_Maximum_Temperature.xlsx,BRRI_Daily_Maximum_Temperature,B57
