District_Name,Fiscal_Year,Fiscal_Start_Year,Fiscal_End_Year,Measure,Acre,Source_Sheet,Block
Khagrachhari,2023-24,2023,2024,Unclassed_State_Forest_FD_Acre,4202.76,T1.66,B22
Khagrachhari,2023-24,2023,2024,Total_Forest_FD_Acre,100038.26,T1.66,B22
Khagrachhari,2023-24,2023,2024,Unclassed_State_Forest_Admin_Acre,454077.95,T1.66,B22
Khagrachhari,2023-24,2023,2024,Total_Forest_Land,554116.21,T1.66,B22
Kumilla,2019-20,2019,2020,Reserved_Forest_Section_20_Acre,0,T1.66,B22
Kumilla,2019-20,2019,2020,Reserved_Forest_Section_4_6_Acre,1720.92,T1.66,B22
Kumilla,2019-20,2019,2020,Protected_Area,0,T1.66,B22
Kumilla,2019-20,2019,2020,Acquired_Vested_Forest,0,T1.66,B22
Kumilla,2019-20,2019,2020,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Kumilla,2019-20,2019,2020,Total_Forest_FD_Acre,1720.92,T1.66,B22
Kumilla,2019-20,2019,2020,Unclassed_State_Forest_Admin_Acre,0,T1.66,B22
Kumilla,2019-20,2019,2020,Total_Forest_Land,1720.92,T1.66,B22
Kumilla,2020-21,2020,2021,Reserved_Forest_Section_20_Acre,0,T1.66,B22
Kumilla,2020-21,2020,2021,Reserved_Forest_Section_4_6_Acre,1720.92,T1.66,B22
Kumilla,2020-21,2020,2021,Protected_Area,0,T1.66,B22
Kumilla,2020-21,2020,2021,Acquired_Vested_Forest,0,T1.66,B22
Kumilla,2020-21,2020,2021,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Kumilla,2020-21,2020,2021,Total_Forest_FD_Acre,1720.92,T1.66,B22
Kumilla,2020-21,2020,2021,Unclassed_State_Forest_Admin_Acre,0,T1.66,B22
Kumilla,2020-21,2020,2021,Total_Forest_Land,1720.92,T1.66,B22
Kumilla,2021-22,2021,2022,Reserved_Forest_Section_20_Acre,0,T1.66,B22
Kumilla,2021-22,2021,2022,Reserved_Forest_Section_4_6_Acre,1720.92,T1.66,B22
Kumilla,2021-22,2021,2022,Protected_Area,0,T1.66,B22
Kumilla,2021-22,2021,2022,Acquired_Vested_Forest,0,T1.66,B22
Kumilla,2021-22,2021,2022,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Kumilla,2021-22,2021,2022,Total_Forest_FD_Acre,1720.92,T1.66,B22
Kumilla,2021-22,2021,2022,Unclassed_State_Forest_Admin_Acre,0,T1.66,B22
Kumilla,2021-22,2021,2022,Total_Forest_Land,1720.92,T1.66,B22
Kumilla,2022-23,2022,2023,Reserved_Forest_Section_20_Acre,0,T1.66,B22
Kumilla,2022-23,2022,2023,Reserved_Forest_Section_4_6_Acre,1720.92,T1.66,B22
Kumilla,2022-23,2022,2023,Protected_Area,0,T1.66,B22
Kumilla,2022-23,2022,2023,Acquired_Vested_Forest,0,T1.66,B22
Kumilla,2022-23,2022,2023,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Kumilla,2022-23,2022,2023,Total_Forest_FD_Acre,1720.92,T1.66,B22
Kumilla,2022-23,2022,2023,Unclassed_State_Forest_Admin_Acre,0,T1.66,B22
Kumilla,2022-23,2022,2023,Total_Forest_Land,1720.92,T1.66,B22
Kumilla,2023-24,2023,2024,Reserved_Forest_Section_20_Acre,0,T1.66,B22
Kumilla,2023-24,2023,2024,Reserved_Forest_Section_4_6_Acre,1720.92,T1.66,B22
Kumilla,2023-24,2023,2024,Protected_Area,0,T1.66,B22
Kumilla,2023-24,2023,2024,Acquired_Vested_Forest,0,T1.66,B22
Kumilla,2023-24,2023,2024,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Kumilla,2023-24,2023,2024,Total_Forest_FD_Acre,1720.92,T1.66,B22
Kumilla,2023-24,2023,2024,Unclassed_State_Forest_Admin_Acre,0,T1.66,B22
Kumilla,2023-24,2023,2024,Total_Forest_Land,1720.92,T1.66,B22
Feni,2019-20,2019,2020,Reserved_Forest_Section_20_Acre,2191.43,T1.66,B22
Feni,2019-20,2019,2020,Reserved_Forest_Section_4_6_Acre,18000,T1.66,B22
Feni,2019-20,2019,2020,Protected_Area,0,T1.66,B22
Feni,2019-20,2019,2020,Acquired_Vested_Forest,0,T1.66,B22
Feni,2019-20,2019,2020,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Feni,2019-20,2019,2020,Total_Forest_FD_Acre,20191.43,T1.66,B22
Feni,2019-20,2019,2020,Unclassed_State_Forest_Admin_Acre,0,T1.66,B22
Feni,2019-20,2019,2020,Total_Forest_Land,20191.43,T1.66,B22
Feni,2020-21,2020,2021,Reserved_Forest_Section_20_Acre,2191.43,T1.66,B22
Feni,2020-21,2020,2021,Reserved_Forest_Section_4_6_Acre,18000,T1.66,B22
Feni,2020-21,2020,2021,Protected_Area,0,T1.66,B22
Feni,2020-21,2020,2021,Acquired_Vested_Forest,0,T1.66,B22
Feni,2020-21,2020,2021,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Feni,2020-21,2020,2021,Total_Forest_FD_Acre,20191.43,T1.66,B22
Feni,2020-21,2020,2021,Unclassed_State_Forest_Admin_Acre,0,T1.66,B22
Feni,2020-21,2020,2021,Total_Forest_Land,20191.43,T1.66,B22
Feni,2021-22,2021,2022,Reserved_Forest_Section_20_Acre,2191.43,T1.66,B22
Feni,2021-22,2021,2022,Reserved_Forest_Section_4_6_Acre,18000,T1.66,B22
Feni,2021-22,2021,2022,Protected_Area,0,T1.66,B22
Feni,2021-22,2021,2022,Acquired_Vested_Forest,0,T1.66,B22
Feni,2021-22,2021,2022,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Feni,2021-22,2021,2022,Total_Forest_FD_Acre,20191.43,T1.66,B22
Feni,2021-22,2021,2022,Unclassed_State_Forest_Admin_Acre,0,T1.66,B22
Feni,2021-22,2021,2022,Total_Forest_Land,20191.43,T1.66,B22
Feni,2022-23,2022,2023,Reserved_Forest_Section_20_Acre,2191.43,T1.66,B22
Feni,2022-23,2022,2023,Reserved_Forest_Section_4_6_Acre,18000,T1.66,B22
Feni,2022-23,2022,2023,Protected_Area,0,T1.66,B22
Feni,2022-23,2022,2023,Acquired_Vested_Forest,0,T1.66,B22
Feni,2022-23,2022,2023,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Feni,2022-23,2022,2023,Total_Forest_FD_Acre,20191.43,T1.66,B22
Feni,2022-23,2022,2023,Unclassed_State_Forest_Admin_Acre,0,T1.66,B22
Feni,2022-23,2022,2023,Total_Forest_Land,20191.43,T1.66,B22
Feni,2023-24,2023,2024,Reserved_Forest_Section_20_Acre,2191.43,T1.66,B22
Feni,2023-24,2023,2024,Reserved_Forest_Section_4_6_Acre,18000,T1.66,B22
Feni,2023-24,2023,2024,Protected_Area,0,T1.66,B22
Feni,2023-24,2023,2024,Acquired_Vested_Forest,0,T1.66,B22
Feni,2023-24,2023,2024,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Feni,2023-24,2023,2024,Total_Forest_FD_Acre,20191.43,T1.66,B22
Feni,2023-24,2023,2024,Unclassed_State_Forest_Admin_Acre,0,T1.66,B22
Feni,2023-24,2023,2024,Total_Forest_Land,20191.43,T1.66,B22
Bagerhat,2019-20,2019,2020,Reserved_Forest_Section_20_Acre,566512.95,T1.66,B22
Bagerhat,2019-20,2019,2020,Protected_Area,0,T1.66,B22
Bagerhat,2019-20,2019,2020,Acquired_Vested_Forest,0,T1.66,B22
Bagerhat,2019-20,2019,2020,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Bagerhat,2019-20,2019,2020,Total_Forest_FD_Acre,566512.95,T1.66,B22
Bagerhat,2019-20,2019,2020,Unclassed_State_Forest_Admin_Acre,0,T1.66,B22
Bagerhat,2019-20,2019,2020,Total_Forest_Land,566512.95,T1.66,B22
Bagerhat,2020-21,2020,2021,Reserved_Forest_Section_20_Acre,566512.95,T1.66,B22
Bagerhat,2020-21,2020,2021,Protected_Area,0,T1.66,B22
Bagerhat,2020-21,2020,2021,Acquired_Vested_Forest,0,T1.66,B22
Bagerhat,2020-21,2020,2021,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Bagerhat,2020-21,2020,2021,Total_Forest_FD_Acre,566512.95,T1.66,B22
Bagerhat,2020-21,2020,2021,Unclassed_State_Forest_Admin_Acre,0,T1.66,B22
Bagerhat,2020-21,2020,2021,Total_Forest_Land,566512.95,T1.66,B22
Bagerhat,2021-22,2021,2022,Reserved_Forest_Section_20_Acre,566512.95,T1.66,B22
Bagerhat,2021-22,2021,2022,Protected_Area,0,T1.66,B22
Bagerhat,2021-22,2021,2022,Acquired_Vested_Forest,0,T1.66,B22
Bagerhat,2021-22,2021,2022,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Bagerhat,2021-22,2021,2022,Total_Forest_FD_Acre,566512.95,T1.66,B22
Bagerhat,2021-22,2021,2022,Unclassed_State_Forest_Admin_Acre,0,T1.66,B22
Bagerhat,2021-22,2021,2022,Total_Forest_Land,566512.95,T1.66,B22
Bagerhat,2022-23,2022,2023,Reserved_Forest_Section_20_Acre,566512.95,T1.66,B22
Bagerhat,2022-23,2022,2023,Protected_Area,0,T1.66,B22
Bagerhat,2022-23,2022,2023,Acquired_Vested_Forest,0,T1.66,B22
Bagerhat,2022-23,2022,2023,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Bagerhat,2022-23,2022,2023,Total_Forest_FD_Acre,566512.95,T1.66,B22
Bagerhat,2022-23,2022,2023,Unclassed_State_Forest_Admin_Acre,0,T1.66,B22
Bagerhat,2022-23,2022,2023,Total_Forest_Land,566512.95,T1.66,B22
Bagerhat,2023-24,2023,2024,Reserved_Forest_Section_20_Acre,566512.95,T1.66,B22
Bagerhat,2023-24,2023,2024,Protected_Area,0,T1.66,B22
Bagerhat,2023-24,2023,2024,Acquired_Vested_Forest,0,T1.66,B22
Bagerhat,2023-24,2023,2024,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Bagerhat,2023-24,2023,2024,Total_Forest_FD_Acre,566512.95,T1.66,B22
Bagerhat,2023-24,2023,2024,Unclassed_State_Forest_Admin_Acre,0,T1.66,B22
Bagerhat,2023-24,2023,2024,Total_Forest_Land,566512.95,T1.66,B22
Khulna,2019-20,2019,2020,Reserved_Forest_Section_20_Acre,546081.61,T1.66,B22
Khulna,2019-20,2019,2020,Protected_Area,0,T1.66,B22
Khulna,2019-20,2019,2020,Acquired_Vested_Forest,0,T1.66,B22
Khulna,2019-20,2019,2020,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Khulna,2019-20,2019,2020,Total_Forest_FD_Acre,546081.61,T1.66,B22
Khulna,2019-20,2019,2020,Unclassed_State_Forest_Admin_Acre,0,T1.66,B22
Khulna,2019-20,2019,2020,Total_Forest_Land,546081.61,T1.66,B22
Khulna,2020-21,2020,2021,Reserved_Forest_Section_20_Acre,546081.61,T1.66,B22
Khulna,2020-21,2020,2021,Protected_Area,0,T1.66,B22
Khulna,2020-21,2020,2021,Acquired_Vested_Forest,0,T1.66,B22
Khulna,2020-21,2020,2021,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Khulna,2020-21,2020,2021,Total_Forest_FD_Acre,546081.61,T1.66,B22
Khulna,2020-21,2020,2021,Unclassed_State_Forest_Admin_Acre,0,T1.66,B22
Khulna,2020-21,2020,2021,Total_Forest_Land,546081.61,T1.66,B22
Khulna,2021-22,2021,2022,Reserved_Forest_Section_20_Acre,546081.61,T1.66,B22
Khulna,2021-22,2021,2022,Protected_Area,0,T1.66,B22
Khulna,2021-22,2021,2022,Acquired_Vested_Forest,0,T1.66,B22
Khulna,2021-22,2021,2022,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Khulna,2021-22,2021,2022,Total_Forest_FD_Acre,546081.61,T1.66,B22
Khulna,2021-22,2021,2022,Unclassed_State_Forest_Admin_Acre,0,T1.66,B22
Khulna,2021-22,2021,2022,Total_Forest_Land,546081.61,T1.66,B22
Khulna,2022-23,2022,2023,Reserved_Forest_Section_20_Acre,546081.61,T1.66,B22
Khulna,2022-23,2022,2023,Protected_Area,0,T1.66,B22
Khulna,2022-23,2022,2023,Acquired_Vested_Forest,0,T1.66,B22
Khulna,2022-23,2022,2023,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Khulna,2022-23,2022,2023,Total_Forest_FD_Acre,546081.61,T1.66,B22
Khulna,2022-23,2022,2023,Unclassed_State_Forest_Admin_Acre,0,T1.66,B22
Khulna,2022-23,2022,2023,Total_Forest_Land,546081.61,T1.66,B22
Khulna,2023-24,2023,2024,Reserved_Forest_Section_20_Acre,546081.61,T1.66,B22
Khulna,2023-24,2023,2024,Protected_Area,0,T1.66,B22
Khulna,2023-24,2023,2024,Acquired_Vested_Forest,0,T1.66,B22
Khulna,2023-24,2023,2024,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Khulna,2023-24,2023,2024,Total_Forest_FD_Acre,546081.61,T1.66,B22
Khulna,2023-24,2023,2024,Unclassed_State_Forest_Admin_Acre,0,T1.66,B22
Khulna,2023-24,2023,2024,Total_Forest_Land,546081.61,T1.66,B22
Satkhira,2019-20,2019,2020,Reserved_Forest_Section_20_Acre,370354.18,T1.66,B22
Satkhira,2019-20,2019,2020,Protected_Area,0,T1.66,B22
Satkhira,2019-20,2019,2020,Acquired_Vested_Forest,0,T1.66,B22
Satkhira,2019-20,2019,2020,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Satkhira,2019-20,2019,2020,Total_Forest_FD_Acre,370354.18,T1.66,B22
Satkhira,2019-20,2019,2020,Unclassed_State_Forest_Admin_Acre,0,T1.66,B22
Satkhira,2019-20,2019,2020,Total_Forest_Land,370354.18,T1.66,B22
Satkhira,2020-21,2020,2021,Reserved_Forest_Section_20_Acre,370354.18,T1.66,B22
Satkhira,2020-21,2020,2021,Protected_Area,0,T1.66,B22
Satkhira,2020-21,2020,2021,Acquired_Vested_Forest,0,T1.66,B22
Satkhira,2020-21,2020,2021,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Satkhira,2020-21,2020,2021,Total_Forest_FD_Acre,370354.18,T1.66,B22
Satkhira,2020-21,2020,2021,Unclassed_State_Forest_Admin_Acre,0,T1.66,B22
Satkhira,2020-21,2020,2021,Total_Forest_Land,370354.18,T1.66,B22
Satkhira,2021-22,2021,2022,Reserved_Forest_Section_20_Acre,370354.18,T1.66,B22
Satkhira,2021-22,2021,2022,Protected_Area,0,T1.66,B22
Satkhira,2021-22,2021,2022,Acquired_Vested_Forest,0,T1.66,B22
Satkhira,2021-22,2021,2022,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Satkhira,2021-22,2021,2022,Total_Forest_FD_Acre,370354.18,T1.66,B22
Satkhira,2021-22,2021,2022,Unclassed_State_Forest_Admin_Acre,0,T1.66,B22
Satkhira,2021-22,2021,2022,Total_Forest_Land,370354.18,T1.66,B22
Satkhira,2022-23,2022,2023,Reserved_Forest_Section_20_Acre,370354.18,T1.66,B22
Satkhira,2022-23,2022,2023,Protected_Area,0,T1.66,B22
Satkhira,2022-23,2022,2023,Acquired_Vested_Forest,0,T1.66,B22
Satkhira,2022-23,2022,2023,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Satkhira,2022-23,2022,2023,Total_Forest_FD_Acre,370354.18,T1.66,B22
Satkhira,2022-23,2022,2023,Unclassed_State_Forest_Admin_Acre,0,T1.66,B22
Satkhira,2022-23,2022,2023,Total_Forest_Land,370354.18,T1.66,B22
Satkhira,2023-24,2023,2024,Reserved_Forest_Section_20_Acre,370354.18,T1.66,B22
Satkhira,2023-24,2023,2024,Protected_Area,0,T1.66,B22
Satkhira,2023-24,2023,2024,Acquired_Vested_Forest,0,T1.66,B22
Satkhira,2023-24,2023,2024,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Satkhira,2023-24,2023,2024,Total_Forest_FD_Acre,370354.18,T1.66,B22
Satkhira,2023-24,2023,2024,Unclassed_State_Forest_Admin_Acre,0,T1.66,B22
Satkhira,2023-24,2023,2024,Total_Forest_Land,370354.18,T1.66,B22
Rangpur,2019-20,2019,2020,Reserved_Forest_Section_20_Acre,1678.47,T1.66,B22
Rangpur,2019-20,2019,2020,Reserved_Forest_Section_4_6_Acre,1749.03,T1.66,B22
Rangpur,2019-20,2019,2020,Protected_Area,0,T1.66,B22
Rangpur,2019-20,2019,2020,Acquired_Vested_Forest,21.54,T1.66,B22
Rangpur,2019-20,2019,2020,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Rangpur,2019-20,2019,2020,Total_Forest_FD_Acre,3449.04,T1.66,B22
Rangpur,2019-20,2019,2020,Unclassed_State_Forest_Admin_Acre,0,T1.66,B22
Rangpur,2019-20,2019,2020,Total_Forest_Land,3449.04,T1.66,B22
Rangpur,2020-21,2020,2021,Reserved_Forest_Section_20_Acre,1678.47,T1.66,B22
Rangpur,2020-21,2020,2021,Reserved_Forest_Section_4_6_Acre,1749.03,T1.66,B22
Rangpur,2020-21,2020,2021,Protected_Area,0,T1.66,B22
Rangpur,2020-21,2020,2021,Acquired_Vested_Forest,21.54,T1.66,B22
Rangpur,2020-21,2020,2021,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Rangpur,2020-21,2020,2021,Total_Forest_FD_Acre,3449.04,T1.66,B22
Rangpur,2020-21,2020,2021,Unclassed_State_Forest_Admin_Acre,0,T1.66,B22
Rangpur,2020-21,2020,2021,Total_Forest_Land,3449.04,T1.66,B22
Rangpur,2021-22,2021,2022,Reserved_Forest_Section_20_Acre,1678.47,T1.66,B22
Rangpur,2021-22,2021,2022,Reserved_Forest_Section_4_6_Acre,1749.03,T1.66,B22
Rangpur,2021-22,2021,2022,Protected_Area,0,T1.66,B22
Rangpur,2021-22,2021,2022,Acquired_Vested_Forest,21.54,T1.66,B22
Rangpur,2021-22,2021,2022,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Rangpur,2021-22,2021,2022,Total_Forest_FD_Acre,3449.04,T1.66,B22
Rangpur,2021-22,2021,2022,Unclassed_State_Forest_Admin_Acre,0,T1.66,B22
Rangpur,2021-22,2021,2022,Total_Forest_Land,3449.04,T1.66,B22
Rangpur,2022-23,2022,2023,Reserved_Forest_Section_20_Acre,1678.47,T1.66,B22
Rangpur,2022-23,2022,2023,Reserved_Forest_Section_4_6_Acre,1749.03,T1.66,B22
Rangpur,2022-23,2022,2023,Protected_Area,0,T1.66,B22
Rangpur,2022-23,2022,2023,Acquired_Vested_Forest,21.54,T1.66,B22
Rangpur,2022-23,2022,2023,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Rangpur,2022-23,2022,2023,Total_Forest_FD_Acre,3449.04,T1.66,B22
Rangpur,2022-23,2022,2023,Unclassed_State_Forest_Admin_Acre,0,T1.66,B22
Rangpur,2022-23,2022,2023,Total_Forest_Land,3449.04,T1.66,B22
Rangpur,2023-24,2023,2024,Reserved_Forest_Section_20_Acre,1678.47,T1.66,B22
Rangpur,2023-24,2023,2024,Reserved_Forest_Section_4_6_Acre,1749.03,T1.66,B22
Rangpur,2023-24,2023,2024,Protected_Area,0,T1.66,B22
Rangpur,2023-24,2023,2024,Acquired_Vested_Forest,21.54,T1.66,B22
Rangpur,2023-24,2023,2024,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Rangpur,2023-24,2023,2024,Total_Forest_FD_Acre,3449.04,T1.66,B22
Rangpur,2023-24,2023,2024,Unclassed_State_Forest_Admin_Acre,0,T1.66,B22
Rangpur,2023-24,2023,2024,Total_Forest_Land,3449.04,T1.66,B22
Nilphamari,2019-20,2019,2020,Reserved_Forest_Section_20_Acre,0,T1.66,B22
Nilphamari,2019-20,2019,2020,Protected_Area,648.59,T1.66,B22
Nilphamari,2019-20,2019,2020,Acquired_Vested_Forest,551.49,T1.66,B22
Nilphamari,2019-20,2019,2020,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Nilphamari,2019-20,2019,2020,Total_Forest_FD_Acre,1200.08,T1.66,B22
Nilphamari,2019-20,2019,2020,Unclassed_State_Forest_Admin_Acre,0,T1.66,B22
Nilphamari,2019-20,2019,2020,Total_Forest_Land,1200.08,T1.66,B22
Nilphamari,2020-21,2020,2021,Reserved_Forest_Section_20_Acre,0,T1.66,B22
Nilphamari,2020-21,2020,2021,Protected_Area,648.59,T1.66,B22
Nilphamari,2020-21,2020,2021,Acquired_Vested_Forest,551.49,T1.66,B22
Nilphamari,2020-21,2020,2021,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Nilphamari,2020-21,2020,2021,Total_Forest_FD_Acre,1200.08,T1.66,B22
Nilphamari,2020-21,2020,2021,Unclassed_State_Forest_Admin_Acre,0,T1.66,B22
Nilphamari,2020-21,2020,2021,Total_Forest_Land,1200.08,T1.66,B22
Nilphamari,2021-22,2021,2022,Reserved_Forest_Section_20_Acre,0,T1.66,B22
Nilphamari,2021-22,2021,2022,Protected_Area,648.59,T1.66,B22
Nilphamari,2021-22,2021,2022,Acquired_Vested_Forest,551.49,T1.66,B22
Nilphamari,2021-22,2021,2022,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Nilphamari,2021-22,2021,2022,Total_Forest_FD_Acre,1200.08,T1.66,B22
Nilphamari,2021-22,2021,2022,Unclassed_State_Forest_Admin_Acre,0,T1.66,B22
Nilphamari,2021-22,2021,2022,Total_Forest_Land,1200.08,T1.66,B22
Nilphamari,2022-23,2022,2023,Reserved_Forest_Section_20_Acre,0,T1.66,B22
Nilphamari,2022-23,2022,2023,Protected_Area,648.59,T1.66,B22
Nilphamari,2022-23,2022,2023,Acquired_Vested_Forest,551.49,T1.66,B22
Nilphamari,2022-23,2022,2023,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Nilphamari,2022-23,2022,2023,Total_Forest_FD_Acre,1200.08,T1.66,B22
Nilphamari,2022-23,2022,2023,Unclassed_State_Forest_Admin_Acre,0,T1.66,B22
Nilphamari,2022-23,2022,2023,Total_Forest_Land,1200.08,T1.66,B22
Nilphamari,2023-24,2023,2024,Reserved_Forest_Section_20_Acre,0,T1.66,B22
Nilphamari,2023-24,2023,2024,Protected_Area,648.59,T1.66,B22
Nilphamari,2023-24,2023,2024,Acquired_Vested_Forest,551.49,T1.66,B22
Nilphamari,2023-24,2023,2024,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Nilphamari,2023-24,2023,2024,Total_Forest_FD_Acre,1200.08,T1.66,B22
Nilphamari,2023-24,2023,2024,Unclassed_State_Forest_Admin_Acre,0,T1.66,B22
Nilphamari,2023-24,2023,2024,Total_Forest_Land,1200.08,T1.66,B22
Kurigram,2019-20,2019,2020,Reserved_Forest_Section_20_Acre,128.59,T1.66,B22
Kurigram,2019-20,2019,2020,Protected_Area,0,T1.66,B22
Kurigram,2019-20,2019,2020,Acquired_Vested_Forest,0,T1.66,B22
Kurigram,2019-20,2019,2020,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Kurigram,2019-20,2019,2020,Total_Forest_FD_Acre,128.59,T1.66,B22
Kurigram,2019-20,2019,2020,Unclassed_State_Forest_Admin_Acre,0,T1.66,B22
Kurigram,2019-20,2019,2020,Total_Forest_Land,128.59,T1.66,B22
Kurigram,2020-21,2020,2021,Reserved_Forest_Section_20_Acre,128.59,T1.66,B22
Kurigram,2020-21,2020,2021,Protected_Area,0,T1.66,B22
Kurigram,2020-21,2020,2021,Acquired_Vested_Forest,0,T1.66,B22
Kurigram,2020-21,2020,2021,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Kurigram,2020-21,2020,2021,Total_Forest_FD_Acre,128.59,T1.66,B22
Kurigram,2020-21,2020,2021,Unclassed_State_Forest_Admin_Acre,0,T1.66,B22
Kurigram,2020-21,2020,2021,Total_Forest_Land,128.59,T1.66,B22
Kurigram,2021-22,2021,2022,Reserved_Forest_Section_20_Acre,128.59,T1.66,B22
Kurigram,2021-22,2021,2022,Protected_Area,0,T1.66,B22
Kurigram,2021-22,2021,2022,Acquired_Vested_Forest,0,T1.66,B22
Kurigram,2021-22,2021,2022,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Kurigram,2021-22,2021,2022,Total_Forest_FD_Acre,128.59,T1.66,B22
Kurigram,2021-22,2021,2022,Unclassed_State_Forest_Admin_Acre,0,T1.66,B22
Kurigram,2021-22,2021,2022,Total_Forest_Land,128.59,T1.66,B22
Kurigram,2022-23,2022,2023,Reserved_Forest_Section_20_Acre,128.59,T1.66,B22
Kurigram,2022-23,2022,2023,Protected_Area,0,T1.66,B22
Kurigram,2022-23,2022,2023,Acquired_Vested_Forest,0,T1.66,B22
Kurigram,2022-23,2022,2023,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Kurigram,2022-23,2022,2023,Total_Forest_FD_Acre,128.59,T1.66,B22
Kurigram,2022-23,2022,2023,Unclassed_State_Forest_Admin_Acre,0,T1.66,B22
Kurigram,2022-23,2022,2023,Total_Forest_Land,128.59,T1.66,B22
Kurigram,2023-24,2023,2024,Reserved_Forest_Section_20_Acre,128.59,T1.66,B22
Kurigram,2023-24,2023,2024,Protected_Area,0,T1.66,B22
Kurigram,2023-24,2023,2024,Acquired_Vested_Forest,0,T1.66,B22
Kurigram,2023-24,2023,2024,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Kurigram,2023-24,2023,2024,Total_Forest_FD_Acre,128.59,T1.66,B22
Kurigram,2023-24,2023,2024,Unclassed_State_Forest_Admin_Acre,0,T1.66,B22
Kurigram,2023-24,2023,2024,Total_Forest_Land,128.59,T1.66,B22
Lalmonirhat,2019-20,2019,2020,Reserved_Forest_Section_20_Acre,82.62,T1.66,B22
Lalmonirhat,2019-20,2019,2020,Protected_Area,0,T1.66,B22
Lalmonirhat,2019-20,2019,2020,Acquired_Vested_Forest,0,T1.66,B22
Lalmonirhat,2019-20,2019,2020,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Lalmonirhat,2019-20,2019,2020,Total_Forest_FD_Acre,82.62,T1.66,B22
Lalmonirhat,2019-20,2019,2020,Unclassed_State_Forest_Admin_Acre,0,T1.66,B22
Lalmonirhat,2019-20,2019,2020,Total_Forest_Land,82.62,T1.66,B22
Lalmonirhat,2020-21,2020,2021,Reserved_Forest_Section_20_Acre,82.62,T1.66,B22
Lalmonirhat,2020-21,2020,2021,Protected_Area,0,T1.66,B22
Lalmonirhat,2020-21,2020,2021,Acquired_Vested_Forest,0,T1.66,B22
Lalmonirhat,2020-21,2020,2021,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Lalmonirhat,2020-21,2020,2021,Total_Forest_FD_Acre,82.62,T1.66,B22
Lalmonirhat,2020-21,2020,2021,Unclassed_State_Forest_Admin_Acre,0,T1.66,B22
Lalmonirhat,2020-21,2020,2021,Total_Forest_Land,82.62,T1.66,B22
Lalmonirhat,2021-22,2021,2022,Reserved_Forest_Section_20_Acre,82.62,T1.66,B22
Lalmonirhat,2021-22,2021,2022,Protected_Area,0,T1.66,B22
Lalmonirhat,2021-22,2021,2022,Acquired_Vested_Forest,0,T1.66,B22
Lalmonirhat,2021-22,2021,2022,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Lalmonirhat,2021-22,2021,2022,Total_Forest_FD_Acre,82.62,T1.66,B22
Lalmonirhat,2021-22,2021,2022,Unclassed_State_Forest_Admin_Acre,0,T1.66,B22
Lalmonirhat,2021-22,2021,2022,Total_Forest_Land,82.62,T1.66,B22
Lalmonirhat,2022-23,2022,2023,Reserved_Forest_Section_20_Acre,82.62,T1.66,B22
Lalmonirhat,2022-23,2022,2023,Protected_Area,0,T1.66,B22
Lalmonirhat,2022-23,2022,2023,Acquired_Vested_Forest,0,T1.66,B22
