District_Name,Fiscal_Start_Year,Fiscal_End_Year,Measure,Acre,Block
Sunamganj,2020,2021,Reserved_Forest_Section_20_Acre,6434.15,B22
Sunamganj,2020,2021,Reserved_Forest_Section_4_6_Acre,11578.16,B22
Sunamganj,2020,2021,Protected_Area,0,B22
Sunamganj,2020,2021,Unclassed_State_Forest_FD_Acre,0,B22
Sunamganj,2020,2021,Total_Forest_FD_Acre,18012.31,B22
Sunamganj,2020,2021,Unclassed_State_Forest_Admin_Acre,0,B22
Sunamganj,2020,2021,Total_Forest_Land,18012.31,B22
Sunamganj,2021,2022,Reserved_Forest_Section_20_Acre,6434.15,B22
Sunamganj,2021,2022,Reserved_Forest_Section_4_6_Acre,11578.16,B22
Sunamganj,2021,2022,Protected_Area,0,B22
Sunamganj,2021,2022,Unclassed_State_Forest_FD_Acre,0,B22
Sunamganj,2021,2022,Total_Forest_FD_Acre,18012.31,B22
Sunamganj,2021,2022,Unclassed_State_Forest_Admin_Acre,0,B22
Sunamganj,2021,2022,Total_Forest_Land,18012.31,B22
Sunamganj,2022,2023,Reserved_Forest_Section_20_Acre,6434.15,B22
Sunamganj,2022,2023,Reserved_Forest_Section_4_6_Acre,11578.16,B22
Sunamganj,2022,2023,Protected_Area,0,B22
Sunamganj,2022,2023,Unclassed_State_Forest_FD_Acre,0,B22
Sunamganj,2022,2023,Total_Forest_FD_Acre,18012.31,B22
Sunamganj,2022,2023,Unclassed_State_Forest_Admin_Acre,0,B22
Sunamganj,2022,2023,Total_Forest_Land,18012.31,B22
Sunamganj,2023,2024,Reserved_Forest_Section_20_Acre,6434.15,B22
Sunamganj,2023,2024,Reserved_Forest_Section_4_6_Acre,11578.16,B22
Sunamganj,2023,2024,Protected_Area,0,B22
Sunamganj,2023,2024,Unclassed_State_Forest_FD_Acre,0,B22
Sunamganj,2023,2024,Total_Forest_FD_Acre,18012.31,B22
Sunamganj,2023,2024,Unclassed_State_Forest_Admin_Acre,0,B22
Sunamganj,2023,2024,Total_Forest_Land,18012.31,B22
Chattogram,2019,2020,Reserved_Forest_Section_20_Acre,210626.04,B22
Chattogram,2019,2020,Protected_Area,46435.46,B22
Chattogram,2019,2020,Acquired_Vested_Forest,16402.82,B22
Chattogram,2019,2020,Unclassed_State_Forest_FD_Acre,0,B22
Chattogram,2019,2020,Total_Forest_FD_Acre,426089.18,B22
Chattogram,2019,2020,Unclassed_State_Forest_Admin_Acre,0,B22
Chattogram,2019,2020,Total_Forest_Land,426089.18,B22
Chattogram,2020,2021,Reserved_Forest_Section_20_Acre,210626.04,B22
Chattogram,2020,2021,Protected_Area,46435.46,B22
Chattogram,2020,2021,Acquired_Vested_Forest,16402.82,B22
Chattogram,2020,2021,Unclassed_State_Forest_FD_Acre,0,B22
Chattogram,2020,2021,Total_Forest_FD_Acre,426089.18,B22
Chattogram,2020,2021,Unclassed_State_Forest_Admin_Acre,0,B22
Chattogram,2020,2021,Total_Forest_Land,426089.18,B22
Chattogram,2021,2022,Reserved_Forest_Section_20_Acre,210626.04,B22
Chattogram,2021,2022,Protected_Area,46435.46,B22
Chattogram,2021,2022,Acquired_Vested_Forest,16402.82,B22
Chattogram,2021,2022,Unclassed_State_Forest_FD_Acre,0,B22
Chattogram,2021,2022,Total_Forest_FD_Acre,426089.18,B22
Chattogram,2021,2022,Unclassed_State_Forest_Admin_Acre,0,B22
Chattogram,2021,2022,Total_Forest_Land,426089.18,B22
Chattogram,2022,2023,Reserved_Forest_Section_20_Acre,210626.04,B22
Chattogram,2022,2023,Protected_Area,46435.46,B22
Chattogram,2022,2023,Acquired_Vested_Forest,16402.82,B22
Chattogram,2022,2023,Unclassed_State_Forest_FD_Acre,0,B22
Chattogram,2022,2023,Total_Forest_FD_Acre,426089.18,B22
Chattogram,2022,2023,Unclassed_State_Forest_Admin_Acre,0,B22
Chattogram,2022,2023,Total_Forest_Land,426089.18,B22
Chattogram,2023,2024,Reserved_Forest_Section_20_Acre,210626.04,B22
Chattogram,2023,2024,Protected_Area,46435.46,B22
Chattogram,2023,2024,Acquired_Vested_Forest,16402.82,B22
Chattogram,2023,2024,Unclassed_State_Forest_FD_Acre,0,B22
Chattogram,2023,2024,Total_Forest_FD_Acre,426089.18,B22
Chattogram,2023,2024,Unclassed_State_Forest_Admin_Acre,0,B22
Chattogram,2023,2024,Total_Forest_Land,426089.18,B22
Cox's Bazar,2019,2020,Reserved_Forest_Section_20_Acre,152986.4,B22
Cox's Bazar,2019,2020,Reserved_Forest_Section_4_6_Acre,22667.14,B22
Cox's Bazar,2019,2020,Protected_Area,33521.42,B22
Cox's Bazar,2019,2020,Acquired_Vested_Forest,0,B22
Cox's Bazar,2019,2020,Unclassed_State_Forest_FD_Acre,0,B22
Cox's Bazar,2019,2020,Total_Forest_FD_Acre,209174.96,B22
Cox's Bazar,2019,2020,Unclassed_State_Forest_Admin_Acre,0,B22
Cox's Bazar,2019,2020,Total_Forest_Land,209174.96,B22
Cox's Bazar,2020,2021,Reserved_Forest_Section_20_Acre,152986.4,B22
Cox's Bazar,2020,2021,Reserved_Forest_Section_4_6_Acre,22667.14,B22
Cox's Bazar,2020,2021,Protected_Area,33521.42,B22
Cox's Bazar,2020,2021,Acquired_Vested_Forest,0,B22
Cox's Bazar,2020,2021,Unclassed_State_Forest_FD_Acre,0,B22
Cox's Bazar,2020,2021,Total_Forest_FD_Acre,209174.96,B22
Cox's Bazar,2020,2021,Unclassed_State_Forest_Admin_Acre,0,B22
Cox's Bazar,2020,2021,Total_Forest_Land,209174.96,B22
Cox's Bazar,2021,2022,Reserved_Forest_Section_20_Acre,152986.4,B22
Cox's Bazar,2021,2022,Reserved_Forest_Section_4_6_Acre,22667.14,B22
Cox's Bazar,2021,2022,Protected_Area,33521.42,B22
Cox's Bazar,2021,2022,Acquired_Vested_Forest,0,B22
Cox's Bazar,2021,2022,Unclassed_State_Forest_FD_Acre,0,B22
Cox's Bazar,2021,2022,Total_Forest_FD_Acre,209174.96,B22
Cox's Bazar,2021,2022,Unclassed_State_Forest_Admin_Acre,0,B22
Cox's Bazar,2021,2022,Total_Forest_Land,209174.96,B22
Cox's Bazar,2022,2023,Reserved_Forest_Section_20_Acre,152986.4,B22
Cox's Bazar,2022,2023,Reserved_Forest_Section_4_6_Acre,22667.14,B22
Cox's Bazar,2022,2023,Protected_Area,33521.42,B22
Cox's Bazar,2022,2023,Acquired_Vested_Forest,0,B22
Cox's Bazar,2022,2023,Unclassed_State_Forest_FD_Acre,0,B22
Cox's Bazar,2022,2023,Total_Forest_FD_Acre,209174.96,B22
Cox's Bazar,2022,2023,Unclassed_State_Forest_Admin_Acre,0,B22
Cox's Bazar,2022,2023,Total_Forest_Land,209174.96,B22
Cox's Bazar,2023,2024,Reserved_Forest_Section_20_Acre,152986.4,B22
Cox's Bazar,2023,2024,Reserved_Forest_Section_4_6_Acre,22667.14,B22
Cox's Bazar,2023,2024,Protected_Area,33521.42,B22
Cox's Bazar,2023,2024,Acquired_Vested_Forest,0,B22
Cox's Bazar,2023,2024,Unclassed_State_Forest_FD_Acre,0,B22
Cox's Bazar,2023,2024,Total_Forest_FD_Acre,209174.96,B22
Cox's Bazar,2023,2024,Unclassed_State_Forest_Admin_Acre,0,B22
Cox's Bazar,2023,2024,Total_Forest_Land,209174.96,B22
Bandarban,2019,2020,Reserved_Forest_Section_20_Acre,242668.4,B22
Bandarban,2019,2020,Reserved_Forest_Section_4_6_Acre,21830.8,B22
Bandarban,2019,2020,Protected_Area,0,B22
Bandarban,2019,2020,Acquired_Vested_Forest,0,B22
Bandarban,2019,2020,Unclassed_State_Forest_FD_Acre,38644.75,B22
Bandarban,2019,2020,Total_Forest_FD_Acre,303143.95,B22
Bandarban,2019,2020,Unclassed_State_Forest_Admin_Acre,494372.54,B22
Bandarban,2019,2020,Total_Forest_Land,797516.49,B22
Bandarban,2020,2021,Reserved_Forest_Section_20_Acre,242668.4,B22
Bandarban,2020,2021,Reserved_Forest_Section_4_6_Acre,21830.8,B22
Bandarban,2020,2021,Protected_Area,0,B22
Bandarban,2020,2021,Acquired_Vested_Forest,0,B22
Bandarban,2020,2021,Unclassed_State_Forest_FD_Acre,38644.75,B22
Bandarban,2020,2021,Total_Forest_FD_Acre,303143.95,B22
Bandarban,2020,2021,Unclassed_State_Forest_Admin_Acre,494372.54,B22
Bandarban,2020,2021,Total_Forest_Land,797516.49,B22
Bandarban,2021,2022,Reserved_Forest_Section_20_Acre,242668.4,B22
Bandarban,2021,2022,Reserved_Forest_Section_4_6_Acre,21830.8,B22
Bandarban,2021,2022,Protected_Area,0,B22
Bandarban,2021,2022,Acquired_Vested_Forest,0,B22
Bandarban,2021,2022,Unclassed_State_Forest_FD_Acre,38644.75,B22
Bandarban,2021,2022,Total_Forest_FD_Acre,303143.95,B22
Bandarban,2021,2022,Unclassed_State_Forest_Admin_Acre,494372.54,B22
Bandarban,2021,2022,Total_Forest_Land,797516.49,B22
Bandarban,2022,2023,Reserved_Forest_Section_20_Acre,242668.4,B22
Bandarban,2022,2023,Reserved_Forest_Section_4_6_Acre,21830.8,B22
Bandarban,2022,2023,Protected_Area,0,B22
Bandarban,2022,2023,Acquired_Vested_Forest,0,B22
Bandarban,2022,2023,Unclassed_State_Forest_FD_Acre,38644.75,B22
Bandarban,2022,2023,Total_Forest_FD_Acre,303143.95,B22
Bandarban,2022,2023,Unclassed_State_Forest_Admin_Acre,494372.54,B22
Bandarban,2022,2023,Total_Forest_Land,797516.49,B22
Bandarban,2023,2024,Reserved_Forest_Section_20_Acre,242668.4,B22
Bandarban,2023,2024,Reserved_Forest_Section_4_6_Acre,21830.8,B22
Bandarban,2023,2024,Protected_Area,0,B22
Bandarban,2023,2024,Acquired_Vested_Forest,0,B22
Bandarban,2023,2024,Unclassed_State_Forest_FD_Acre,38644.75,B22
Bandarban,2023,2024,Total_Forest_FD_Acre,303143.95,B22
Bandarban,2023,2024,Unclassed_State_Forest_Admin_Acre,494372.54,B22
Bandarban,2023,2024,Total_Forest_Land,797516.49,B22
Rangamati,2019,2020,Reserved_Forest_Section_20_Acre,573261.21,B22
Rangamati,2019,2020,Reserved_Forest_Section_4_6_Acre,41401.88,B22
Rangamati,2019,2020,Protected_Area,0,B22
Rangamati,2019,2020,Acquired_Vested_Forest,1.5,B22
Rangamati,2019,2020,Unclassed_State_Forest_FD_Acre,0,B22
Rangamati,2019,2020,Total_Forest_FD_Acre,614664.59,B22
Rangamati,2019,2020,Unclassed_State_Forest_Admin_Acre,763890.54,B22
Rangamati,2019,2020,Total_Forest_Land,1378555.13,B22
Rangamati,2020,2021,Reserved_Forest_Section_20_Acre,573261.21,B22
Rangamati,2020,2021,Reserved_Forest_Section_4_6_Acre,41401.88,B22
Rangamati,2020,2021,Protected_Area,0,B22
Rangamati,2020,2021,Acquired_Vested_Forest,1.5,B22
Rangamati,2020,2021,Unclassed_State_Forest_FD_Acre,0,B22
Rangamati,2020,2021,Total_Forest_FD_Acre,614664.59,B22
Rangamati,2020,2021,Unclassed_State_Forest_Admin_Acre,763890.54,B22
Rangamati,2020,2021,Total_Forest_Land,1378555.13,B22
Rangamati,2021,2022,Reserved_Forest_Section_20_Acre,573261.21,B22
Rangamati,2021,2022,Reserved_Forest_Section_4_6_Acre,41401.88,B22
Rangamati,2021,2022,Protected_Area,0,B22
Rangamati,2021,2022,Acquired_Vested_Forest,1.5,B22
Rangamati,2021,2022,Unclassed_State_Forest_FD_Acre,0,B22
Rangamati,2021,2022,Total_Forest_FD_Acre,614664.59,B22
Rangamati,2021,2022,Unclassed_State_Forest_Admin_Acre,763890.54,B22
Rangamati,2021,2022,Total_Forest_Land,1378555.13,B22
Rangamati,2022,2023,Reserved_Forest_Section_20_Acre,573261.21,B22
Rangamati,2022,2023,Reserved_Forest_Section_4_6_Acre,41401.88,B22
Rangamati,2022,2023,Protected_Area,0,B22
Rangamati,2022,2023,Acquired_Vested_Forest,1.5,B22
Rangamati,2022,2023,Unclassed_State_Forest_FD_Acre,0,B22
Rangamati,2022,2023,Total_Forest_FD_Acre,614664.59,B22
Rangamati,2022,2023,Unclassed_State_Forest_Admin_Acre,763890.54,B22
Rangamati,2022,2023,Total_Forest_Land,1378555.13,B22
Rangamati,2023,2024,Reserved_Forest_Section_20_Acre,573261.21,B22
Rangamati,2023,2024,Reserved_Forest_Section_4_6_Acre,41401.88,B22
Rangamati,2023,2024,Protected_Area,0,B22
Rangamati,2023,2024,Acquired_Vested_Forest,1.5,B22
Rangamati,2023,2024,Unclassed_State_Forest_FD_Acre,0,B22
Rangamati,2023,2024,Total_Forest_FD_Acre,614664.59,B22
Rangamati,2023,2024,Unclassed_State_Forest_Admin_Acre,763890.54,B22
Rangamati,2023,2024,Total_Forest_Land,1378555.13,B22
Khagrachhari,2019,2020,Reserved_Forest_Section_20_Acre,88492.83,B22
Khagrachhari,2019,2020,Reserved_Forest_Section_4_6_Acre,7342.67,B22
Khagrachhari,2019,2020,Protected_Area,0,B22
Khagrachhari,2019,2020,Acquired_Vested_Forest,0,B22
Khagrachhari,2019,2020,Unclassed_State_Forest_FD_Acre,4202.76,B22
Khagrachhari,2019,2020,Total_Forest_FD_Acre,100038.26,B22
Khagrachhari,2019,2020,Unclassed_State_Forest_Admin_Acre,454077.95,B22
Khagrachhari,2019,2020,Total_Forest_Land,554116.21,B22
Khagrachhari,2020,2021,Reserved_Forest_Section_20_Acre,88492.83,B22
Khagrachhari,2020,2021,Reserved_Forest_Section_4_6_Acre,7342.67,B22
Khagrachhari,2020,2021,Protected_Area,0,B22
Khagrachhari,2020,2021,Acquired_Vested_Forest,0,B22
Khagrachhari,2020,2021,Unclassed_State_Forest_FD_Acre,4202.76,B22
Khagrachhari,2020,2021,Total_Forest_FD_Acre,100038.26,B22
Khagrachhari,2020,2021,Unclassed_State_Forest_Admin_Acre,454077.95,B22
Khagrachhari,2020,2021,Total_Forest_Land,554116.21,B22
Khagrachhari,2021,2022,Reserved_Forest_Section_20_Acre,88492.83,B22
Khagrachhari,2021,2022,Reserved_Forest_Section_4_6_Acre,7342.67,B22
Khagrachhari,2021,2022,Protected_Area,0,B22
Khagrachhari,2021,2022,Acquired_Vested_Forest,0,B22
Khagrachhari,2021,2022,Unclassed_State_Forest_FD_Acre,4202.76,B22
Khagrachhari,2021,2022,Total_Forest_FD_Acre,100038.26,B22
Khagrachhari,2021,2022,Unclassed_State_Forest_Admin_Acre,454077.95,B22
Khagrachhari,2021,2022,Total_Forest_Land,554116.21,B22
Khagrachhari,2022,2023,Reserved_Forest_Section_20_Acre,88492.83,B22
Khagrachhari,2022,2023,Reserved_Forest_Section_4_6_Acre,7342.67,B22
Khagrachhari,2022,2023,Protected_Area,0,B22
Khagrachhari,2022,2023,Acquired_Vested_Forest,0,B22
Khagrachhari,2022,2023,Unclassed_State_Forest_FD_Acre,4202.76,B22
Khagrachhari,2022,2023,Total_Forest_FD_Acre,100038.26,B22
Khagrachhari,2022,2023,Unclassed_State_Forest_Admin_Acre,454077.95,B22
Khagrachhari,2022,2023,Total_Forest_Land,554116.21,B22
Khagrachhari,2023,2024,Reserved_Forest_Section_20_Acre,88492.83,B22
Khagrachhari,2023,2024,Reserved_Forest_Section_4_6_Acre,7342.67,B22
Khagrachhari,2023,2024,Protected_Area,0,B22
Khagrachhari,2023,2024,Acquired_Vested_Forest,0,B22
Khagrachhari,2023,2024,Unclassed_State_Forest_FD_Acre,4202.76,B22
Khagrachhari,2023,2024,Total_Forest_FD_Acre,100038.26,B22
Khagrachhari,2023,2024,Unclassed_State_Forest_Admin_Acre,454077.95,B22
Khagrachhari,2023,2024,Total_Forest_Land,554116.21,B22
Kumilla,2019,2020,Reserved_Forest_Section_20_Acre,0,B22
Kumilla,2019,2020,Reserved_Forest_Section_4_6_Acre,1720.92,B22
Kumilla,2019,2020,Protected_Area,0,B22
Kumilla,2019,2020,Acquired_Vested_Forest,0,B22
Kumilla,2019,2020,Unclassed_State_Forest_FD_Acre,0,B22
Kumilla,2019,2020,Total_Forest_FD_Acre,1720.92,B22
Kumilla,2019,2020,Unclassed_State_Forest_Admin_Acre,0,B22
Kumilla,2019,2020,Total_Forest_Land,1720.92,B22
Kumilla,2020,2021,Reserved_Forest_Section_20_Acre,0,B22
Kumilla,2020,2021,Reserved_Forest_Section_4_6_Acre,1720.92,B22
Kumilla,2020,2021,Protected_Area,0,B22
Kumilla,2020,2021,Acquired_Vested_Forest,0,B22
Kumilla,2020,2021,Unclassed_State_Forest_FD_Acre,0,B22
Kumilla,2020,2021,Total_Forest_FD_Acre,1720.92,B22
Kumilla,2020,2021,Unclassed_State_Forest_Admin_Acre,0,B22
Kumilla,2020,2021,Total_Forest_Land,1720.92,B22
Kumilla,2021,2022,Reserved_Forest_Section_20_Acre,0,B22
Kumilla,2021,2022,Reserved_Forest_Section_4_6_Acre,1720.92,B22
Kumilla,2021,2022,Protected_Area,0,B22
Kumilla,2021,2022,Acquired_Vested_Forest,0,B22
Kumilla,2021,2022,Unclassed_State_Forest_FD_Acre,0,B22
Kumilla,2021,2022,Total_Forest_FD_Acre,1720.92,B22
Kumilla,2021,2022,Unclassed_State_Forest_Admin_Acre,0,B22
Kumilla,2021,2022,Total_Forest_Land,1720.92,B22
Kumilla,2022,2023,Reserved_Forest_Section_20_Acre,0,B22
Kumilla,2022,2023,Reserved_Forest_Section_4_6_Acre,1720.92,B22
Kumilla,2022,2023,Protected_Area,0,B22
Kumilla,2022,2023,Acquired_Vested_Forest,0,B22
Kumilla,2022,2023,Unclassed_State_Forest_FD_Acre,0,B22
Kumilla,2022,2023,Total_Forest_FD_Acre,1720.92,B22
Kumilla,2022,2023,Unclassed_State_Forest_Admin_Acre,0,B22
Kumilla,2022,2023,Total_Forest_Land,1720.92,B22
Kumilla,2023,2024,Reserved_Forest_Section_20_Acre,0,B22
Kumilla,2023,2024,Reserved_Forest_Section_4_6_Acre,1720.92,B22
Kumilla,2023,2024,Protected_Area,0,B22
Kumilla,2023,2024,Acquired_Vested_Forest,0,B22
Kumilla,2023,2024,Unclassed_State_Forest_FD_Acre,0,B22
Kumilla,2023,2024,Total_Forest_FD_Acre,1720.92,B22
Kumilla,2023,2024,Unclassed_State_Forest_Admin_Acre,0,B22
Kumilla,2023,2024,Total_Forest_Land,1720.92,B22
Feni,2019,2020,Reserved_Forest_Section_20_Acre,2191.43,B22
Feni,2019,2020,Reserved_Forest_Section_4_6_Acre,18000,B22
Feni,2019,2020,Protected_Area,0,B22
Feni,2019,2020,Acquired_Vested_Forest,0,B22
Feni,2019,2020,Unclassed_State_Forest_FD_Acre,0,B22
Feni,2019,2020,Total_Forest_FD_Acre,20191.43,B22
Feni,2019,2020,Unclassed_State_Forest_Admin_Acre,0,B22
Feni,2019,2020,Total_Forest_Land,20191.43,B22
Feni,2020,2021,Reserved_Forest_Section_20_Acre,2191.43,B22
Feni,2020,2021,Reserved_Forest_Section_4_6_Acre,18000,B22
Feni,2020,2021,Protected_Area,0,B22
Feni,2020,2021,Acquired_Vested_Forest,0,B22
Feni,2020,2021,Unclassed_State_Forest_FD_Acre,0,B22
Feni,2020,2021,Total_Forest_FD_Acre,20191.43,B22
Feni,2020,2021,Unclassed_State_Forest_Admin_Acre,0,B22
Feni,2020,2021,Total_Forest_Land,20191.43,B22
Feni,2021,2022,Reserved_Forest_Section_20_Acre,2191.43,B22
Feni,2021,2022,Reserved_Forest_Section_4_6_Acre,18000,B22
Feni,2021,2022,Protected_Area,0,B22
Feni,2021,2022,Acquired_Vested_Forest,0,B22
Feni,2021,2022,Unclassed_State_Forest_FD_Acre,0,B22
Feni,2021,2022,Total_Forest_FD_Acre,20191.43,B22
Feni,2021,2022,Unclassed_State_Forest_Admin_Acre,0,B22
Feni,2021,2022,Total_Forest_Land,20191.43,B22
Feni,2022,2023,Reserved_Forest_Section_20_Acre,2191.43,B22
Feni,2022,2023,Reserved_Forest_Section_4_6_Acre,18000,B22
Feni,2022,2023,Protected_Area,0,B22
Feni,2022,2023,Acquired_Vested_Forest,0,B22
Feni,2022,2023,Unclassed_State_Forest_FD_Acre,0,B22
Feni,2022,2023,Total_Forest_FD_Acre,20191.43,B22
Feni,2022,2023,Unclassed_State_Forest_Admin_Acre,0,B22
Feni,2022,2023,Total_Forest_Land,20191.43,B22
Feni,2023,2024,Reserved_Forest_Section_20_Acre,2191.43,B22
Feni,2023,2024,Reserved_Forest_Section_4_6_Acre,18000,B22
Feni,2023,2024,Protected_Area,0,B22
Feni,2023,2024,Acquired_Vested_Forest,0,B22
Feni,2023,2024,Unclassed_State_Forest_FD_Acre,0,B22
Feni,2023,2024,Total_Forest_FD_Acre,20191.43,B22
Feni,2023,2024,Unclassed_State_Forest_Admin_Acre,0,B22
Feni,2023,2024,Total_Forest_Land,20191.43,B22
Bagerhat,2019,2020,Reserved_Forest_Section_20_Acre,566512.95,B22
Bagerhat,2019,2020,Protected_Area,0,B22
Bagerhat,2019,2020,Acquired_Vested_Forest,0,B22
Bagerhat,2019,2020,Unclassed_State_Forest_FD_Acre,0,B22
Bagerhat,2019,2020,Total_Forest_FD_Acre,566512.95,B22
Bagerhat,2019,2020,Unclassed_State_Forest_Admin_Acre,0,B22
Bagerhat,2019,2020,Total_Forest_Land,566512.95,B22
Bagerhat,2020,2021,Reserved_Forest_Section_20_Acre,566512.95,B22
Bagerhat,2020,2021,Protected_Area,0,B22
Bagerhat,2020,2021,Acquired_Vested_Forest,0,B22
Bagerhat,2020,2021,Unclassed_State_Forest_FD_Acre,0,B22
Bagerhat,2020,2021,Total_Forest_FD_Acre,566512.95,B22
Bagerhat,2020,2021,Unclassed_State_Forest_Admin_Acre,0,B22
Bagerhat,2020,2021,Total_Forest_Land,566512.95,B22
Bagerhat,2021,2022,Reserved_Forest_Section_20_Acre,566512.95,B22
Bagerhat,2021,2022,Protected_Area,0,B22
Bagerhat,2021,2022,Acquired_Vested_Forest,0,B22
Bagerhat,2021,2022,Unclassed_State_Forest_FD_Acre,0,B22
Bagerhat,2021,2022,Total_Forest_FD_Acre,566512.95,B22
Bagerhat,2021,2022,Unclassed_State_Forest_Admin_Acre,0,B22
Bagerhat,2021,2022,Total_Forest_Land,566512.95,B22
Bagerhat,2022,2023,Reserved_Forest_Section_20_Acre,566512.95,B22
Bagerhat,2022,2023,Protected_Area,0,B22
Bagerhat,2022,2023,Acquired_Vested_Forest,0,B22
Bagerhat,2022,2023,Unclassed_State_Forest_FD_Acre,0,B22
Bagerhat,2022,2023,Total_Forest_FD_Acre,566512.95,B22
Bagerhat,2022,2023,Unclassed_State_Forest_Admin_Acre,0,B22
Bagerhat,2022,2023,Total_Forest_Land,566512.95,B22
Bagerhat,2023,2024,Reserved_Forest_Section_20_Acre,566512.95,B22
Bagerhat,2023,2024,Protected_Area,0,B22
Bagerhat,2023,2024,Acquired_Vested_Forest,0,B22
Bagerhat,2023,2024,Unclassed_State_Forest_FD_Acre,0,B22
Bagerhat,2023,2024,Total_Forest_FD_Acre,566512.95,B22
Bagerhat,2023,2024,Unclassed_State_Forest_Admin_Acre,0,B22
Bagerhat,2023,2024,Total_Forest_Land,566512.95,B22
Khulna,2019,2020,Reserved_Forest_Section_20_Acre,546081.61,B22
Khulna,2019,2020,Protected_Area,0,B22
Khulna,2019,2020,Acquired_Vested_Forest,0,B22
Khulna,2019,2020,Unclassed_State_Forest_FD_Acre,0,B22
Khulna,2019,2020,Total_Forest_FD_Acre,546081.61,B22
Khulna,2019,2020,Unclassed_State_Forest_Admin_Acre,0,B22
Khulna,2019,2020,Total_Forest_Land,546081.61,B22
Khulna,2020,2021,Reserved_Forest_Section_20_Acre,546081.61,B22
Khulna,2020,2021,Protected_Area,0,B22
Khulna,2020,2021,Acquired_Vested_Forest,0,B22
Khulna,2020,2021,Unclassed_State_Forest_FD_Acre,0,B22
Khulna,2020,2021,Total_Forest_FD_Acre,546081.61,B22
Khulna,2020,2021,Unclassed_State_Forest_Admin_Acre,0,B22
Khulna,2020,2021,Total_Forest_Land,546081.61,B22
Khulna,2021,2022,Reserved_Forest_Section_20_Acre,546081.61,B22
Khulna,2021,2022,Protected_Area,0,B22
Khulna,2021,2022,Acquired_Vested_Forest,0,B22
Khulna,2021,2022,Unclassed_State_Forest_FD_Acre,0,B22
Khulna,2021,2022,Total_Forest_FD_Acre,546081.61,B22
Khulna,2021,2022,Unclassed_State_Forest_Admin_Acre,0,B22
Khulna,2021,2022,Total_Forest_Land,546081.61,B22
Khulna,2022,2023,Reserved_Forest_Section_20_Acre,546081.61,B22
Khulna,2022,2023,Protected_Area,0,B22
Khulna,2022,2023,Acquired_Vested_Forest,0,B22
Khulna,2022,2023,Unclassed_State_Forest_FD_Acre,0,B22
Khulna,2022,2023,Total_Forest_FD_Acre,546081.61,B22
Khulna,2022,2023,Unclassed_State_Forest_Admin_Acre,0,B22
Khulna,2022,2023,Total_Forest_Land,546081.61,B22
Khulna,2023,2024,Reserved_Forest_Section_20_Acre,546081.61,B22
Khulna,2023,2024,Protected_Area,0,B22
Khulna,2023,2024,Acquired_Vested_Forest,0,B22
Khulna,2023,2024,Unclassed_State_Forest_FD_Acre,0,B22
Khulna,2023,2024,Total_Forest_FD_Acre,546081.61,B22
Khulna,2023,2024,Unclassed_State_Forest_Admin_Acre,0,B22
Khulna,2023,2024,Total_Forest_Land,546081.61,B22
Satkhira,2019,2020,Reserved_Forest_Section_20_Acre,370354.18,B22
Satkhira,2019,2020,Protected_Area,0,B22
Satkhira,2019,2020,Acquired_Vested_Forest,0,B22
Satkhira,2019,2020,Unclassed_State_Forest_FD_Acre,0,B22
Satkhira,2019,2020,Total_Forest_FD_Acre,370354.18,B22
Satkhira,2019,2020,Unclassed_State_Forest_Admin_Acre,0,B22
Satkhira,2019,2020,Total_Forest_Land,370354.18,B22
Satkhira,2020,2021,Reserved_Forest_Section_20_Acre,370354.18,B22
Satkhira,2020,2021,Protected_Area,0,B22
Satkhira,2020,2021,Acquired_Vested_Forest,0,B22
Satkhira,2020,2021,Unclassed_State_Forest_FD_Acre,0,B22
Satkhira,2020,2021,Total_Forest_FD_Acre,370354.18,B22
Satkhira,2020,2021,Unclassed_State_Forest_Admin_Acre,0,B22
Satkhira,2020,2021,Total_Forest_Land,370354.18,B22
Satkhira,2021,2022,Reserved_Forest_Section_20_Acre,370354.18,B22
Satkhira,2021,2022,Protected_Area,0,B22
Satkhira,2021,2022,Acquired_Vested_Forest,0,B22
Satkhira,2021,2022,Unclassed_State_Forest_FD_Acre,0,B22
Satkhira,2021,2022,Total_Forest_FD_Acre,370354.18,B22
Satkhira,2021,2022,Unclassed_State_Forest_Admin_Acre,0,B22
Satkhira,2021,2022,Total_Forest_Land,370354.18,B22
Satkhira,2022,2023,Reserved_Forest_Section_20_Acre,370354.18,B22
Satkhira,2022,2023,Protected_Area,0,B22
Satkhira,2022,2023,Acquired_Vested_Forest,0,B22
Satkhira,2022,2023,Unclassed_State_Forest_FD_Acre,0,B22
Satkhira,2022,2023,Total_Forest_FD_Acre,370354.18,B22
Satkhira,2022,2023,Unclassed_State_Forest_Admin_Acre,0,B22
Satkhira,2022,2023,Total_Forest_Land,370354.18,B22
Satkhira,2023,2024,Reserved_Forest_Section_20_Acre,370354.18,B22
Satkhira,2023,2024,Protected_Area,0,B22
Satkhira,2023,2024,Acquired_Vested_Forest,0,B22
Satkhira,2023,2024,Unclassed_State_Forest_FD_Acre,0,B22
Satkhira,2023,2024,Total_Forest_FD_Acre,370354.18,B22
Satkhira,2023,2024,Unclassed_State_Forest_Admin_Acre,0,B22
Satkhira,2023,2024,Total_Forest_Land,370354.18,B22
Rangpur,2019,2020,Reserved_Forest_Section_20_Acre,1678.47,B22
Rangpur,2019,2020,Reserved_Forest_Section_4_6_Acre,1749.03,B22
