District_Name,Fiscal_Start_Year,Fiscal_End_Year,Measure,Acre,Block
Rangpur,2019,2020,Protected_Area,0,B22
Rangpur,2019,2020,Acquired_Vested_Forest,21.54,B22
Rangpur,2019,2020,Unclassed_State_Forest_FD_Acre,0,B22
Rangpur,2019,2020,Total_Forest_FD_Acre,3449.04,B22
Rangpur,2019,2020,Unclassed_State_Forest_Admin_Acre,0,B22
Rangpur,2019,2020,Total_Forest_Land,3449.04,B22
Rangpur,2020,2021,Reserved_Forest_Section_20_Acre,1678.47,B22
Rangpur,2020,2021,Reserved_Forest_Section_4_6_Acre,1749.03,B22
Rangpur,2020,2021,Protected_Area,0,B22
Rangpur,2020,2021,Acquired_Vested_Forest,21.54,B22
Rangpur,2020,2021,Unclassed_State_Forest_FD_Acre,0,B22
Rangpur,2020,2021,Total_Forest_FD_Acre,3449.04,B22
Rangpur,2020,2021,Unclassed_State_Forest_Admin_Acre,0,B22
Rangpur,2020,2021,Total_Forest_Land,3449.04,B22
Rangpur,2021,2022,Reserved_Forest_Section_20_Acre,1678.47,B22
Rangpur,2021,2022,Reserved_Forest_Section_4_6_Acre,1749.03,B22
Rangpur,2021,2022,Protected_Area,0,B22
Rangpur,2021,2022,Acquired_Vested_Forest,21.54,B22
Rangpur,2021,2022,Unclassed_State_Forest_FD_Acre,0,B22
Rangpur,2021,2022,Total_Forest_FD_Acre,3449.04,B22
Rangpur,2021,2022,Unclassed_State_Forest_Admin_Acre,0,B22
Rangpur,2021,2022,Total_Forest_Land,3449.04,B22
Rangpur,2022,2023,Reserved_Forest_Section_20_Acre,1678.47,B22
Rangpur,2022,2023,Reserved_Forest_Section_4_6_Acre,1749.03,B22
Rangpur,2022,2023,Protected_Area,0,B22
Rangpur,2022,2023,Acquired_Vested_Forest,21.54,B22
Rangpur,2022,2023,Unclassed_State_Forest_FD_Acre,0,B22
Rangpur,2022,2023,Total_Forest_FD_Acre,3449.04,B22
Rangpur,2022,2023,Unclassed_State_Forest_Admin_Acre,0,B22
Rangpur,2022,2023,Total_Forest_Land,3449.04,B22
Rangpur,2023,2024,Reserved_Forest_Section_20_Acre,1678.47,B22
Rangpur,2023,2024,Reserved_Forest_Section_4_6_Acre,1749.03,B22
Rangpur,2023,2024,Protected_Area,0,B22
Rangpur,2023,2024,Acquired_Vested_Forest,21.54,B22
Rangpur,2023,2024,Unclassed_State_Forest_FD_Acre,0,B22
Rangpur,2023,2024,Total_Forest_FD_Acre,3449.04,B22
Rangpur,2023,2024,Unclassed_State_Forest_Admin_Acre,0,B22
Rangpur,2023,2024,Total_Forest_Land,3449.04,B22
Nilphamari,2019,2020,Reserved_Forest_Section_20_Acre,0,B22
Nilphamari,2019,2020,Protected_Area,648.59,B22
Nilphamari,2019,2020,Acquired_Vested_Forest,551.49,B22
Nilphamari,2019,2020,Unclassed_State_Forest_FD_Acre,0,B22
Nilphamari,2019,2020,Total_Forest_FD_Acre,1200.08,B22
Nilphamari,2019,2020,Unclassed_State_Forest_Admin_Acre,0,B22
Nilphamari,2019,2020,Total_Forest_Land,1200.08,B22
Nilphamari,2020,2021,Reserved_Forest_Section_20_Acre,0,B22
Nilphamari,2020,2021,Protected_Area,648.59,B22
Nilphamari,2020,2021,Acquired_Vested_Forest,551.49,B22
Nilphamari,2020,2021,Unclassed_State_Forest_FD_Acre,0,B22
Nilphamari,2020,2021,Total_Forest_FD_Acre,1200.08,B22
Nilphamari,2020,2021,Unclassed_State_Forest_Admin_Acre,0,B22
Nilphamari,2020,2021,Total_Forest_Land,1200.08,B22
Nilphamari,2021,2022,Reserved_Forest_Section_20_Acre,0,B22
Nilphamari,2021,2022,Protected_Area,648.59,B22
Nilphamari,2021,2022,Acquired_Vested_Forest,551.49,B22
Nilphamari,2021,2022,Unclassed_State_Forest_FD_Acre,0,B22
Nilphamari,2021,2022,Total_Forest_FD_Acre,1200.08,B22
Nilphamari,2021,2022,Unclassed_State_Forest_Admin_Acre,0,B22
Nilphamari,2021,2022,Total_Forest_Land,1200.08,B22
Nilphamari,2022,2023,Reserved_Forest_Section_20_Acre,0,B22
Nilphamari,2022,2023,Protected_Area,648.59,B22
Nilphamari,2022,2023,Acquired_Vested_Forest,551.49,B22
Nilphamari,2022,2023,Unclassed_State_Forest_FD_Acre,0,B22
Nilphamari,2022,2023,Total_Forest_FD_Acre,1200.08,B22
Nilphamari,2022,2023,Unclassed_State_Forest_Admin_Acre,0,B22
Nilphamari,2022,2023,Total_Forest_Land,1200.08,B22
Nilphamari,2023,2024,Reserved_Forest_Section_20_Acre,0,B22
Nilphamari,2023,2024,Protected_Area,648.59,B22
Nilphamari,2023,2024,Acquired_Vested_Forest,551.49,B22
Nilphamari,2023,2024,Unclassed_State_Forest_FD_Acre,0,B22
Nilphamari,2023,2024,Total_Forest_FD_Acre,1200.08,B22
Nilphamari,2023,2024,Unclassed_State_Forest_Admin_Acre,0,B22
Nilphamari,2023,2024,Total_Forest_Land,1200.08,B22
Kurigram,2019,2020,Reserved_Forest_Section_20_Acre,128.59,B22
Kurigram,2019,2020,Protected_Area,0,B22
Kurigram,2019,2020,Acquired_Vested_Forest,0,B22
Kurigram,2019,2020,Unclassed_State_Forest_FD_Acre,0,B22
Kurigram,2019,2020,Total_Forest_FD_Acre,128.59,B22
Kurigram,2019,2020,Unclassed_State_Forest_Admin_Acre,0,B22
Kurigram,2019,2020,Total_Forest_Land,128.59,B22
Kurigram,2020,2021,Reserved_Forest_Section_20_Acre,128.59,B22
Kurigram,2020,2021,Protected_Area,0,B22
Kurigram,2020,2021,Acquired_Vested_Forest,0,B22
Kurigram,2020,2021,Unclassed_State_Forest_FD_Acre,0,B22
Kurigram,2020,2021,Total_Forest_FD_Acre,128.59,B22
Kurigram,2020,2021,Unclassed_State_Forest_Admin_Acre,0,B22
Kurigram,2020,2021,Total_Forest_Land,128.59,B22
Kurigram,2021,2022,Reserved_Forest_Section_20_Acre,128.59,B22
Kurigram,2021,2022,Protected_Area,0,B22
Kurigram,2021,2022,Acquired_Vested_Forest,0,B22
Kurigram,2021,2022,Unclassed_State_Forest_FD_Acre,0,B22
Kurigram,2021,2022,Total_Forest_FD_Acre,128.59,B22
Kurigram,2021,2022,Unclassed_State_Forest_Admin_Acre,0,B22
Kurigram,2021,2022,Total_Forest_Land,128.59,B22
Kurigram,2022,2023,Reserved_Forest_Section_20_Acre,128.59,B22
Kurigram,2022,2023,Protected_Area,0,B22
Kurigram,2022,2023,Acquired_Vested_Forest,0,B22
Kurigram,2022,2023,Unclassed_State_Forest_FD_Acre,0,B22
Kurigram,2022,2023,Total_Forest_FD_Acre,128.59,B22
Kurigram,2022,2023,Unclassed_State_Forest_Admin_Acre,0,B22
Kurigram,2022,2023,Total_Forest_Land,128.59,B22
Kurigram,2023,2024,Reserved_Forest_Section_20_Acre,128.59,B22
Kurigram,2023,2024,Protected_Area,0,B22
Kurigram,2023,2024,Acquired_Vested_Forest,0,B22
Kurigram,2023,2024,Unclassed_State_Forest_FD_Acre,0,B22
Kurigram,2023,2024,Total_Forest_FD_Acre,128.59,B22
Kurigram,2023,2024,Unclassed_State_Forest_Admin_Acre,0,B22
Kurigram,2023,2024,Total_Forest_Land,128.59,B22
Lalmonirhat,2019,2020,Reserved_Forest_Section_20_Acre,82.62,B22
Lalmonirhat,2019,2020,Protected_Area,0,B22
Lalmonirhat,2019,2020,Acquired_Vested_Forest,0,B22
Lalmonirhat,2019,2020,Unclassed_State_Forest_FD_Acre,0,B22
Lalmonirhat,2019,2020,Total_Forest_FD_Acre,82.62,B22
Lalmonirhat,2019,2020,Unclassed_State_Forest_Admin_Acre,0,B22
Lalmonirhat,2019,2020,Total_Forest_Land,82.62,B22
Lalmonirhat,2020,2021,Reserved_Forest_Section_20_Acre,82.62,B22
Lalmonirhat,2020,2021,Protected_Area,0,B22
Lalmonirhat,2020,2021,Acquired_Vested_Forest,0,B22
Lalmonirhat,2020,2021,Unclassed_State_Forest_FD_Acre,0,B22
Lalmonirhat,2020,2021,Total_Forest_FD_Acre,82.62,B22
Lalmonirhat,2020,2021,Unclassed_State_Forest_Admin_Acre,0,B22
Lalmonirhat,2020,2021,Total_Forest_Land,82.62,B22
Lalmonirhat,2021,2022,Reserved_Forest_Section_20_Acre,82.62,B22
Lalmonirhat,2021,2022,Protected_Area,0,B22
Lalmonirhat,2021,2022,Acquired_Vested_Forest,0,B22
Lalmonirhat,2021,2022,Unclassed_State_Forest_FD_Acre,0,B22
Lalmonirhat,2021,2022,Total_Forest_FD_Acre,82.62,B22
Lalmonirhat,2021,2022,Unclassed_State_Forest_Admin_Acre,0,B22
Lalmonirhat,2021,2022,Total_Forest_Land,82.62,B22
Lalmonirhat,2022,2023,Reserved_Forest_Section_20_Acre,82.62,B22
Lalmonirhat,2022,2023,Protected_Area,0,B22
Lalmonirhat,2022,2023,Acquired_Vested_Forest,0,B22
Lalmonirhat,2022,2023,Unclassed_State_Forest_FD_Acre,0,B22
Lalmonirhat,2022,2023,Total_Forest_FD_Acre,82.62,B22
Lalmonirhat,2022,2023,Unclassed_State_Forest_Admin_Acre,0,B22
Lalmonirhat,2022,2023,Total_Forest_Land,82.62,B22
Lalmonirhat,2023,2024,Reserved_Forest_Section_20_Acre,82.62,B22
Lalmonirhat,2023,2024,Protected_Area,0,B22
Lalmonirhat,2023,2024,Acquired_Vested_Forest,0,B22
Lalmonirhat,2023,2024,Unclassed_State_Forest_FD_Acre,0,B22
Lalmonirhat,2023,2024,Total_Forest_FD_Acre,82.62,B22
Lalmonirhat,2023,2024,Unclassed_State_Forest_Admin_Acre,0,B22
Lalmonirhat,2023,2024,Total_Forest_Land,82.62,B22
Dinajpur,2019,2020,Reserved_Forest_Section_20_Acre,14609.76,B22
Dinajpur,2019,2020,Reserved_Forest_Section_4_6_Acre,3455.38,B22
Dinajpur,2019,2020,Protected_Area,0,B22
Dinajpur,2019,2020,Acquired_Vested_Forest,0,B22
Dinajpur,2019,2020,Unclassed_State_Forest_FD_Acre,0,B22
Dinajpur,2019,2020,Total_Forest_FD_Acre,18065.14,B22
Dinajpur,2019,2020,Unclassed_State_Forest_Admin_Acre,0,B22
Dinajpur,2019,2020,Total_Forest_Land,18065.14,B22
Dinajpur,2020,2021,Reserved_Forest_Section_20_Acre,14609.76,B22
Dinajpur,2020,2021,Reserved_Forest_Section_4_6_Acre,3455.38,B22
Dinajpur,2020,2021,Protected_Area,0,B22
Dinajpur,2020,2021,Acquired_Vested_Forest,0,B22
Dinajpur,2020,2021,Unclassed_State_Forest_FD_Acre,0,B22
Dinajpur,2020,2021,Total_Forest_FD_Acre,18065.14,B22
Dinajpur,2020,2021,Unclassed_State_Forest_Admin_Acre,0,B22
Dinajpur,2020,2021,Total_Forest_Land,18065.14,B22
Dinajpur,2021,2022,Reserved_Forest_Section_20_Acre,14609.76,B22
Dinajpur,2021,2022,Reserved_Forest_Section_4_6_Acre,3455.38,B22
Dinajpur,2021,2022,Protected_Area,0,B22
Dinajpur,2021,2022,Acquired_Vested_Forest,0,B22
Dinajpur,2021,2022,Unclassed_State_Forest_FD_Acre,0,B22
Dinajpur,2021,2022,Total_Forest_FD_Acre,18065.14,B22
Dinajpur,2021,2022,Unclassed_State_Forest_Admin_Acre,0,B22
Dinajpur,2021,2022,Total_Forest_Land,18065.14,B22
Dinajpur,2022,2023,Reserved_Forest_Section_20_Acre,14609.76,B22
Dinajpur,2022,2023,Reserved_Forest_Section_4_6_Acre,3455.38,B22
Dinajpur,2022,2023,Protected_Area,0,B22
Dinajpur,2022,2023,Acquired_Vested_Forest,0,B22
Dinajpur,2022,2023,Unclassed_State_Forest_FD_Acre,0,B22
Dinajpur,2022,2023,Total_Forest_FD_Acre,18065.14,B22
Dinajpur,2022,2023,Unclassed_State_Forest_Admin_Acre,0,B22
Dinajpur,2022,2023,Total_Forest_Land,18065.14,B22
Dinajpur,2023,2024,Reserved_Forest_Section_20_Acre,14609.76,B22
Dinajpur,2023,2024,Reserved_Forest_Section_4_6_Acre,3455.38,B22
Dinajpur,2023,2024,Protected_Area,0,B22
Dinajpur,2023,2024,Acquired_Vested_Forest,0,B22
Dinajpur,2023,2024,Unclassed_State_Forest_FD_Acre,0,B22
Dinajpur,2023,2024,Total_Forest_FD_Acre,18065.14,B22
Dinajpur,2023,2024,Unclassed_State_Forest_Admin_Acre,0,B22
Dinajpur,2023,2024,Total_Forest_Land,18065.14,B22
Thakurgaon,2019,2020,Reserved_Forest_Section_20_Acre,1591.68,B22
Thakurgaon,2019,2020,Protected_Area,0,B22
Thakurgaon,2019,2020,Acquired_Vested_Forest,0,B22
Thakurgaon,2019,2020,Unclassed_State_Forest_FD_Acre,0,B22
Thakurgaon,2019,2020,Total_Forest_FD_Acre,1591.68,B22
Thakurgaon,2019,2020,Unclassed_State_Forest_Admin_Acre,0,B22
Thakurgaon,2019,2020,Total_Forest_Land,1591.68,B22
Thakurgaon,2020,2021,Reserved_Forest_Section_20_Acre,1591.68,B22
Thakurgaon,2020,2021,Protected_Area,0,B22
Thakurgaon,2020,2021,Acquired_Vested_Forest,0,B22
Thakurgaon,2020,2021,Unclassed_State_Forest_FD_Acre,0,B22
Thakurgaon,2020,2021,Total_Forest_FD_Acre,1591.68,B22
Thakurgaon,2020,2021,Unclassed_State_Forest_Admin_Acre,0,B22
Thakurgaon,2020,2021,Total_Forest_Land,1591.68,B22
Thakurgaon,2021,2022,Reserved_Forest_Section_20_Acre,1591.68,B22
Thakurgaon,2021,2022,Protected_Area,0,B22
Thakurgaon,2021,2022,Acquired_Vested_Forest,0,B22
Thakurgaon,2021,2022,Unclassed_State_Forest_FD_Acre,0,B22
Thakurgaon,2021,2022,Total_Forest_FD_Acre,1591.68,B22
Thakurgaon,2021,2022,Unclassed_State_Forest_Admin_Acre,0,B22
Thakurgaon,2021,2022,Total_Forest_Land,1591.68,B22
Thakurgaon,2022,2023,Reserved_Forest_Section_20_Acre,1591.68,B22
Thakurgaon,2022,2023,Protected_Area,0,B22
Thakurgaon,2022,2023,Acquired_Vested_Forest,0,B22
Thakurgaon,2022,2023,Unclassed_State_Forest_FD_Acre,0,B22
Thakurgaon,2022,2023,Total_Forest_FD_Acre,1591.68,B22
Thakurgaon,2022,2023,Unclassed_State_Forest_Admin_Acre,0,B22
Thakurgaon,2022,2023,Total_Forest_Land,1591.68,B22
Thakurgaon,2023,2024,Reserved_Forest_Section_20_Acre,1591.68,B22
Thakurgaon,2023,2024,Protected_Area,0,B22
Thakurgaon,2023,2024,Acquired_Vested_Forest,0,B22
Thakurgaon,2023,2024,Unclassed_State_Forest_FD_Acre,0,B22
Thakurgaon,2023,2024,Total_Forest_FD_Acre,1591.68,B22
Thakurgaon,2023,2024,Unclassed_State_Forest_Admin_Acre,0,B22
Thakurgaon,2023,2024,Total_Forest_Land,1591.68,B22
Panchagarh,2019,2020,Reserved_Forest_Section_20_Acre,501.38,B22
Panchagarh,2019,2020,Reserved_Forest_Section_4_6_Acre,4049.49,B22
Panchagarh,2019,2020,Protected_Area,0,B22
Panchagarh,2019,2020,Acquired_Vested_Forest,0,B22
Panchagarh,2019,2020,Unclassed_State_Forest_FD_Acre,0,B22
Panchagarh,2019,2020,Total_Forest_FD_Acre,4550.87,B22
Panchagarh,2019,2020,Unclassed_State_Forest_Admin_Acre,0,B22
Panchagarh,2019,2020,Total_Forest_Land,4550.87,B22
Panchagarh,2020,2021,Reserved_Forest_Section_20_Acre,501.38,B22
Panchagarh,2020,2021,Reserved_Forest_Section_4_6_Acre,4049.49,B22
Panchagarh,2020,2021,Protected_Area,0,B22
Panchagarh,2020,2021,Acquired_Vested_Forest,0,B22
Panchagarh,2020,2021,Unclassed_State_Forest_FD_Acre,0,B22
Panchagarh,2020,2021,Total_Forest_FD_Acre,4550.87,B22
Panchagarh,2020,2021,Unclassed_State_Forest_Admin_Acre,0,B22
Panchagarh,2020,2021,Total_Forest_Land,4550.87,B22
Panchagarh,2021,2022,Reserved_Forest_Section_20_Acre,501.38,B22
Panchagarh,2021,2022,Reserved_Forest_Section_4_6_Acre,4049.49,B22
Panchagarh,2021,2022,Protected_Area,0,B22
Panchagarh,2021,2022,Acquired_Vested_Forest,0,B22
Panchagarh,2021,2022,Unclassed_State_Forest_FD_Acre,0,B22
Panchagarh,2021,2022,Total_Forest_FD_Acre,4550.87,B22
Panchagarh,2021,2022,Unclassed_State_Forest_Admin_Acre,0,B22
Panchagarh,2021,2022,Total_Forest_Land,4550.87,B22
Panchagarh,2022,2023,Reserved_Forest_Section_20_Acre,501.38,B22
Panchagarh,2022,2023,Reserved_Forest_Section_4_6_Acre,4049.49,B22
Panchagarh,2022,2023,Protected_Area,0,B22
Panchagarh,2022,2023,Acquired_Vested_Forest,0,B22
Panchagarh,2022,2023,Unclassed_State_Forest_FD_Acre,0,B22
Panchagarh,2022,2023,Total_Forest_FD_Acre,4550.87,B22
Panchagarh,2022,2023,Unclassed_State_Forest_Admin_Acre,0,B22
Panchagarh,2022,2023,Total_Forest_Land,4550.87,B22
Panchagarh,2023,2024,Reserved_Forest_Section_20_Acre,501.38,B22
Panchagarh,2023,2024,Reserved_Forest_Section_4_6_Acre,4049.49,B22
Panchagarh,2023,2024,Protected_Area,0,B22
Panchagarh,2023,2024,Acquired_Vested_Forest,0,B22
Panchagarh,2023,2024,Unclassed_State_Forest_FD_Acre,0,B22
Panchagarh,2023,2024,Total_Forest_FD_Acre,4550.87,B22
Panchagarh,2023,2024,Unclassed_State_Forest_Admin_Acre,0,B22
Panchagarh,2023,2024,Total_Forest_Land,4550.87,B22
Naogaon,2019,2020,Reserved_Forest_Section_20_Acre,473.95,B22
Naogaon,2019,2020,Protected_Area,5991.7,B22
Naogaon,2019,2020,Acquired_Vested_Forest,681.99,B22
Naogaon,2019,2020,Unclassed_State_Forest_FD_Acre,0,B22
Naogaon,2019,2020,Total_Forest_FD_Acre,7147.64,B22
Naogaon,2019,2020,Unclassed_State_Forest_Admin_Acre,0,B22
Naogaon,2019,2020,Total_Forest_Land,7147.64,B22
Naogaon,2020,2021,Reserved_Forest_Section_20_Acre,473.95,B22
Naogaon,2020,2021,Protected_Area,5991.7,B22
Naogaon,2020,2021,Acquired_Vested_Forest,681.99,B22
Naogaon,2020,2021,Unclassed_State_Forest_FD_Acre,0,B22
Naogaon,2020,2021,Total_Forest_FD_Acre,7147.64,B22
Naogaon,2020,2021,Unclassed_State_Forest_Admin_Acre,0,B22
Naogaon,2020,2021,Total_Forest_Land,7147.64,B22
Naogaon,2021,2022,Reserved_Forest_Section_20_Acre,473.95,B22
Naogaon,2021,2022,Protected_Area,5991.7,B22
Naogaon,2021,2022,Acquired_Vested_Forest,681.99,B22
Naogaon,2021,2022,Unclassed_State_Forest_FD_Acre,0,B22
Naogaon,2021,2022,Total_Forest_FD_Acre,7147.64,B22
Naogaon,2021,2022,Unclassed_State_Forest_Admin_Acre,0,B22
Naogaon,2021,2022,Total_Forest_Land,7147.64,B22
Naogaon,2022,2023,Reserved_Forest_Section_20_Acre,473.95,B22
Naogaon,2022,2023,Protected_Area,5991.7,B22
Naogaon,2022,2023,Acquired_Vested_Forest,681.99,B22
Naogaon,2022,2023,Unclassed_State_Forest_FD_Acre,0,B22
Naogaon,2022,2023,Total_Forest_FD_Acre,7147.64,B22
Naogaon,2022,2023,Unclassed_State_Forest_Admin_Acre,0,B22
Naogaon,2022,2023,Total_Forest_Land,7147.64,B22
Naogaon,2023,2024,Reserved_Forest_Section_20_Acre,473.95,B22
Naogaon,2023,2024,Protected_Area,5991.7,B22
Naogaon,2023,2024,Acquired_Vested_Forest,681.99,B22
Naogaon,2023,2024,Unclassed_State_Forest_FD_Acre,0,B22
Naogaon,2023,2024,Total_Forest_FD_Acre,7147.64,B22
Naogaon,2023,2024,Unclassed_State_Forest_Admin_Acre,0,B22
Naogaon,2023,2024,Total_Forest_Land,7147.64,B22
Noakhali,2019,2020,Reserved_Forest_Section_20_Acre,72132.36,B22
Noakhali,2019,2020,Reserved_Forest_Section_4_6_Acre,307867.64,B22
Noakhali,2019,2020,Protected_Area,4784.72,B22
Noakhali,2019,2020,Acquired_Vested_Forest,0,B22
Noakhali,2019,2020,Unclassed_State_Forest_FD_Acre,0,B22
Noakhali,2019,2020,Total_Forest_FD_Acre,384784.72,B22
Noakhali,2019,2020,Unclassed_State_Forest_Admin_Acre,0,B22
Noakhali,2019,2020,Total_Forest_Land,384784.72,B22
Noakhali,2020,2021,Reserved_Forest_Section_20_Acre,72132.36,B22
Noakhali,2020,2021,Reserved_Forest_Section_4_6_Acre,307867.64,B22
Noakhali,2020,2021,Protected_Area,4784.72,B22
Noakhali,2020,2021,Acquired_Vested_Forest,0,B22
Noakhali,2020,2021,Unclassed_State_Forest_FD_Acre,0,B22
Noakhali,2020,2021,Total_Forest_FD_Acre,384784.72,B22
Noakhali,2020,2021,Unclassed_State_Forest_Admin_Acre,0,B22
Noakhali,2020,2021,Total_Forest_Land,384784.72,B22
Noakhali,2021,2022,Reserved_Forest_Section_20_Acre,72132.36,B22
Noakhali,2021,2022,Reserved_Forest_Section_4_6_Acre,307867.64,B22
Noakhali,2021,2022,Protected_Area,4784.72,B22
Noakhali,2021,2022,Acquired_Vested_Forest,0,B22
Noakhali,2021,2022,Unclassed_State_Forest_FD_Acre,0,B22
Noakhali,2021,2022,Total_Forest_FD_Acre,384784.72,B22
Noakhali,2021,2022,Unclassed_State_Forest_Admin_Acre,0,B22
Noakhali,2021,2022,Total_Forest_Land,384784.72,B22
Noakhali,2022,2023,Reserved_Forest_Section_20_Acre,72132.36,B22
Noakhali,2022,2023,Reserved_Forest_Section_4_6_Acre,307867.64,B22
Noakhali,2022,2023,Protected_Area,4784.72,B22
Noakhali,2022,2023,Acquired_Vested_Forest,0,B22
Noakhali,2022,2023,Unclassed_State_Forest_FD_Acre,0,B22
Noakhali,2022,2023,Total_Forest_FD_Acre,384784.72,B22
Noakhali,2022,2023,Unclassed_State_Forest_Admin_Acre,0,B22
Noakhali,2022,2023,Total_Forest_Land,384784.72,B22
Noakhali,2023,2024,Reserved_Forest_Section_20_Acre,72132.36,B22
Noakhali,2023,2024,Reserved_Forest_Section_4_6_Acre,307867.64,B22
Noakhali,2023,2024,Protected_Area,4784.72,B22
Noakhali,2023,2024,Acquired_Vested_Forest,0,B22
Noakhali,2023,2024,Unclassed_State_Forest_FD_Acre,0,B22
Noakhali,2023,2024,Total_Forest_FD_Acre,384784.72,B22
Noakhali,2023,2024,Unclassed_State_Forest_Admin_Acre,0,B22
Noakhali,2023,2024,Total_Forest_Land,384784.72,B22
Lakshmipur,2019,2020,Reserved_Forest_Section_20_Acre,0,B22
Lakshmipur,2019,2020,Reserved_Forest_Section_4_6_Acre,50000,B22
Lakshmipur,2019,2020,Protected_Area,0,B22
Lakshmipur,2019,2020,Acquired_Vested_Forest,0,B22
Lakshmipur,2019,2020,Unclassed_State_Forest_FD_Acre,0,B22
Lakshmipur,2019,2020,Total_Forest_FD_Acre,50000,B22
Lakshmipur,2019,2020,Unclassed_State_Forest_Admin_Acre,0,B22
Lakshmipur,2019,2020,Total_Forest_Land,50000,B22
Lakshmipur,2020,2021,Reserved_Forest_Section_20_Acre,0,B22
Lakshmipur,2020,2021,Reserved_Forest_Section_4_6_Acre,50000,B22
Lakshmipur,2020,2021,Protected_Area,0,B22
Lakshmipur,2020,2021,Acquired_Vested_Forest,0,B22
Lakshmipur,2020,2021,Unclassed_State_Forest_FD_Acre,0,B22
Lakshmipur,2020,2021,Total_Forest_FD_Acre,50000,B22
Lakshmipur,2020,2021,Unclassed_State_Forest_Admin_Acre,0,B22
Lakshmipur,2020,2021,Total_Forest_Land,50000,B22
Lakshmipur,2021,2022,Reserved_Forest_Section_20_Acre,0,B22
Lakshmipur,2021,2022,Reserved_Forest_Section_4_6_Acre,50000,B22
Lakshmipur,2021,2022,Protected_Area,0,B22
Lakshmipur,2021,2022,Acquired_Vested_Forest,0,B22
Lakshmipur,2021,2022,Unclassed_State_Forest_FD_Acre,0,B22
Lakshmipur,2021,2022,Total_Forest_FD_Acre,50000,B22
Lakshmipur,2021,2022,Unclassed_State_Forest_Admin_Acre,0,B22
Lakshmipur,2021,2022,Total_Forest_Land,50000,B22
Lakshmipur,2022,2023,Reserved_Forest_Section_20_Acre,0,B22
Lakshmipur,2022,2023,Reserved_Forest_Section_4_6_Acre,50000,B22
Lakshmipur,2022,2023,Protected_Area,0,B22
Lakshmipur,2022,2023,Acquired_Vested_Forest,0,B22
Lakshmipur,2022,2023,Unclassed_State_Forest_FD_Acre,0,B22
Lakshmipur,2022,2023,Total_Forest_FD_Acre,50000,B22
Lakshmipur,2022,2023,Unclassed_State_Forest_Admin_Acre,0,B22
Lakshmipur,2022,2023,Total_Forest_Land,50000,B22
Lakshmipur,2023,2024,Reserved_Forest_Section_20_Acre,0,B22
Lakshmipur,2023,2024,Reserved_Forest_Section_4_6_Acre,50000,B22
Lakshmipur,2023,2024,Protected_Area,0,B22
Lakshmipur,2023,2024,Acquired_Vested_Forest,0,B22
Lakshmipur,2023,2024,Unclassed_State_Forest_FD_Acre,0,B22
Lakshmipur,2023,2024,Total_Forest_FD_Acre,50000,B22
Lakshmipur,2023,2024,Unclassed_State_Forest_Admin_Acre,0,B22
Lakshmipur,2023,2024,Total_Forest_Land,50000,B22
Patuakhali,2019,2020,Reserved_Forest_Section_20_Acre,58723.87,B22
Patuakhali,2019,2020,Reserved_Forest_Section_4_6_Acre,91276.13,B22
Patuakhali,2019,2020,Protected_Area,0,B22
Patuakhali,2019,2020,Acquired_Vested_Forest,0,B22
Patuakhali,2019,2020,Unclassed_State_Forest_FD_Acre,0,B22
Patuakhali,2019,2020,Total_Forest_FD_Acre,150000,B22
Patuakhali,2019,2020,Unclassed_State_Forest_Admin_Acre,0,B22
Patuakhali,2019,2020,Total_Forest_Land,150000,B22
Patuakhali,2020,2021,Reserved_Forest_Section_20_Acre,58723.87,B22
Patuakhali,2020,2021,Reserved_Forest_Section_4_6_Acre,91276.13,B22
Patuakhali,2020,2021,Protected_Area,0,B22
Patuakhali,2020,2021,Acquired_Vested_Forest,0,B22
Patuakhali,2020,2021,Unclassed_State_Forest_FD_Acre,0,B22
Patuakhali,2020,2021,Total_Forest_FD_Acre,150000,B22
Patuakhali,2020,2021,Unclassed_State_Forest_Admin_Acre,0,B22
Patuakhali,2020,2021,Total_Forest_Land,150000,B22
Patuakhali,2021,2022,Reserved_Forest_Section_20_Acre,58723.87,B22
Patuakhali,2021,2022,Reserved_Forest_Section_4_6_Acre,91276.13,B22
Patuakhali,2021,2022,Protected_Area,0,B22
Patuakhali,2021,2022,Acquired_Vested_Forest,0,B22
Patuakhali,2021,2022,Unclassed_State_Forest_FD_Acre,0,B22
Patuakhali,2021,2022,Total_Forest_FD_Acre,150000,B22
Patuakhali,2021,2022,Unclassed_State_Forest_Admin_Acre,0,B22
Patuakhali,2021,2022,Total_Forest_Land,150000,B22
Patuakhali,2022,2023,Reserved_Forest_Section_20_Acre,58723.87,B22
Patuakhali,2022,2023,Reserved_Forest_Section_4_6_Acre,91276.13,B22
Patuakhali,2022,2023,Protected_Area,0,B22
Patuakhali,2022,2023,Acquired_Vested_Forest,0,B22
Patuakhali,2022,2023,Unclassed_State_Forest_FD_Acre,0,B22
Patuakhali,2022,2023,Total_Forest_FD_Acre,150000,B22
Patuakhali,2022,2023,Unclassed_State_Forest_Admin_Acre,0,B22
Patuakhali,2022,2023,Total_Forest_Land,150000,B22
Patuakhali,2023,2024,Reserved_Forest_Section_20_Acre,58723.87,B22
Patuakhali,2023,2024,Reserved_Forest_Section_4_6_Acre,91276.13,B22
Patuakhali,2023,2024,Protected_Area,0,B22
Patuakhali,2023,2024,Acquired_Vested_Forest,0,B22
